Sample ID,Date,Time,,Moisture,Protein As is,Oil As is,Fiber As is,Ash As is,Starch As is
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4065Row16$Range4$@PHP02 x LH145,12/13/2023,1:27 PM,,4.93,10.37,3.38,1.53,1.2,63.95
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4065Row16$Range4$@PHP02 x LH145,12/13/2023,1:28 PM,,4.84,11.13,3.41,1.62,1.3,63.59
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4065Row16$Range4$@PHP02 x LH145,12/13/2023,1:28 PM,,4.75,11.09,3.84,1.27,1.19,62.53
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4115Row16$Range6$@PHP02 x LH82,12/13/2023,1:29 PM,,4.74,10.4,3.66,1.19,1.19,63.24
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4115Row16$Range6$@PHP02 x LH82,12/13/2023,1:30 PM,,4.83,10.11,3.72,1.01,1.12,63.67
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4115Row16$Range6$@PHP02 x LH82,12/13/2023,1:30 PM,,4.81,10.1,3.96,0.92,1.15,63.59
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4215Row16$Range10$@PHN46 x W606S,12/13/2023,1:31 PM,,5.1,8.21,3.78,0.22,0.86,68.78
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4215Row16$Range10$@PHN46 x W606S,12/13/2023,1:32 PM,,5.06,8.2,3.53,0.52,0.94,65.74
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4215Row16$Range10$@PHN46 x W606S,12/13/2023,1:32 PM,,5.25,8.4,4,0.19,0.85,68.69
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4217Row18$Range10$@LH82 x PHJ89,12/13/2023,1:33 PM,,6.1,9.88,3.61,0.87,1.21,64.44
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4217Row18$Range10$@LH82 x PHJ89,12/13/2023,1:33 PM,,5.95,9.42,3.9,0.87,1.25,64.52
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4217Row18$Range10$@LH82 x PHJ89,12/13/2023,1:34 PM,,5.86,10.3,4.35,0.68,1.19,62.48
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5092Row18$Range16$@PHP02 x PHG47,12/13/2023,1:35 PM,,5.37,9.7,4.75,0.42,1.22,63.34
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5092Row18$Range16$@PHP02 x PHG47,12/13/2023,1:35 PM,,5.35,9.26,3.83,0.71,1.12,63.8
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5092Row18$Range16$@PHP02 x PHG47,12/13/2023,1:36 PM,,5.25,9.37,4.16,0.79,1.19,62.9
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4192Row18$Range9$@B84 x 3IIH6,12/13/2023,1:37 PM,,6.11,9.21,3.89,2.01,1.45,66.28
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4192Row18$Range9$@B84 x 3IIH6,12/13/2023,1:37 PM,,5.51,9.11,3.8,2.02,1.46,65.48
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4192Row18$Range9$@B84 x 3IIH6,12/13/2023,1:38 PM,,5.7,9.31,3.82,2.22,1.51,65.05
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4102Row3$Range6$@LH198 x PHZ51,12/13/2023,1:39 PM,,5.86,8.87,2.86,1.59,1.04,64.16
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4102Row3$Range6$@LH198 x PHZ51,12/13/2023,1:39 PM,,6.2,9.05,3.23,1.65,1.13,63.48
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4102Row3$Range6$@LH198 x PHZ51,12/13/2023,1:40 PM,,5.65,9.58,4.34,1.29,1.05,65.7
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5193Row19$Range20$@Wyffels W1782,12/13/2023,1:41 PM,,5.84,9.37,3.32,1.46,1.29,67.18
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5193Row19$Range20$@Wyffels W1782,12/13/2023,1:41 PM,,5.76,9.24,3.17,1.52,1.28,66.07
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5193Row19$Range20$@Wyffels W1782,12/13/2023,1:41 PM,,5.82,9.03,3.31,1.03,1.18,66.06
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4077Row3$Range5$@PHW52 x PHM49,12/13/2023,1:43 PM,,6.3,9.54,3.87,1.06,0.96,65.38
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4077Row3$Range5$@PHW52 x PHM49,12/13/2023,1:43 PM,,6.24,9.7,3.65,1.04,1.01,65.52
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4077Row3$Range5$@PHW52 x PHM49,12/13/2023,1:43 PM,,5.75,9.09,3.47,1.3,1.08,63.59
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4176Row2$Range9$@LH145 x LH162,12/13/2023,1:45 PM,,5.73,8.97,4.1,0.37,0.92,66.07
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4176Row2$Range9$@LH145 x LH162,12/13/2023,1:45 PM,,5.68,8.87,4.21,0.48,0.94,66.27
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4176Row2$Range9$@LH145 x LH162,12/13/2023,1:45 PM,,5.71,8.84,4.14,0.28,0.92,66.21
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4152Row3$Range8$@PHP02 x PHK76,12/13/2023,1:47 PM,,5.53,10.09,3.61,1.14,1.12,62.96
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4152Row3$Range8$@PHP02 x PHK76,12/13/2023,1:47 PM,,5.29,9.68,4.27,1.11,1.26,62.51
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4152Row3$Range8$@PHP02 x PHK76,12/13/2023,1:47 PM,,5.42,9.74,3.82,1.19,1.24,62.94
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4177Row3$Range9$@C.I. 540 x Os426,12/13/2023,1:48 PM,,5.69,11,3.75,1.23,1.08,64.48
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4177Row3$Range9$@C.I. 540 x Os426,12/13/2023,1:49 PM,,5.53,11.28,3.51,1.27,1.14,62.23
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4177Row3$Range9$@C.I. 540 x Os426,12/13/2023,1:49 PM,,5.81,11.14,3.38,1.41,1.18,62.28
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4167Row18$Range8$@LH195 x LH185,12/13/2023,1:50 PM,,5.81,9.2,3.13,1.89,1.18,65.92
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4167Row18$Range8$@LH195 x LH185,12/13/2023,1:51 PM,,6.21,9.07,4.09,1.29,1.11,62.98
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4167Row18$Range8$@LH195 x LH185,12/13/2023,1:52 PM,,5.9,9.26,3.52,1.12,1.01,64.19
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4218Row19$Range10$@K64 x 66,12/13/2023,1:53 PM,,5.87,8.19,3.49,1.19,1.07,64.59
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4218Row19$Range10$@K64 x 66,12/13/2023,1:53 PM,,5.85,7.91,3.51,1.23,1.01,64.36
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4218Row19$Range10$@K64 x 66,12/13/2023,1:54 PM,,5.57,8.55,3.71,1.1,1.08,64.32
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4202Row3$Range10$@KYS x Os426,12/13/2023,1:55 PM,,5.87,12.64,4.41,1.34,1.06,62.57
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4202Row3$Range10$@KYS x Os426,12/13/2023,1:55 PM,,5.96,12.05,4.31,1.21,0.99,63.28
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4202Row3$Range10$@KYS x Os426,12/13/2023,1:56 PM,,5.9,12.7,3.77,1.54,1.11,62.66
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4026Row2$Range3$@B37 x H95,12/13/2023,1:57 PM,,5.66,9.4,3.67,1.29,0.99,62.22
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4026Row2$Range3$@B37 x H95,12/13/2023,1:57 PM,,6.08,9.29,3.66,1.54,1.08,61.87
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4026Row2$Range3$@B37 x H95,12/13/2023,1:57 PM,,6.02,9.34,4.46,1.11,0.98,65.01
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4076Row2$Range5$@PHB47 x PHK56,12/13/2023,1:58 PM,,5.73,9.18,3.89,1.02,0.99,62.96
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4076Row2$Range5$@PHB47 x PHK56,12/13/2023,1:59 PM,,5.62,8.18,3.4,1.27,1.05,63.58
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4076Row2$Range5$@PHB47 x PHK56,12/13/2023,1:59 PM,,5.77,9,3.64,1.27,1,62.72
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4227Row3$Range11$@KYS x I159,12/13/2023,2:00 PM,,5.91,11.75,3.39,2.81,0.86,57.63
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4227Row3$Range11$@KYS x I159,12/13/2023,2:01 PM,,6.07,12.08,3.34,2.78,0.89,57.27
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4227Row3$Range11$@KYS x I159,12/13/2023,2:01 PM,,6.27,11.46,3.16,2.62,0.95,57.86
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4001Row2$Range2$@PHK76 x W606S,12/13/2023,2:02 PM,,6.36,7.68,3.93,0.19,0.87,67.62
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4001Row2$Range2$@PHK76 x W606S,12/13/2023,2:02 PM,,6.22,8.17,3.82,0.42,0.9,67.89
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4001Row2$Range2$@PHK76 x W606S,12/13/2023,2:03 PM,,6.25,7.47,3.32,0.47,0.83,68.1
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4027Row3$Range3$@B84 x 3IIH6,12/13/2023,2:04 PM,,5.94,9.62,3.88,1.92,1.38,65.33
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4027Row3$Range3$@B84 x 3IIH6,12/13/2023,2:04 PM,,6.46,8.89,3.5,2.38,1.51,63.24
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4027Row3$Range3$@B84 x 3IIH6,12/13/2023,2:05 PM,,6.26,9.06,3.53,2.35,1.46,65.72
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4190Row16$Range9$@LH195 x PHZ51,12/13/2023,2:06 PM,,4.86,9.41,3.36,1.07,0.99,66.01
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4190Row16$Range9$@LH195 x PHZ51,12/13/2023,2:06 PM,,4.83,9.86,3.78,0.82,1.06,65.76
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4190Row16$Range9$@LH195 x PHZ51,12/13/2023,2:07 PM,,5.11,9.31,3.86,0.76,0.95,68.27
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4216Row17$Range10$@K64 x Os426,12/13/2023,2:08 PM,,4.99,11.76,3.98,1.26,1.01,63.99
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4216Row17$Range10$@K64 x Os426,12/13/2023,2:08 PM,,4.97,11.29,4.75,0.99,0.95,65.52
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4216Row17$Range10$@K64 x Os426,12/13/2023,2:08 PM,,4.95,11.12,4,1.32,1.03,63.3
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4151Row2$Range8$@PHB47 x 3IIH6,12/13/2023,2:09 PM,,5.52,9.53,4.07,1.19,1.19,63.84
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4151Row2$Range8$@PHB47 x 3IIH6,12/13/2023,2:10 PM,,5.67,9.1,3.58,1.59,1.23,66.78
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4151Row2$Range8$@PHB47 x 3IIH6,12/13/2023,2:10 PM,,5.86,9.52,3.91,1.35,1.23,66.65
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4226Row2$Range11$@Pioneer P0589 AMXT,12/13/2023,2:12 PM,,5.49,6.76,3.72,1.1,1.18,64.6
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4226Row2$Range11$@Pioneer P0589 AMXT,12/13/2023,2:12 PM,,5.9,6.16,3.01,1.71,1.21,68.56
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4226Row2$Range11$@Pioneer P0589 AMXT,12/13/2023,2:13 PM,,5.72,6.4,3.03,1.52,1.15,66.41
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4101Row2$Range6$@N209 x 3IIH6,12/13/2023,2:15 PM,,6.5,9.18,3.64,2.28,1.49,63.98
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4101Row2$Range6$@N209 x 3IIH6,12/13/2023,2:15 PM,,6.53,9.87,4.11,2.28,1.56,61.25
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4101Row2$Range6$@N209 x 3IIH6,12/13/2023,2:15 PM,,6.1,9.27,3.82,2.02,1.42,66.8
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4067Row18$Range4$@PHJ40 x LH82,12/13/2023,2:16 PM,,5.58,10.95,4.69,0.37,1.11,65.42
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4067Row18$Range4$@PHJ40 x LH82,12/13/2023,2:17 PM,,5.99,10.67,4.09,0.87,1.11,64.51
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4067Row18$Range4$@PHJ40 x LH82,12/13/2023,2:17 PM,,5.99,11.17,4.44,0.51,1.01,65.08
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5192Row18$Range20$@PHK76 x W606S,12/13/2023,2:27 PM,,5.83,8.25,2.91,0.75,0.97,65.79
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5192Row18$Range20$@PHK76 x W606S,12/13/2023,2:28 PM,,5.72,8.15,3.95,0.53,0.93,67.13
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5192Row18$Range20$@PHK76 x W606S,12/13/2023,2:28 PM,,5.99,8.13,3.32,0.58,0.86,67.35
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4113Row14$Range6$@CI 3A x I159,12/13/2023,2:29 PM,,6.66,10.43,3.59,1.24,0.95,63.85
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4113Row14$Range6$@CI 3A x I159,12/13/2023,2:29 PM,,6.6,10.26,3.67,1.03,0.92,64.6
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4113Row14$Range6$@CI 3A x I159,12/13/2023,2:30 PM,,6.96,10.19,3.65,1.14,0.95,64.65
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4038Row14$Range3$@LH82 x PHB47,12/13/2023,2:31 PM,,6.89,10.21,3.9,1.03,1.08,63.88
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4038Row14$Range3$@LH82 x PHB47,12/13/2023,2:31 PM,,6.48,10.61,3.42,1,1.12,63.75
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4038Row14$Range3$@LH82 x PHB47,12/13/2023,2:32 PM,,6.84,9.84,3.96,0.99,1.12,63.72
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6102Row3$Range28$@PHZ51 x LH145,12/13/2023,2:33 PM,,5.3,10.19,3.9,0.81,1.03,65.23
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6102Row3$Range28$@PHZ51 x LH145,12/13/2023,2:33 PM,,5.82,10.09,3.78,0.76,0.99,65.91
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6102Row3$Range28$@PHZ51 x LH145,12/13/2023,2:33 PM,,5.67,10.21,4.18,0.87,1.04,65.81
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6035Row11$Range25$@LH195 x LH123HT,12/13/2023,2:34 PM,,6.41,11.59,4.24,1.1,1.1,64.24
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6035Row11$Range25$@LH195 x LH123HT,12/13/2023,2:35 PM,,6.54,12.12,3.71,1.24,1.02,64.35
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6035Row11$Range25$@LH195 x LH123HT,12/13/2023,2:35 PM,,6.28,11.92,4.01,1.26,1.04,64.38
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6216Row17$Range32$@PHK56 x LH82,12/13/2023,2:36 PM,,6.42,10.85,3.4,1.2,1.13,61.65
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6216Row17$Range32$@PHK56 x LH82,12/13/2023,2:37 PM,,6.45,10.56,3.63,1.28,1.16,61.36
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6216Row17$Range32$@PHK56 x LH82,12/13/2023,2:37 PM,,6.49,10.8,3.61,1.35,1.18,61.24
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6200Row26$Range31$@PHP02 x PHN46,12/13/2023,2:38 PM,,6.54,9,4.09,0.75,1.02,65.81
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6200Row26$Range31$@PHP02 x PHN46,12/13/2023,2:38 PM,,6.1,9.54,4.11,0.7,1.06,65.42
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6200Row26$Range31$@PHP02 x PHN46,12/13/2023,2:39 PM,,6.47,9.27,3.67,1.05,1.06,64.53
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5103Row4$Range17$@B105 x 3IIH6,12/13/2023,2:40 PM,,5.81,11.34,3.9,1.36,1.36,61.66
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5103Row4$Range17$@B105 x 3IIH6,12/13/2023,2:40 PM,,5.83,10.99,4.18,1.24,1.36,62.92
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5103Row4$Range17$@B105 x 3IIH6,12/13/2023,2:40 PM,,6.03,10.52,3.34,1.77,1.4,66.13
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5078Row4$Range16$@B73 x PHZ51,12/13/2023,2:41 PM,,6.2,10.48,4.04,0.86,1.14,64.43
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5078Row4$Range16$@B73 x PHZ51,12/13/2023,2:42 PM,,6.3,10.32,3.51,1.04,1.19,63.52
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5078Row4$Range16$@B73 x PHZ51,12/13/2023,2:42 PM,,5.94,10.81,3.72,0.85,1.13,63.01
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4200Row26$Range9$@PHP02 x PHK56,12/13/2023,2:43 PM,,5.85,9.35,3.42,1.68,1.27,62.09
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4200Row26$Range9$@PHP02 x PHK56,12/13/2023,2:44 PM,,5.77,9.83,3.83,1.01,1.15,62.32
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4200Row26$Range9$@PHP02 x PHK56,12/13/2023,2:44 PM,,5.79,10.19,3.89,0.94,1.16,62
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6090Row16$Range27$@PHK76 x LH82,12/13/2023,2:45 PM,,5.65,9.82,3.32,1.52,1.21,62.64
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6090Row16$Range27$@PHK76 x LH82,12/13/2023,2:45 PM,,5.71,10.28,3.43,1.19,1.16,62.9
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6090Row16$Range27$@PHK76 x LH82,12/13/2023,2:46 PM,,5.63,9.87,3.57,1.37,1.19,62.68
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6027Row3$Range25$@LH74 x PHN82,12/13/2023,2:47 PM,,5.46,10.34,3.23,1.39,1.11,63.18
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6027Row3$Range25$@LH74 x PHN82,12/13/2023,2:47 PM,,5.76,10.31,3.28,1.17,1.1,65.65
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6027Row3$Range25$@LH74 x PHN82,12/13/2023,2:48 PM,,5.41,10.4,3.4,0.9,1.03,64.32
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5175Row26$Range19$@Syngenta NK0760-3111,12/13/2023,2:49 PM,,5.51,7.79,3.27,1.81,1.3,67.4
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5175Row26$Range19$@Syngenta NK0760-3111,12/13/2023,2:49 PM,,5.64,7.65,3.35,2,1.4,67.2
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5175Row26$Range19$@Syngenta NK0760-3111,12/13/2023,2:50 PM,,5.39,8.45,3.95,1.91,1.44,66.36
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5153Row4$Range19$@B37 x OH43,12/13/2023,2:51 PM,,6.28,10.16,3.34,2.14,1.07,60.52
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5153Row4$Range19$@B37 x OH43,12/13/2023,2:51 PM,,6.32,9.59,3.3,2.09,0.97,60.82
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5153Row4$Range19$@B37 x OH43,12/13/2023,2:51 PM,,6.18,9.61,3.03,1.7,0.95,61.91
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5209Row10$Range21$@B73 x PHM49,12/13/2023,2:53 PM,,5.91,10.49,3.14,1.77,1.24,67.07
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5209Row10$Range21$@B73 x PHM49,12/13/2023,2:53 PM,,5.73,10.14,3.52,1.56,1.19,62.55
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5209Row10$Range21$@B73 x PHM49,12/13/2023,2:54 PM,,5.64,10.06,3.09,1.84,1.17,62.86
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5035Row11$Range14$@LH195 x PHZ51,12/13/2023,2:55 PM,,5.53,11.34,3.68,0.8,1.08,65.86
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5035Row11$Range14$@LH195 x PHZ51,12/13/2023,2:55 PM,,5.52,11.73,3.95,0.61,1.06,65.11
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5035Row11$Range14$@LH195 x PHZ51,12/13/2023,2:56 PM,,5.88,10.77,3.91,1.28,1.18,65.43
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5044Row20$Range14$@PHP02 x LH185,12/13/2023,2:57 PM,,5.61,9.93,3.22,1.73,1.13,64.33
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5044Row20$Range14$@PHP02 x LH185,12/13/2023,2:57 PM,,5.49,10.21,3.41,1.86,1.12,62.82
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5044Row20$Range14$@PHP02 x LH185,12/13/2023,2:57 PM,,5.57,10.23,3.13,2.23,1.24,66.91
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5029Row5$Range14$@2369 x PHZ51,12/13/2023,2:59 PM,,6.04,8.68,3.49,0.67,0.86,66.71
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5029Row5$Range14$@2369 x PHZ51,12/13/2023,2:59 PM,,6.4,8.94,4.07,0.61,0.92,66.89
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5029Row5$Range14$@2369 x PHZ51,12/13/2023,2:59 PM,,6.35,8.71,3.79,0.3,0.91,66.46
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5059Row10$Range15$@B73 x 3IIH6,12/13/2023,3:01 PM,,6.05,9,3.6,2.01,1.44,67.13
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5059Row10$Range15$@B73 x 3IIH6,12/13/2023,3:01 PM,,5.75,9.13,3.86,1.94,1.43,65.27
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5059Row10$Range15$@B73 x 3IIH6,12/13/2023,3:01 PM,,6.18,9.21,4.03,1.95,1.51,65.16
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6184Row10$Range31$@2369 x PHZ51,12/13/2023,3:03 PM,,6.1,9.98,4,0.68,1.03,66.57
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6184Row10$Range31$@2369 x PHZ51,12/13/2023,3:03 PM,,6.15,9.79,3.61,0.96,0.99,66.23
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6184Row10$Range31$@2369 x PHZ51,12/13/2023,3:03 PM,,6.17,10.22,3.83,0.7,0.97,65.89
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6085Row11$Range27$@F42 x OH43,12/13/2023,3:04 PM,,5.94,10.9,4.51,0.87,1.07,65.08
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6085Row11$Range27$@F42 x OH43,12/13/2023,3:05 PM,,5.99,10.69,4.05,1.12,1.12,64.03
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6085Row11$Range27$@F42 x OH43,12/13/2023,3:05 PM,,6.07,10.92,3.92,1.17,1.11,64.95
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6226Row2$Range33$@PHW52 x PHM49,12/13/2023,3:07 PM,,5.74,9.85,3.08,1.62,1.05,63.42
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6226Row2$Range33$@PHW52 x PHM49,12/13/2023,3:07 PM,,5.69,9.98,4.19,1.18,0.98,66.01
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6226Row2$Range33$@PHW52 x PHM49,12/13/2023,3:07 PM,,5.83,10.08,3.52,1.63,1.02,63.43
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4092Row18$Range5$@K201 x Os426,12/13/2023,3:09 PM,,5.66,12.06,3.71,1.21,1.19,63.06
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4092Row18$Range5$@K201 x Os426,12/13/2023,3:09 PM,,5.83,11.86,4.04,1.19,1.14,64.29
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4092Row18$Range5$@K201 x Os426,12/13/2023,3:10 PM,,5.69,12.6,4.11,1.15,1.21,63.27
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4141Row17$Range7$@K64 x B7,12/13/2023,3:11 PM,,4.65,11.2,4.23,1.12,0.92,63.91
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4141Row17$Range7$@K64 x B7,12/13/2023,3:11 PM,,4.65,11.57,4.26,1.23,0.92,62.86
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4141Row17$Range7$@K64 x B7,12/13/2023,3:12 PM,,4.59,11.31,4.01,1.13,0.96,64.02
