Person,QR Code,Ear #,Ear Width,Kernel Fill Length,Kernel Row Number,Kernels per Row,Ear Weight,Seed Color,Total Kernel Count,Cob Length,Cob Width,Cob Weight,100 Kernel weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot212$Row57$Range68$B73,3,3.5,,14,20,67.44,yellow,170,13,2.5,18.74,23.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot212$Row57$Range68$B73,4,4,,18,26,92.53,yellow,354,13.5,3,20.42,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot208$Row61$Range68$B73,1,3.5,,18,15,40.47,yellow,159,11,3,14.63,17.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot208$Row61$Range68$B73,2,3.5,,18,12,33.37,yellow,144,9,2.5,9.66,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot208$Row61$Range68$B73,3,4,,16,19,60.71,yellow,225,11.5,2.5,17.36,19.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot208$Row61$Range68$B73,4,3,,18,25,50.65,yellow,250,12.5,2.5,17.35,15.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot215$Row54$Range68$B37,1,2.5,,NA,NA ,18.32,yellow ,2,16.5,2.5,18.32,NA,only 2 kernels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot215$Row54$Range68$B37,2,2.5,,NA ,NA ,20.33,yellow ,2,14,2.5,20.33,NA,only 2 kernels ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot215$Row54$Range68$B37,3,2.5,,NA,NA ,19.24,yellow ,11,12.5,2.5,19.24,NA,only 11 kernels ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot215$Row54$Range68$B37,4,3,,10,23,41.28,yellow,132,13.5,2.5,19.94,NA ,not enough 100 kernels to weigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot209$Row60$Range68$N7A,1,3.5,,12,19,56.76,yellow,105,13.5,2.5,20.36,NA,not enough 100 kernels to weigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot209$Row60$Range68$N7A,2,4,,14,17,85.87,yellow,208,13,2.5,17.37,34.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot209$Row60$Range68$N7A,3,3.5,,14,13,51.44,yellow ,81,15.5,3,22.02,NA ,not enough 100 kernels ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot209$Row60$Range68$N7A,4,2,,NA,NA,8.99,NA ,0,11,2,8.99,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot213$Row56$Range68$A632,1,3.5,,16,27,67.27,yellow,331,14.5,2.5,14.86,15.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot213$Row56$Range68$A632,2,3.5,,16,28,71.32,yellow,324,16.5,2.5,16.91,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot213$Row56$Range68$A632,3,3.5,,14,20,58.07,yellow,177,13.5,2.5,12.4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot213$Row56$Range68$A632,4,3,,16,28,55.65,yellow,313,13,2.5,11.63,14.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot216$Row53$Range68$K64,1,3.5,,14,23,79.58,white ,279,13.5,2.5,17.61,21.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot216$Row53$Range68$K64,2,3.5,,14,15,41.08,white ,112,10,2.5,14.42,23.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot216$Row53$Range68$K64,3,3.5,,14,13,35.6,white ,106,9.5,2.5,11.14,23.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot216$Row53$Range68$K64,4,3,,14,13,20.35,white ,62,7.5,2.5,8.81,NA ,not enough 100 seeds ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot214$Row55$Range68$S8326,1,2,,6,17,14.85,yellow,75,7,1.5,1.81,NA ,not enough 100 seeds ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot214$Row55$Range68$S8326,2,3.5,,16,32,115.59,yellow ,445,15.5,2.5,15.72,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot214$Row55$Range68$S8326,3,3.5,,14,35,128.34,yellow,461,17.5,2.5,17.01,23.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot214$Row55$Range68$S8326,4,3.5,,14,34,117.19,yellow,403,17.5,3,18.88,23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot211$Row58$Range68$A682,1,3,,10,19,61.89,yellow,167,13.5,2.5,12.24,29.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot211$Row58$Range68$A682,2,3,,10,32,59.06,yellow,267,15.5,2.5,10.56,18.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot211$Row58$Range68$A682,3,3,,10,34,76.79,yellow,289,17,2.5,15.26,20.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MV$Inbred-HIPS$Rep2$Plot211$Row58$Range68$A682,4,3.5,,10,39,106.97,yellow,338,19.5,2.5,16.16,26.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
