Sample ID,Date,Time,Moisture,Protein As is,Oil As is,Fiber As is,Ash As is,Starch As is
22-C-1595232-BULK,1/25/2024,3:13 PM,7.18,12.26,2.91,1.83,0.96,61.29
22-C-1595237-BULK,1/25/2024,3:15 PM,7.14,11.85,3.91,2.42,1.13,57.01
22-C-1595237-BULK,1/25/2024,3:16 PM,6.81,11.63,4.21,2.36,1.18,57.01
22-C-1595237-BULK,1/25/2024,3:17 PM,7.2,11.68,4.57,2.46,1.19,56.52
22-C-1595361-BULK,1/25/2024,3:18 PM,6.74,10.62,3.76,1.59,1.02,62.46
22-C-1595361-BULK,1/25/2024,3:19 PM,6.41,11.22,3.63,1.58,0.99,62.35
22-C-1595361-BULK,1/25/2024,3:20 PM,6.76,10.72,3.86,1.5,1.03,61.51
22-C-1595404-BULK,1/25/2024,3:21 PM,6.12,9.55,2.96,1.17,0.87,65.33
22-C-1595404-BULK,1/25/2024,3:22 PM,6.36,11.07,3.07,1.21,0.88,62.29
22-C-1595404-BULK,1/25/2024,3:22 PM,7.02,10.57,3.08,1.38,0.9,61.92
22-C-1584395-BULK,1/25/2024,3:26 PM,7.5,9.05,3.89,1.05,1.14,64.38
22-C-1584395-BULK,1/25/2024,3:26 PM,7.34,9.19,3.09,1.11,1.09,64.32
22-C-1584395-BULK,1/25/2024,3:27 PM,7.05,8.69,3.72,1.09,1.15,64.75
22-C-1584394-BULK,1/25/2024,3:28 PM,7.92,7.04,4.32,1.23,1.26,66.81
22-C-1584394-BULK,1/25/2024,3:29 PM,7.77,7.13,4.53,1.25,1.23,64.98
22-C-1584394-BULK,1/25/2024,3:30 PM,7.96,6.98,3.54,1.7,1.27,66.99
22-C-1584393-BULK,1/25/2024,3:32 PM,7.81,8.49,3.63,0.85,1,65.56
22-C-1584393-BULK,1/25/2024,3:32 PM,7.49,8.28,3.2,0.93,1.03,65.73
22-C-1584393-BULK,1/25/2024,3:33 PM,7.71,8.33,4.24,0.93,1.06,64.93
22-C-1584392-BULK,1/25/2024,3:36 PM,8.01,8.67,3.43,0.86,1.08,64.69
22-C-1584392-BULK,1/25/2024,3:36 PM,7.61,8.68,3.06,0.93,1.03,65.61
22-C-1584392-BULK,1/25/2024,3:37 PM,7.78,8.79,3.81,0.71,1.02,64.83
22-C-1584391-BULK,1/25/2024,3:38 PM,8.29,6.63,3.67,1.3,1.07,65.49
22-C-1584391-BULK,1/25/2024,3:39 PM,8.27,6.68,3.53,1.6,1.06,65.3
22-C-1584391-BULK,1/25/2024,3:40 PM,8.23,6.71,3.81,1.59,1.1,65.42
22-C-1584390-BULK,1/25/2024,3:41 PM,8.14,7.58,3.64,1.17,1.19,65.46
22-C-1584390-BULK,1/25/2024,3:42 PM,7.96,7.15,3.63,0.96,1.14,64.81
22-C-1584390-BULK,1/25/2024,3:42 PM,8.15,6.84,3.46,0.98,1.09,65.24
22-C-1584401-BULK,1/25/2024,3:43 PM,7.94,9.37,4.11,0.93,1.09,64.67
22-C-1584401-BULK,1/25/2024,3:44 PM,7.92,9.39,4.02,0.95,1.13,64.39
22-C-1584401-BULK,1/25/2024,3:45 PM,7.88,9.46,3.94,1.04,1.1,64.33
22-C-1584400-BULK,1/25/2024,3:46 PM,7.58,8.03,3.93,1.26,1.15,64.63
22-C-1584400-BULK,1/25/2024,3:46 PM,7,8.4,3.34,0.99,1.05,65.22
22-C-1584400-BULK,1/25/2024,3:47 PM,7.65,7.95,3.85,1.01,1.07,64.18
22-C-1584399-BULK,1/25/2024,3:48 PM,7.11,7.11,3.91,0.63,0.95,65.6
22-C-1584399-BULK,1/25/2024,3:48 PM,6.82,6.81,3.37,0.85,0.94,66.74
22-C-1584399-BULK,1/25/2024,3:49 PM,6.9,7.12,4.17,0.5,0.95,65.92
22-C-1584398-BULK,1/25/2024,3:51 PM,7.87,7.25,3.41,0.66,0.96,65.74
22-C-1584398-BULK,1/25/2024,3:51 PM,7.87,6.79,3.95,0.22,0.97,66.14
22-C-1584398-BULK,1/25/2024,3:52 PM,7.78,6.89,3.4,0.69,0.92,66.07
22-C-1584405-BULK,1/25/2024,3:53 PM,8.72,7.43,4.22,1.57,1.37,65.13
22-C-1584405-BULK,1/25/2024,3:54 PM,8.83,7.58,3.51,1.52,1.26,64.79
22-C-1584405-BULK,1/25/2024,3:55 PM,8.79,7.74,3.35,1.46,1.19,64.99
22-C-1584404-BULK,1/26/2024,10:04 AM,9.21,7.98,3.5,1.6,1.34,64.73
22-C-1584404-BULK,1/26/2024,10:05 AM,9.29,7.83,3.29,1.61,1.34,65.03
22-C-1584404-BULK,1/26/2024,10:06 AM,8.7,7.77,4.05,1.59,1.38,64.74
22-C-1584403-BULK,1/26/2024,10:07 AM,8.86,6.61,3.31,2.18,1.33,64.02
22-C-1584403-BULK,1/26/2024,10:08 AM,8.75,6.72,3.16,1.91,1.27,64.49
22-C-1584403-BULK,1/26/2024,10:09 AM,8.8,6.66,3.27,2.2,1.28,64.05
22-C-1584402-BULK,1/26/2024,10:11 AM,8.45,9.76,3.66,1.11,1.2,62.8
22-C-1584402-BULK,1/26/2024,10:11 AM,8.84,9.13,4.01,1.14,1.26,61.93
22-C-1584402-BULK,1/26/2024,10:12 AM,8.68,9.5,3.23,1.39,1.14,62.56
22-C-1584409-BULK,1/26/2024,10:13 AM,8.16,8.01,3.39,1.33,1.22,63.57
22-C-1584409-BULK,1/26/2024,10:14 AM,8.24,8.05,3.14,1.29,1.17,65.4
22-C-1584409-BULK,1/26/2024,10:14 AM,8.34,8.03,2.8,1.34,1.12,63.79
22-C-1584408-BULK,1/26/2024,10:16 AM,7.93,7.51,3.52,1.12,1.16,64.33
22-C-1584408-BULK,1/26/2024,10:16 AM,8.6,7.37,3.72,0.81,1.15,63.69
22-C-1584408-BULK,1/26/2024,10:17 AM,8.39,7.49,3.43,1.16,1.15,65.83
22-C-1584512-BULK,1/26/2024,10:18 AM,7.55,7.43,4.2,0.5,1.07,65.68
22-C-1584512-BULK,1/26/2024,10:18 AM,7.6,7.72,4.04,0.53,1.02,65.29
22-C-1584512-BULK,1/26/2024,10:19 AM,7.82,7.61,3.74,0.29,1.02,66.2
22-C-1584472-BULK,1/26/2024,10:20 AM,7.93,9.07,3.92,0.98,1.16,63.89
22-C-1584472-BULK,1/26/2024,10:21 AM,7.81,9.28,4,0.74,1.13,64.14
22-C-1584472-BULK,1/26/2024,10:22 AM,7.43,9.04,3.34,0.96,1.12,64.45
22-C-1584511-BULK,1/26/2024,10:23 AM,8.75,8.64,3.81,1.2,1.18,63.49
22-C-1584511-BULK,1/26/2024,10:24 AM,8.72,8.87,3.97,1.32,1.27,64.28
22-C-1584511-BULK,1/26/2024,10:25 AM,8.09,8.91,3.81,1.24,1.15,62.6
22-C-1584448-BULK,1/26/2024,10:26 AM,9.21,7.63,3.92,2,1.5,64.62
22-C-1584448-BULK,1/26/2024,10:27 AM,8.88,7.43,3.5,1.93,1.4,65.28
22-C-1584448-BULK,1/26/2024,10:27 AM,8.96,7.52,4.1,1.61,1.43,65.05
22-C-1584488-BULK,1/26/2024,10:28 AM,9.02,7.73,3.29,1.72,1.28,64.15
22-C-1584488-BULK,1/26/2024,10:29 AM,8.44,7.9,3.56,1.51,1.22,63.78
22-C-1584432-BULK,1/26/2024,10:31 AM,9.35,7.19,3.51,1.1,1.25,66.2
22-C-1584432-BULK,1/26/2024,10:32 AM,9.44,7.27,3.02,1.33,1.25,64.92
22-C-1584432-BULK,1/26/2024,10:32 AM,9.26,7.13,3.59,1.08,1.23,65.59
22-C-1584484-BULK,1/26/2024,10:34 AM,9.18,8.55,3.97,1.44,1.39,61.46
22-C-1584484-BULK,1/26/2024,10:35 AM,9.06,8.37,4.17,1.48,1.39,63.92
22-C-1584484-BULK,1/26/2024,10:35 AM,9.15,8.43,3.93,1.36,1.28,63.55
22-C-1584510-BULK,1/26/2024,10:37 AM,8.68,7.29,4.05,0.82,1.09,64.17
22-C-1584510-BULK,1/26/2024,10:37 AM,8.78,7.46,3.3,1.14,1.12,64.71
22-C-1584510-BULK,1/26/2024,10:38 AM,8.58,7.37,3.39,0.97,1.05,65.53
22-C-1584491-BULK,1/26/2024,10:39 AM,8.03,6.78,3.64,2.05,1.25,64.86
22-C-1584491-BULK,1/26/2024,10:40 AM,8.27,6.44,3.62,2.24,1.34,64.44
22-C-1584491-BULK,1/26/2024,10:40 AM,8.2,6.54,3.56,2.17,1.32,64.92
22-C-1584509-BULK,1/26/2024,10:42 AM,7.82,6.69,2.84,0.97,0.9,65.57
22-C-1584509-BULK,1/26/2024,10:43 AM,7.79,7.44,3.51,0.72,0.93,66.88
22-C-1584509-BULK,1/26/2024,10:44 AM,7.6,7.38,3.52,0.82,0.89,65.24
22-C-1584489-BULK,1/26/2024,10:45 AM,7.72,8.43,3.91,0.77,1.03,65.54
22-C-1584489-BULK,1/26/2024,10:46 AM,7.67,8.02,3.15,1.08,1.02,66
22-C-1584489-BULK,1/26/2024,10:46 AM,7.67,8.49,4.55,0.83,1.1,65.11
22-C-1584407-BULK,1/26/2024,10:47 AM,7.7,7.68,3.3,0.9,1.1,64.59
22-C-1584407-BULK,1/26/2024,10:48 AM,8.39,7.52,2.8,1.09,1.13,64.91
22-C-1584407-BULK,1/26/2024,10:49 AM,8.24,7.57,3.99,0.69,1.17,64.97
22-C-1584406-BULK,1/26/2024,10:50 AM,7.94,8.49,3.04,0.96,1.13,65.56
22-C-1584406-BULK,1/26/2024,10:50 AM,8.34,8.3,3.14,1.19,1.17,64.05
22-C-1584406-BULK,1/26/2024,10:51 AM,8.03,8.15,3.33,0.97,1.14,65.66
22-C-1584447-BULK,1/26/2024,10:52 AM,8.18,7.99,3.76,0.94,1.22,64.01
22-C-1584447-BULK,1/26/2024,10:52 AM,8.47,8,3.08,1.01,1.16,64.01
22-C-1584447-BULK,1/26/2024,10:53 AM,8.38,7.96,3.52,0.71,1.12,65.88
22-C-1584467-BULK,1/26/2024,10:54 AM,7.74,8.87,2.96,1.11,1.19,64.7
22-C-1584467-BULK,1/26/2024,10:55 AM,8.31,8.7,3.04,1.21,1.14,63.55
22-C-1584467-BULK,1/26/2024,10:55 AM,7.95,8.82,3.15,0.84,1.12,65.12
22-C-1584449-BULK,1/26/2024,10:56 AM,8.29,8.8,3.01,1.36,1.08,62.42
22-C-1584449-BULK,1/26/2024,10:57 AM,8.53,9.02,2.83,1.54,1.04,63.25
22-C-1584449-BULK,1/26/2024,10:57 AM,8.46,9,2.76,1.62,1.05,62.8
22-C-1584442-BULK,1/26/2024,10:59 AM,8.51,7.59,4.06,0.69,1.15,64.73
22-C-1584442-BULK,1/26/2024,11:00 AM,8.19,7.73,3.58,0.76,1.11,65.65
22-C-1584442-BULK,1/26/2024,11:00 AM,8.34,6.87,3.83,0.72,1.12,65.57
22-C-1584492-BULK,1/26/2024,11:01 AM,7.97,7.25,4.51,1.1,1.34,65.54
22-C-1584492-BULK,1/26/2024,11:02 AM,8.22,7.19,4.1,1.2,1.31,66.37
22-C-1584492-BULK,1/26/2024,11:02 AM,8.26,6.9,3.97,1.33,1.31,66.8
22-C-1584497-BULK,1/26/2024,11:04 AM,7.31,5.88,3.76,1.66,1.34,67.38
22-C-1584497-BULK,1/26/2024,11:04 AM,7.56,5.71,3.33,1.79,1.35,67.77
22-C-1584497-BULK,1/26/2024,11:05 AM,7.26,5.97,3.81,1.36,1.26,67.73
22-C-1584457-BULK,1/26/2024,11:11 AM,7.61,6.19,4.02,1.28,1.24,67.39
22-C-1584457-BULK,1/26/2024,11:11 AM,7.51,6.5,4.41,0.97,1.16,67.59
22-C-1584457-BULK,1/26/2024,11:12 AM,7.45,6.39,4.56,0.92,1.22,67.61
22-C-1584451-BULK,1/26/2024,11:13 AM,7.6,6.02,3.86,1.45,1.23,66.7
22-C-1584451-BULK,1/26/2024,11:13 AM,7.68,5.8,3.5,1.56,1.27,68.12
22-C-1584451-BULK,1/26/2024,11:14 AM,7.73,5.78,3.6,1.44,1.25,68.08
22-C-1584461-BULK,1/26/2024,11:15 AM,7.96,7.99,3.72,0.8,1.05,65.87
22-C-1584461-BULK,1/26/2024,11:16 AM,8.11,8.46,4.35,0.67,1.04,64.68
22-C-1584461-BULK,1/26/2024,11:17 AM,7.74,8.49,3.51,0.77,1.03,65.93
22-C-1584495-BULK,1/26/2024,11:18 AM,8.48,7.34,2.67,1.12,1.12,64.74
22-C-1584495-BULK,1/26/2024,11:18 AM,8.46,7.32,3.67,0.97,1.15,65.22
22-C-1584495-BULK,1/26/2024,11:19 AM,8.28,7.36,3.55,1.13,1.23,65.62
22-C-1584517-BULK,1/26/2024,11:20 AM,8.09,7.3,3.91,1.77,1.37,64.46
22-C-1584517-BULK,1/26/2024,11:21 AM,8.21,7.5,3.61,1.83,1.39,66.28
22-C-1584517-BULK,1/26/2024,11:21 AM,7.82,7.74,3.97,1.8,1.35,65.53
22-C-1584454-BULK,1/26/2024,11:22 AM,7.97,7.64,3.8,1.03,1.14,65.76
22-C-1584454-BULK,1/26/2024,11:23 AM,8.34,7.39,4.04,0.99,1.21,64.1
22-C-1584454-BULK,1/26/2024,11:23 AM,7.24,7.42,4.77,0.57,1.18,64.43
22-C-1584496-BULK,1/26/2024,11:24 AM,8.27,7.23,3.45,1.39,1.14,65.56
22-C-1584496-BULK,1/26/2024,11:25 AM,8.37,7.26,4.22,1.12,1.23,65.09
22-C-1584496-BULK,1/26/2024,11:25 AM,8.44,7.62,3.95,1.13,1.16,65.25
22-C-1584475-BULK,1/26/2024,11:26 AM,7.68,6.88,3.92,0.97,1.08,63.95
22-C-1584475-BULK,1/26/2024,11:27 AM,7.73,7,3.13,1.34,1.02,66.51
22-C-1584475-BULK,1/26/2024,11:27 AM,8,7.04,3.8,1.33,1.08,65.48
22-C-1584441-BULK,1/26/2024,11:28 AM,7.45,8.99,3.58,1.44,1.2,62.28
22-C-1584441-BULK,1/26/2024,11:29 AM,7.44,8.86,3.71,1.22,1.18,63.96
22-C-1584441-BULK,1/26/2024,11:30 AM,7.76,8.51,3.6,1.5,1.22,65.03
22-C-1584513-BULK,1/26/2024,11:30 AM,8.44,6.44,3.84,2.01,1.43,65.04
22-C-1584513-BULK,1/26/2024,11:31 AM,8.35,6.62,3.98,1.77,1.37,65.56
22-C-1584513-BULK,1/26/2024,11:31 AM,8.39,6.42,3.31,2.19,1.39,65.76
22-C-1584455-BULK,1/26/2024,11:32 AM,8.59,7.46,3.91,1.01,1.23,64.69
22-C-1584455-BULK,1/26/2024,11:33 AM,8.81,7.29,3.64,0.97,1.21,64.35
22-C-1584455-BULK,1/26/2024,11:33 AM,8.82,7,3.18,1.2,1.14,65.62
22-C-1584453-BULK,1/26/2024,11:34 AM,9.2,7.16,3.49,1.41,1.21,64.48
22-C-1584453-BULK,1/26/2024,11:35 AM,8.87,7.33,2.89,1.32,1.05,64.38
22-C-1584453-BULK,1/26/2024,11:35 AM,8.98,7.23,3.14,1.27,1.04,64.35
22-C-1584499-BULK,1/26/2024,11:37 AM,8.72,9.64,3.21,1.13,1.14,62.66
22-C-1584499-BULK,1/26/2024,11:37 AM,8.79,10.41,3.01,1.1,1.11,62.27
22-C-1584499-BULK,1/26/2024,11:38 AM,9.38,10.32,3.28,1.1,1.13,62.83
22-C-1584444-BULK,1/26/2024,11:39 AM,8.41,8.36,3.78,0.91,1.07,62.78
22-C-1584444-BULK,1/26/2024,11:39 AM,9.02,7.95,3.71,0.92,1.18,62.62
22-C-1584444-BULK,1/26/2024,11:40 AM,8.98,8,3.71,0.89,1.07,63.97
22-C-1584487-BULK,1/26/2024,11:41 AM,8.78,7.66,4.1,0.68,1.12,64.54
22-C-1584487-BULK,1/26/2024,11:41 AM,8.7,7.9,3.21,0.99,1.09,65.34
22-C-1584487-BULK,1/26/2024,11:42 AM,8.76,7.76,3.3,0.83,1.07,64.02
22-C-1584446-BULK,1/26/2024,11:43 AM,8.75,7.83,4.06,1.17,1.24,65.19
22-C-1584446-BULK,1/26/2024,11:44 AM,8.58,7.9,3.57,1.22,1.18,63.31
22-C-1584446-BULK,1/26/2024,11:44 AM,8.52,8,4.33,0.86,1.18,62.81
22-C-1584438-BULK,1/26/2024,11:45 AM,7.64,6.45,3.42,1.67,1.32,67.29
22-C-1584438-BULK,1/26/2024,11:46 AM,7.81,6.83,3.92,1.14,1.21,66.33
22-C-1584438-BULK,1/26/2024,11:46 AM,7.7,6.91,3.98,0.98,1.25,66.03
22-C-1584443-BULK,1/26/2024,11:47 AM,7.67,5.98,3.7,1.43,1.34,67.62
22-C-1584443-BULK,1/26/2024,11:48 AM,8.11,6.04,3.6,1.72,1.34,67.08
22-C-1584443-BULK,1/26/2024,11:49 AM,7.65,6.09,4.06,0.97,1.19,65.19
22-C-1584431-BULK,1/26/2024,11:49 AM,8.74,8.83,3.34,1.27,1.25,62.77
22-C-1584431-BULK,1/26/2024,11:49 AM,8.79,8.47,4.05,0.91,1.16,63.97
22-C-1584431-BULK,1/26/2024,11:50 AM,8.96,8.24,3.09,1.19,1.22,63.73
22-C-1584466-BULK,1/26/2024,11:51 AM,8.9,6.85,3.51,1.38,1.16,64.21
22-C-1584466-BULK,1/26/2024,11:51 AM,9.07,6.53,3.16,1.82,1.25,64.5
22-C-1584466-BULK,1/26/2024,11:52 AM,8.62,7.27,4.13,1.25,1.23,63.88
22-C-1584507-BULK,1/26/2024,11:53 AM,9.43,6.98,4.06,1.28,1.28,64.48
22-C-1584507-BULK,1/26/2024,11:53 AM,9.36,6.48,3.46,1.68,1.36,65.86
22-C-1584507-BULK,1/26/2024,11:54 AM,9.42,6.67,4.63,1.4,1.38,64.81
22-C-1584471-BULK,1/26/2024,11:55 AM,9.47,7.21,3.44,0.84,1.11,64.7
22-C-1584471-BULK,1/26/2024,11:55 AM,9.05,7.48,4.86,0.56,1.22,64.82
22-C-1584471-BULK,1/26/2024,11:55 AM,9.27,7.4,3.74,0.81,1.14,64.42
22-C-1584504-BULK,1/26/2024,11:56 AM,9.22,7.76,3.81,0.58,1.23,63.86
22-C-1584504-BULK,1/26/2024,11:57 AM,9.31,7.48,3.81,0.87,1.25,65.57
22-C-1584504-BULK,1/26/2024,11:58 AM,9.15,7.17,3.18,0.89,1.18,65.23
22-C-1584501-BULK,1/26/2024,1:52 PM,8.31,6.85,4.14,0.69,1.12,66.55
22-C-1584501-BULK,1/26/2024,1:53 PM,8.27,6.68,3.41,0.76,1.01,67.16
22-C-1584501-BULK,1/26/2024,1:53 PM,7.81,6.76,3.8,0.81,1.1,66.45
22-C-1584482-BULK,1/26/2024,1:54 PM,7.97,7.11,2.89,1.72,1.16,66.34
22-C-1584482-BULK,1/26/2024,1:55 PM,7.93,7.22,3.67,1.54,1.25,66.12
22-C-1584482-BULK,1/26/2024,1:56 PM,8.1,7.29,3.94,1.45,1.26,65.8
22-C-1584433-BULK,1/26/2024,1:56 PM,7.76,6.69,3.57,0.66,1.02,66.75
22-C-1584433-BULK,1/26/2024,1:57 PM,8.16,6.77,3.38,0.91,1.01,65.14
22-C-1584433-BULK,1/26/2024,1:58 PM,7.76,6.72,3.48,0.87,1.01,65.54
22-C-1584456-BULK,1/26/2024,1:59 PM,8.62,6.44,3.47,0.6,1.11,65.43
22-C-1584456-BULK,1/26/2024,1:59 PM,9.04,6.2,3.5,0.84,1.15,64.81
22-C-1584456-BULK,1/26/2024,2:00 PM,8.63,6.34,3.6,0.66,1.08,65.86
22-C-1584469-BULK,1/26/2024,2:01 PM,9.09,6.27,3.64,0.89,1.18,65.98
22-C-1584469-BULK,1/26/2024,2:01 PM,8.6,7.15,4.83,0.54,1.24,64.55
22-C-1584469-BULK,1/26/2024,2:02 PM,9.18,6.56,3.37,1.1,1.16,66.12
22-C-1584434-BULK,1/26/2024,2:03 PM,9.27,8.5,2.99,1.29,1.24,63.93
22-C-1584434-BULK,1/26/2024,2:03 PM,9.3,8.76,3.9,1.25,1.3,64.38
22-C-1584434-BULK,1/26/2024,2:04 PM,9.1,8.57,3.42,1.44,1.3,64.38
22-C-1584481-BULK,1/26/2024,2:05 PM,9.13,8,3.39,1,1.15,64.02
22-C-1584481-BULK,1/26/2024,2:05 PM,8.92,8.27,3.22,1.08,1.11,64.55
22-C-1584481-BULK,1/26/2024,2:06 PM,8.57,7.82,3.21,1.09,1.1,64.25
22-C-1584516-BULK,1/26/2024,2:07 PM,9.09,6.75,3.05,0.74,1.07,65.7
22-C-1584516-BULK,1/26/2024,2:07 PM,9.19,7.38,3.71,0.26,1.08,65.75
22-C-1584516-BULK,1/26/2024,2:08 PM,9.13,7.05,4.18,0.46,1.15,66.13
22-C-1584500-BULK,1/26/2024,2:09 PM,8.48,7.38,3.53,0.68,1.08,65.31
22-C-1584500-BULK,1/26/2024,2:10 PM,8.85,7.22,3.56,0.33,1.05,65.91
22-C-1584500-BULK,1/26/2024,2:11 PM,8.6,7.17,3.33,0.72,1.07,65.74
22-C-1584397-BULK,1/26/2024,2:12 PM,8.77,6.76,3.48,1.59,1.26,65.96
22-C-1584397-BULK,1/26/2024,2:13 PM,8.88,6.62,3.25,1.37,1.19,65.32
22-C-1584397-BULK,1/26/2024,2:13 PM,8.59,7.09,3.65,1.04,1.16,65.01
22-C-1584396-BULK,1/26/2024,2:14 PM,8.14,8.46,3.66,1.4,1.2,64.71
22-C-1584396-BULK,1/26/2024,2:15 PM,7.82,8.54,4.59,1.46,1.3,64.34
22-C-1584396-BULK,1/26/2024,2:16 PM,7.77,8.59,4.09,1.17,1.19,63.5
22-C-1584439-BULK,1/26/2024,2:19 PM,7.37,8.05,3.17,0.79,1.05,65.22
22-C-1584439-BULK,1/26/2024,2:19 PM,7.44,7.74,3.81,0.75,1.04,65.48
22-C-1584439-BULK,1/26/2024,2:20 PM,7.66,8.08,3.3,1.16,1.15,64.78
22-C-1584462-BULK,1/26/2024,2:21 PM,8.1,6.91,3.67,1.45,1.24,66.88
22-C-1584462-BULK,1/26/2024,2:22 PM,7.94,7,4.21,1.41,1.28,66.93
22-C-1584462-BULK,1/26/2024,2:22 PM,7.62,6.96,4.31,1.48,1.25,66.64
22-C-1584450-BULK,1/26/2024,2:23 PM,8.05,8.49,3.58,1.03,1.02,65.12
22-C-1584450-BULK,1/26/2024,2:24 PM,8.23,8.49,3.94,0.9,1.09,64.28
22-C-1584450-BULK,1/26/2024,2:24 PM,8.13,8.56,4.1,0.89,1.04,63.86
22-C-1584410-BULK,1/26/2024,2:26 PM,8.46,7.27,3.46,1.17,1.23,65.1
22-C-1584410-BULK,1/26/2024,2:27 PM,8.01,7.41,3.83,0.73,1.12,64.96
22-C-1584410-BULK,1/26/2024,2:27 PM,8.23,7.37,2.81,1.15,1.14,64.77
22-C-1584411-BULK,1/26/2024,2:28 PM,7.8,10.75,3.22,1.27,1.14,63.4
22-C-1584411-BULK,1/26/2024,2:29 PM,7.96,10.26,3.79,1.06,1.11,62.8
22-C-1584411-BULK,1/26/2024,2:29 PM,7.74,10.18,3.77,1.23,1.07,62.83
22-C-1584412-BULK,1/26/2024,2:31 PM,7.64,6.95,3.41,0.62,1.01,66.52
22-C-1584412-BULK,1/26/2024,2:31 PM,7.93,6.66,3.48,0.48,1.03,66.04
22-C-1584412-BULK,1/26/2024,2:32 PM,7.75,6.85,2.84,0.67,0.96,66.87
22-C-1584413-BULK,1/26/2024,2:33 PM,7.82,6.77,3.38,0.64,1.03,66.38
22-C-1584413-BULK,1/26/2024,2:34 PM,7.94,6.87,3.38,0.9,1.1,65.24
22-C-1584413-BULK,1/26/2024,2:34 PM,7.99,7.26,3.89,0.77,1.11,65.7
22-C-1584414-BULK,1/26/2024,2:35 PM,7.81,7.56,3.25,1.38,1.05,65.85
22-C-1584414-BULK,1/26/2024,2:36 PM,7.78,7.48,3.82,1.13,1.06,64.97
22-C-1584414-BULK,1/26/2024,2:37 PM,7.55,7.36,3.42,1.38,1.04,65.49
22-C-1584415-BULK,1/26/2024,2:37 PM,7.1,7.35,3.72,1.06,1.11,65.13
22-C-1584415-BULK,1/26/2024,2:38 PM,7.3,7.42,3.3,0.88,1.07,65.02
22-C-1584415-BULK,1/26/2024,2:38 PM,7.3,7.1,3.9,0.82,1.08,65.26
22-C-1584416-BULK,1/26/2024,2:39 PM,7.95,7.99,3.59,0.68,1.17,64.27
22-C-1584416-BULK,1/26/2024,2:40 PM,8.48,8.02,3.7,0.71,1.22,64.14
22-C-1584416-BULK,1/26/2024,2:40 PM,8.38,8.05,3.8,0.72,1.26,64.49
22-C-1584417-BULK,1/26/2024,2:42 PM,8.44,7.81,2.93,1.08,1.08,66.18
22-C-1584417-BULK,1/26/2024,2:43 PM,8.6,7.73,3.32,1.03,1.21,65.75
22-C-1584417-BULK,1/26/2024,2:43 PM,8.72,7.79,3.18,1.07,1.13,64.62
22-C-1584418-BULK,1/26/2024,2:44 PM,8.71,8.01,3.72,0.65,1.08,64.78
22-C-1584418-BULK,1/26/2024,2:45 PM,8.86,8.08,3.64,0.67,1.04,64.09
22-C-1584418-BULK,1/26/2024,2:45 PM,8.85,8.25,2.83,1.1,1,64.86
22-C-1584419-BULK,1/26/2024,2:46 PM,9.55,6.91,3.87,1.47,1.4,64.96
22-C-1584419-BULK,1/26/2024,2:47 PM,9.29,7.53,4.38,1.38,1.45,64.56
22-C-1584419-BULK,1/26/2024,2:47 PM,9.21,7.03,3.87,1.87,1.44,64.72
22-C-1584420-BULK,1/26/2024,2:48 PM,9.03,7.31,2.92,1.26,1.18,65.37
22-C-1584420-BULK,1/26/2024,2:49 PM,8.87,7.63,3.86,1,1.29,63.4
22-C-1584420-BULK,1/26/2024,2:49 PM,9.19,7.55,3.52,1.16,1.26,63.32
22-C-1584421-BULK,1/26/2024,2:50 PM,8.67,7.85,3.15,0.76,1.03,64.94
22-C-1584421-BULK,1/26/2024,2:51 PM,8.58,7.3,3.07,0.9,1,65.14
22-C-1584515-BULK,1/26/2024,2:53 PM,8.9,7.64,3.8,1.4,1.35,65.56
22-C-1584515-BULK,1/26/2024,2:53 PM,8.75,7.74,3.72,1.42,1.29,65.65
22-C-1584515-BULK,1/26/2024,2:54 PM,9.08,7.92,3.36,1.41,1.26,65.54
22-C-1584498-BULK,1/26/2024,2:54 PM,8.19,6.35,3.21,1.02,1.15,68
22-C-1584498-BULK,1/26/2024,2:55 PM,7.8,6.6,3.81,0.71,1.14,65.67
22-C-1584498-BULK,1/26/2024,2:55 PM,8.19,6.47,3.27,1.39,1.17,66.47
22-C-1584494-BULK,1/26/2024,2:56 PM,8.59,8.01,4.16,0.81,1.2,64.21
22-C-1584494-BULK,1/26/2024,2:57 PM,8.1,7.72,3.09,1.2,1.12,64.36
22-C-1584494-BULK,1/26/2024,2:57 PM,7.78,7.85,3.9,0.97,1.19,64.22
22-C-1584436-BULK,1/26/2024,2:58 PM,8.63,8.92,3.39,1.58,1.03,62.39
22-C-1584436-BULK,1/26/2024,2:59 PM,8.89,8.52,3.16,1.65,1,63.32
22-C-1584436-BULK,1/26/2024,2:59 PM,8.93,8.83,3.4,1.4,1.04,62.8
22-C-1584506-BULK,1/26/2024,3:00 PM,9.82,7.05,3.17,1.56,1.3,64.73
22-C-1584506-BULK,1/26/2024,3:01 PM,9.3,7.13,2.8,1.04,1.12,64.89
22-C-1584506-BULK,1/26/2024,3:01 PM,8.99,7.38,3.09,1.08,1.1,65.49
22-C-1584440-BULK,1/26/2024,3:08 PM,9.56,6.42,3.98,0.91,1.21,64.61
22-C-1584440-BULK,1/26/2024,3:08 PM,9.81,6.15,3.13,1.49,1.26,64.88
22-C-1584440-BULK,1/26/2024,3:09 PM,9.72,6.64,3.44,1.27,1.22,65.04
22-C-1584430-BULK,1/26/2024,3:10 PM,9,7.78,3.54,0.83,1.08,63.95
