Sample ID,Date,Time,Moisture,Protein As is,Oil As is,Fiber As is,Ash As is,Starch As is
22-C-1596552-BULK,3/4/2024,2:22 PM,7.04,7.59,4.16,0.5,0.91,65.8
22-C-1596552-BULK,3/4/2024,2:24 PM,6.92,7.83,4.15,0.53,0.89,65.7
22-C-1596206-BULK,3/4/2024,2:26 PM,7.09,11.28,4.53,1.21,1.14,62.09
22-C-1596206-BULK,3/4/2024,2:27 PM,7.38,11.28,3.87,1.45,1.08,62.52
22-C-1596206-BULK,3/4/2024,2:27 PM,7.32,11.26,3.88,1.45,1.08,62.51
22-C-1596234-BULK,3/4/2024,2:28 PM,6.84,11.9,3.48,1.24,0.98,62.1
22-C-1596234-BULK,3/4/2024,2:29 PM,6.86,11.55,3.12,1.44,0.95,61.66
22-C-1596234-BULK,3/4/2024,2:29 PM,6.62,11.74,3.16,1.45,0.95,62.41
22-C-1596269-BULK,3/4/2024,2:31 PM,7.39,8.01,4.15,0.74,1.07,65.76
22-C-1596269-BULK,3/4/2024,2:32 PM,7.14,7.88,4.77,0.79,1.05,65.81
22-C-1596269-BULK,3/4/2024,2:32 PM,7.1,7.76,4.77,0.81,1.03,65.9
22-C-1596483-BULK,3/4/2024,2:35 PM,7.25,9.27,3.42,1.36,1.04,65.78
22-C-1596483-BULK,3/4/2024,2:36 PM,7.16,9.33,3.43,1.12,1.06,64.74
22-C-1596483-BULK,3/4/2024,2:36 PM,6.99,9.34,3.46,1.09,1.05,65.38
22-C-1596373-BULK,3/4/2024,2:38 PM,6.77,8.25,3.77,0.37,0.86,65.56
22-C-1596373-BULK,3/4/2024,2:39 PM,6.91,8.31,4.21,0.3,0.89,65.52
22-C-1596373-BULK,3/4/2024,2:39 PM,6.89,8.47,4.22,0.3,0.88,65.66
22-C-1596341-BULK,3/4/2024,2:41 PM,6.47,9.59,3.73,1.12,0.88,64.04
22-C-1596341-BULK,3/4/2024,2:42 PM,6.55,9.61,4.02,1.05,0.97,63.68
22-C-1596341-BULK,3/4/2024,2:42 PM,6.58,9.75,3.99,1.08,0.97,63.75
22-C-1595846-BULK,3/4/2024,3:04 PM,7.05,11.21,3.29,1.13,0.97,63.48
22-C-1595846-BULK,3/4/2024,3:05 PM,6.77,11.41,2.78,1.22,0.97,63.89
22-C-1595846-BULK,3/4/2024,3:06 PM,6.74,11.2,2.8,1.21,0.97,64.01
22-C-1595845-BULK,3/4/2024,3:08 PM,6.72,9.7,3.98,0.85,0.97,62.65
22-C-1595845-BULK,3/4/2024,3:08 PM,6.7,9.7,4.01,0.86,0.98,62.75
22-C-1595845-BULK,3/4/2024,3:08 PM,6.72,9.69,4.04,0.84,0.98,62.74
22-C-1595873-BULK,3/4/2024,3:10 PM,7.21,10.63,4.11,1.33,1.11,62.71
22-C-1595873-BULK,3/4/2024,3:11 PM,6.96,10.94,3.44,1.52,1.05,63.27
22-C-1595873-BULK,3/4/2024,3:11 PM,6.89,11,3.44,1.52,1.04,63.24
22-C-1595866-BULK,3/4/2024,3:13 PM,7.42,10.01,3.32,0.87,0.95,63.22
22-C-1595866-BULK,3/4/2024,3:14 PM,7.31,10.18,3.55,0.82,0.96,64.03
22-C-1595866-BULK,3/4/2024,3:14 PM,7.13,10.14,3.57,0.83,0.96,64.16
22-C-1595941-BULK,3/4/2024,3:15 PM,7.26,9.88,2.9,1.7,0.93,63.3
22-C-1595941-BULK,3/4/2024,3:16 PM,7.64,10.1,2.87,1.69,0.98,63.35
22-C-1595941-BULK,3/4/2024,3:16 PM,7.7,10.05,2.89,1.68,0.97,63.39
22-C-1595897-BULK,3/4/2024,3:18 PM,7.4,11.09,2.76,1.58,1.04,63.36
22-C-1595897-BULK,3/4/2024,3:18 PM,7.37,10.92,2.77,1.59,1.04,63.45
22-C-1595897-BULK,3/4/2024,3:18 PM,7.42,10.84,2.75,1.6,1.03,63.52
22-C-1595938-BULK,3/4/2024,3:20 PM,7.4,8.31,4.04,1.04,0.97,64.59
22-C-1595938-BULK,3/4/2024,3:21 PM,7.86,8.44,3.67,0.91,0.9,63.73
22-C-1595938-BULK,3/4/2024,3:22 PM,7.71,8.22,3.85,1.03,0.97,64.22
22-C-1595909-BULK,3/4/2024,3:24 PM,7.04,12.27,4.16,-0.13,0.78,63.32
22-C-1595909-BULK,3/4/2024,3:25 PM,7.07,12.99,4.44,-0.31,0.73,63.09
22-C-1595909-BULK,3/4/2024,3:26 PM,7.1,12.9,4.41,-0.27,0.72,63.1
22-C-1596033-BULK,3/4/2024,3:28 PM,7.33,11.35,4.69,1.31,1.08,58.77
22-C-1596033-BULK,3/4/2024,3:28 PM,7.33,11.35,4.69,1.31,1.07,58.77
22-C-1596033-BULK,3/4/2024,3:29 PM,7.28,11.46,4.7,1.29,1.07,58.66
22-C-1596096-BULK,3/4/2024,3:30 PM,7.11,7.75,2.85,0.88,0.86,65.41
22-C-1596096-BULK,3/4/2024,3:31 PM,7.3,8.13,3.48,0.88,0.88,64.56
22-C-1596096-BULK,3/4/2024,3:31 PM,7.4,8.27,3.37,0.88,0.87,64.51
22-C-1595934-BULK,3/4/2024,3:33 PM,7.63,11.59,3.11,1.45,1.06,62.72
22-C-1595934-BULK,3/4/2024,3:35 PM,7.42,11.5,3.67,1.43,1.1,63.06
22-C-1595934-BULK,3/4/2024,3:35 PM,7.39,11.52,3.69,1.43,1.1,62.98
22-C-1595861-BULK,3/4/2024,3:37 PM,8.23,8.13,4.62,0.56,1.1,65.41
22-C-1595861-BULK,3/4/2024,3:38 PM,8.04,7.96,4.42,0.68,1.11,64.49
22-C-1595861-BULK,3/4/2024,3:38 PM,7.94,7.88,4.41,0.69,1.1,64.64
22-C-1596181-BULK,3/4/2024,3:40 PM,7.96,8.44,3.66,1.04,0.98,63.58
22-C-1596181-BULK,3/4/2024,3:41 PM,7.86,8.24,3.93,1.05,0.99,63.59
22-C-1596181-BULK,3/4/2024,3:41 PM,7.8,8.42,3.93,1.05,0.98,63.63
22-C-1596200-BULK,3/4/2024,3:43 PM,7.84,12.7,4.93,1.64,1.3,59.56
22-C-1596200-BULK,3/4/2024,3:43 PM,7.58,12.72,4.97,1.65,1.29,59.78
22-C-1596200-BULK,3/4/2024,3:43 PM,7.6,12.7,4.92,1.62,1.28,59.65
22-C-1595817-BULK,3/4/2024,3:45 PM,8.1,11.41,3.84,1.45,1.12,61.23
22-C-1595817-BULK,3/4/2024,3:46 PM,7.64,11.35,3.78,1.72,1.09,61.04
22-C-1595817-BULK,3/4/2024,3:48 PM,7.52,11.53,4,1.75,1.07,61.13
22-C-1595821-BULK,3/4/2024,3:49 PM,7.63,11.31,3.91,1.43,1.05,61.33
22-C-1595821-BULK,3/4/2024,3:49 PM,7.61,11.39,3.9,1.44,1.04,61.47
22-C-1595821-BULK,3/4/2024,3:50 PM,7.54,11.33,3.88,1.44,1.04,61.53
22-C-1595815-BULK,3/4/2024,3:52 PM,7.46,11.54,4.94,1.53,1.29,59.43
22-C-1595815-BULK,3/4/2024,3:53 PM,7.87,10,3.61,1.67,1.21,62.21
22-C-1595815-BULK,3/4/2024,3:53 PM,7.91,9.76,3.6,1.7,1.2,62.28
22-C-1595960-BULK,3/4/2024,3:55 PM,6.83,9.53,3.18,1.31,0.92,63.95
22-C-1595960-BULK,3/4/2024,3:56 PM,7.14,9.42,3.22,1.29,0.89,63.31
22-C-1595960-BULK,3/4/2024,3:56 PM,7.12,9.5,3.25,1.3,0.9,63.24
22-C-1595956-BULK,3/4/2024,3:59 PM,7.08,10.65,2.89,1.96,1.09,62.93
22-C-1595956-BULK,3/4/2024,4:00 PM,7.28,10.58,4.33,1.54,1.01,61.47
22-C-1595956-BULK,3/4/2024,4:00 PM,7.16,10.71,4.36,1.5,1,61.55
22-C-1595954-BULK,3/4/2024,4:02 PM,7.04,13.6,4.54,1.58,1.13,59.8
22-C-1595954-BULK,3/4/2024,4:02 PM,7.03,13.5,4.58,1.59,1.12,59.81
22-C-1595954-BULK,3/4/2024,4:03 PM,7.28,13.42,4.78,1.38,1.16,60.4
22-C-1595869-BULK,3/4/2024,4:06 PM,6.88,11.67,3.76,2.89,0.8,55.97
22-C-1595869-BULK,3/4/2024,4:06 PM,6.95,11.65,3.78,2.9,0.79,56.01
22-C-1595869-BULK,3/4/2024,4:06 PM,6.96,11.42,3.63,2.87,0.8,56.04
22-C-1596034-BULK,3/4/2024,4:08 PM,6.74,11.84,3.57,1.6,0.98,61.44
22-C-1596034-BULK,3/4/2024,4:09 PM,6.75,11.78,3.37,1.59,0.98,61.5
22-C-1596034-BULK,3/4/2024,4:09 PM,6.88,11.85,3.41,1.59,0.98,61.31
22-C-1596053-BULK,3/4/2024,4:10 PM,6.87,10.83,3.5,1.52,0.91,62.19
22-C-1596053-BULK,3/4/2024,4:11 PM,6.55,10.73,4.57,1.4,0.94,61.74
22-C-1596053-BULK,3/4/2024,4:11 PM,6.58,10.78,4.6,1.4,0.94,61.76
22-C-1595999-BULK,3/4/2024,4:12 PM,7.02,9.69,3.65,1.42,1.27,60.52
22-C-1595999-BULK,3/4/2024,4:13 PM,7.07,10.22,3.73,1.14,1.22,62.54
22-C-1595999-BULK,3/4/2024,4:13 PM,7.1,10.09,3.71,1.15,1.21,62.58
22-C-1596074-BULK,3/4/2024,4:15 PM,7.6,10.72,3.29,2.13,1.22,62.01
22-C-1596074-BULK,3/4/2024,4:16 PM,7.59,10.57,2.91,1.78,1.09,64.27
22-C-1596074-BULK,3/4/2024,4:16 PM,7.58,10.73,2.91,1.78,1.08,64.25
22-C-1596039-BULK,3/4/2024,4:18 PM,7.46,10.47,4.03,1.42,0.98,61.95
22-C-1596039-BULK,3/4/2024,4:19 PM,7.14,9.98,4.06,1.46,0.96,62.59
22-C-1596039-BULK,3/4/2024,4:19 PM,7.15,9.73,3.9,1.48,0.94,62.58
22-C-1595977-BULK,3/4/2024,4:20 PM,7.58,9.89,4.03,1.31,1.05,62.29
22-C-1595977-BULK,3/4/2024,4:21 PM,7.12,10.06,3.52,1.22,0.98,63.01
22-C-1595977-BULK,3/4/2024,4:21 PM,7.35,9.97,3.5,1.24,0.97,63.03
22-C-1596100-BULK,3/4/2024,4:23 PM,7.24,8.92,3.12,0.93,0.92,64.1
22-C-1596100-BULK,3/4/2024,4:23 PM,7.55,9.54,2.86,1.1,0.91,63.24
22-C-1596100-BULK,3/4/2024,4:24 PM,7.34,9.58,2.89,1.12,0.91,63.58
22-C-1596091-BULK,3/4/2024,4:25 PM,6.83,9.14,3.54,0.96,0.95,64.58
22-C-1596091-BULK,3/4/2024,4:25 PM,6.87,9.3,3.51,0.98,0.94,64.54
22-C-1596091-BULK,3/4/2024,4:25 PM,6.83,9.35,3.3,0.98,0.94,64.76
22-C-1596145-BULK,3/4/2024,4:26 PM,7.81,8.31,3.72,0.86,0.96,64.34
22-C-1596145-BULK,3/4/2024,4:27 PM,7.74,8.39,3.76,0.87,0.96,64.38
22-C-1596145-BULK,3/4/2024,4:27 PM,7.76,8.37,3.78,0.88,0.95,64.27
22-C-1596178-BULK,3/4/2024,4:28 PM,7.6,8.25,3.56,1.04,0.91,64.63
22-C-1596178-BULK,3/4/2024,4:29 PM,7.81,7.22,3.08,0.95,0.9,65.58
22-C-1596178-BULK,3/4/2024,4:29 PM,7.82,7.16,3.14,0.96,0.89,65.66
22-C-1596198-BULK,3/4/2024,4:31 PM,7.14,9.19,4.51,0.81,0.88,62.23
22-C-1596198-BULK,3/4/2024,4:31 PM,7.05,9.48,4,0.97,0.85,63.53
22-C-1596198-BULK,3/4/2024,4:32 PM,7.16,9.35,3.96,1.01,0.84,63.61
22-C-1595841-BULK,3/4/2024,4:33 PM,6.96,9.84,3.43,1.07,0.87,64.93
22-C-1595841-BULK,3/4/2024,4:33 PM,6.99,9.81,3.47,1.08,0.86,64.88
22-C-1595841-BULK,3/4/2024,4:33 PM,6.8,9.73,3.48,1.07,0.86,64.78
22-C-1595840-BULK,3/4/2024,4:34 PM,7.45,10.63,4.78,2.08,1.12,60.28
22-C-1595840-BULK,3/4/2024,4:34 PM,7.36,10.63,4.73,2.05,1.11,60.11
22-C-1595840-BULK,3/4/2024,4:35 PM,7.4,10.33,4.77,2.07,1.1,60.08
22-C-1595955-BULK,3/4/2024,4:36 PM,7.21,11.72,3.58,1.61,1.15,61.94
22-C-1595955-BULK,3/4/2024,4:36 PM,7.22,11.71,3.62,1.61,1.15,61.89
22-C-1595955-BULK,3/4/2024,4:36 PM,7.14,11.47,3.61,1.62,1.14,61.99
22-C-1595959-BULK,3/4/2024,4:37 PM,7.45,8.27,3.38,0.96,0.93,65.05
22-C-1595959-BULK,3/4/2024,4:38 PM,7.51,8.13,3.4,0.98,0.92,65.08
22-C-1595959-BULK,3/4/2024,4:38 PM,7.56,8.2,3.37,0.97,0.91,64.99
22-C-1595923-BULK,3/4/2024,4:39 PM,7.38,10.19,3.94,1.53,1.14,64.11
22-C-1595923-BULK,3/4/2024,4:39 PM,7.35,10.14,3.92,1.54,1.12,63.88
22-C-1595923-BULK,3/4/2024,4:40 PM,7.39,10.26,3.92,1.53,1.12,63.88
22-C-1595876-BULK,3/4/2024,4:41 PM,6.96,10.61,3,2.9,0.87,61.25
22-C-1595876-BULK,3/4/2024,4:41 PM,7.06,10.73,3.02,2.89,0.86,61.19
22-C-1595876-BULK,3/4/2024,4:41 PM,6.98,10.59,3.02,2.91,0.86,61.25
22-C-1595877-BULK,3/4/2024,4:43 PM,7.4,12.46,4.08,1.23,1.16,61.8
22-C-1595877-BULK,3/4/2024,4:43 PM,7.45,12.48,4.1,1.24,1.16,61.84
22-C-1595877-BULK,3/4/2024,4:43 PM,7.38,12.49,4.18,1.21,1.15,61.84
22-C-1595928-BULK,3/4/2024,4:44 PM,7.22,11.14,3.46,2.36,1.08,62.25
22-C-1595928-BULK,3/4/2024,4:44 PM,7.23,11.11,3.47,2.37,1.07,62.36
22-C-1595928-BULK,3/4/2024,4:44 PM,7.21,11.13,3.47,2.38,1.06,62.38
22-C-1595887-BULK,3/4/2024,4:46 PM,7.61,10.66,3.61,1.29,1.21,63.83
22-C-1595887-BULK,3/4/2024,4:46 PM,7.48,11.11,4.11,0.93,1.18,62.81
22-C-1595887-BULK,3/4/2024,4:46 PM,7.32,11.16,4.08,0.94,1.17,63.03
22-C-1595859-BULK,3/4/2024,4:48 PM,7.05,10.89,3.1,1.28,0.88,62.09
22-C-1595859-BULK,3/4/2024,4:48 PM,7.52,11.54,3.54,1.68,0.98,61.19
22-C-1595859-BULK,3/4/2024,4:49 PM,7.53,11.4,3.58,1.66,0.97,61.09
22-C-1596018-BULK,3/4/2024,4:50 PM,7.33,8.98,3.22,1.34,0.96,64.48
22-C-1596018-BULK,3/4/2024,4:50 PM,7.12,8.33,2.47,1.41,0.93,66.92
22-C-1596018-BULK,3/4/2024,4:50 PM,7.16,8.58,2.49,1.39,0.92,66.89
22-C-1596790-BULK,3/6/2024,10:06 AM,7.04,12.46,3.89,2.28,1.06,59.57
22-C-1596790-BULK,3/6/2024,10:06 AM,7,12.52,4.61,2.1,1.09,59.32
22-C-1596790-BULK,3/6/2024,10:07 AM,7.02,13.4,3.84,2.32,1.02,58.72
22-C-1596770-BULK,3/6/2024,10:08 AM,7.26,9.62,3.05,1.25,1.04,65.31
22-C-1596770-BULK,3/6/2024,10:08 AM,7.18,10.02,3.18,1.14,0.99,64.85
22-C-1596770-BULK,3/6/2024,10:09 AM,7.17,9.52,3.19,1.37,1.05,64.76
22-C-1596874-BULK,3/6/2024,10:10 AM,7.18,11.51,4.56,0.65,1.21,62.37
22-C-1596874-BULK,3/6/2024,10:10 AM,7.57,11.25,4.1,0.87,1.19,62.45
22-C-1596874-BULK,3/6/2024,10:11 AM,7.8,11.11,4.79,0.58,1.24,62.28
22-C-1596926-BULK,3/6/2024,10:12 AM,7.15,11.34,4.49,0.85,1.17,60.32
22-C-1596926-BULK,3/6/2024,10:13 AM,7.23,11.65,4.25,1.25,1.18,60.01
22-C-1596926-BULK,3/6/2024,10:13 AM,7.71,11.68,4.92,1.13,1.23,58.57
22-C-1596910-BULK,3/6/2024,10:14 AM,7.26,10.82,3.01,1.1,1.06,63.72
22-C-1596910-BULK,3/6/2024,10:15 AM,7.24,10.2,3.5,1.12,1.1,64.23
22-C-1596910-BULK,3/6/2024,10:15 AM,7.59,10.73,3.86,0.97,1.11,63.29
22-C-1596929-BULK,3/6/2024,10:16 AM,7.15,9.71,3.42,0.98,0.97,63.66
22-C-1596929-BULK,3/6/2024,10:17 AM,6.93,10.06,3.1,1.01,0.97,64.56
22-C-1596929-BULK,3/6/2024,10:18 AM,6.81,9.73,3.16,1.04,0.94,64.32
22-C-1596722-BULK,3/6/2024,10:21 AM,6.99,12.65,3.67,2.71,1.14,57.11
22-C-1596722-BULK,3/6/2024,10:21 AM,7.29,13.33,2.96,2.32,1.09,57.28
22-C-1596722-BULK,3/6/2024,10:22 AM,7.24,13.49,2.96,2.32,1.08,57.46
22-C-1596766-BULK,3/6/2024,10:23 AM,7.89,10.96,4.7,0.89,1.23,61.25
22-C-1596766-BULK,3/6/2024,10:23 AM,7.75,10.55,3.68,1.07,1.12,61.96
22-C-1596766-BULK,3/6/2024,10:23 AM,7.54,10.37,3.76,1.23,1.23,62.26
22-C-1596834-BULK,3/6/2024,10:24 AM,6.98,13.11,3.57,2.74,0.92,57.17
22-C-1596834-BULK,3/6/2024,10:25 AM,7.33,13.58,3.3,3.13,0.92,55.86
22-C-1596834-BULK,3/6/2024,10:26 AM,7.03,12.95,3.53,2.94,0.91,57.14
22-C-1596795-BULK,3/6/2024,10:28 AM,7.54,12.26,4.55,1.32,1.15,59.81
22-C-1596795-BULK,3/6/2024,10:28 AM,7.64,11.9,4.47,1.22,1.19,60.2
22-C-1596795-BULK,3/6/2024,10:29 AM,7.27,11.87,4.73,1.46,1.26,60.09
22-C-1596848-BULK,3/6/2024,10:32 AM,6.59,11.81,3.66,1.38,1.03,62.51
22-C-1596848-BULK,3/6/2024,10:32 AM,6.46,11.93,3.52,1.48,1.01,62.9
22-C-1596848-BULK,3/6/2024,10:32 AM,6.6,12.1,3.54,1.82,1.04,61.91
22-C-1596845-BULK,3/6/2024,10:33 AM,6.73,10.74,3.64,1.18,1.03,63.39
22-C-1596845-BULK,3/6/2024,10:34 AM,6.63,11.09,3.35,1.51,0.95,62.51
22-C-1596845-BULK,3/6/2024,10:34 AM,7.04,10.15,3.84,1.32,1,63.43
22-C-1596736-BULK,3/6/2024,10:36 AM,6.34,13.49,3.78,0.87,1.05,60.87
22-C-1596736-BULK,3/6/2024,10:36 AM,6.14,13.49,3.4,0.91,0.98,61.46
22-C-1596736-BULK,3/6/2024,10:37 AM,6.28,13.59,4.05,0.91,1.11,60.57
22-C-1596799-BULK,3/6/2024,10:37 AM,6.79,12.72,3.34,0.81,1,61.99
22-C-1596799-BULK,3/6/2024,10:38 AM,6.71,12.51,3.51,0.89,1.04,62.05
22-C-1596799-BULK,3/6/2024,10:38 AM,6.7,12.94,3.53,1.02,1.06,61.62
22-C-1596763-BULK,3/6/2024,10:39 AM,7.32,11.73,3.31,1.76,0.96,60.88
22-C-1596763-BULK,3/6/2024,10:40 AM,7.24,12.25,3.17,2.2,0.99,59.77
22-C-1596763-BULK,3/6/2024,10:41 AM,7.04,11.52,3.38,2.5,0.91,60.35
22-C-1596820-BULK,3/6/2024,10:42 AM,7.43,13.27,3.57,1.3,1.04,60.37
22-C-1596820-BULK,3/6/2024,10:43 AM,7.68,13.62,3.52,1.69,1.07,57.98
22-C-1596820-BULK,3/6/2024,10:43 AM,7.67,13.48,3.58,1.7,1.08,57.98
22-C-1596859-BULK,3/6/2024,10:44 AM,7.86,10.52,4.04,0.99,1.14,63.32
22-C-1596859-BULK,3/6/2024,10:45 AM,7.67,10.51,3.65,1.14,1.08,63.49
22-C-1596859-BULK,3/6/2024,10:46 AM,7.63,10.48,3.61,1.07,1.04,63.94
22-C-1596867-BULK,3/6/2024,10:47 AM,7.53,14.41,4.54,1.36,1.2,57.32
22-C-1596867-BULK,3/6/2024,10:47 AM,7.51,14.25,4.55,1.37,1.2,57.25
22-C-1596867-BULK,3/6/2024,10:48 AM,7.63,13.92,5.27,1.48,1.31,58.23
22-C-1596863-BULK,3/6/2024,10:49 AM,7.29,12.91,3.76,2.56,1.11,57.22
22-C-1596863-BULK,3/6/2024,10:50 AM,7.42,12.61,4.13,2.49,1.16,57.15
22-C-1596863-BULK,3/6/2024,10:51 AM,7.47,12.76,4.13,2.47,1.14,57.28
22-C-1596919-BULK,3/6/2024,10:52 AM,7.09,14.86,3.44,1.51,1.1,58.05
22-C-1596919-BULK,3/6/2024,10:52 AM,7.73,14.73,3.5,1.79,1.12,56.64
22-C-1596919-BULK,3/6/2024,10:53 AM,7.71,14.68,3.64,1.69,1.12,56.54
22-C-1596908-BULK,3/6/2024,10:54 AM,6.92,11.48,3.56,0.43,1.03,61.92
22-C-1596908-BULK,3/6/2024,10:54 AM,7.4,12.2,2.84,0.8,0.95,60.87
22-C-1596908-BULK,3/6/2024,10:55 AM,7.15,12.27,2.95,1.05,1.06,60.76
22-C-1596800-BULK,3/6/2024,10:56 AM,7.75,9.02,2.78,0.92,0.91,63.86
22-C-1596800-BULK,3/6/2024,10:56 AM,7.94,9.13,3.64,0.92,1.01,62.63
22-C-1596800-BULK,3/6/2024,10:57 AM,7.81,8.57,2.58,0.91,0.88,65.14
22-C-1596840-BULK,3/6/2024,10:58 AM,7.35,11.1,3.41,1.65,1.03,60.13
22-C-1596840-BULK,3/6/2024,10:59 AM,7.76,11.07,3.32,1.82,1.05,60.7
22-C-1596840-BULK,3/6/2024,10:59 AM,7.23,10.83,3.22,1.74,1.02,62.35
22-C-1596824-BULK,3/6/2024,11:00 AM,7.47,10.11,3.45,1.18,1.1,64.78
22-C-1596824-BULK,3/6/2024,11:00 AM,7.22,10.32,3.08,1.39,1.07,64.6
22-C-1596824-BULK,3/6/2024,11:01 AM,7.45,10.22,3.3,1.31,1.07,63.34
22-C-1596761-BULK,3/6/2024,11:02 AM,7.08,12.91,3.38,1.98,1.04,60.91
22-C-1596761-BULK,3/6/2024,11:02 AM,7.5,13.21,3.54,2.05,1.11,58.81
22-C-1596761-BULK,3/6/2024,11:02 AM,7.39,12.81,3.4,2.14,1.08,59.08
22-C-1596806-BULK,3/6/2024,11:08 AM,7.59,8.21,4.04,0.9,1.09,65.13
22-C-1596806-BULK,3/6/2024,11:08 AM,7.4,8.58,4.03,0.83,1.07,65.17
22-C-1596806-BULK,3/6/2024,11:09 AM,7.43,8.33,3.61,0.93,1.05,64.94
22-C-1596842-BULK,3/6/2024,11:10 AM,7.12,10.28,3.54,1.36,0.98,62.57
22-C-1596842-BULK,3/6/2024,11:10 AM,6.62,10.22,3.46,1.24,0.98,64.21
22-C-1596842-BULK,3/6/2024,11:11 AM,7.49,10.4,3.02,1.21,0.97,62.19
22-C-1596791-BULK,3/6/2024,11:12 AM,7.66,12.38,4.02,1.64,1.04,59.86
22-C-1596791-BULK,3/6/2024,11:13 AM,7.49,12.02,4.35,1.61,1.07,59.94
22-C-1596791-BULK,3/6/2024,11:14 AM,7.61,11.84,3.92,1.59,1.04,60.12
22-C-1596869-BULK,3/6/2024,11:16 AM,7.21,13.74,4.51,1.99,1.17,57.67
22-C-1596869-BULK,3/6/2024,11:16 AM,7.19,13.99,4.51,1.98,1.16,57.66
22-C-1596869-BULK,3/6/2024,11:17 AM,7.28,14.94,4.34,2.17,1.32,58.06
22-C-1596884-BULK,3/6/2024,11:18 AM,7.78,12.4,4.45,1.47,1.13,59.09
22-C-1596884-BULK,3/6/2024,11:18 AM,7.64,12.7,4.2,1.85,1.11,59.9
22-C-1596884-BULK,3/6/2024,11:18 AM,6.64,12.86,4.14,1.82,1.05,60.11
22-C-1596905-BULK,3/6/2024,11:19 AM,7.92,9.79,4.15,0.58,1.15,62.29
22-C-1596905-BULK,3/6/2024,11:20 AM,7.83,9.3,4.33,0.28,1.13,64.12
22-C-1596905-BULK,3/6/2024,11:20 AM,8.05,9.3,3.66,0.66,1.12,62.92
22-C-1596927-BULK,3/6/2024,11:21 AM,7.27,10.32,3.64,1.07,0.97,61.7
22-C-1596927-BULK,3/6/2024,11:21 AM,7,10.48,3.5,1.13,0.97,62.48
22-C-1596927-BULK,3/6/2024,11:22 AM,7.09,10.02,3.15,0.95,0.94,63.1
22-C-1596917-BULK,3/6/2024,11:23 AM,7.21,13.36,3.85,1.17,0.91,59.99
22-C-1596917-BULK,3/6/2024,11:24 AM,7.24,13.21,3.83,1.21,0.88,60.05
22-C-1596917-BULK,3/6/2024,11:24 AM,7.24,13.33,3.86,1.22,0.88,60.11
22-C-1596836-BULK,3/6/2024,11:25 AM,7.39,9.45,4.7,0.56,0.97,62.18
22-C-1596836-BULK,3/6/2024,11:25 AM,7.19,9.47,4.71,0.73,1.06,62.1
22-C-1596836-BULK,3/6/2024,11:26 AM,7.06,9.22,5.12,0.62,1.07,62.61
22-C-1596724-BULK,3/6/2024,11:27 AM,7.79,10.79,4.33,1.39,1.32,62.98
22-C-1596724-BULK,3/6/2024,11:27 AM,7.98,10.73,4.11,1.52,1.28,63.39
22-C-1596724-BULK,3/6/2024,11:28 AM,7.68,11.05,4.04,1.43,1.22,62.22
22-C-1596767-BULK,3/6/2024,11:29 AM,7.41,9.82,3.72,0.86,1.13,63.97
22-C-1596767-BULK,3/6/2024,11:30 AM,7.31,10.05,4.08,0.93,1.17,63.02
22-C-1596767-BULK,3/6/2024,11:30 AM,7.3,10.5,3.65,1.15,1.12,64.29
22-C-1596764-BULK,3/6/2024,11:32 AM,7.09,11.83,3.23,1.42,0.99,62.01
22-C-1596764-BULK,3/6/2024,11:32 AM,6.71,12.16,3.41,1.4,0.98,61.81
22-C-1596764-BULK,3/6/2024,11:33 AM,6.88,12.02,3.38,1.41,0.97,61.74
22-C-1596737-BULK,3/6/2024,11:34 AM,7.12,10.81,3.44,1.33,1.02,63.68
22-C-1596737-BULK,3/6/2024,11:35 AM,7.32,10.48,3.73,1.24,1,62.2
22-C-1596737-BULK,3/6/2024,11:36 AM,7.38,10.64,4.73,1.27,1.12,62.11
22-C-1596771-BULK,3/6/2024,11:37 AM,7.24,12.46,4.28,1.43,0.99,59.41
22-C-1596771-BULK,3/6/2024,11:38 AM,7.12,12.12,4.86,1.53,1.04,59.03
22-C-1596771-BULK,3/6/2024,11:38 AM,7.09,12.19,4.89,1.52,1.04,59.09
22-C-1596776-BULK,3/6/2024,11:39 AM,7.32,12.96,4,0.71,1.13,59.62
22-C-1596776-BULK,3/6/2024,11:39 AM,6.91,13.23,4.29,0.81,1.13,60.76
22-C-1596776-BULK,3/6/2024,11:40 AM,6.87,13.06,4.12,0.81,1.12,60.84
22-C-1596779-BULK,3/6/2024,11:41 AM,7.06,9.07,4.1,0.71,0.97,64.63
22-C-1596779-BULK,3/6/2024,11:41 AM,7.42,9.58,4.72,0.8,1.06,60.92
22-C-1596779-BULK,3/6/2024,11:42 AM,6.68,9.19,3.78,0.78,0.98,64.06
22-C-1596895-BULK,3/6/2024,11:43 AM,7.48,13.88,3.89,1.53,1.23,60.12
22-C-1596895-BULK,3/6/2024,11:43 AM,7.73,13.54,3.88,1.7,1.26,59.69
22-C-1596895-BULK,3/6/2024,11:44 AM,7.61,13.58,4.27,1.57,1.29,59.27
22-C-1596873-BULK,3/6/2024,11:45 AM,7.32,12.51,4.55,0.82,1.16,59.73
22-C-1596873-BULK,3/6/2024,11:45 AM,7.1,12.74,3.88,1.22,1.13,60.89
22-C-1596873-BULK,3/6/2024,11:46 AM,7.23,12.61,3.4,1.14,1.1,61.2
22-C-1596880-BULK,3/6/2024,11:46 AM,7.3,8.92,5.03,0.14,1.03,63.18
