genotype,combineTestWeight.sp.b,combineTestWeight.sp.mu,combineTestWeight.sp.FWB,combineTestWeight.sp.FWW,locationYear,combineMoisture.sp.b,combineMoisture.sp.mu,combineMoisture.sp.FWB,combineMoisture.sp.FWW,flagLeafHeight.sp.b,flagLeafHeight.sp.mu,flagLeafHeight.sp.FWB,flagLeafHeight.sp.FWW,earHeight.sp.b,earHeight.sp.mu,earHeight.sp.FWB,earHeight.sp.FWW,yieldPerAcre.sp.b,yieldPerAcre.sp.mu,yieldPerAcre.sp.FWB,yieldPerAcre.sp.FWW,GDDToAnthesis.sp.b,GDDToAnthesis.sp.mu,GDDToAnthesis.sp.FWB,GDDToAnthesis.sp.FWW,GDDToSilk.sp.b,GDDToSilk.sp.mu,GDDToSilk.sp.FWB,GDDToSilk.sp.FWW,anthesisSilkingIntervalGDD.sp.b,anthesisSilkingIntervalGDD.sp.mu,anthesisSilkingIntervalGDD.sp.FWB,anthesisSilkingIntervalGDD.sp.FWW,kernelRowNumber.sp.b,kernelRowNumber.sp.mu,kernelRowNumber.sp.FWB,kernelRowNumber.sp.FWW,earWidth.sp.b,earWidth.sp.mu,earWidth.sp.FWB,earWidth.sp.FWW,earLength.sp.b,earLength.sp.mu,earLength.sp.FWB,earLength.sp.FWW,shelledCobWidth.sp.b,shelledCobWidth.sp.mu,shelledCobWidth.sp.FWB,shelledCobWidth.sp.FWW,shelledCobMass.sp.b,shelledCobMass.sp.mu,shelledCobMass.sp.FWB,shelledCobMass.sp.FWW,kernelMassPerEar.sp.b,kernelMassPerEar.sp.mu,kernelMassPerEar.sp.FWB,kernelMassPerEar.sp.FWW,kernelsPerEar.sp.b,kernelsPerEar.sp.mu,kernelsPerEar.sp.FWB,kernelsPerEar.sp.FWW,hundredKernelMass.sp.b,hundredKernelMass.sp.mu,hundredKernelMass.sp.FWB,hundredKernelMass.sp.FWW,earFillLength.sp.b,earFillLength.sp.mu,earFillLength.sp.FWB,earFillLength.sp.FWW,kernelsPerRow.sp.b,kernelsPerRow.sp.mu,kernelsPerRow.sp.FWB,kernelsPerRow.sp.FWW,earParent,pollenParent,earParentAge,pollenParentAge,oldestParentAge,youngestParentAge,meanParentAge
LH198 X PHB47,2.94990825097282,56.3817018040579,56.6692651127676,55.9493660029158,2022 Scottsbluff,1.06941697665606,18.7934321718038,19.3436231175689,18.1505185013657,0.979679250281278,184.432775841961,187.377168585303,178.655674767024,0.963311607928829,77.6997958035894,84.6382431998315,69.2253315128875,1.003428709974,137.096604483489,151.708072858678,117.063703719583,2.88281611829218,2364.20264361644,2468.40677767954,2373.0115643173,2.38081017968908,2557.07081542058,2660.40170361773,2548.80951518702,0.891375493356675,188.407656778618,197.899034262347,174.339581402467,0.959359936822233,14.6457061637496,14.8239605097122,14.4523412275593,1.02455684531996,4.25200484771245,4.42087596817721,4.05341566492064,1.1106803282363,15.5410312240158,16.7355591600524,14.1450022820576,1.0278559214457,2.72993055076792,2.82061575963698,2.59999418223879,1.14011320739167,21.3433526997407,23.8875646779223,17.982974795756,1.12665448255207,133.778019085165,153.370384216205,108.551394182648,1.13289809590992,485.879370936289,532.591402232572,424.400077059921,1.1018096840321,27.085894898888,28.6477655674728,25.2018280051383,1.06185000071583,14.4038185937372,15.4842060862981,12.9675378829418,1.14439159910759,34.3100551828292,36.6673913074542,30.915127343087,LH198,PHB47,1991,1983,1983,1991,1987
LH198 X PHZ51,-7.86327575052099,55.5858638099392,54.8193350233671,56.7382981678828,2022 Scottsbluff,0.431703989405776,19.5439518143519,19.7660537927256,19.284419375247,0.924114258603264,184.091914271114,186.869308317451,178.642476125712,0.97182728280925,78.1256841409505,85.1254674140936,69.5763055835758,1.05672147724297,145.846126957042,161.23362015177,124.749265487686,2.40471673841619,2352.53815265223,2439.46059761974,2359.88616174734,2.5334247501016,2540.95509305712,2650.90969247959,2532.16422738532,1.06409600928685,190.218224803967,201.548732517432,173.424199191107,1.08336513091279,14.8355781246174,15.0368733167943,14.6172191736446,1.04949216689053,4.24595021344625,4.4189312627178,4.04252783359372,0.929447188851498,16.395627725507,17.3952408490389,15.2273931375056,1.05110499009366,2.78659470726667,2.87933112448348,2.65371930857896,0.880338336013843,23.6084239575078,25.5729370644676,21.0137083861134,0.935689016283294,141.872953603591,158.144455772206,120.922186349982,0.899569447335688,511.827871702864,548.919218514048,463.010688043876,0.92261727796128,27.4884772652513,28.7963336815281,25.9108248864421,0.932791670516708,15.2608375731984,16.2099136699276,13.9991238823282,0.873528361090717,35.7968718972446,37.596255921987,33.2054811930628,LH198,PHZ51,1991,1986,1986,1991,1988.5
LH74 X PHM49,0.516758494920314,56.3606560175616,56.4110307309291,56.2849203746566,2022 Scottsbluff,1.13577814225312,18.6623366044916,19.2466688751644,17.9795278309459,0.931942837402645,179.12259341359,181.923515987862,173.626990678111,0.927022484865714,74.237514206384,80.9145818275287,66.0822933204206,1.1413178455258,144.412645875522,161.031992561717,121.62686457165,1.41309083767848,2362.72825778614,2413.80675223414,2367.04619019024,1.36073187357861,2544.52909364063,2603.5869867455,2539.80741753184,1.00034643233812,186.688104562131,197.339805977063,170.900202474537,0.927546683873634,14.8891880800867,15.0615313489033,14.7022353020346,0.945716830791181,4.18970786441906,4.34558429195707,4.00640019004534,1.02204642519826,15.7765271371495,16.8757300092885,14.4919033319657,1.00918562895254,2.68945508154247,2.7784930562622,2.5618789173526,0.943613684195619,19.841366678569,21.9470814642077,17.0601528888236,1.00607824587361,137.152477836724,154.648038941582,114.625643812378,0.920531978272937,501.939609556915,539.895290419612,451.984846441719,1.22921556270926,27.4589251559382,29.2014000684274,25.3569974087548,1.01440665474476,14.773062449011,15.8051783424216,13.400954608798,1.00532514550918,35.036039387232,37.1069120538531,32.0536631384519,LH74,PHM49,1981,1988,1981,1988,1984.5
LH74 X PHN82,0.419985311861192,56.4731281350972,56.5140691934669,56.4115754796167,2022 Scottsbluff,1.0349226127508,18.7823770995245,19.3148214720493,18.1602008014975,1.04432250723583,176.751946582514,179.890622441099,170.593648672866,1.0432057890831,74.6393991639839,82.1533006175031,65.4620881727398,1.25531079714205,135.644916265334,153.924175998644,110.583328554078,0.660655363330535,2380.19222931813,2404.07270494513,2382.21097087755,0.77350117314739,2566.9401604449,2600.51132202877,2564.25614746608,1.0306228231002,188.880600093451,199.854684898671,172.61486285049,0.947404716439626,15.4152452020091,15.5912782023553,15.2242899145206,0.874342055000245,4.27426130331472,4.41837348525153,4.10478815502027,1.00694973947996,16.0615806419476,17.144547147624,14.7959320627174,0.960917804193153,2.79265932924381,2.87743875208032,2.67118494034675,0.956464891449887,21.3260400158801,23.4604328268398,18.5069484850325,0.966852393349427,138.30794923504,155.121378206993,116.65941098232,0.953935291166566,501.564209002166,540.897186378045,449.796739080201,0.995684866169617,27.5384861617917,28.9499195610092,25.8358900418405,0.953205285049299,14.6547433265296,15.6245894131859,13.3654177500154,0.981066876269641,34.1697340462133,36.1906370220014,31.2593218643221,LH74,PHN82,1981,1989,1981,1989,1985
LH82 X PHB47,1.60146829114952,56.2087554347107,56.3648699580844,55.9740457360516,2022 Scottsbluff,1.30010115347471,18.2632164601897,18.9320892187438,17.4816197371464,0.917930948982057,175.827464531755,178.586274850843,170.414488937387,0.834022122024269,74.2220924603298,80.2293060902055,66.8850162405732,0.761883464226274,140.236471999553,151.33066935754,125.025888845219,-0.163587662348192,2344.55039764692,2338.63725230607,2344.0505285307,0.720777098936037,2517.45608413936,2548.73893837974,2514.95502123793,0.98833362405006,188.946570066241,199.470358947172,173.348259339118,0.983468128894952,15.5690750483225,15.7518088287969,15.3708509567277,0.877754361738277,4.24075642222265,4.38543103274979,4.0706218687464,0.989368058510841,15.3864543006214,16.4505118470354,14.142904371072,0.949888993921126,2.73034137236206,2.81414775029779,2.61026119011015,0.86669694717395,19.8372516697124,21.7713234269356,17.2827428263342,0.889464920778149,130.672208707982,146.139880269242,110.756433048357,0.980901126851984,504.366522175446,544.811363861995,451.135689800396,0.824446002391222,25.4997712109333,26.668464904253,24.0899892483123,0.995031711728087,14.1590701104961,15.1714728183436,12.8131692269237,0.988729344305571,34.1133887665119,36.1500756861169,31.1802452695039,LH82,PHB47,1984,1983,1983,1984,1983.5
LH82 X PHJ89,0.222664374694901,56.6209156030346,56.6426213982226,56.5882821200143,2022 Scottsbluff,0.579945020630018,17.4220763248188,17.7204449746133,17.0734241245971,1.01938190997036,174.274622708932,177.338340448743,168.263397783867,0.895113238827396,72.803881826255,79.2511166256332,64.9293736026006,0.901882035628703,138.707500588383,151.840292894158,120.701923170763,-3.56117018650556,2332.01489568503,2203.29053717271,2321.13315210931,-1.31242702898693,2466.08066098562,2409.11927374185,2470.63472153761,1.07468165186126,184.288143695444,195.73136746441,167.327050871569,0.949282615351563,15.9556257426261,16.1320076669053,15.7642919529829,0.988964433041021,4.2662141171668,4.42921876905147,4.07452378835303,0.997862345891965,16.6598261074431,17.7330191929637,15.4055995946106,0.962241290170667,2.78143724977606,2.86633344053675,2.65979555244779,1.0119099455922,20.3703601985089,22.6284810480224,17.3878495145306,0.956775806576933,144.165662822796,160.803861348877,122.742746780562,0.908850652719833,568.55650035963,606.030532919812,519.235650964598,1.02737560033388,25.0912266967105,26.5475833062377,23.3344402170784,0.997746200095701,15.5031913671678,16.518355952191,14.1536188093669,0.941033744206943,37.554672281402,39.493110873087,34.7630215397886,LH82,PHJ89,1984,1991,1984,1991,1987.5
LH82 X W606S,3.70151903080988,56.7549114745648,57.1157433951511,56.212420298746,2022 Scottsbluff,1.23579903070025,19.1392598955508,19.7750506603492,18.3963204172233,0.961500944709821,178.370868883943,181.260627346733,172.700964025143,0.870517721766375,73.9232179842971,80.1932985794629,66.2650819390006,0.835291797250666,139.000710568342,151.163846382843,122.324570532783,3.09856521585427,2380.33052684771,2492.33326719156,2389.79870454372,2.25389082760826,2577.28240743546,2675.10479710056,2569.4615114315,0.921635945564065,186.801938531574,196.61552969166,172.256279549253,1.18110828887113,16.2544133703144,16.4738697781368,16.0163536805717,0.978917836493734,4.17880915213029,4.34015788807087,3.98906614855014,1.01096709440923,16.0868042407572,17.1740913799858,14.8161061944491,0.980053179951495,2.80553059229058,2.89199828243306,2.68163720557037,0.941204557933365,20.1670586171709,22.2673973332635,17.3929455035752,0.950747103236411,131.815892478209,148.349252689666,110.527963550636,1.03709058557845,520.524538554638,563.286202702119,464.244457303392,0.915683288540695,24.9595000471101,26.2575271844749,23.3937046161007,0.935948731149167,14.6972951606101,15.6495834330875,13.4313111629299,0.983829759921617,34.1534304095234,36.1800246586885,31.2348219156046,LH82,W606S,1984,1963,1963,1984,1973.5
N209 X 3IIH6,1.91355885796903,54.93845270137,55.124990474681,54.6580033004031,2022 Scottsbluff,0.824697054351492,17.1665064750807,17.5907945331608,16.6707138873563,1.06701489909817,184.999517736802,188.20639480911,178.707404355016,1.01674561241316,78.8890045722491,86.2123212322202,69.9444695804526,1.02788394605602,144.525861990561,159.493436290435,124.00472592631,3.63604825967234,2379.46865538979,2510.89960511518,2390.579201283,2.56477104700219,2571.21747814264,2682.53255591322,2562.31784228323,0.941145728820309,186.008773207775,196.030104785777,171.155202348285,1.13001483444205,16.0685974680636,16.2785604314,15.8408359804619,1.11813480787734,4.41717194268568,4.60146691733683,4.20044460465487,1.03014148523029,16.2578740828947,17.365783128274,14.9630754886161,1.11357637369367,2.85208963651164,2.95033775079795,2.71131692016237,1.06019297038205,21.2172320751924,23.583098584713,18.0924116551375,1.11400356595174,145.013833229528,164.386200676171,120.070471681208,1.07662060026722,525.127483141912,569.519062009836,466.70221566539,1.03806544415419,27.696926433608,29.168436434648,25.9218605894604,1.06829793707398,15.3151846377431,16.4021326330016,13.8701823122098,1.0249921360435,35.3461587179914,37.4575434849157,32.3054387923257,N209,3IIH6,1997,1993,1993,1997,1995
PHB47 X 3IIH6,1.79308781146987,56.3409793408622,56.5157733412191,56.0781860640766,2022 Scottsbluff,0.775952980962748,17.1180980977792,17.5173084280659,16.6516095437653,0.850552024035593,187.173554026167,189.729859272692,182.157907312271,0.900280057147965,76.8017603126424,83.2862101697737,68.8817984507325,1.02318159358041,142.076412877123,156.975513678279,121.649156686514,-2.97434891222785,2327.91064246477,2220.3979048907,2318.82202819685,-1.31626102060369,2476.60156845952,2419.4737799787,2481.16893278352,1.01557488553401,185.826790241617,196.640644418042,169.798546088285,0.920560419441828,15.6582555444376,15.8293007269477,15.4727108912448,0.970421901002873,4.17007161163051,4.33002001712354,3.98197536966626,0.837122108626199,16.5575476323986,17.4578658600705,15.5053576710881,0.958718404116906,2.73844789120031,2.8230332663584,2.61725153938304,0.835701875805563,20.9475902686362,22.8124951823138,18.4844365225269,0.843371116656311,142.854787796555,157.520894499539,123.971086410738,0.845881568719017,530.36635382884,565.244024162653,484.462665107295,0.968730573624863,26.5098323543101,27.8830566875444,24.8533273978002,0.915433729750909,15.3932187487117,16.3246338744117,14.1549837746887,0.881661871432554,36.381042776029,38.197181046227,33.7655233726188,PHB47,3IIH6,1983,1993,1983,1993,1988
PHB47 X LH185,2.76230046193154,55.9506558361853,56.2199307399799,55.5458156575762,2022 Scottsbluff,1.19381791430049,18.1579817144367,18.7721741404762,17.4402805053931,0.971968998042043,181.865945094706,184.787164936576,176.134310846271,0.985503700430364,73.9728608333588,81.0711512805587,65.3031678192695,0.8806376063811,143.0822384859,155.90567916259,125.500794381063,-1.77345657221681,2358.96824063952,2294.86373351062,2353.54915122485,-0.408031912960497,2524.9861989988,2507.27697533255,2526.40205069777,1.13565175482025,189.078091401453,201.170525594891,171.154741918616,0.938044488564493,14.5103298524029,14.6846236709948,14.3212611768067,0.920595999435909,4.28958493526703,4.44132085761263,4.1111464151942,0.997982470556152,16.0150557441139,17.0883780227637,14.7606782449862,0.947047145403622,2.74742465472926,2.83098030333512,2.62770372465324,1.01002376078845,20.1753896632113,22.4293014096816,17.19843833395,1.0401890719131,142.74586829428,160.834611931171,119.455267714225,0.984854144434029,506.117587639171,546.725421462147,452.672235767175,1.06069698535034,27.9928056771137,29.4963970265857,26.1790404657885,0.97256643669829,15.0118531111302,16.0013983512159,13.6963392324702,1.06999389814944,35.9978943017815,38.2019783506359,32.8236731033609,PHB47,LH185,1983,1993,1983,1993,1988
PHB47 X PHJ89,0.179509573762284,56.4692777714128,56.4867767451382,56.4429690157558,2022 Scottsbluff,1.32289846813857,17.0073736933658,17.6879751568027,16.2120716471729,0.983501080154041,178.878864065375,181.834743188715,173.079225922863,1.11059210232287,74.1474117173206,82.1466767705228,64.3772884932204,1.05295044964438,139.561479127377,154.894060348836,118.539904144155,-0.648926085617461,2335.27852750345,2311.82202592721,2333.29562668898,0.416590630660718,2493.20407014469,2511.28475555507,2491.75852009466,0.985224676907216,186.308341106951,196.799025879535,170.759097134604,0.954577846473873,15.0194906715953,15.1968564789034,14.8270895953281,1.02485663704628,4.2424654139646,4.41138594717299,4.04381812273868,1.09376570653028,15.9327762840404,17.1091126777927,14.5580075560642,0.981539907626826,2.74589231178602,2.83249117226761,2.62181098044138,1.04296155310958,19.8734923559611,22.2009062118842,16.79945993966,1.13021174280852,139.422058261518,159.076283654856,114.115783677967,1.17316602131524,525.229860835303,573.602232632255,461.565336328993,1.03026344535558,26.2150803350348,27.6755306101924,24.4533557129281,1.08599908666767,14.9682858279611,16.0732439947241,13.4993405540799,1.09564770483476,35.7199792677011,37.9769076796918,32.4696540306111,PHB47,PHJ89,1983,1991,1983,1991,1987
PHB47 X PHK56,-1.78182570815251,56.698019808178,56.5243236615228,56.9591625216084,2022 Scottsbluff,0.453982730661276,17.7401468511532,17.973710740072,17.467220845623,0.938331653281642,183.020456984698,185.840580928303,177.487179841936,0.975779612082252,76.239211548967,83.267462275972,67.6550634808613,0.978428572432374,144.077028653191,158.32445649871,124.543241846736,0.137385032614887,2344.85960435622,2349.82561251263,2345.27940701034,0.489565246813814,2520.75967522626,2542.00757319616,2519.06090666321,0.93965611575132,187.992884436501,197.998354595778,173.162823297766,1.06370388305403,14.8693328482417,15.0669748725686,14.6549367435289,0.983928355706104,4.28182747900533,4.44400206662741,4.09111328976546,0.98882029356537,16.0360050561537,17.0994734856876,14.7931436196818,1.00248513754824,2.77119100216453,2.8596378089493,2.64446188034925,0.953063721869958,20.9256254798664,23.0524284336707,18.1165585808098,0.99421023835041,140.711463137763,158.00064123845,118.450362555892,1.02075329438255,518.016490214676,560.104529734846,462.622989257106,0.885948137227031,27.2493374937495,28.5052135578974,25.7343884248502,0.996644230234505,14.9075203595954,15.9215637368638,13.559438349475,1.02514216293743,36.1420551167545,38.2537489245849,33.1008901244881,PHB47,PHK56,1983,1990,1983,1990,1986.5
PHG39 X PHM49,4.4056907346854,55.7653308240949,56.1948068948847,55.1196369003139,2022 Scottsbluff,1.74238287224942,19.4590233498715,20.3554400902952,18.4115350528283,0.967953755156908,183.522472225904,186.431624391531,177.81451558826,1.02808606911852,73.5599836325468,80.9649822339081,64.5156841464799,1.02814267789402,140.003713699761,154.975055533921,119.477412197065,2.83778907048923,2411.35914248868,2513.93569978893,2420.03047560948,1.6242996676224,2621.4946162578,2691.99176415545,2615.85837220191,0.866335246322175,187.767735793778,196.992484411601,174.094856477363,0.987869926622022,15.0511314303338,15.2346830890047,14.8520201291486,1.02123463569556,4.20991619484846,4.37823973685113,4.01197095377388,1.15430414382697,16.979878212715,18.2213232184743,15.5290179141774,0.969917556330808,2.71866361218211,2.80423706109304,2.59605151994936,1.09959618131218,21.905223935774,24.3590204162635,18.6642662071631,1.17707455310822,140.064510566156,160.533673728506,113.708943093245,1.18786953578763,517.35308794347,566.331719942182,452.890643756187,1.13683468259685,26.5539283954198,28.1654487618774,24.6099696335863,1.12339915336153,15.3055935877725,16.4486047415392,13.7860601947233,1.23692489853441,36.0384496648761,38.5863954458807,32.3690145021405,PHG39,PHM49,1983,1988,1983,1988,1985.5
PHG39 X PHN82,1.04866950232897,55.8515503741026,55.9537768998711,55.6978583501988,2022 Scottsbluff,1.6359090139861,19.2558619059468,20.0975002446283,18.2723837195677,1.05664429651318,181.852067053857,185.027775632001,175.62110840136,1.09485418782132,76.8054144790567,84.6913240084629,67.1737411535726,1.1115808932907,138.449733213016,154.636064047822,116.25763375941,1.68833875665005,2372.02628335702,2433.05406692794,2377.18528123037,1.65868036827551,2551.07392516421,2623.06324928222,2545.31838168127,0.972306594626994,185.953539333283,196.306672202992,170.608174148931,1.06870615994777,15.4183808020797,15.6169522769306,15.202976457482,0.944577843395619,4.25641901027501,4.41210770584036,4.07333210508274,0.950810649535943,16.8950950862503,17.9176844433116,15.7000084791236,0.986820411208547,2.76235214986032,2.84941689623141,2.63760328384949,0.880434143946855,21.7093607209162,23.6740876274261,19.1143627645279,0.908255544004289,146.515691129928,162.310129021938,126.179179556009,0.986341265145217,536.346599361947,577.015750640971,482.820545499576,0.797107945432939,27.1478897578124,28.2778303797823,25.7848551861438,0.974568039576904,15.4781716605416,16.4697534469509,14.159950371604,0.980575775148328,36.3806991236851,38.4005904786128,33.4717438319618,PHG39,PHN82,1983,1989,1983,1989,1986
PHJ40 X LH82,-1.92039406256881,57.5509220758293,57.3637179922865,57.8323732380054,2022 Scottsbluff,1.2551318694883,17.6710004775755,18.3167375524562,16.9164384547995,1.10666346055,168.11545543104,171.4414949094,161.589537212704,1.00546601000117,72.7118758863701,79.9539489203514,63.866570040228,1.28355370240665,140.37355611519,159.064076073561,114.748114377408,-2.42447024305473,2346.50914533704,2258.87267742769,2339.10077614653,-1.44505663340904,2509.3956412652,2446.67792160019,2514.40992035596,0.906529578251801,185.85123350524,195.503971875859,171.54398977619,1.00854743427663,15.4063875206133,15.5937811737866,15.203108539713,0.997049034550641,4.21521399503229,4.37955117982783,4.021956633199,0.977103858831113,15.5204467109566,16.5713142073102,14.2923118178201,0.981335315196411,2.81074014258914,2.89732095238201,2.68668467478907,0.999470990762839,20.1976131754763,22.4279759588015,17.2517651568248,1.03830978403174,129.815340361901,147.871403443282,106.566818423701,1.0240439325481,483.117568313374,525.341288521444,427.545493385602,0.951656389260331,26.7754378173152,28.1244586350645,25.1481292873436,0.995588506990536,13.9648037341567,14.9777729576486,12.6181497175667,1.05307602748961,32.9864508573764,35.1556857272528,29.8624178551441,PHJ40,LH82,1986,1984,1984,1986,1985
PHK56 X 3IIH6,0.366546791738615,55.7602683521225,55.7960001102863,55.7065475962955,2022 Scottsbluff,1.29718687111856,16.8359240841567,17.503297510083,16.0560793736652,0.82803357256339,184.668861936579,187.157488741321,179.786004980319,0.918206064512115,77.5590320284661,84.1725975923916,69.4813711333129,0.914348112935682,142.297503600602,155.611821203115,124.043047825085,-1.75085668843643,2373.88678498895,2310.59918786146,2368.53675325118,-0.729388418146918,2537.00532229051,2505.3487233181,2539.5362660678,1.09415547813888,184.925731070718,196.576312387239,167.657293858336,1.10705884955154,15.6437379644824,15.8494355797305,15.4206033977925,0.909949537534036,4.26454885576906,4.41452999021922,4.08817393243893,0.995639403127932,16.0536192805206,17.1244216086249,14.8021868141441,0.958595475723007,2.73539842596433,2.81997295545151,2.61421761413546,1.01498564992542,19.4822049612917,21.747189378173,16.4906289241419,1.06921233202261,138.597370549808,157.190824653098,114.656917767885,1.09354813341224,514.748850648988,559.838391196689,455.404972055912,0.928532318657442,26.7525900296818,28.0688313137817,25.1648230798061,1.0279860018801,14.9874466734819,16.0333789786194,13.596971121876,1.09498579004293,34.7078265502071,36.96339148168,31.4594649354962,PHK56,3IIH6,1990,1993,1990,1993,1991.5
PHK56 X LH145,-1.83568024448174,56.5143353856633,56.3353893846607,56.7833709696945,2022 Scottsbluff,0.40595376646734,16.6001857578703,16.8090398265685,16.3561338756533,1.08312214340664,181.653329302055,184.908616150567,175.26623260978,1.03134514425741,73.9707776550169,81.3992504066173,64.8978073674587,0.882662579145666,135.227049034756,148.079976435532,117.605177465528,0.988916106110349,2368.57372770319,2404.31972823524,2371.59552416924,1.10016719820831,2539.70389772958,2587.45287609252,2535.88636888623,1.02994181892513,185.408907877416,196.375741341599,169.153918538271,0.996562282043595,15.3614608630546,15.5466276091093,15.160597563806,0.96997666231274,4.22805669317715,4.38793171283823,4.04004675153681,0.917743158896596,16.3215315568929,17.3085570884869,15.168007920494,0.98047862198059,2.73900797375382,2.82551319960385,2.61506080479514,0.894473998612754,20.9784128299424,22.9744702799294,18.3420337044838,0.831052048826872,137.886520276794,152.338400099464,119.278651906417,0.880172059390384,534.108316526885,570.399863783247,486.343776277069,0.827353911961321,25.021346223924,26.1941620253812,23.6065918089545,0.88093521236591,15.1874227040686,16.0837370465416,13.99585115241,0.855664520211932,36.3626953845934,38.1252816231052,33.8242991717827,PHK56,LH145,1990,1983,1983,1990,1986.5
PHK56 X LH185,3.39167378338821,55.7285128711597,56.0591404203025,55.2314323257325,2022 Scottsbluff,0.977999196917034,18.4684575562762,18.9716161135602,17.8805025610772,1.12003994358711,182.153800845272,185.520042889498,175.549002427616,0.986780678251853,72.6830866702837,79.7905748094533,64.0021598011686,0.963187084736146,145.867785645237,159.893273941638,126.638286734353,1.09902387020157,2379.82229215356,2419.54831906952,2383.18054107535,0.908783358361806,2571.89296964463,2611.33558980789,2568.73953379546,0.981617370087605,188.398878440575,198.851152564696,172.906566551982,1.08635641227287,14.8769755837238,15.0788265724083,14.6580137214691,0.958431604126588,4.24797037155265,4.40594249346761,4.0621982009847,1.02343268077205,16.313512209065,17.4142059881439,15.0271460007318,0.985899416932093,2.74487708735554,2.8318605766588,2.62024464880232,1.06804897987897,20.7339053118995,23.1173028467018,17.5859300326993,1.0764904551637,143.603060823796,162.323080478688,119.499645496285,1.06961346618475,512.908016204893,557.010674588494,454.863006808989,1.03060420500785,27.9604860234161,29.4214193425273,26.1981787108603,1.0739666034516,15.292169985899,16.3848856095888,13.8395001026423,1.05259983461012,36.2582155081299,38.4264694666837,33.1355951695915,PHK56,LH185,1990,1993,1990,1993,1991.5
PHK56 X LH198,-0.491143306340361,55.6412126109018,55.5933349204092,55.7131941156663,2022 Scottsbluff,0.700735458450123,18.5774351460303,18.9379477552665,18.1561659727962,0.956828438138357,183.29879968702,186.174515089862,177.656448277708,1.01883404017526,78.6819907263254,86.0203497111775,69.7190833757324,1.12638889827958,148.821711357463,165.22366956514,126.333978251456,4.54458926102025,2396.42701482693,2560.69867461549,2410.31375778091,3.01199605702273,2597.99968793326,2728.72503112679,2587.54820215686,0.978131367158663,185.433730512252,195.848885633265,169.996436236697,0.958473995084193,15.3340576873256,15.5121474204468,15.1408713181788,1.00692797062261,4.31394802080621,4.47991348714717,4.11877583125951,0.959687997295858,15.7108308763857,16.7429677509707,14.5045862122686,0.955786214887847,2.73384088151429,2.81816755680294,2.61301520229063,1.02462612298374,21.4704777392519,23.7569752891023,18.4504873021644,1.04720505613174,145.711304155737,163.92205478474,122.263610513925,1.01384852130003,516.764894795504,558.568234414165,461.746097065895,1.04462498375456,28.2058637287452,29.6866722072353,26.4195812365881,0.973293153425929,14.6261237334119,15.6164083770505,13.309626882376,1.04410453062741,35.4086043051795,37.5593587583334,32.311185955209,PHK56,LH198,1990,1991,1990,1991,1990.5
PHK56 X LH82,-0.621648249345552,56.0241592620878,55.9635596731424,56.1152674495443,2022 Scottsbluff,1.1977552955765,17.4737776909514,18.0899958109676,16.753709401243,0.969001927438252,174.921115258796,177.833417670646,169.206977621389,0.947486029484459,73.6308351863708,80.455295641474,65.2955919932895,0.885966079508636,144.076751275672,156.977782732671,126.388927143708,-2.45428646252898,2343.23076739758,2254.5165431542,2335.73128982479,-1.03931122072357,2501.95118364181,2456.84344995232,2505.55754508287,1.02989908453054,186.592649763318,197.559028191129,170.338334876958,0.852224113911656,16.4723308852972,16.6306788068729,16.3005598376628,1.01302859936363,4.33577727334747,4.50274826711792,4.13942260292455,0.931239232577683,15.4610523669145,16.4625928193448,14.290565335214,0.98017090885022,2.76997429348828,2.85645237056296,2.64606602407366,0.865588180755053,19.7086360597812,21.6402335567418,17.1573952025561,0.882134462550066,135.623271222694,150.963467132451,115.871629929858,0.82656895836761,525.006172923112,559.087539280068,480.150526961636,0.9673379660323,25.7483933556185,27.1196435975163,24.0942697231242,0.926473310992376,14.311915922713,15.2545633556959,13.0587485782217,0.938088056678723,34.5045842594368,36.4369550194219,31.7216721319521,PHK56,LH82,1990,1984,1984,1990,1987
PHK56 X PHJ89,-2.30718230291428,55.6738749036473,55.4489658826281,56.0120133894738,2022 Scottsbluff,0.647743941736476,18.7638388468915,19.0970885144178,18.3744271915912,1.06142399287717,176.187883658493,179.37795745187,169.928739465684,0.949982283123181,74.1364990418777,80.9789392705219,65.7792957559793,0.992558895306214,140.736681202986,155.189868325422,120.920790293788,1.54586038046628,2360.71997637394,2416.59764450089,2365.44360804081,1.6984483031738,2549.00562325212,2622.72093798873,2543.11208689068,1.08478298883121,189.701044520539,201.251827452828,172.58052800715,0.975720675297095,15.3105461196399,15.4918403806795,15.1138835752945,1.01384719400068,4.27607036179172,4.44317627925547,4.07955702370604,0.90407767981528,16.492549218726,17.4648776353113,15.3562019055394,0.974152200712691,2.83775051659351,2.92369757779994,2.71460310194688,0.878948771182823,21.6037128362819,23.5651250691666,19.0130928783091,0.936352099508409,137.115461664297,153.398494758195,116.149847488177,0.921039212417568,514.234763787264,552.21135909701,464.252474456644,1.00881011977082,26.1700653370673,27.6001044437083,24.4450253630272,0.935640646977878,15.0188466321279,15.9708214419834,13.7532793555969,1.00226333120317,35.1948928317219,37.2594584567008,32.2215996963059,PHK56,PHJ89,1990,1991,1990,1991,1990.5
