genotype,combineTestWeight.sp.b,combineTestWeight.sp.mu,combineTestWeight.sp.FWB,combineTestWeight.sp.FWW,locationYear,combineMoisture.sp.b,combineMoisture.sp.mu,combineMoisture.sp.FWB,combineMoisture.sp.FWW,flagLeafHeight.sp.b,flagLeafHeight.sp.mu,flagLeafHeight.sp.FWB,flagLeafHeight.sp.FWW,earHeight.sp.b,earHeight.sp.mu,earHeight.sp.FWB,earHeight.sp.FWW,yieldPerAcre.sp.b,yieldPerAcre.sp.mu,yieldPerAcre.sp.FWB,yieldPerAcre.sp.FWW,GDDToAnthesis.sp.b,GDDToAnthesis.sp.mu,GDDToAnthesis.sp.FWB,GDDToAnthesis.sp.FWW,GDDToSilk.sp.b,GDDToSilk.sp.mu,GDDToSilk.sp.FWB,GDDToSilk.sp.FWW,anthesisSilkingIntervalGDD.sp.b,anthesisSilkingIntervalGDD.sp.mu,anthesisSilkingIntervalGDD.sp.FWB,anthesisSilkingIntervalGDD.sp.FWW,kernelRowNumber.sp.b,kernelRowNumber.sp.mu,kernelRowNumber.sp.FWB,kernelRowNumber.sp.FWW,earWidth.sp.b,earWidth.sp.mu,earWidth.sp.FWB,earWidth.sp.FWW,earLength.sp.b,earLength.sp.mu,earLength.sp.FWB,earLength.sp.FWW,shelledCobWidth.sp.b,shelledCobWidth.sp.mu,shelledCobWidth.sp.FWB,shelledCobWidth.sp.FWW,shelledCobMass.sp.b,shelledCobMass.sp.mu,shelledCobMass.sp.FWB,shelledCobMass.sp.FWW,kernelMassPerEar.sp.b,kernelMassPerEar.sp.mu,kernelMassPerEar.sp.FWB,kernelMassPerEar.sp.FWW,kernelsPerEar.sp.b,kernelsPerEar.sp.mu,kernelsPerEar.sp.FWB,kernelsPerEar.sp.FWW,hundredKernelMass.sp.b,hundredKernelMass.sp.mu,hundredKernelMass.sp.FWB,hundredKernelMass.sp.FWW,earFillLength.sp.b,earFillLength.sp.mu,earFillLength.sp.FWB,earFillLength.sp.FWW,kernelsPerRow.sp.b,kernelsPerRow.sp.mu,kernelsPerRow.sp.FWB,kernelsPerRow.sp.FWW,earParent,pollenParent,earParentAge,pollenParentAge,oldestParentAge,youngestParentAge,meanParentAge
PHK56 X 3IIH6,0.973864636094007,59.5833799560126,59.6007861309415,59.5501455853389,2022 North Platte LI,0.975797634865167,13.5428258924397,13.5838569973522,13.5129552729766,0.9758354109994,279.554539361631,282.971429072077,275.528964988794,0.931182885620965,125.421458416562,128.812145665024,122.023663772498,1.0377376138354,181.324813093345,189.736501212289,170.375507428808,1.07955233102173,2653.73717369973,2690.6754595309,2588.15907883963,0.907475767418012,2600.32667141538,2728.93242541706,2511.89942989376,0.995570527258238,-57.2579583817728,140.958903516861,-168.772709499793,0.981426961753906,15.5082975420012,15.5733548167574,15.3962855502215,0.953309727996699,4.16988402766189,4.20430621366947,4.09008182883383,0.945655950740621,16.6212397999971,16.9378496286895,16.2288492078585,0.979256548632031,2.64925943612026,2.65767253550396,2.63613673461451,0.951756303506026,19.6659394808855,20.8740227150452,18.1155448793197,1.0207056743694,134.841658747047,144.984999614098,121.08768508785,0.978245906173207,465.914674922668,488.436228462644,446.5249402261,0.992068402395386,28.6356024727496,29.5931476758345,27.0751401506051,0.931197342819544,15.085158450016,15.5120244241035,14.507490626494,0.953159129698128,33.3652437093665,34.6536847961,32.0200781003106,PHK56,3IIH6,1990,1993,1990,1993,1991.5
PHK56 X LH145,0.993378466359625,59.5076633514284,59.5254183029024,59.473763046451,2022 North Platte LI,0.997075869394575,13.6776534465096,13.7195792753301,13.6471314685847,1.08102736246185,277.196306394451,280.981525940567,272.736787916632,1.00768275076146,116.714995769703,120.38423959523,113.038060651667,0.996610916402079,174.68776243633,182.766085986466,164.172389950245,0.974963087065114,2619.450042342,2652.80967128261,2560.22528781052,1.11130231378346,2551.44175464171,2708.9334223196,2443.15302492272,1.05540020488395,-61.7494194232852,148.379457367991,-179.965746599686,1.00500854787906,15.4907377818188,15.557358243432,15.3760343819831,0.960964642717086,4.00955015032453,4.04424874062197,3.92910715343411,1.00337030316353,16.8523116641588,17.1882445153727,16.4359730717942,0.991847244443238,2.56198628844077,2.57050755843135,2.54869486307699,0.970828681722691,20.0004355038216,21.2327276875562,18.4189723271203,1.05597114075703,127.345733088488,137.83952723055,113.116558489438,1.02470074211511,482.324183497858,505.915238140015,462.013671174108,0.910452785286602,27.2904508843705,28.1692206295629,25.8583648869727,1.0199236259195,15.1459249851983,15.6134635745534,14.5132158546507,1.07090644287173,33.7802977954207,35.2279048298102,32.2689588462532,PHK56,LH145,1990,1983,1983,1990,1986.5
PHK56 X LH185,0.972894761109606,59.2374910620087,59.2548799020709,59.2042897895538,2022 North Platte LI,0.99049285370961,14.1398573505883,14.1815063715979,14.1095368885817,0.981476466751797,280.602214993801,284.038856872635,276.553369801709,1.02156132451428,118.813128169894,122.532907613909,115.085551503036,1.02892418045849,178.08597396533,186.426222202134,167.229659992249,0.99775205733873,2686.55664816584,2720.69603133752,2625.94756310085,1.08077649092936,2613.07954858757,2766.24515423095,2507.76534932668,1.05191448008021,-65.7467838691468,143.688089420496,-183.572671871915,0.995347189180191,14.8866951235107,14.9526751486046,14.7730943915997,1.012971602444,4.15799111343602,4.19456757530954,4.07319457895055,1.02344149713959,16.8288290601784,17.1714818366267,16.4041621242095,0.984686517500247,2.59593878985099,2.60439853979607,2.58274332308189,0.964574732450707,19.866196553249,21.0905504745996,18.2949209520374,1.02110463538683,136.857958789682,147.005264362421,123.098609144575,1.00895993454981,463.646727296681,486.875391012275,443.648212274095,0.962881802959281,29.9960794837489,30.9254537580783,28.4815258798154,0.998070038464975,15.5437372137729,16.0012579986658,14.9245849456867,1.08788052429749,33.7377406328663,35.2082925284412,32.2024466589103,PHK56,LH185,1990,1993,1990,1993,1991.5
PHK56 X LH198,1.00914312101163,59.3985427483349,59.416579466213,59.3641044544454,2022 North Platte LI,0.999782724400555,13.8572899996636,13.8993296484482,13.826685160874,1.04255924296052,282.349472643251,285.999995989349,278.048645143737,1.02276179157479,121.642688709499,125.366839376845,117.910731656563,1.0149391572439,188.341754104451,196.568642613277,177.632997945466,0.950895339074977,2667.93976601015,2700.47588567842,2610.17702218016,1.08496555154052,2590.75452606983,2744.51379748126,2485.03213180505,1.01333285377799,-68.6453159760456,133.108003186405,-182.149641279816,1.02856927312164,15.7402358785825,15.8084181442171,15.6228434515802,1.01067209371717,4.17924112276261,4.21573455378604,4.09463708170004,0.98244371924304,15.7671109597721,16.0960374973843,15.3594556466166,1.04340189099179,2.61196860420682,2.62093279629551,2.59798631163482,1.0272379575062,19.9206576313212,21.2245512324292,18.2473047173723,1.00903257654874,136.389130619473,146.416469182292,122.792451549675,1.03593635280378,474.014152164747,497.863877358022,453.480939690623,0.982444314403617,28.578492094365,29.5267481201428,27.0331678682024,0.986053040335882,14.3976255593491,14.849637686328,13.7859280302696,0.979178283363306,33.0627933471738,34.3864060496216,31.6809076673589,PHK56,LH198,1990,1991,1990,1991,1990.5
PHK56 X LH82,1.02663206312777,59.3286355242048,59.3469848271943,59.2936003978979,2022 North Platte LI,1.01765653067319,13.926254150185,13.969045370806,13.8951021675549,1.00457357143259,275.488144797263,279.00566123592,271.344018052932,0.883023176877025,118.336692064282,121.552016864776,115.114627454518,1.00731395103435,183.891592322128,192.056672474369,173.263290713917,1.01417990833461,2636.86683356425,2671.56831700493,2575.25982821323,0.981974004004789,2589.22527846837,2728.38878203432,2493.53869868549,1.01499377162356,-56.1320317407563,145.951974112599,-169.822397947814,0.978460168017719,16.6575999740147,16.7224605846046,16.5459265876418,0.983518402651302,4.16189802687091,4.19741099018566,4.07956703955962,1.08838772457088,16.3572973342409,16.7216943972081,15.9056816029739,0.997970568820885,2.61300964604592,2.621583523432,2.599636163985,1.00044420881271,20.1045721119464,21.3744558741307,18.4748657524537,1.00841104005117,135.282938884148,145.304100880387,121.694634997158,1.03278126646893,493.173620662127,516.950708244178,472.70294490458,0.965723495272888,27.1353060603083,28.0674231382962,25.6162826498818,1.07071890154897,14.5440146665021,15.0348380890645,13.8797947111607,1.02159347755715,33.1138908162025,34.4948386237743,31.6721458130561,PHK56,LH82,1990,1984,1984,1990,1987
PHK56 X PHJ89,1.02959429539938,58.8883465099791,58.906748757835,58.8532102937242,2022 North Platte LI,1.01286887016365,14.6527757614967,14.6953656668104,14.621770336288,0.957902972204455,276.463773101583,279.81787234049,272.512174693588,0.93420378553806,123.244620958545,126.646308115817,119.835803348189,0.986370077826937,170.45026767525,178.445581089662,160.042947620074,1.02135307814396,2705.71689443581,2740.6638172027,2643.67415030985,1.05779271228795,2615.5861405912,2765.49452847944,2512.51155170667,1.06205117179762,-74.6836389582532,136.769437127923,-193.644946926838,0.987694934234425,15.8264915129421,15.8919642818957,15.7137641463975,0.985880830534627,4.08360064284358,4.11919890889851,4.00107189510446,1.0504184720744,16.1031900108494,16.4548747987877,15.6673292457077,1.03654891145579,2.6564933319172,2.66539864791464,2.64260287391602,1.03550645404613,20.3216017726831,21.6359907411502,18.6347796204939,1.01756459558434,129.677884702101,139.79001085799,115.966236970894,1.07056203151874,457.911714686965,482.558605574587,436.692189375,0.934512876013786,27.5710178067921,28.4730103704978,26.101086772745,1.04186632470914,14.660455935972,15.1380531789145,14.0141346627892,1.05092756983156,32.6439520140612,34.0645524342459,31.1608086642264,PHK56,PHJ89,1990,1991,1990,1991,1990.5
PHK56 X W606S,1.0120978392614,59.3381562954506,59.3562458238947,59.3036171680386,2022 North Platte LI,1.0164856307687,13.9091791530863,13.9519211387889,13.8780630134468,1.00302940132893,283.477213477108,286.989323000953,279.339456835283,1.1103188789952,127.766222329281,131.809191892907,123.714778087221,0.935616523209504,179.54146913959,187.125384656617,169.669656495593,1.04995890644185,2697.54597355831,2733.47168191228,2633.76555014829,1.06814244523195,2618.06089624368,2769.43602876222,2513.97779741587,1.09510007639576,-68.6895597578289,149.34351240022,-191.352705285963,1.02900339014735,15.4770795933456,15.5452906359262,15.3596376198008,0.980843826186853,4.10319006712009,4.13860645660805,4.0210829704044,0.945797952806266,16.7374880900301,17.0541454616473,16.3450385755376,1.03530677218919,2.62198920474741,2.63088384913779,2.60811539225434,0.887449621737241,20.1577432233174,21.2842007053774,18.7121030971269,0.926087132429018,132.715124687423,141.918186542272,120.236132608322,0.973994081433133,468.483073638125,490.906740033445,449.177614023278,0.944949663583,27.8849704444683,28.7970366037531,26.3986229882002,0.920094601483349,15.0932935215726,15.5150699380792,14.5225132782959,0.96591944563433,33.5431193330905,34.8488092871114,32.1799454632697,PHK56,W606S,1990,1963,1963,1990,1976.5
PHK76 X 3IIH6,1.00742765949389,59.5658915085503,59.5838975654698,59.5315117569693,2022 North Platte LI,1.01147832073292,13.6002746336991,13.6428060680988,13.5693117752803,1.12313806951319,282.076426368054,286.009096642029,277.443190292762,1.09083876419138,125.47826673681,129.450303964927,121.497903515212,0.976566675044871,170.144639443981,178.060488487431,159.84075637729,1.00858199243747,2626.01406221778,2660.52400569183,2564.74710583814,1.02956057105398,2577.05242171147,2722.95980379786,2476.72885986392,1.0192122403716,-54.073351888162,148.850545880793,-168.236232577777,1.00383854886126,15.7175672557915,15.7841101599802,15.6029973900093,0.944738234097286,4.06371378776844,4.09782647356985,3.98462911446261,1.03260061433048,16.8326564037721,17.1783756934935,16.4041889826318,1.02037733409706,2.61446212986895,2.62322851078579,2.6007883819657,0.981702677249912,20.0596706598317,21.305765422689,18.4604939319821,1.01046726777214,134.166618345971,144.208214262779,120.550606861559,1.01766860997401,472.150843799462,495.580001990515,451.97971481042,0.976196939929948,27.9722122490773,28.9144383040943,26.4367147570946,1.02818790606678,15.2734649918266,15.7447919725709,14.6356291190665,1.01529166239814,33.2683099702258,34.6407392447228,31.8354585345462,PHK76,3IIH6,1987,1993,1987,1993,1990
PHK76 X LH145,0.957282479183137,59.3182065117038,59.3353163087654,59.2855380282478,2022 North Platte LI,0.976025338432899,13.9621863045652,14.003226984136,13.9323087147567,1.0151134049427,273.282448474666,276.836870162163,269.094842181228,1.04831984829393,119.969327777973,123.786542201485,116.1441118931,0.984629954037025,171.218991999526,179.200200327629,160.830032218677,1.01893092750829,2600.38523746098,2635.2492831964,2538.48962842017,0.93221871641524,2540.83623779896,2672.94851586031,2449.99796690831,0.928758772760264,-58.8383016471218,126.076422480317,-162.869407990002,1.00947837045961,14.8395127800602,14.9064295392963,14.7242992314823,1.08057801370449,3.94643928501737,3.98545688474501,3.85598337235184,0.956659281661845,16.7743039005686,17.0945976935138,16.3773475849951,1.0066924132675,2.56620217725774,2.57485098673822,2.55271181656945,0.956404424566304,20.2106538090218,21.4246369958297,18.6526874984243,1.04952603384897,130.742630574145,141.172375972348,116.600303567765,1.02464234437332,468.402418023998,491.99212821088,448.093063197267,1.10857129403607,27.3297054905251,28.3996993763487,25.5859913155979,0.982099755723752,15.2574614840941,15.7076614037039,14.6482163732215,1.00580877216352,34.0317982592616,35.391408954973,32.6123297492872,PHK76,LH145,1987,1983,1983,1987,1985
PHK76 X LH198,0.974088164669415,59.4109583056372,59.4283684757594,59.3777163067663,2022 North Platte LI,0.980233422620838,13.9215873749095,13.9628049993074,13.8915809693743,0.929294632198046,278.61842361615,281.872350693339,274.784842036691,1.06702935149285,122.576321377866,126.461662132844,118.682836358385,0.954444561055723,177.354131737582,185.090663465241,167.283661996942,0.948017701139036,2629.20334491262,2661.64100245956,2571.61540503433,1.12528049291795,2569.29790937565,2728.77053823367,2459.64710271011,1.05204388337377,-60.012521088127,149.448116237379,-177.852903670315,0.966966780350656,14.8314440991027,14.8955428308076,14.721082473355,0.966128298526999,4.05930143617004,4.09418647617585,3.97842618617708,1.01290080917205,15.9766177660052,16.3157414731243,15.5563245843493,0.996056267447833,2.63408809289419,2.64264552391826,2.62074026376921,1.00682418108846,20.0684690884954,21.3464510765725,18.4283698642137,0.994621814681577,131.321204864318,141.205335376625,117.918710312258,1.04187238348238,446.388499836481,470.374886611368,425.737629768002,0.954620447949465,29.1679452518926,30.0893456598621,27.6663862491292,0.973910964285333,14.472310171334,14.9187563039931,13.8681449732897,0.996537847663045,32.6393568421906,33.9864354856284,31.2329721168788,PHK76,LH198,1987,1991,1987,1991,1989
PHK76 X LH82,0.975818636057095,59.5465033600739,59.5639444594307,59.5132023066636,2022 North Platte LI,0.979049210673951,13.6326887822964,13.6738566120208,13.6027186272533,0.98617818049877,267.017864603147,270.470969542393,262.949623621402,1.08104569882723,120.050279088895,123.986657133014,116.105649798362,0.94808419396803,167.558692676196,175.243668573604,157.55533200287,1.00056775569015,2628.06147252213,2662.29719847176,2567.28134606499,1.08239538662499,2556.66787280304,2710.0629052907,2451.1959233456,1.10434098706039,-68.1503618683498,151.722564185406,-191.848590120063,0.957844694661242,15.1930074866706,15.2565015294296,15.0836869806669,0.953623006446345,3.97651023638206,4.01094373427365,3.89668181280417,0.985262575268191,16.5409781643791,16.8708484675569,16.1321531947708,0.983051329335483,2.59008088386786,2.59852658539983,2.57690732972852,1.04666643233496,19.1739072297831,20.5024617809888,17.4689056654599,1.002996864056,126.48190305495,136.449261262289,112.966555002236,0.994301530081332,462.884724898368,485.775917187847,443.176752950816,1.01266018024271,26.5731144322916,27.5505348355673,24.9802625154385,0.97371213836062,14.6903767708421,15.1367317606058,14.0863349143646,1.03675840864294,33.1793158697416,34.5807630038997,31.7161690427814,PHK76,LH82,1987,1984,1984,1987,1985.5
PHK76 X W606S,1.01005960900508,59.3294947027908,59.3475478013338,59.2950251325815,2022 North Platte LI,0.997964388099849,14.0104055839566,14.0523687739091,13.9798564071504,0.923234635628114,276.590597593916,279.823305580578,272.782015073331,0.834369841582908,125.526448699614,128.564613625154,122.481915318818,1.01356189947115,169.670586655629,177.886311395609,158.976362124033,1.03381366916042,2664.5729503762,2699.94622845665,2601.77327970188,0.866377578723428,2584.50684950631,2707.28824572904,2500.0843424231,0.923057943023961,-68.5431018078978,115.236594162711,-171.935653079284,0.967644528898638,14.8309776146046,14.8951212732121,14.7205386362186,0.931760056491364,4.01884752416937,4.05249159286715,3.94084926284415,1.0137452747189,16.819251900915,17.1586583388643,16.398608316625,1.01135226735851,2.6409867334957,2.64967557724057,2.62743392760407,0.98321429492381,20.1070981861157,21.3551116753966,18.5054590591492,0.9750465248472,130.31213244662,140.001732015926,117.173414248032,0.974085690511405,458.305799831563,480.731575286321,438.998524440424,0.978120690975758,28.2506504746456,29.1947333356867,26.7121270410878,1.02372159745974,15.2071513850757,15.6764309854352,14.5720861847108,0.999941020460564,33.4296973496971,34.7813762613598,32.0185098261261,PHK76,W606S,1987,1963,1963,1987,1975
PHN46 X PHB47,0.988636998517337,59.2711498029798,59.288820008776,59.2374113066297,2022 North Platte LI,0.999010692869235,14.0285832501382,14.0705904359349,13.9980020443841,1.04431875433098,285.340649824703,288.997334103504,281.03256388406,0.92967586523229,125.983989672995,129.369189455038,122.591693997913,0.999951479230789,183.046919729092,191.152321195921,172.496300526481,1.01583159508687,2684.52122309684,2719.27922114604,2622.81388498065,0.946586712182758,2633.64735877673,2767.79584209613,2541.40902600285,0.964641460193183,-55.518895192,136.540027668431,-163.569253661143,0.973277902874864,14.8278003878459,14.8923174740979,14.7167184625426,0.931902830445712,4.1124971342841,4.14614635827556,4.03448692125509,1.050665692133,16.9529413917916,17.3047089501078,16.5169780451295,1.00687543997965,2.59790688505602,2.60655726697625,2.58441407168573,0.972354600490041,20.2054286697029,21.4396577325237,18.6214797976502,0.985436342203216,139.793127027773,149.585976203343,126.514406399664,0.972191983460378,472.627939387246,495.01011718985,453.358199013715,1.0715986562232,29.5194566640411,30.5537645307378,27.833898164789,1.02158717996546,15.207421346328,15.6757225179905,14.5736802308286,0.996278916210288,34.0354762608743,35.3822048914843,32.6294569579506,PHN46,PHB47,1990,1983,1983,1990,1986.5
PHN46 X PHK56,0.986218882388934,59.1932294813975,59.2108564674784,59.1595735063391,2022 North Platte LI,0.99536565938932,14.0573685677402,14.099222484308,14.0268989418917,0.970027717830191,271.595914734237,274.992468795036,267.594298603256,1.04196251244199,118.111309543678,121.905375198092,114.30929095124,0.970258094749875,177.6392332595,185.503946245812,167.401912850882,0.995915784404595,2705.85045965356,2739.92701236064,2645.35292015908,1.01501085664728,2634.13630728209,2777.98173128766,2535.2305145432,1.00681745909243,-63.215506940665,137.240605189994,-175.990037019584,0.971096929029868,15.7039603976114,15.7683329104818,15.5931273907034,0.94603592196993,4.194668440592,4.22882798341376,4.1154751369611,1.02490999818152,16.2319653873956,16.5751098245402,15.8066891114305,1.00686090887715,2.62003265527533,2.6286829123543,2.60654003663166,0.984262318337279,19.9283178480482,21.1776616143235,18.3249715090186,0.989841826681424,139.734909681481,149.571538696693,126.396825302399,1.02203183055187,490.493833803331,514.023443736866,470.236221764482,0.928295461975148,28.2812176215812,29.1772091323616,26.8210661958001,1.0274078945226,14.5100803800543,14.9810497992246,13.8727283870803,1.04395016875948,33.9424582337012,35.3536268917175,32.4691618859779,PHN46,PHK56,1990,1990,1990,1990,1990
PHN46 X W606S,0.996779309784784,59.0742060330137,59.092021768783,59.0401896699244,2022 North Platte LI,0.997752947139023,14.3023998054214,14.3443541045384,14.271857101138,0.888409648253332,278.227429355525,281.338197576847,274.562508947557,0.84033236176807,121.887373407066,124.947249471708,118.82108337732,1.05968853798842,181.341774149204,189.931391954261,170.16086140503,1.03982676780752,2701.10121593636,2736.68024000074,2637.93627574971,0.961664014295756,2641.55891095267,2777.84412108746,2547.85139929457,1.02076425724027,-59.232983662303,143.999918747606,-173.569707158732,0.995653160269303,15.7598400808366,15.8258403882806,15.6462044279051,1.01676902509972,4.20047306936555,4.23718664888843,4.11535865007423,0.96799511841807,16.6920454108373,17.0161344924715,16.2903854018183,0.968469021074941,2.72332482876594,2.73164524912535,2.71034668744139,0.998081562636013,20.0879107491695,21.3547955574999,18.4620530995454,0.989139378210382,137.918126404764,147.747774784459,124.589507494534,0.96032351128155,486.69188983846,508.800827109285,467.657393512819,1.04570017620149,27.9762545069163,28.9855651403051,26.3314327171261,0.977261968965009,14.7844643363731,15.2324465879739,14.1782203441883,0.96316216889329,33.6037546828763,34.9057174642459,32.2444720770965,PHN46,W606S,1990,1963,1963,1990,1976.5
PHP02 X LH145,0.978947088916632,59.5555784444244,59.573075459558,59.522170628577,2022 North Platte LI,0.988553660608628,13.5892201509555,13.6307876312514,13.558959050539,0.979196943784586,275.240662188382,278.66932231283,271.201220620237,0.976984647161976,117.07528341848,120.632747195175,113.510362657242,0.974129961859803,166.923691252426,174.819788798893,156.64551826613,1.05560223661452,2570.81399488063,2606.93279710969,2506.69076378009,0.985676206830482,2515.1940806974,2654.8822534644,2419.1467468369,1.05517537892327,-60.8913758543417,149.192738365946,-179.082520072464,0.994553978023822,15.2613156703974,15.327243114751,15.1478054690761,1.02507199010151,3.98781343662394,4.02482682028948,3.90200397054511,1.01219635115965,16.9731043918444,17.3119922432799,16.5531035180795,0.99143424500748,2.60534065885866,2.61385838064188,2.59205476796726,1.04407600176124,19.8614337729122,21.1867002389916,18.1606519753112,1.05417193557752,130.5776285215,141.053542924198,116.372698150015,1.02344482570553,470.132811999443,493.694952450922,449.847193095465,1.15220268091211,27.2155837318727,28.3276906666616,25.4032400802696,1.03230402391021,15.204086364411,15.6773001961716,14.5636970599274,1.04587998562156,33.0894808378653,34.5032581424943,31.613460996033,PHP02,LH145,1988,1983,1983,1988,1985.5
PHP02 X LH185,1.03838097821923,59.1343006398811,59.1528599347563,59.0988645668874,2022 North Platte LI,1.02646134852111,14.1882491357521,14.2314105882654,14.1568276245292,0.962155573973313,271.809602224623,275.178591957421,267.840460730462,1.06433213192662,119.989240800784,123.864760254135,116.10559766987,0.983068517867066,183.177314615616,191.145866262585,172.804829752581,0.953585350999012,2606.52026027158,2639.14842219337,2548.59410995164,1.05419811549848,2564.97134800662,2714.37031641828,2462.24702773518,0.968614439327501,-51.088592637336,141.761345459918,-159.583968076377,1.00397097520274,15.3285912485448,15.3951429310707,15.2140062687104,0.950510145585955,4.22659112486194,4.26091222331775,4.14702328096137,1.05075327251039,17.5385013739055,17.8902982545226,17.1025016866313,1.02699892333742,2.68785831145983,2.6966815805215,2.67409582977256,1.07892129933264,21.1824739332001,22.5519702295736,19.4249297469019,0.968600221751486,143.873519861724,153.499058799966,130.821665374394,1.0491063615648,489.86827500941,514.021205210302,469.074020833791,0.92670749306191,29.8700749382039,30.764533740139,28.4124212894429,1.01801531842477,16.1046958766254,16.5713596873485,15.4731705637139,1.07055010849662,35.0061888082662,36.4533141645863,33.4953527433829,PHP02,LH185,1988,1993,1988,1993,1990.5
PHP02 X LH198,0.947836054504808,59.1504126722077,59.1673536304859,59.1180665600216,2022 North Platte LI,0.966674620856053,14.2758431527958,14.316490646054,14.2462518023841,1.01953477392269,278.857465209083,282.427368329212,274.651619620926,0.989959335137224,125.747273763131,129.351981867175,122.135009643255,0.959805897275087,178.388947309839,186.168936928564,168.2619094076,1.00679285053485,2647.34410201561,2681.79282767455,2586.18582820192,1.1218499124035,2596.3774427015,2755.36389616006,2487.06092239666,1.08562898762037,-54.7023892118392,161.445000873046,-176.304669558967,0.993325506215844,15.5310570598782,15.5969030707364,15.4176870662131,0.948965612012279,4.14426255867185,4.17852788698244,4.06482400871608,0.911079962481079,15.7664684158285,16.0715020494881,15.3884247883511,1.01386440596596,2.66216688201263,2.67087730832624,2.6485804117609,0.949785345291539,20.2566206819095,21.4622021395479,18.709436737278,0.982253814984543,131.541455606737,141.302678174158,118.305619422825,0.960221651532793,453.903811650638,476.010403867146,434.871334279018,1.02139462943799,28.8825349694043,29.8683858699203,27.2759443034478,0.933804694437581,14.1880934545448,14.616154652928,13.6088081617012,1.00919264121535,32.0185413443148,33.382726214246,30.594297278893,PHP02,LH198,1988,1991,1988,1991,1989.5
PHP02 X LH82,0.985840550889203,59.3736328748844,59.3912530989328,59.3399898108701,2022 North Platte LI,0.994597203656918,13.8464633835684,13.8882849875063,13.8160172812948,1.04600130881721,268.744121456643,272.406697203459,264.429094541995,1.02083751574128,118.826588440724,122.543732302391,115.101652880796,0.98205009663628,166.510440486636,174.470737020123,156.148701119575,0.981141793468121,2599.50707053912,2633.07811194824,2539.90698654657,0.984172262828004,2537.79792962736,2677.27296628719,2441.89714471541,0.964478051415722,-60.9503943268948,131.075994047844,-168.98244923175,0.982111446693075,16.2294866519001,16.2945893001039,16.117396538646,0.996214657994503,4.08201328977481,4.11798469052096,3.99861949038523,0.952416314101531,16.6931585431082,17.0120317715961,16.2979628049964,1.00304702581714,2.66969380965197,2.67831130046835,2.65625229962641,1.00430105928968,19.5566876028981,20.8314669422178,17.9206985005053,1.00382533806914,128.27046137523,138.24605260657,114.743949663843,0.946199151446156,475.697358788107,497.481119613783,456.942820281088,1.13624666658787,26.7535845527675,27.8502907299679,24.9663387261777,0.989914438395678,14.6841817149718,15.1379639280198,14.0700887694641,0.965734242783699,32.627989280203,33.9334288846708,31.2650767817499,PHP02,LH82,1988,1984,1984,1988,1986
PHP02 X PHB47,0.983736242772446,59.3120026407539,59.3295852538718,59.2784313889334,2022 North Platte LI,0.992010492205214,13.9908987634064,14.0326115992707,13.9605318442243,1.02737158246496,275.860372043178,279.45771576463,271.622197585544,0.955106147096737,118.051897869766,121.529696145374,114.566809600608,1.01379218855939,174.883637067979,183.101228484045,164.18698272601,1.00317128417445,2613.57342723353,2647.89823629341,2552.63514777815,1.05808168211332,2539.53482119803,2689.48416134485,2436.43207420123,1.04377168278287,-64.5738117182329,143.239840690354,-181.487617664376,1.03723145055718,15.168314013838,15.2370704818121,15.0499329572327,0.970860370287421,4.07838513949626,4.1134410455381,3.99711376459194,0.939478935474456,16.6904116691444,17.0049534055843,16.3005841684516,1.0063170618379,2.61543132217216,2.62407690689107,2.60194599144744,0.955165632871631,19.8407879737072,21.0531987375415,18.2848396334124,1.00082236147421,130.788496902438,140.734245823714,117.302450196804,0.999437518936878,459.455881258027,482.465316258527,439.646109281786,1.00240773845495,28.1552967239259,29.122821462316,26.5785712647659,0.98889905260695,14.9104154746303,15.3637322292585,14.2969524232081,1.02178759184821,32.7654925502484,34.1467027534898,31.3234735992789,PHP02,PHB47,1988,1983,1983,1988,1985.5
PHP02 X PHG47,0.983413549431236,59.5555125890551,59.573089434578,59.5219523495557,2022 North Platte LI,0.986311272667648,13.6149272782892,13.6564004688968,13.5847348207085,0.943080933392139,276.546464023806,279.848663863147,272.656010373342,1.26918765561222,123.860937483766,128.482390977211,119.229796721684,1.02653764730995,174.39991618909,182.720819677989,163.568782840256,1.02549342305378,2577.8713960463,2612.95998609446,2515.57714402818,0.924704799736762,2511.71327616192,2642.76069612498,2421.6071845192,0.958179284319179,-61.9678076006877,128.804504027579,-169.294331931977,1.03561720675633,16.0596781749769,16.128327637227,15.9414813548663,1.01715810887471,4.03344336073626,4.07017098932806,3.94829637098031,0.976897844635123,16.7398482214584,17.0669179755246,16.3344941141691,0.97988639155988,2.62087530687602,2.62929381743736,2.60774416504812,0.869329845959704,18.9207818174547,20.0242395071908,17.5046584934578,0.979921129618581,128.933596667845,138.671637995662,115.72919333856,0.961125994529306,481.156070314535,503.28348266337,462.105668031942,1.05667057652468,26.1338684016489,27.1537676740671,24.4717908497339,0.975685285479409,14.9355113828679,15.3827708741032,14.3302454855247,0.935905435484107,33.0771511607897,34.3422694173362,31.7563351858744,PHP02,PHG47,1988,1986,1986,1988,1987
