genotype	earHeight.pl	flagLeafHeight.pl	combineMoisture.pl	combineTestWeight.pl	earFillLength.pl	earWidth.pl	shelledCobWidth.pl	shelledCobMass.pl	earLength.pl	kernelsPerEar.pl	percentStarch.pl	percentProtein.pl	percentOil.pl	percentFiber.pl	percentAsh.pl	yieldPerAcre.pl	GDDToAnthesis.pl	GDDToSilk.pl	kernelsPerRow.pl	kernelRowNumber.pl	moistureCorrectedKernelMassPerEar.pl	moistureCorrectedHundredKernelMass.pl	anthesisSilkingIntervalGDD.pl	daysToAnthesis.pl	daysToSilk.pl	anthesisSilkingInterval.pl
B37 X OH43	0.869089445342338	1.81894748152045	0.651210269047919	0.388642724347284	-0.0864160031704229	0.165632324799807	-0.0436800105387866	0.3478404909077	-0.00114418297683561	2.78834229214005	0.0312326811544341	-0.0253140526336707	-0.0126318692693383	-0.076756494372605	-0.0466346680912717	1.42236454019363	3.1123628837973	4.05110966003239	0.146079004672886	0.233393602621047	1.00215049480061	-0.0748099863998631	6.24877496751434	0.279687768706858	0.139812329403989	0.891868805136544
B73 X 3IIH6	0.961570208338453	1.83334453265245	-0.130831813359706	0.372046297007736	0.13795994299904	0.0553800369635353	0.0821874473846135	0.178825653552999	0.0613741015240086	3.34684787215134	0.218498379069065	0.18260996928163	-0.099544304735716	0.365846943531214	0.174303363138046	2.44925983573605	2.24628372251067	3.16590278895115	0.093503904431407	0.0108664030303993	1.68124253156673	0.251592025573764	3.52705050331073	0.217448192716597	0.215913148210717	0.148573346826675
B73 X MO17	1.17747584404303	2.03193990322748	0.509323647720348	0.387389115790141	0.205920626383964	0.121411148342105	0.461888673847385	0.737531317467572	0.361329393019611	4.13635402685111	-0.2622749355721	0.040414409275994	0.224458775036844	0.187150735102648	0.0242350722852772	1.95512546862408	2.36165939395696	4.23660910095667	0.356923824693997	-0.0731410996602313	1.67454280666434	0.225273670500868	4.36863043851768	0.359909178809605	0.325058443536398	0.403644790976842
B73 X PHM49	0.9943490672931	1.82291828545625	0.444247126416498	0.273132390209434	0.0256081255748355	0.0216879330446681	-0.0564276934845421	0.13045095797415	-0.109344961284163	3.21287371742838	0.0696612003754087	0.0499820486607517	-0.0906020475454339	0.0882567096641454	0.0769791600835235	2.4259769123971	2.03162877845206	4.30339169713814	0.122678848366975	0.00363098208527713	1.43259800561078	0.0112958803738733	3.08701920882597	0.380374244900596	0.445613285319453	0.128769978014991
B73 X PHN82	1.08741609732929	1.94043366425817	0.310976648392008	0.0249263818588742	-0.028393901943873	-0.0376869732382214	-0.396610448314245	0.404496332642624	-0.0741045669650058	3.36094451170235	0.10857456668921	-0.266519673804344	-0.00976460185632786	0.0385424277386635	0.0185532766017829	2.34338100629121	3.11750655514619	3.76706359478346	0.263195854698729	-0.451149172531929	1.41328335975226	0.173915331974681	3.18289235304266	0.396324469362055	0.380557045610695	0.082705605864183
B73 X PHZ51	0.922705023457835	1.78846999210314	0.314088423664229	0.0611723655868525	0.102616200789075	0.00544481202267549	-0.0916678409899748	0.360152330677201	0.238730703028059	3.73450056074379	-0.0366478390986861	0.0412982909572771	0.08314336677895	-0.113693613962344	0.0224000067723839	1.83981174489955	2.47741861469951	3.35885316529413	0.279025077684816	-0.25807287919806	1.42665932562845	0.168674567261178	3.85080354089579	0.296355068596006	0.300985121002404	0.242593262932197
B84 X 3IIH6	1.15524430599206	1.95729414101734	-0.100925062783801	0.191730800818976	0.158335056645463	0.142442694616849	-0.0557525834742749	0.601464195461525	-0.0237590643663063	3.6304799880793	0.0618624774031693	0.377604806770077	-0.0785481571919801	0.0769073380851828	0.100195480247219	1.88124991195909	2.39775993265957	2.82073734480263	0.245272027659084	0.0361118610375601	1.55659311190716	0.284569239936783	3.5541433887637	0.237224949160803	0.161089019543264	0.235785962160139
F42 X MO17	0.735007182171138	1.82919933202958	0.488861570732746	0.410362889385914	0.0801765744299849	0.045290809559173	-0.0625269279681853	0.491550124277603	0.27610636170714	4.00718087346539	-0.057414356163468	0.26002669313552	0.0358571003297185	0.0540096622320967	0.037016817704617	1.76041642316775	2.89390142569141	3.96983230724865	0.469675571429546	0.0670556279747596	1.67735441216792	0.234524264969213	3.55485719953637	0.350590722374046	0.295036834354108	0.306792888555064
F42 X OH43	0.702167340071821	1.7669625627606	0.586554384776844	0.481675274960868	0.0215965849810888	0.114965559990551	0.196138655615332	0.327162601962715	0.125479412958503	3.78904226434683	-0.00530831179574564	0.0133354491088838	0.034043645944478	0.131192926932897	0.00363900416833711	1.54045399116424	3.80568784744596	4.49978150588388	0.207764921180706	-0.124800466358768	1.23793673823381	0.0616400995742682	5.72026883568461	0.456874036469339	0.367057696857531	0.811588686888653
HOEGEMEYER 7089 AMXT	0.792452944953823	1.64647882970478	-0.0900740156011524	-0.096707605943588	0.210333736313753	-0.0289588534962418	-0.0757234551678119	0.115402122387647	0.218075646103857	2.97218744638005	-0.0299904112037785	-0.264062220927433	0.107794014441472	-0.0551255473183002	-0.00383319697481417	1.70619339122871	2.62660088511564	2.66315060696421	0.299534371356523	-0.230293798818728	1.64536255876208	0.237653498588248	2.00174060009033	0.269633155449618	0.372895733582529	-0.17715456374669
HOEGEMEYER 8065RR	0.918907852752497	1.72605503253676	0.255068660023933	-0.0109507380044372	0.0908398316933753	0.0466589475768249	-0.107674021093446	-0.074728859869057	0.104009176042997	2.8783798890265	0.136856192980728	-0.132570651243736	-0.0818021262061659	0.0296949337254265	-0.0475731921237505	2.18686612598415	1.86704306809532	2.43763773985363	0.257122690214826	-0.212478241826308	1.65064164071051	0.362975217305703	3.38154868909409	0.156860613394892	0.198914966057731	0.140082308410518
LH123HT X 3IIH6	1.21991160929281	1.88771524127034	0.0176238986913009	0.236998163945386	0.02326760937702	-0.0275832726747863	0.0177018172463739	0.229481484539215	0.0148969700108048	1.97866689738863	0.385503611203434	0.384423568553229	0.165716868538019	0.0944168861753674	0.097776872074191	2.0967190556679	2.60334148845491	3.54563307679374	-0.129292236041782	-0.200882772047287	1.28957100068084	0.307350005970807	3.95425059643542	0.237994249010581	0.218014458874918	0.291907493820924
