loc	genotype	earHt.mu	flagLeafHt.mu	tasselTipHt.mu	combineMoisture.mu	combineTestWt.mu	earLen.mu	earFillLen.mu	earWidth.mu	shelledCobWidth.mu	shelledCobWt.mu	shelledCobLen.mu	kernelsPerEar.mu	moistureCorrectedStarch.mu	moistureCorrectedProtein.mu	moistureCorrectedOil.mu	moistureCorrectedFiber.mu	moistureCorrectedAsh.mu	yieldPerAc.mu	GDDToAnthesis.mu	GDDToSilk.mu	kernelsPerRow.mu	kernelRows.mu	moistureCorrectedKernelMass.mu	moistureCorrectedHundredKernelWt.mu	ASI.GDD.mu	daysToAnthesis.mu	daysToSilk.mu	ASI.mu	earHt.max	flagLeafHt.max	tasselTipHt.max	combineMoisture.max	combineTestWt.max	earLen.max	earFillLen.max	earWidth.max	shelledCobWidth.max	shelledCobWt.max	shelledCobLen.max	kernelsPerEar.max	moistureCorrectedStarch.max	moistureCorrectedProtein.max	moistureCorrectedOil.max	moistureCorrectedFiber.max	moistureCorrectedAsh.max	yieldPerAc.max	GDDToAnthesis.max	GDDToSilk.max	kernelsPerRow.max	kernelRows.max	moistureCorrectedKernelMass.max	moistureCorrectedHundredKernelWt.max	ASI.GDD.max	daysToAnthesis.max	daysToSilk.max	earHt.sp	flagLeafHt.sp	tasselTipHt.sp	combineMoisture.sp	combineTestWt.sp	earLen.sp	earFillLen.sp	earWidth.sp	shelledCobWidth.sp	shelledCobWt.sp	shelledCobLen.sp	kernelsPerEar.sp	moistureCorrectedStarch.sp	moistureCorrectedProtein.sp	moistureCorrectedOil.sp	moistureCorrectedFiber.sp	moistureCorrectedAsh.sp	yieldPerAc.sp	GDDToAnthesis.sp	GDDToSilk.sp	kernelsPerRow.sp	kernelRows.sp	moistureCorrectedKernelMass.sp	moistureCorrectedHundredKernelWt.sp	ASI.GDD.sp	daysToAnthesis.sp	daysToSilk.sp	ASI.sp
Lincoln	PHK56 X LH198	86.0398944545871	176.968630062331	223.551876053587	12.6091614147173	62.3858074213491	NA	12.80680602966	3.59265727969869	2.33870970839461	14.2530903232448	13.8068725528853	394.90032397055	67.0892977046525	11.2711049636886	4.0789030824898	1.42073286384296	1.14547268324831	43.4291826085495	1348.7968629816	1418.05816270173	30.7255691354557	15.6355515225065	82.9212689906249	20.4995946619835	70.5953050656697	59.12610978726	61.801195790561	2.65795234462689	93.3795048255128	183.214015932371	232.553453917307	13.3254223834252	62.673175120963	-Inf	13.9497257418056	3.80072413219307	2.58779564196806	18.1857583313698	14.8367680191652	467.888129166728	68.2375121377935	13.0796317966673	4.26032412529696	1.54726427411245	1.17788953916641	60.5635341627002	1374.16413494871	1459.80519249956	32.2159686590777	16.3468513931404	104.204231140645	22.9052035347016	115.061297740724	60.1593355264544	63.3353951577231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHK56 X LH82	76.6309349509825	162.582061291268	208.043921319296	12.839464432727	62.3474426575794	NA	13.5099955617116	3.64178820048144	2.40979667593021	14.7166224271862	14.5158166963778	439.092989900453	68.2498407705515	10.4044881545655	4.2103141886133	1.0899152503179	1.12954441311926	52.0864314230638	1328.66959539897	1388.69955196994	31.4324354616986	16.8519615048497	87.9104908792638	19.9687598296432	60.7002688738523	58.3391659495494	60.7011712796624	2.3954845442542	83.1454101455974	179.049610377964	222.833116582009	13.6274817057236	62.7182560350339	-Inf	13.743014496293	3.8524417663208	2.68954426941322	16.9832177010164	15.2491366847012	474.632930043796	68.7423406930569	11.5221249600163	4.46890519888258	1.15792174736796	1.17237915477541	75.4773157209335	1345.10464483562	1452.56742413859	33.4999640282993	17.5296900833082	100.105129899838	24.421227209188	100.566250775342	59.01123646071	63.259948640587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHK56 X PHJ89	77.6517619748852	166.670305684485	212.070380355181	12.9498316638577	62.0390157475023	NA	14.2873962647224	3.71646432766453	2.58307550817893	17.8181342066628	15.698941038197	438.852584262108	68.3403196617601	10.6440509847761	4.19555188728737	1.04275171738277	1.10683857098518	37.6578141724716	1355.96266905015	1405.46782531915	33.1382824288918	15.7560476239463	100.726262287298	22.3028388213829	51.2956111504367	59.4266736119812	61.3211806409235	1.89948316320072	84.5545370315561	175.216046359974	226.577376784368	13.5993513732071	62.2488972153428	-Inf	15.2562689759572	3.88585506331719	2.72251101277878	20.378637744261	16.7384405985549	484.176267656471	69.2603149870908	12.2940536078652	4.42539776202952	1.30193827528132	1.15906478137492	52.212780080172	1391.22796563616	1469.15824376412	34.9961620640795	16.1240966788966	116.227935268726	23.863258059714	87.2430314151573	60.8210517717407	63.7501028867893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHK56 X W606S	78.9977675845769	166.230344702506	207.79120777214	12.6275594516571	62.423110664225	NA	12.7625297364756	3.52121868700162	2.45446085049127	12.6942124835356	13.9556438257916	343.32422019306	68.7305021904602	10.0972250262649	4.07957296716025	0.962950786415774	1.04401873339284	39.3445963926743	1362.59349103004	1446.19557994105	28.8824953941634	15.2277068525584	70.1620005203516	19.5783303185128	81.1308001459367	59.6737564468602	62.9297523160543	3.13182691081076	89.0801144446682	184.862555392183	225.902374774616	13.3494222376162	62.7804855037621	-Inf	14.0841048052491	3.77317250688579	2.67070238541999	16.0902693809263	15.3062973142902	383.958676132832	70.3275427166977	11.5828427942372	4.25154334685388	1.17487778563806	1.0747761595143	56.2395103913606	1411.55888824585	1517.18361517926	32.9986830985139	15.9643589281174	83.0093753569059	21.7561812194978	100.107448001822	61.4885679161522	65.7260348829863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHK76 X 3IIH6	80.832066596567	164.09769206938	211.70474884066	12.5110948271034	62.4303341218366	NA	14.6294445525325	3.71267234840039	2.58872914521106	17.8317201901463	16.0609846913589	421.763210504726	68.1100110193889	10.7205925460656	4.24978904357378	1.05575138074719	1.13244423787036	36.632053579869	1320.11768634679	1377.71268907622	32.2111852692904	15.4416933359256	96.0453821306309	21.8758516096452	63.3071716828984	58.0434385224811	60.2629992077081	2.43360148108934	89.7392907371663	188.725243936986	232.680496810882	13.4435175181979	62.9366928559879	-Inf	15.5494260216782	3.79034630505083	2.73664113723143	20.3180149135622	16.7027984583231	455.790213617908	69.1466989627776	11.8576942144763	4.58932340090034	1.17872078399869	1.17531029559406	59.3447096447483	1361.24637050073	1453.3082212763	33.479132203261	16.0597724778471	107.789395951551	23.6964702981893	100.065031305744	59.6440352067096	63.1751339337415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHK76 X LH145	79.0998169416265	168.895310320263	212.764583960786	12.9699638402334	62.2783685255611	NA	13.4554583199143	3.45021651937607	2.55920367974796	15.5872184644274	15.2546296362177	376.417822171385	68.4937656719985	11.2760192822193	4.01649320772314	0.980425877124305	1.01691609813407	48.438341433086	1310.37908313508	1376.78407000258	31.4877007440898	14.2091684410101	74.9786061728543	19.6798195936641	70.8334025955601	57.6557049517956	60.238181783698	2.7366761443281	85.0100767915659	179.795995127159	227.234310556354	13.8398812122391	62.445702580215	-Inf	14.7010595230319	3.69365766574569	2.71920155543058	19.4129807160481	16.0937950256021	441.217597367878	70.217580484062	12.2279990408261	4.15721575728531	1.13949049511005	1.05012400975875	62.9089645683725	1346.83858765208	1439.35664509795	33.9994807893747	14.8517250735338	91.858898709171	21.0089530663604	108.019697656717	59.0716337463937	62.6992967145728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHK76 X LH198	83.234526462347	172.173721872768	219.269907065919	12.7827779529565	62.0744753173861	NA	13.0932101168821	3.5968085060614	2.56344771683647	15.5875619906842	14.7683945301014	373.273610432904	68.8683790570359	10.2663242775142	4.02407047754131	1.07914302785912	1.06992641278986	42.0583400998202	1341.15719621487	1399.57008557867	30.7096710247076	14.6273108300991	84.3418035719592	21.386630031612	62.5435362927826	58.8383818464837	61.2128938674172	2.43800486699768	86.2697837374992	183.131184396751	232.235661868873	14.5199445495786	62.8855102091146	-Inf	14.2816073487004	3.91220618155518	2.78562797211796	19.6103202892953	16.1860801692064	429.63552695504	69.4602393030566	11.4047398377178	4.40328349895766	1.36938968500217	1.09903264792848	62.3414261813652	1394.0875331414	1446.03848938733	34.5439915031697	16.070980195492	105.060479931297	23.8152136805262	95.4232603257253	60.9321056323226	62.8507115297506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHK76 X LH82	73.5462099462846	156.513724245263	198.799630876394	12.6207807372795	62.4014053042257	NA	13.0098747789293	3.46502781081733	2.44049061530063	13.821995310398	14.7131210189911	385.692923907434	69.1984932155437	10.2253039582617	4.34115707982885	0.82042975769563	1.07694767064583	43.8481100225067	1322.71188196627	1369.99423886572	30.6706180170882	15.402338453676	78.8048243720135	19.6716133434544	61.0673550088682	58.1385510820714	59.9501518398991	2.32737036570437	82.014836038613	170.63588755448	213.085386682115	14.0975107174892	63.1627069150653	-Inf	14.9556512834854	4.0878548078624	2.80598384190209	20.4608375819411	16.7735650815096	486.064580339408	69.7535054126089	11.8018352089599	4.39046573167516	0.998039909367856	1.12956152294677	61.6535054515874	1407.64667686506	1420.56939516719	34.8306609680013	17.0627012603413	119.808533751413	24.8082646111867	90.6302061113006	61.4655822124166	61.948488425567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHK76 X W606S	79.9457141419031	166.945768537117	213.2304595999	12.6728730943773	62.439626444977	NA	13.8964279827989	3.48898560692035	2.4662263878448	15.2664215371839	15.4173181631743	375.477661623621	69.0650567675013	10.2635636221333	4.04374131007514	0.905235702765902	1.04635841917216	44.6128734888996	1342.65806450131	1394.56742755602	31.0645517574251	14.3020970927817	80.1836175127021	20.2609454365577	57.5957374416148	58.8851796830495	60.9439606965982	2.22513726873467	89.6517273833918	176.090386185432	228.213650132175	13.3328539497785	62.5478152975787	-Inf	15.7090342450222	3.76904517752807	2.61722392247445	21.2660901989888	17.0055165784819	448.452745943766	70.4543537050659	12.2363349366064	4.25710501524568	1.19169473714416	1.07446744836617	57.1501551400791	1390.35561562543	1436.22039033513	35.2346774818852	14.8765972338355	113.338997925013	24.3460597286306	81.4826132221694	60.8000085276317	62.5924966730937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHN46 X PHB47	83.1493834533757	172.611893392456	217.456385845817	12.5488479097674	62.4935167027259	NA	13.5703366698735	3.63829089820021	2.38509038386594	15.2113704843122	14.6712031473128	381.428267131293	68.3471650802632	10.7850371067982	3.72217705158471	1.43018439384301	1.01132358619364	35.5093387054662	1367.6288645083	1405.02882987759	31.3452140224125	14.4609698046471	87.3582805459321	21.5498223800801	47.1684533942115	59.8572627523953	61.3354416729011	1.67326155846402	89.560733332603	184.398047376118	231.396073970356	13.4287758699809	62.843118717104	-Inf	14.1068911089916	3.86603783148306	2.54106350776239	18.1300718115988	15.5144239907525	435.568677760779	69.377783937495	12.0410087072228	3.91106691804673	1.59670060688642	1.04634263466925	51.7933807247625	1408.70619215508	1477.34965888548	33.7891798847565	15.128231555029	97.7398631642969	22.3336360168716	85.983568777097	61.3961460347937	64.2053074769096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHN46 X PHK56	73.3621001816467	157.909449742573	205.306119205617	12.4010726318454	62.3513674040153	NA	12.4334247951996	3.75578166640598	2.48822655050268	14.6256808743327	13.9460778107478	403.867711743881	67.7162182397783	11.1656767840286	4.02236291914795	1.22504722142411	1.1444629797135	34.6504440078947	1381.59237728299	1431.3831340498	31.4996564067878	15.442315794404	82.0380678330652	19.6900623591289	54.7152646516084	60.4066277950479	62.4639035250759	2.14305398095925	84.646911124549	177.08073939683	226.622942774304	13.7039710649317	63.4548034443153	-Inf	13.9738195004587	4.04560622527715	2.70734957526589	18.1844340250738	15.1866773338071	466.818468484934	68.9244272316283	12.3731705466099	4.3710298652793	1.38594651922072	1.28393761582556	53.5465695095616	1409.93111737452	1455.0517732081	35.5682080068356	15.9603029438883	104.768208218181	25.8516493967739	78.0727269713229	61.5184453694369	63.9744222246357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHN46 X W606S	81.3658580424115	167.573116285278	210.786633202664	12.644954338777	62.3847508964186	NA	12.7950083308596	3.70174970625312	2.64065641973729	13.175050165156	14.3568506877235	369.251581845279	69.7026692909435	10.3298833095386	4.22071351012121	0.710444535750788	1.0512644892359	40.580405405935	1378.03179071627	1452.19852903526	29.1574231887117	15.135325008383	77.1754809099144	20.0840424384812	72.6941347541049	60.2897624074495	63.1268625483646	2.74680997387851	90.1866979665783	181.314991639578	226.271912286477	13.68259482273	62.4512055009671	-Inf	14.7128967285839	3.96823917038315	2.83603690717451	17.356542082833	16.6696772584051	451.123008799105	71.0119061715621	12.1458372395365	4.5153086312342	0.779716456776689	1.08350812691573	78.5949872796991	1405.80474196172	1481.65957716714	32.8550919182693	15.5545285081309	105.22405190434	22.4052701811519	110.161024723765	61.3926653557818	64.3755862156344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHP02 X LH145	81.0856007982587	170.014247054382	214.495501811583	11.8236337891086	62.7333288762501	NA	14.133916663003	3.59705277108127	2.58172250184216	15.1734597430533	15.4465266294766	398.575532599503	67.6700517656941	10.987620173419	3.93579567249954	1.27673535819027	1.19470437409635	44.2817599393717	1289.57163543352	1359.18485949912	32.9423345958129	14.8380520971996	80.4235816131347	19.527300443243	72.5896673930736	56.8939642221051	59.5442449154318	2.69545500396497	86.8585393542508	181.953557483823	226.967404075161	12.8234528498657	63.946473465827	-Inf	15.7356754900439	3.94180099010194	2.82321118956349	19.731077568753	16.9152043177999	489.849743223519	68.8440722929039	12.4079583972886	4.09121253375722	1.49124787678192	1.27105881194122	62.1750304008292	1340.96423105999	1409.77051672784	36.8349397201222	15.5114245141695	113.092680637542	23.6673260448008	87.9585867766982	58.8289764633574	61.568459503802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lincoln	PHP02 X LH185	78.1817800823574	168.774602205537	214.916981669847	11.916305980793	62.2305230239625	NA	14.8169733624119	3.97935320955844	2.72080006070419	21.2355894074598	16.5382060090474	420.175159671483	66.2197965357076	12.035561097579	3.97058649288909	1.64197112759513	1.19333537017155	38.4346889276225	1342.4833186391	1382.40766762658	32.8761133134049	15.0797209406457	103.589966860846	23.8460193357251	42.712734107441	58.887974424008	60.4476058016997	1.65833570199757	83.242569711663	179.531097475339	228.340808034151	13.5089474820577	62.7365483658455	-Inf	15.7561949575434	4.19876975104953	2.84209121050651	24.3074695815303	17.2447218145938	452.545929542086	67.0523033138324	13.4946633444661	4.13358361324581	1.80719972132816	1.23802935636434	59.6758848293009	1390.46032828055	1436.57308292682	34.9089195855491	15.7602416072526	122.996585005541	25.4342749869767	71.7684803261753	60.7454907458293	62.5802449431035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
