genotype	earHt.sp	flagLeafHt.sp	tasselTipHt.sp	combineMoisture.sp	combineTestWt.sp	earLen.sp	earFillLen.sp	earWidth.sp	shelledCobWidth.sp	shelledCobWt.sp	shelledCobLen.sp	kernelsPerEar.sp	moistureCorrectedStarch.sp	moistureCorrectedProtein.sp	moistureCorrectedOil.sp	moistureCorrectedFiber.sp	moistureCorrectedAsh.sp	yieldPerAc.sp	GDDToAnthesis.sp	GDDToSilking.sp	kernelsPerRow.sp	kernelRows.sp	moistureCorrectedKernelMass.sp	moistureCorrectedHundredKernelWt.sp	ASI.GDD.sp
B37 X MO17	1.13529227176885	2.03589639187561	0.691199757763641	0.29105307948559	0.289454317661547	-0.0585530547210987	-0.0136331313726332	0.0188685443273344	-0.0767554798448934	0.365022730621547	0.23072476622005	3.33787599228208	0.284168682807604	0.233363689932596	0.0751047789225738	-0.40630069537441	-0.0496636734429476	1.65104993264946	1.89287364661984	2.42127805674234	0.10058528986505	-1.97432152878948	1.41792721067168	0.141676939495977	0.718542463724743
B37 X OH43	0.894180660626796	1.9551307218517	1.12757709319747	0.601759831022178	0.422645748775774	0.15974757421314	0.352317640208156	0.167045632490803	-0.00170105200454597	0.398781320263122	0.24078649376677	3.68253096639186	0.195718286114632	0.172288562473933	-0.155497209636065	-0.605713057345987	-0.00230519764765566	1.51434216033138	3.32220317593156	4.60294098780642	0.394998653964421	0.31152849760157	1.09372590967713	-0.0644949776489548	0.529237608392666
B73 X 3IIH6	1.01266212850853	1.96481665444596	0.904746156485176	-0.0282046540614475	0.457909089178566	-0.35970635252845	0.244046794319971	-0.0221489181683793	-0.124162768091265	0.22117975035939	0.136468680787902	2.64909172213198	0.107836698006108	0.0569891764402188	-0.0297578681550393	0.267715007062792	0.0121952424014379	2.57679496672491	2.44617054230952	3.7244765744056	0.241442509050943	3.44877098690376	1.72081714890538	0.256691152100227	1.92480702572905
B73 X MO17	1.25478850141941	2.16566695439622	0.175193988962595	0.336715473448653	0.40470865083507	-0.122395113034246	0.112145954170104	0.109250153373721	0.402759469782096	0.325158008458202	0.346364050016075	3.72999776090293	-0.32965412277102	0.092822296858166	0.355097294616602	-0.148362781323157	0.00291493503766598	2.03266464415339	2.70213863954635	5.01681893382641	0.0995227368109766	-1.47665327017763	1.66991463073757	0.166639048622117	0.400141772469343
B73 X PHM49	1.10551488701894	1.98790386008759	0.830081394170408	0.271338112531018	0.263168256328544	-0.0458912848281146	0.113051373391618	0.0426744624874413	-0.0971045374440711	0.0867299278079906	0.0275217061064478	3.50214075553147	0.0462789016734152	0.0601659532325483	0.030177830026403	-0.187747515309628	-0.0268599717891206	2.52455194536151	2.27058650982288	4.90673031969585	0.0484741546891082	-0.253834675463767	1.65943440458382	0.0259520137102697	2.1615441840569
B73 X PHN82	1.11659381043168	2.06469823861613	0.376925437107091	0.170098573070009	0.0509112794263387	-0.0401806119071076	-0.116442346619457	-0.0574689366393521	-0.551910897403877	0.176526482536649	-0.192038850660099	2.60003274752554	0.0526377807330024	-0.176117720590353	-0.0538589924196272	0.25180225115183	-0.0357152268066656	2.472550025522	3.42216708580272	4.3400472757721	0.132638304825401	0.631381464321772	1.47213098978594	0.230317199079297	2.50726408355278
B73 X PHZ51	0.983593125719312	1.85103818074905	1.12613272787457	0.241859456713939	0.0796126539996724	-0.190098369162628	-2.63346315070304e-07	-0.0657867215710962	-0.27373871999569	0.0910590420985196	0.10421091022108	2.84010023715848	-0.0562226608358143	0.0230508679309069	0.225357079866374	-0.00379043733527952	0.00176195966045148	1.94565769602603	3.09856375242505	3.88592741933293	0.00492124111258238	0.0885324302619337	1.43958643460637	0.14766088347724	1.00634853797323
B84 X 3IIH6	1.25934693079504	2.11159239829977	1.04200312405379	-0.00719729413928813	0.186352752557524	0.000259007637365085	0.008720979494465	0.0681010952500021	-0.392585576275744	0.266147529438814	0.026403327167154	3.57336543906339	-0.0118407511066909	0.0357103933980571	0.0625214598361569	-0.271247240728699	0.000189379393412568	1.9928029650613	2.6503580076934	3.22064929761362	0.298857708400171	1.04955316770551	1.80828061941736	0.319412141515758	0.45066977651103
F42 X MO17	0.872444689714153	2.01397791953674	0.834254784523988	0.368047312533026	0.452456193668942	0.345033967475055	0.0563808659361563	0.0617618201434484	0.0398641501088262	0.337725800383945	0.226623764047784	3.49966513091535	-0.0266897742392918	0.104775186733374	0.189306766413057	-0.174140555766433	-0.0589146939449884	1.82702897797747	3.14391013307063	4.35626366297125	-0.0595274218105126	-0.50221601910042	1.7155438241476	0.201672654956874	1.49968604029006
F42 X OH43	0.765510353274574	1.92254274304015	0.639730842152889	0.375466352299805	0.534891259520117	-0.0456741277251011	0.0963285548302121	0.0397682215738179	-0.191824933848501	0.0296145955179056	-0.0456737475748146	2.54019909913723	0.0382620829026028	0.0293037576855653	-0.0879047470901264	-0.105599762549152	-0.048727930971752	1.6325630227574	4.11986013428132	5.11705815932539	0.158022021836716	1.51479970723045	1.21069620312137	0.106806823583983	1.21826835101125
HOEGEMEYER 7089 AMXT	0.767629359615716	1.76540149455489	0.302132765349916	-0.0149128561690191	-0.124247321821414	0.026149521852772	0.131385065041278	-0.0779792163566976	-0.173120918617941	-0.00951989009332707	-0.065890873708557	2.39662008292329	-0.170176908289396	-0.11928217227681	0.0126769108862923	0.13267683990855	-0.0227527198528389	1.81626248560447	2.86515032357257	3.05430122229354	0.207723889016673	-0.691519896325992	1.6476229258897	0.308183568170985	1.08151540955823
