"genotype","earHeight.mu","flagLeafHeight.mu","combineMoisture.mu","combineTestWeight.mu","earFillLength.mu","earWidth.mu","shelledCobWidth.mu","shelledCobMass.mu","earLength.mu","kernelsPerEar.mu","percentStarch.mu","percentProtein.mu","percentOil.mu","percentFiber.mu","percentAsh.mu","yieldPerAcre.mu","GDDToAnthesis.mu","GDDToSilk.mu","kernelsPerRow.mu","kernelRowNumber.mu","moistureCorrectedKernelMassPerEar.mu","moistureCorrectedHundredKernelMass.mu","anthesisSilkingIntervalGDD.mu","daysToAnthesis.mu","daysToSilk.mu","anthesisSilkingInterval.mu","earHeight.max","flagLeafHeight.max","combineMoisture.max","combineTestWeight.max","earFillLength.max","earWidth.max","shelledCobWidth.max","shelledCobMass.max","earLength.max","kernelsPerEar.max","percentStarch.max","percentProtein.max","percentOil.max","percentFiber.max","percentAsh.max","yieldPerAcre.max","GDDToAnthesis.max","GDDToSilk.max","kernelsPerRow.max","kernelRowNumber.max","moistureCorrectedKernelMassPerEar.max","moistureCorrectedHundredKernelMass.max","anthesisSilkingIntervalGDD.max","daysToAnthesis.max","daysToSilk.max","anthesisSilkingInterval.max","earHeight.min","flagLeafHeight.min","combineMoisture.min","combineTestWeight.min","earFillLength.min","earWidth.min","shelledCobWidth.min","shelledCobMass.min","earLength.min","kernelsPerEar.min","percentStarch.min","percentProtein.min","percentOil.min","percentFiber.min","percentAsh.min","yieldPerAcre.min","GDDToAnthesis.min","GDDToSilk.min","kernelsPerRow.min","kernelRowNumber.min","moistureCorrectedKernelMassPerEar.min","moistureCorrectedHundredKernelMass.min","anthesisSilkingIntervalGDD.min","daysToAnthesis.min","daysToSilk.min","anthesisSilkingInterval.min","earHeight.pl","flagLeafHeight.pl","combineMoisture.pl","combineTestWeight.pl","earFillLength.pl","earWidth.pl","shelledCobWidth.pl","shelledCobMass.pl","earLength.pl","kernelsPerEar.pl","percentStarch.pl","percentProtein.pl","percentOil.pl","percentFiber.pl","percentAsh.pl","yieldPerAcre.pl","GDDToAnthesis.pl","GDDToSilk.pl","kernelsPerRow.pl","kernelRowNumber.pl","moistureCorrectedKernelMassPerEar.pl","moistureCorrectedHundredKernelMass.pl","anthesisSilkingIntervalGDD.pl"
"B37 X MO17",112.832672293522,239.853909402116,15.5657690910698,58.2892424383586,14.8889074244076,4.10243683441685,2.58453200568197,21.462466956357,16.5241826285243,448.324275780557,68.924358350794,9.78827110183677,3.92219823376319,1.29120754122609,1.07402353398108,117.952847216907,1414.42360054321,1421.00980008807,34.4377587583921,14.3239268454815,132.76119950891,28.8600127979365,-2.14314462919027,68.9919480515851,69.1850381242265,-0.197803418114221,147.033807557838,299.739430241501,24.6,62.386067498705,17.4587246652916,4.75166939613786,2.92470969972624,29.1,18.1250471831692,550.342273803662,71.9024033377301,12.93,4.35445601671923,1.66545707418927,1.27991430949996,178.406464752701,1535.37559701266,1535.57164321208,43.1182731634552,15.8221157453935,188.227863181392,34.0511409402634,143.277823235126,77.2958944607931,79.8804511166727,5.54470870817165,61.5111036460383,157.782685130677,5.3,53.5131066009991,11.9730252188734,3.25844449751767,2.09640582095767,12.4775109986386,13.6243558651655,313.291540523691,65.7584554497528,6.28,3.50059812518488,0.792119075094569,0.85474782684691,16.4115173191067,1278.41178643181,1308.80909503078,28.1426127389299,12.6641614671621,70.5777748258526,20.9616011413752,-223,59.1679312533481,63.6960750629729,-10,1.08544575121005,1.00951561774785,1.47652623345713,1.18941521573657,1.15024657124269,0.987376154488639,1.05342955341861,1.34977584873207,1.08525674664219,0.982581029220657,0.819134630172012,1.25805224670337,0.955703279937878,0.811413912768724,0.727096176441741,0.929337145954504,0.753633748435935,0.756380613888364,1.23782024692443,1.56324380494506,0.979381514188362,0.899977546906029,1.30414793698749
"B37 X OH43",106.587722760834,239.056324572817,15.0257671085012,58.4116715183444,13.5997385564891,4.04985985761737,2.57225726476474,18.9833441411321,14.9159218843014,427.634274680001,68.8402388171288,10.5603815339476,3.94422303462999,1.36636698719825,1.0756248548311,112.356033353027,1401.33447124175,1417.43896731808,30.9906855884813,15.651821458714,115.374216364993,26.6074044840024,-8.7914033485127,68.4586061356809,69.1937623942651,0.0746222789003392,135.532930277334,299.029850170649,25.4,63.5401432123313,16.0867055201915,4.81673763791839,3.17254695081464,26,17.5544159126461,589.86738594027,71.5510230426229,12.61,4.43928679311911,1.82548498419054,1.26725199567757,179.94666113531,1520.91448445637,1572.07049698746,40.6736016518617,16.9777508588761,158.575233839362,30.6186326123638,168.282638816742,77.5643464667343,81.7949447051893,7.94908111482795,65.5168611423213,164.517708556661,5.3,52.8494153010374,10.6464568063004,3.25646354019729,2.0603397502355,10.8676360018963,11.4,284.003214146309,66.1623523534779,7.03,3.46489345457243,0.871000369488032,0.854181307162155,11.9266824635388,1299.99939703678,1266.05552207919,23.8839087080836,14.142578644845,60.1662949132694,19.0825769078385,-293.81,58.4995454787126,62.687654669085,-13,0.986674877494913,0.989402543891746,1.74942106444538,1.29820617305553,0.921034129014423,1.16799803015862,0.866465929829067,1.19738057796007,0.910477804059302,1.00159284865492,0.637739476316414,0.903491657508049,1.13138552985173,0.845676648455292,0.927007407094257,0.889912234314528,1.17586001472515,1.25579934388105,1.00527434188275,1.31433592140061,0.847127329630155,0.751996182005522,1.66872218277714
"B73 X 3IIH6",108.722463976075,236.602420831987,13.2219209500751,59.1945958437779,14.3667827081923,4.25810085906395,2.64438828058673,19.3897358776922,16.3827061348685,519.292504963834,69.3885295905421,9.42146515620941,4.08730700574188,1.29271801847179,1.23982765028691,138.751619856899,1377.29822484064,1395.79307340026,32.7034657457625,17.0323749689387,136.463845374843,26.0971332696848,19.3496131695052,67.3677496280397,68.2096366475568,0.809342004377808,140.176015347334,298.619290891113,18.0241514796196,63.7046956678019,16.7601274827456,4.91576619884548,3.25624734711458,26.4,18.9,689,72.4221377218536,15.01,4.42499618103129,1.89957964766924,1.46266007574919,206.281544958296,1468.66882101285,1542.55341672975,39.0067598958012,18.0721959501964,190.577411395503,30.9674792250329,127.710903727049,76.2540193920272,80.5858005922628,5.34314218777943,64.6654394415209,152.60387322031,8.67520490856087,52.514917849823,11.5520099324318,3.47137663722605,2.2321800652567,11.2,12.8,320,65.8253145514318,6.64,3.70707540700701,0.584191680164161,0.86985471404778,13.0782561397401,1295.17360847903,1283.48741221948,27.2980307121724,15.1243102310709,57.5340290217105,15.6597311240616,-117.5,57.5341657146421,60.5167756857123,-5,1.03551497744008,0.994994090907917,0.770919360340469,1.31086596565939,1.16320636800903,1.01734833512803,1.07351603860843,1.01655706445513,0.972300613928662,1.08657221385727,0.888939327916271,1.16965270068328,0.881460132078309,1.57273353540618,1.2584918224506,1.14782826819257,0.907958070348473,1.03573785427468,0.942460982046676,0.917227219619212,1.11861386812541,1.04202380440085,1.04737424462056
"B73 X MO17",115.976830119717,239.432548422561,15.6559395739349,58.6575376793348,15.2411017285973,4.16229129143524,2.60639003202967,20.3899349084074,16.8683985456688,499.959255365869,69.6960368108908,9.84756576535246,3.83973800123299,1.27367296786074,1.13518007038073,128.754324110688,1425.55767183714,1440.63198729707,35.036491187389,14.9420121115325,141.301102720201,28.2236031611211,10.668860899267,68.6204106185356,69.1839500795515,0.356031151767039,157.770239508146,304.148554551471,27.7,62.4681729740607,18.3919366265439,4.81833556542725,3.28506088860451,33.6,21.4,723,71.8382698756785,12.36,4.38050973081418,1.91096025257463,1.34464062930594,194.871482336697,1543.7659809809,1627.16723668058,44.8879261496306,16.0799085478977,202.191104333132,33.9382912258283,146.6,80.2086564433069,84.1276370192862,7,69.1435161457782,157.122142003296,11.1341171866612,52.7091046321664,11.7509044710842,3.06949098524774,2.1033993278885,10.8405592849958,13.005080767425,316.398425064,66.8155568158279,7.34,3.40085334091624,0.821601446282102,0.922417250286024,16.5363302578328,1346.15248767999,1270.87603922365,25.6857384565624,13.7554190604899,64.5992722401969,19.6383046629777,-146.6,59.034962198255,62.6234032422298,-7,1.14643128145759,1.06518911527879,1.21306655530142,1.29230328758003,2.3799503567761,1.840201109355,2.81592054667939,1.88089735398514,2.81623495147529,1.89958315001035,0.364764903660932,1.01116735810426,1.75113820552369,1.28738927645083,1.03172897800229,0.986132356063791,0.908567557987017,1.272887113832,1.02940555604531,6.27381254291926,1.32855781893739,1.42019332261797,1.23879413636111
"B73 X PHM49",114.544570973147,241.124191531053,15.6531537079091,58.5628210199298,14.2700096553229,4.17175427025613,2.5593355735579,19.7416870805617,16.0312236027725,484.920050262231,69.5946865332319,9.49373051292864,3.79791870333904,1.25883073652855,1.10024395511736,132.587651663306,1429.17931025346,1448.11383858204,33.1181435304056,15.4430838378593,135.47503730307,27.7190461921737,18.3695791758271,69.6173034602775,70.3655186529329,0.916291765362965,143.980835039182,296.763879620995,26.8,63.9195781956578,17.5430697923476,4.74662392636822,3.08633432424151,25.5609551279578,18.2291464033125,594.459680024126,72.5772047272745,11.78,4.20147203429431,1.74158321569908,1.36299609044826,216.818584757806,1558.02103679176,1653.70840997587,40.3049707217027,16.4181347771088,186.099320796375,34.1035139652184,146.6,81.161874705442,85.2655437771593,7,68.0295915076265,162.499433224057,7.90831399431189,53.6720261809791,11.3069444126695,3.50138489707963,2.24760171652206,11.3914465623576,13.2484718008915,301.422653322418,66.3227964732182,6.15,3.2951582542055,0.710623675439592,0.851348296752489,12.5382434486349,1348.6876624749,1307.36854323758,25.4133352105459,14.0049738481223,63.2094996743274,19.6213932466897,-94.35,59.6317868503802,62.0623526491687,-4,1.05069130326533,0.991355941006061,1.17282570874011,1.18963273716405,1.03930300343194,0.979143348719785,0.847821765259442,0.954824185575792,0.760109500572601,1.0782675006634,0.724947579359402,1.02469886626133,0.83893454929241,1.12406002172938,1.12298838976597,1.14330921014001,0.809774556810836,1.29672241252523,0.969826118577107,0.929467977108562,1.01145316315761,0.825579171427246,0.949963237930276
"B73 X PHN82",108.648459817974,236.019345062334,15.4866543194879,58.8667613877365,14.0327152565117,4.23789794215729,2.66862235226424,21.5981730264373,15.9497840193337,503.517569570078,70.058308517048,9.23708448796571,3.90171213183162,0.952297611221044,1.07123279767362,141.750665868301,1409.57434159518,1427.17026624797,33.1580702963289,16.1170310133323,141.318047443232,27.5287585187111,17.5753266733582,68.7923910360209,69.5044363660776,0.659353108247949,150.722148897587,299.658269552828,22.3,62.2809097110462,17.0322722036736,4.8761931840761,3.11440492171406,30,18.2017050964285,679,72.524802459202,11.78,4.23647859157879,1.49055420176721,1.30080849318968,219.297940941855,1529.18515308246,1608.9441793294,41.0939957760961,17.2932138987597,190.066064148683,32.9252197657751,130.515320754368,79.45115434986,83.3700329921713,5.05177000376835,65.7050393628223,159.456580198445,10.3833479839256,55.0060796425703,11.0357168621471,3.57232403978989,2.21890487931301,12.2348533455715,13,317.948154546023,66.845172420102,6.12,3.25109125205507,0.423923421759958,0.78332083146808,27.3519159374807,1269.38861403957,1295.39172836706,23.8075737438347,14.7401086857173,65.8354728559566,19.5962731548044,-99.56,59.1713886274694,61.1059646017729,-4,1.10320850530075,1.03294698236765,1.04352455090047,0.953169223466403,0.984033549899589,0.900484526687246,0.195562048980935,1.15989195505621,0.809914381694292,1.10247567249018,0.799045164539899,0.681300741967221,1.11575901325298,1.07159013534973,1.0343870708246,1.11202857993049,1.15743400748765,1.16115585316959,1.10707703728481,0.102922615211251,0.993778252262208,0.968476897999631,0.970438623052139
"B73 X PHZ51",114.598354998204,241.80366647056,14.915899387942,59.135073619018,14.6229647718064,4.1679260717991,2.65885968930501,21.105473534007,16.4335354411608,503.176228295628,69.8169099981894,9.68569730266527,3.97918206250438,1.01658547583709,1.08882863534043,126.217912791361,1404.0461365609,1414.20477169825,33.759769541599,15.7514753561579,135.496281386277,27.0826407152078,8.38264758030915,68.8017815462542,68.9379579010714,0.278209212223756,154.489696912455,305.786641052557,22.1,62.3617174030229,18.1993465291548,4.95345919370193,3.04582084475748,27.3,21.6,674,72.1399391938677,12.5,4.43897798878296,1.43536811363475,1.36931465071418,193.768186008583,1499.78068053168,1593.38201930035,40.8747366325352,16.9862853083864,189.667332124051,32.4313406676956,105.220400949036,78.5895700680153,82.6943538085212,4.63378170882623,71.2380924298227,162.639943278608,10.586583038748,55.0933700450282,11.5300033618195,3.36226727448356,2.29152191863111,12.6611698251062,14.1173449261205,349.126803622318,67.384503189832,6.71,3.42994499192148,0.56413527698884,0.823385414623891,18.7801037727596,1318.46400915949,1320.67597905504,25.1935094157892,14.8055440032355,68.3138623908431,19.1079038220791,-118.55,57.9448155273687,60.8514477359371,-5,1.0112831994896,0.97866174202498,1.10426563647249,0.999142534112575,1.1295673969751,0.961117886670349,0.753373925577429,0.525305999766271,1.20043075785015,1.20315365492805,0.621358592540273,1.01731817859,1.37977208520315,0.81262864322088,1.0366493525563,0.948354943966253,0.970802528056576,1.07058214786093,1.12055780126971,0.455074617284713,1.00838147443629,0.966561890440889,1.12294698015335
"B84 X 3IIH6",114.724650421254,238.932505001409,13.3462116273563,59.1432868941453,14.1682760679502,4.153667115954,2.56683569463224,20.5651698505824,16.2263210612685,476.924472291115,69.5341768501649,9.56282914881785,3.96644182659476,1.3524317824424,1.21992275764378,128.818793483799,1390.81025939869,1401.11439259994,31.795883474411,15.9830668051228,132.992912190247,27.3176078267441,17.6446630480823,67.9618986595303,68.3282598048392,0.422290171106995,149.143742421029,301.320084935984,19.3300810368118,63.1362341836975,18.1986918211161,4.75473230910402,2.8771230672108,30.3045171415556,18.3208069940077,590.863996306345,72.5762346136377,14.6,4.29286047939791,2.10076510707596,1.47203225588798,209.09691098808,1516.01715668313,1612.22199832833,40.8239006761591,17.1072466679222,186.690524643752,32.4268128887974,130.060586170445,79.2352249555035,83.4689924514347,5.09853498019686,63.7234175493392,157.501742274575,5.5,54.2225303432176,11.3450203057802,2.87643903489629,1.97453836364864,9.74989297175905,13.1288546009558,280.736757734423,66.8627148302509,5.6,3.67181274659064,0.83007527204389,0.910252343392402,16.4466140081728,1283.90907306788,1257.14536273235,24.1998142795153,14.3645005982719,51.869956110559,15.9990483425887,-118.55,57.363707802221,61.4615160799099,-8.1941915733819,1.13513895933478,1.03897161613756,0.833437101975626,1.12614257267129,1.18422243880119,1.1347079436418,0.844052999512182,1.3831148848508,0.86179584053698,1.192495453323,0.719449101766129,1.3833747811536,0.945702562789772,1.10208974735474,1.14663442357315,0.962523368763146,0.954419571931431,0.940065146027524,1.10048725635641,0.958583578211147,1.06634339075604,1.06671031323177,1.05527745371745
"F42 X MO17",109.049137525115,236.628310250429,15.2954027446297,58.7397894138929,14.8688235288737,4.10634692995578,2.54851895877153,19.7319822937177,16.5545071548965,498.832853712001,69.7753685910255,9.46394843363127,3.87741096036176,1.27738556577936,1.14659011619549,126.026393824191,1406.67404270183,1423.14969869232,35.2567621962198,15.121227142163,137.235542946822,27.5966059392648,22.3440294661894,68.6559016394356,69.2784269146178,0.469232645302526,140.349952213671,303.004005659689,24.7,63.8006166874934,18.3329591170364,4.64216652860424,3.08611073146048,32.5,20.8,703,72.5108491525518,12.13,4.29589362627396,1.7075152202106,1.35173193150961,200.656794134885,1500.50307413106,1595.40678324238,45.6529165007732,16.4959483705666,208.403647610488,34.2720328030368,142.9952036566,78.5610062874662,82.7849322348232,6.02079965325635,77.023444344271,160.422473945537,10.1859124351178,52.8834011332174,12.1741293634021,3.08707556067036,1.94436585235814,12.6500245077881,13.939622210395,307.018107365831,65.3967471276165,5.39,2.97998981395831,0.724362361302054,0.889239042443042,15.0324538447584,1303.67688404799,1248.58977649911,25.3783570430392,14.0903814697312,63.6402906432068,20.2068607680215,-121.55,57.9809966065634,59.8654179606452,-10,0.915405163283584,0.994154323834752,1.24384163955834,1.32715234575265,1.09895722979849,1.01386173925479,0.840538409737695,1.31038014880585,1.25046003362001,1.27883681684057,0.605146403065593,1.27590739811675,1.23609184737649,1.07174634566821,1.05350505853276,0.921527056719694,1.0955249679716,1.22675332978987,1.30230210652005,1.02569398744753,1.11705160503834,1.02387345456747,1.05358590168255
"F42 X OH43",108.172166322501,239.153814676276,15.9437573063904,58.3138072518705,14.082734725592,4.14977150982561,2.66894645856098,20.0093680154727,15.6416669261729,487.645099541717,69.5531171391325,10.0745914766706,4.01870683202938,1.17615451848156,1.12582842136933,123.183003149675,1399.90063720697,1407.75544010128,32.4369995454618,16.3282161068104,129.91943542239,26.6409571865814,14.4007251061428,68.4299012823314,68.6332807063683,-0.155031485875568,140.904416562666,304.499389280967,27.2,62.5513180709949,17.6657565910253,4.8494985355503,3.23478849133774,32.3,19.5,839,71.8450213234168,13,4.33662213191789,1.80362653975721,1.37669127173463,176.059400344362,1508.98611113473,1600.03279835567,42.4003909021783,17.3634797151929,198.793947134798,32.0056835859144,143.207168749392,78.6047131634137,82.9574209956922,6,61.6604877015605,157.922540934115,10.7355505592347,52.7635241773744,11.4361195331636,3.43301774458842,2.34178832986076,12.4876856416281,13.234634999146,335.612881751054,66.9646292399694,6.44,3.42044229756586,0.575011472454878,0.881269693353268,18.2499413869374,1296.56881317287,1248.51602586042,26.7359571586322,15.1673507488538,71.477666455509,18.1282264314378,-268.14,57.9250099222225,62.0137637276674,-12,0.896912405488927,0.970934250528427,1.31242463161837,1.38821070471847,1.03405589273101,1.1001444033565,1.2687122007491,1.12103560445212,1.05027598719124,1.21472203643577,0.6346108982646,0.969920284398042,1.26394246112569,1.20439621755746,0.999038432770337,0.850042592697734,1.3892288424643,1.3794529689171,1.05154769173961,0.695103950448072,0.932606986714748,0.872748666866967,1.55024661608718
"HOEGEMEYER 7089 AMXT",98.011208809675,225.693156620902,13.7515985136979,59.6352936922925,14.6167551970117,4.11434444327324,2.52282906546353,19.80085780765,16.7217652252092,481.684471147155,70.3132053438441,8.93524314014344,3.89216296650529,0.973677705777383,1.07503939991935,148.453475442892,1358.72029470059,1361.38964502776,32.9197210319835,15.3943127460163,142.192243439057,29.036638955495,3.88390766686478,66.5937673974039,66.7361354500041,0.223261636962448,123.990200039432,282.404081962155,18.8,62.6218131733072,17.3642953823664,4.70327192679156,2.96306292876998,26.2857657203951,19.5,632,72.4491753152559,11.27,4.54955760269316,1.38641390887504,1.3869058668107,209.023654467723,1549.84628884834,1642.62132487127,41.8272126436383,17.3385497912621,211.31186618008,34.980410804173,98.8785046444264,80.8289768433025,84.7875360651807,4.70132525208474,52.1253075991622,154.605005004503,10.4847683619263,55.9747848371687,11.4623452965887,3.4654819073512,2.09911557396616,11.4,11.1,316,67.9807299267766,6.64,3.27351880145276,0.468042877876933,0.767540234262125,49.0406276597482,1256.44488332608,1278.87253132122,25.7135292460827,14.2610304117238,71.7104896272799,20.4222873732618,-76.4,57.1623688774189,57.1826289775941,-3.04492531162212,0.950656439737714,0.930027872580787,0.773868386431441,0.859893177336417,1.24897925122734,0.919307736886691,0.840809609636887,0.94694499450049,1.17948274026566,1.0143950594677,0.658408221255228,0.705692513631252,1.43689669544931,0.914022957734773,0.996670224483906,0.894337562105779,1.02156433140668,0.921124000127069,1.14439881227305,0.494865831142667,1.09489121596301,1.02069908037705,0.698977107565101
"HOEGEMEYER 8065RR",96.4863117742219,224.834610666056,15.1326133860861,58.9474929782738,14.7849712263844,4.17990127074235,2.57210264263277,17.9124523331736,16.3824671939866,492.287144594091,70.1319944759113,9.19945156921663,3.9012309621813,0.998540060205152,1.10695544545096,154.545176323836,1361.99107228518,1364.03459068087,34.3002688183446,15.2341007493194,146.511239067663,29.334250024781,0.269162341795961,66.7151361115713,66.7965200531556,0.0187361895450323,132.964470461601,284.203702485077,23.9,62.5951957773695,17.6627102854338,4.79155682285124,2.91433480274045,23.3574754795592,19.1,686,72.7175768882092,11.47,4.26835535829363,1.38154050036239,1.29205205035056,234.451469017497,1470.78955147299,1486.74478461704,43.0697156185849,15.937238299044,206.039631484574,37.5370713750293,103.274778585646,75.4496430063618,78.0596461231589,4.67397652016458,54.3951721904245,150.301864502682,10.2075677352583,54.7196860493676,10.6165105233258,3.5499369262993,2.13010981205511,9.42215185804221,12.3523116164465,304.45918396151,67.5974209859485,6.88,3.36948393210467,0.340736395396398,0.885449368609013,44.3643720903787,1290.50406193208,1235.3683512864,24.85107643478,14.4008320806621,71.1509596679135,20.2747991175043,-160.6,56.8774087067686,58.5964241231344,-7,1.01980457239059,0.957675735562244,1.00404957861794,0.919275613781889,1.10904162657061,1.01223402020635,0.755461493246167,0.824278617428988,1.03273111372645,0.98102857172601,0.840924545142058,0.839428919494928,0.915282150811836,1.05351099197415,0.92070698071035,1.05299291675723,0.808631599682619,0.871231121903757,1.09803915249549,0.544254099264381,1.09062444901609,1.12826148345215,1.01631501818016
"LH123HT X 3IIH6",116.650618096667,247.398993862512,13.673831435655,58.9965928617003,15.1371645794549,4.1172020842378,2.64813207661512,20.4379671420107,16.6940389318285,480.919420858348,69.2022533921504,10.2694289282289,3.88570687063402,1.23591018183938,1.1069369664855,128.422799342323,1411.19352957055,1423.09998597464,33.3764779156882,15.5935458747178,130.833687301919,26.6857437042232,12.201669933626,69.0668387506238,69.8736391398171,0.445312212974504,155.426046495682,311.400312141895,19.5,64.0280659645904,18.0244265831455,4.6174560072214,3.04792540526002,28.8584922427966,18.9,602,71.7259296905295,15.41,4.46176115830416,1.72508723908582,1.35202173914222,188.579622529728,1544.93109540731,1640.50837137031,39.6097713186201,16.4442402891253,172.640488764994,31.6683468805089,155.779091759739,80.5893142116635,84.6924442861034,6.46807506453517,62.2593988247664,171.549449989551,7.4,55.1299296763345,12.0848797782031,3.45890734367202,2.33588557758338,10.5569945210198,13.292214613057,331.025819560143,65.6762005733437,7.52,3.30211113364863,0.739267269057,0.867204431032822,10.0987091716307,1315.2102640988,1300.69263178517,27.8014080185881,14.0017167039663,54.0285418798297,15.140089234058,-160.6,59.3769370260221,61.9449606963338,-7,1.41159069056911,1.27008923542373,1.14865463411162,-1.5277452662155,1.31016073232129,1.62287709931282,1.41854949350206,1.2822267279786,1.69614344928669,1.18534877340404,5.20935252122771,1.15230253403036,1.41746242681784,0.795691623139901,0.966180396031073,1.03534696465364,1.00266166057651,1.10460811676709,0.971309542530333,2.76225820297431,1.14326630651734,1.43733349649001,1.14912895761974
"LH123HT X PHB47",107.499979185242,238.213115932136,14.1560379305931,59.174376956569,14.7031146829589,4.00573593096972,2.52483780424913,20.3054929829038,16.2913986667148,457.726106016501,69.1437309538798,10.5526609109865,3.87647198286702,1.3660078562022,1.00465452364736,129.949829003382,1407.87849652188,1415.28932262872,34.2371602747952,14.4053800072995,132.360522516167,27.5713739688717,8.7619430805774,68.6552018449934,69.4851024853061,0.374108199446918,143.343970884029,303.056350123349,22.9,64.3460963676424,17.0934087722595,4.59607833078277,3.0895881981945,26.9,18.0304249763666,577,72.2200287170321,13.78,4.47461775697904,1.94653823046019,1.23173982578365,228.330090118137,1500.00662777602,1578.05117035858,40.8805113459516,15.9079734925179,178.081062052954,32.7436933509059,165.643254171692,78.7186119063629,81.7174641751082,6.92680173924394,57.6953557340348,155.746072779068,7.9,53.3342081156056,11.3031423916981,3.05139726237589,2.07673724799386,9.27369965195287,11.9,310.19977163218,64.7648713479822,6.27,3.33904220982975,0.753860368890375,0.780628996089072,12.7296017248639,1301.75787813739,1280.13528131024,28.0664644755779,13.592910122406,58.8604675357631,16.9726545379807,-117.06,59.3805090607561,61.5986183596328,-5,1.10285713027303,1.04252421249191,1.26106599058268,1.30498082895703,1.2032074398349,1.15558766671005,1.05315536251376,1.16919971596512,1.13840681349609,1.06836779034688,1.25237119013344,1.32098793836694,1.10971225186598,1.01053879670547,0.916595891533958,1.13590307825751,0.649381981878779,1.19722708085132,1.0228790702263,0.948978961383787,1.07536394814052,1.11193031783039,0.927629724303653
"LH145 X LH162",98.1219143076609,223.047348632219,15.3679141601926,59.9253503945643,13.9287760856418,3.89345342031306,2.45403313931662,17.634384356109,16.0528043309347,438.359798368941,69.4934531633812,10.3434578285543,3.98529858756712,0.92173871519468,1.06906613570664,128.667046843888,1323.67477728072,1335.51369352904,31.7623305232803,14.7697589402597,120.070124115717,26.2583509311397,15.9682345769552,65.0200011414185,65.5528457977486,0.618114547968164,133.888142921607,291.750673226632,27.6,63.0881155627625,16.8053751904984,4.54316502238037,2.74700895248002,25.2604429479871,18.1858163269081,543.381137937655,72.0148056823145,13.82,4.48173957204426,1.35628147454048,1.29423296207004,212.216057055229,1416.83183198175,1527.17991092638,39.6176034603508,17.509602828606,162.950449831322,32.3053760422216,156.663261553091,75.0838658127743,77.8545912298742,6.12516428105632,58.7709330796632,136.061763896017,10.9759976462775,54.7138685705215,10.7779545599372,2.91228473392845,2.03496602938746,9.00992962867569,12.3317208307309,219.779952832643,66.3544503399545,6.83,3.58743141727541,0.253629397725567,0.779727547917311,16.8214955498709,1224.04906637357,1231.14794259737,22.9664878775038,12.5958546450254,40.5094351688918,16.9858105857878,-97.2,55.0374365732296,58.9503978858889,-4,0.849375457392127,0.990776875205745,0.994783212189286,0.702783652528355,1.16495132466442,1.26057499167034,0.76204008580249,0.865802603326447,1.04328093369008,1.10597036526298,0.785065118964191,1.21693952475207,1.13066295184368,1.08643891513429,0.943129140758394,1.02027837815874,0.600825104471889,1.08885546945515,1.17335932884764,1.42149596429557,1.05590753419204,1.05751554160228,0.970845357954972
"LH185 X LH145",90.3885080464281,216.359796689343,12.427541417093,59.6193241901038,15.3350328649753,3.95868990647132,2.48196535539151,18.3484732830166,17.0703535079054,466.193406428367,69.5213228211593,9.89621814372781,3.79459391123415,1.26244947861855,1.11277749854103,122.645898772339,1353.14389697942,1361.75656291087,34.9724597770383,14.4933626625921,123.895645641209,26.0109453648315,9.14313172691248,66.2656134290022,66.6143128676346,0.425377233080995,118.190954356062,287.2779575532,16.5962204491213,62.3837073975228,17.6189381965678,4.5251273042185,2.85590389007514,24.0155577466888,18.399684305435,596.166853878676,72.3743722006356,13.06,4.12848727715179,1.81417318783925,1.35216992391453,194.401000350144,1430.1725963789,1507.04113956658,42.484689061293,16.5052206695523,175.104570501154,31.3757801560288,98.7252900964794,74.532336594275,78.8040928644403,4.34932565235966,60.3338169550674,161.188426211782,5.3,57.1837305722279,13.20086141835,3.32595340373182,2.22398881367979,13.4473880352324,13.9,366.483506875408,66.416945984643,7.65,3.1259966498501,0.781273381990608,0.825368646321774,41.8371170475991,1285.47666231471,1224.96348783305,30.0696515202286,13.371209649934,72.0838487095502,19.234481829462,-81.0040123644805,57.666603864538,58.5776567844187,-3.42291895172704,0.0749281982731098,0.216462677840113,0.645012993945818,0.611900770312797,0.123853219069025,0.559283208752053,0.475107602040068,0.309615945356351,-0.0618474378740363,0.66784986048391,-0.0020616167744885,1.09739674098631,1.44676401906854,1.33176359697323,1.54712652289179,0.511531548408523,4.83164636348168,3.11792071267153,0.456815436542836,-2.96015531822468,0.623682836108357,0.331486293010453,0.860826736454342
