"genotype","earHeight.mu","flagLeafHeight.mu","combineMoisture.mu","combineTestWeight.mu","earFillLength.mu","earWidth.mu","shelledCobWidth.mu","shelledCobMass.mu","earLength.mu","kernelsPerEar.mu","percentStarch.mu","percentProtein.mu","percentOil.mu","percentFiber.mu","percentAsh.mu","yieldPerAcre.mu","GDDToAnthesis.mu","GDDToSilk.mu","kernelsPerRow.mu","kernelRowNumber.mu","moistureCorrectedKernelMassPerEar.mu","moistureCorrectedHundredKernelMass.mu","anthesisSilkingIntervalGDD.mu","daysToAnthesis.mu","daysToSilk.mu","anthesisSilkingInterval.mu","earHeight.max","flagLeafHeight.max","combineMoisture.max","combineTestWeight.max","earFillLength.max","earWidth.max","shelledCobWidth.max","shelledCobMass.max","earLength.max","kernelsPerEar.max","percentStarch.max","percentProtein.max","percentOil.max","percentFiber.max","percentAsh.max","yieldPerAcre.max","GDDToAnthesis.max","GDDToSilk.max","kernelsPerRow.max","kernelRowNumber.max","moistureCorrectedKernelMassPerEar.max","moistureCorrectedHundredKernelMass.max","anthesisSilkingIntervalGDD.max","daysToAnthesis.max","daysToSilk.max","anthesisSilkingInterval.max","earHeight.min","flagLeafHeight.min","combineMoisture.min","combineTestWeight.min","earFillLength.min","earWidth.min","shelledCobWidth.min","shelledCobMass.min","earLength.min","kernelsPerEar.min","percentStarch.min","percentProtein.min","percentOil.min","percentFiber.min","percentAsh.min","yieldPerAcre.min","GDDToAnthesis.min","GDDToSilk.min","kernelsPerRow.min","kernelRowNumber.min","moistureCorrectedKernelMassPerEar.min","moistureCorrectedHundredKernelMass.min","anthesisSilkingIntervalGDD.min","daysToAnthesis.min","daysToSilk.min","anthesisSilkingInterval.min","earHeight.pl","flagLeafHeight.pl","combineMoisture.pl","combineTestWeight.pl","earFillLength.pl","earWidth.pl","shelledCobWidth.pl","shelledCobMass.pl","earLength.pl","kernelsPerEar.pl","percentStarch.pl","percentProtein.pl","percentOil.pl","percentFiber.pl","percentAsh.pl","yieldPerAcre.pl","GDDToAnthesis.pl","GDDToSilk.pl","kernelsPerRow.pl","kernelRowNumber.pl","moistureCorrectedKernelMassPerEar.pl","moistureCorrectedHundredKernelMass.pl","anthesisSilkingIntervalGDD.pl"
"LH185 X LH82",92.7663292399759,217.823403704638,14.3052031024335,59.5965645841522,14.8347521322183,4.19157097653182,2.61563172356345,18.8340375974752,16.4943438000208,509.599119149414,69.5245636701684,9.800457258256,3.90054348695014,1.04639319556843,1.10691163246852,138.646018245911,1369.426957922,1374.13954433139,34.7848111019162,15.8151877004806,140.61621415281,27.0638055095716,2.25757022705368,67.0230975000917,67.2045917426614,0.082067987078476,127.599936018386,290.782295058629,21.3,63.2509514011031,16.5450070671398,4.64403512504273,2.97464403904534,26.8246871275398,18.4525757803902,643.202692906827,72.2789183652451,12.79,4.28537083430725,1.56746199610131,1.32151339049511,207.242669046824,1484.47988927268,1556.13101320365,42.3907654427699,16.7722646607674,190.376474660655,33.0470483757698,118.55,77.7353702554798,81.1207358213563,5,51.3525582123386,149.927802094518,10.2798447451397,53.4310294202406,12.3335700084435,3.46235012075464,2.16888913353748,13.0415755262059,12.6,353.023330894427,66.860680394353,7.38,2.8307571626378,0.510316867392267,0.881958703776245,28.0513980428603,1280.67167555351,1225.52226635283,27.7234954148051,14.9219856500598,67.2998185146939,19.0610556079189,-166.3,58.1780484589537,60.104793118408,-7,0.939012686922676,0.947129140438692,1.14465578081192,1.09199808809129,-0.246294675607424,0.932313218621797,0.641654427103973,0.557575745402325,0.906972063768242,0.894360767621403,0.800467315931035,1.18383457960196,1.5569461592614,1.01723555573562,1.00082164815938,0.981942683977394,0.963600747784834,0.876734001622192,1.02393205349964,0.195301336460499,1.00662383957209,0.939735932495792,1.151088746831
"LH185 X W606S",99.1786623450322,224.172794703973,14.2671656130238,59.4102866729267,16.0616758626767,4.04398429852538,2.65015387061952,19.8989108683838,17.5539120007212,457.290352985846,69.3846852210691,10.0622180542733,4.03256805139699,1.04662607337281,1.04102586318524,130.693057023837,1386.82790543836,1397.12311065176,34.9096560869811,14.3901778742968,128.649031252557,27.2922703312844,10.5414866651662,67.7721783419404,68.1516709835053,0.362777563837184,127.875455424065,282.624209782455,20.059481088939,62.6055746664429,19.279680142975,4.5839365561773,3.3367536547628,27.5909382750469,19.8948713261232,564.716165423341,71.9117927534232,13.63,4.27822174772039,1.639516954584,1.27734502226626,183.995643677823,1481.29591811117,1491.50369912124,40.8691775109918,16.5084520953547,181.010263229882,34.9555450451608,110.581755936699,73.5133438015912,78.1402579393857,4.88702094211017,67.6266796466156,150.031359695733,10.3464992652443,55.8150438673686,11.6811665841782,3.30343713108947,2.34644739890416,10.7128886165087,13.7464662181625,301.494791668628,66.7516668474106,7.07,3.75701894835784,0.684879094999545,0.77555606024389,27.9933049684153,1320.84842667998,1274.4371176622,27.3097350612317,13.3533165105078,59.2595413148587,18.5079673472489,-160.6,59.4308690420608,60.4966948715669,-7,0.911157916505526,0.903529261634658,0.992548595939915,0.887335948740588,1.32578665182209,0.900444587033036,1.96732296639965,1.13433326384384,1.28281330890546,0.961399904365925,0.777930771520569,1.05477880290943,1.18965677358765,0.85351321202191,1.14152386828705,0.916479129308309,0.878901810045181,0.702398319851726,0.844007895399643,0.847020901276601,0.987533245182329,1.04132290563851,1.04318701357456
"LH195 X 3IIH6",105.320016034058,229.312697026323,13.9915354726534,58.9329251738155,14.4248527219059,4.1553790231351,2.55765099712628,18.5684855831766,16.463670543895,497.292173133407,69.4004907415517,9.22814584907272,3.97678487365506,1.10983975519946,1.18760997442529,137.72647377585,1392.28610678141,1402.98914841551,32.8644053468326,16.0134273002699,133.914810074421,26.717909029181,13.277519249576,67.9448846392398,68.692681781546,0.52820117441446,144.647001014567,292.078041122379,19.9,62.8415723054487,17.0173725412311,4.62856121727153,2.97545451268926,25.4669651936342,18.652825953888,644,72.5846785716308,13.33,4.3399333178199,1.63070590954798,1.41312475320786,210.682044933376,1493.33623359893,1554.6630562303,39.6500958281908,17.2819329463434,183.394352325879,30.6241962018426,113.868664401256,77.4325195022649,80.9653870130559,4.97682954453602,66.7196801673547,151.497258765471,10.6547080717986,53.4718362798322,11.3157177923077,3.14214530474132,2.07976192529219,10.5766659994298,13.1208013117271,295.867471914433,66.6557081483971,6.14,3.63197122582228,0.527467328744182,0.913453949005998,12.1663824651478,1323.02887809453,1312.36521356928,24.7389446322513,13.7330267664159,39.9826236228028,15.9045023555069,-118.55,58.1274308109403,60.0545590409307,-5,1.04515139083667,1.02907982846707,0.820703264847028,1.1685146663198,1.1367764085596,0.932580617563766,0.892586888986759,0.96937599625705,1.03631639399041,1.12412649572295,1.02501885307771,1.3667953747946,1.25254486922021,1.12733332731145,0.998613110272464,1.12736602889334,0.808014339416613,0.75513105112567,1.08648459650537,0.748440531364946,1.0606330940578,0.984278995888297,0.877188905134573
"LH195 X LH123HT",109.930734461143,244.007439149228,16.3037687996119,58.4143995632023,14.887486271973,4.08879929005956,2.60041084869395,20.8858687949376,16.3624438120898,482.608577543378,70.0542993360635,10.4485743058985,3.91076058438766,1.14223720669866,1.08214083188195,130.834098401845,1451.75245363235,1459.37537736058,33.9314567127311,15.1026771509224,136.246961306467,27.336033406003,13.7728503530646,70.8547857303897,71.9410972106877,0.549042724273667,146.469969975145,307.561302886597,29.4,63.3692791872993,17.8299118475741,4.70333753524122,3.01543838417061,29.9,18.229621344087,593.645693483984,71.9502017038528,14.63,4.3932630440358,1.72993306691598,1.34980366338835,229.155914673579,1530.84144044914,1602.12688251192,41.5978296679254,16.127413892123,184.872633505171,32.5562163811107,155.953335713831,79.3312466006944,83.2935699128474,6.32627833231021,62.6602203069383,138.4939244649,9.92452713036532,53.2583278748432,12.5215235489385,3.0448322655473,1.82284551001032,9.01034696832259,12.3715319597548,268.86269486721,67.4850564249017,7.41,3.53534348470938,0.779282460175245,0.877384553956166,13.4473533342084,1372.64360082741,1346.95387799024,22.9860968250296,14.0235269538073,62.4194000978541,17.4580633282105,-81.31,61.45391134103,64.9366058977947,-4,1.33992747400484,1.29919842958544,1.54433159624967,1.30023677441776,0.913172296425842,1.14934898967993,0.901955093896415,1.24753970290533,0.990308338844116,0.958487119888917,0.517210690565735,0.993109658201346,1.32154658928642,1.14112213915005,1.09208053250299,1.19074834555109,0.894660482204668,1.44718258102286,0.903546711329347,1.18877097572844,1.03821956996582,1.14548940449155,0.90223546748779
"LH195 X LH185",102.434646373949,227.830787555471,15.0425319718215,58.6283971945034,14.7952678925801,4.15367376512027,2.53130692962497,18.7820921609059,16.3020571939039,469.53201553458,69.6079521014452,9.19994742261362,3.88711931686184,1.18327429530943,1.09733626776322,137.111799728264,1421.77327976387,1433.99952001482,34.1802013754262,14.8462535926543,138.724866385143,29.0556805683908,15.2664989091709,69.2638102503357,69.7231557947492,0.582861584653554,139.625870335554,289.363304194418,25.9,62.4207449190926,17.4976443706949,4.75005139153499,2.93645736082907,28.4,19.4,660,72.8359905798164,11.94,4.32660263323538,1.69612554400522,1.35136577433943,219.152016218569,1502.37296247167,1588.9694005931,42.8152727523087,15.8406529088964,210.74156832935,35.0350586894633,131.10901517525,78.8239935516032,82.4764454609989,5.61954725367749,57.7369650476386,156.736619858157,5.3,53.7642328971893,12.2871948201874,3.40080584078084,2.06027599290127,12.4104809493073,14.5379316968257,336.988560875463,67.2131703625148,5.72,3.2834480455845,0.679439904669933,0.840871770071272,18.6086575096335,1336.01813208917,1307.59726757272,26.9515639672671,13.4424712788855,78.4747855019188,21.2936447307876,-125.457804817849,58.6599528551118,61.8315715495051,-5.41088999583028,1.06070825360231,0.984554685940465,1.22644946590079,1.25325941765676,-0.185917392111454,1.00517958525361,0.927879176560082,1.05438907092259,1.05945864883403,1.10856988429765,0.803045659927057,1.10566408393141,1.48551403713907,1.05620522776945,1.00009841064591,1.05636266709314,0.69353643030967,1.13925803314438,1.03448129877765,1.25611389926321,1.0060502942435,0.889602526570728,0.974045913477973
"LH195 X PHM49",101.71539560435,227.710573652406,13.5575753675036,58.6962371479465,14.7683669386428,4.02518537479068,2.5363734158061,19.2506407923616,16.3323311298908,460.814066761048,70.075247323328,9.62346536107012,3.98881531952063,0.983263873765613,1.09131464795007,123.684852523759,1435.17809098086,1450.75529592078,34.2315608162994,14.8710089156231,128.022844940406,27.5174028308291,17.0209416787845,69.8902365233004,70.4824174663915,0.656051962767249,136.799655374676,296.854974099368,20.1360134389784,63.51136318908,16.7115007674535,4.55683304545719,2.95628204675345,28.6,19.2,640,71.7060212643341,11.88,4.48869717870153,1.52799421649799,1.38525708865242,206.901359471227,1537.0465328609,1633.50201343188,39.9056597005385,16.0748457108329,177.53496835462,33.423014768259,124.271480981119,80.2999525054097,84.4043094132655,5.22416307178067,62.5379751450924,150.181430540357,5.3,53.1369942142554,12.301263913026,3.53520227040728,2.23542843347291,13.4586352272497,13.9835285184763,358.377595695721,67.419817479835,7.21,3.32722361612851,0.425652951089464,0.838314294459228,13.5388579270128,1286.49287556407,1341.77085936654,28.3141322356845,14.033467987747,83.3210142881096,21.0021601869526,-91.1414041132169,60.7611891881963,62.8120748302097,-4.37296333246851,1.11216314342263,1.06760533427348,0.83004726178161,0.912643880253659,1.70829788819866,1.50735422481777,2.49722324276682,1.33643421320472,2.25084612797001,1.19618328649099,7.178494583934,-0.202307111891508,-3.15240769574248,0.875575124543077,0.782933596150276,1.03762548625545,1.01259832572653,1.20868115713131,1.70104844956376,2.18139598939782,0.913126797095622,1.27312054471792,0.97309329226444
"LH195 X PHZ51",109.346387992855,238.876868630803,15.0113704131941,59.2574458060836,14.8875219261108,4.05482212306074,2.60171238635956,22.0810768992487,16.5810830246047,470.816751437029,70.4839415286212,9.32666132078244,3.98983971081717,0.926179730084941,1.08094317134279,130.419133869159,1425.07474388294,1429.77797956039,33.513938578411,15.2654246999631,134.578711889406,27.8443209945597,8.4600091878318,69.4086821522445,69.590435808457,0.277278751628677,142.008053079305,316.621551196595,23.3,62.5766090201399,19.3227236628414,4.52922922829029,3.00325026754323,30.6776822205585,19.4757104821556,574,72.6943421645958,11.8,4.46842454876147,1.30041208804868,1.34134847092651,203.66791951798,1553.06355371347,1636.30638890492,42.9393582027222,17.1629151786837,174.698813169281,31.6807909667221,95.7877390439148,80.5863564884425,84.5109223989861,4.2265543651872,59.5313306414664,172.354796980853,10.5299599356879,55.7451421419095,11.8874239475682,3.25989237574102,2.20287510810583,11.9587395908988,11.5,307,68.169924936432,6.27,3.39162964415255,0.562305232917396,0.870974902757649,20.6767440919066,1351.56277324951,1311.74305348856,26.3616149332185,14.009629890335,74.8674888524336,20.0219134752519,-141.7,59.5725834471663,61.5142238367032,-6,1.079823475854,0.991483633569515,1.14022250720446,0.920129958524331,1.84877057790163,0.876876468782077,1.02558448081792,1.23164589448615,1.2078391346438,0.742602316401717,7.21897758438807,-0.107102043859229,-3.06093992956286,0.621027763168869,0.713522515799746,1.00542552637556,0.943642253195465,0.993905676737473,0.896397195534454,1.14000691180018,1.08781334969388,1.34164545772441,0.81022182024851
"LH198 X PHB47",104.233767322165,231.6402836707,13.8866785699854,59.7697510757662,14.1329193874842,4.08271720466546,2.53533492894892,20.3511200391128,15.548599205108,445.589715134005,69.0386440467232,10.5094420755467,4.03006612762996,1.2759338537497,1.07575283105827,127.454794933001,1404.68320900046,1404.52928331389,33.4209515685706,14.4059814769527,129.92605070629,27.980827374767,-3.04762329212341,68.5558427284841,68.5245093938453,-0.155272338216815,138.366333630138,292.447769236587,19.5282093284359,63.5022375675661,16.4036178176455,4.64879277860798,3.01945231890394,29.6,17.8,568,71.3149944930751,13.91,4.58760498102198,1.7445096168104,1.27229181900713,198.706224768694,1514.2958791099,1597.98735698805,41.1880804722366,15.2659520815257,174.213369018982,33.021735487245,95.9627005164941,79.3180503406163,82.7241802687906,4.3615159999056,65.5900291548234,163.777290124979,5.3,55.6826703877073,11.3224523839782,3.29382327255397,2.23303036924206,12.5941410715801,11,302,64.5968485453311,7.52,3.31604756446691,0.69371225851287,0.88278775468513,17.2617047974008,1316.89860437963,1253.78806553949,26.2628334257164,13.5574022615048,65.7280416892563,19.5931039289673,-183.95,57.8625671858116,58.9927058486732,-8,0.931427732579935,0.9651559380092,1.02516405682568,0.919994944273362,1.1753003576379,1.06900910995569,1.01681272203771,1.16446762842282,1.3069879709414,0.946075006861632,0.946284334687403,0.998159642677114,1.19175105049868,0.769568563912741,0.713095324472047,0.970686663114995,0.869909766441331,1.15092954052988,1.08440268958898,1.04962544586364,1.04836933684849,1.03335912328221,1.109689069427
"LH198 X PHZ51",109.627386906834,241.493862168598,14.6491297760742,59.3137298100097,14.3010994729746,3.98921932136175,2.57301603975396,20.9062272374128,15.9203314746547,438.155033610409,69.7398300259736,9.95241812798127,3.9548849399181,1.08655494884985,1.0835297332686,130.607979086965,1393.94823227571,1402.34788814057,32.326338001991,14.6808778866407,127.272719602478,28.3784900221354,6.59498626458228,68.0935585348195,68.4404181237842,0.256718923711663,142.712732119776,306.943433573562,20.7,62.7022879805216,16.8645310557461,4.52062559469731,3.21821711932552,28.2,17.9956342390802,536,72.9217369510736,13.56,4.53740355830107,1.49309497121005,1.28783255923399,198.528789158929,1481.12545933963,1573.91687125722,39.6162992195792,15.8605094796897,171.637088269939,35.1809738134984,131.431220823258,77.803048744143,81.798687013537,5.37451036631366,66.979602025867,163.921523489503,9.96236988255243,51.9547033771383,11.6101776945725,3.07495044708995,2.1820853978025,10.6569708092447,12.4929705937382,288.940489813732,66.0232048177249,5.9,3.33261564864524,0.68256908504445,0.832760506050954,19.4907111926407,1305.80604008342,1245.79339611372,26.1661555451473,13.5382712060552,62.6788034715206,20.5972997108232,-165.2,58.7575655833241,60.1383775690084,-7,1.03193458557042,1.04126388439534,1.03405940771474,0.930249004633767,1.10366907193151,0.995122603699822,1.02106418836434,1.43445415510134,1.05992835982345,0.952498311356985,0.941525432513244,1.21321958571448,1.29808495632014,0.577570151767398,0.81810291342398,0.957365526162485,0.926956742553605,1.19178577454005,0.982124944224813,1.3614380468864,1.05218435575233,0.975489003026143,1.21347788755454
"LH74 X PHM49",101.983734432308,222.518926137411,14.7851167407464,59.396142235808,13.8753671037119,4.04165043375636,2.48128327992063,17.9627510570791,15.8260370638073,445.434990532272,69.777705446237,9.60845947389515,4.01767318981043,1.1490031387362,1.06561849799892,128.525789924428,1393.66900897855,1403.58984682752,32.1189360743205,14.7136259525831,130.643773588183,28.6489210781798,11.5602010667521,68.0342976032729,68.427667444937,0.443480195646273,131.248707196708,286.955698812886,24.8,63.3869479078375,15.9298019382729,4.58839538517105,2.99957881016362,23.6815565167098,17.8914913478968,581,71.899911072636,13.15,4.58030055166419,1.54853050147876,1.29520635908758,208.731876050429,1498.54188852226,1575.13441000584,37.9798776195401,15.5481372405952,179.549268464969,34.6740025253233,118.55,78.6286628781778,81.8972019452859,5,62.9291813114003,147.164835672149,8.82995996065516,55.697378450998,10.6798465636825,3.17697427078197,2.0298680698246,11.0110875911736,11.4,270.067088563604,67.2311902504238,6.05,3.49960511278813,0.577173108904306,0.822937476557875,14.7690865343892,1292.48347026972,1303.20650377628,22.7894417311794,13.3125011399433,62.9327757105698,20.1958497832339,-118.55,58.2616271712854,60.6924280739612,-5,1.00643166696455,0.984838586731635,1.17840634777919,0.967637450542459,-0.257475195313758,1.03878720827499,0.806037328162797,0.868923401147301,0.903103577733423,1.04385557861278,0.619599965165698,1.14093004436344,1.30706006723513,1.11677551827027,1.09545337330268,1.06473931682457,0.714378444527923,0.836748202083884,1.00015868123517,0.842051556647359,1.0388638416337,1.02867753926882,0.998757524136847
"LH74 X PHN82",99.569870407454,222.138532761529,14.5954883875326,59.3290257944083,14.3456630162172,4.14970069727719,2.59448289921762,20.187545819748,16.1854034543933,465.949812861844,69.7354656761581,9.69919732601272,3.94084831070197,1.01415913884355,1.05903277226764,135.684327487796,1368.67280606557,1388.3436184475,32.8599962935454,15.2746852948305,138.889108266912,28.9122743277987,22.5170431153711,67.0233481700472,67.8407189259526,0.90439565934485,133.535590319584,287.493306008708,23,62.5397258355726,16.5633611514543,4.6999634942496,2.9196355360101,27.5,18.4,580,71.7834620121072,11.92,4.31538105026602,1.29830238480141,1.34791022611537,209.445470709753,1456.9031224997,1505.14877626526,39.6589636176901,15.9195044399528,212.695968860814,35.995914335983,105.439348534766,75.2356961685328,78.9606131927981,4.58072539257512,56.7641269839423,145.772278765201,10.5749900388152,55.1056402579629,11.5248966793852,3.42796112378148,2.39057082123564,13.760046991545,13.2,338.446421435426,67.5790246789889,6.56,3.51357258375231,0.513051268372166,0.809701005637711,24.9664161526815,1307.49761833451,1275.72947745621,25.5934148735247,14.6150653480972,74.3011494181483,20.386571752937,-118.55,57.5601626026719,58.9911149478375,-5,1.03222601198165,1.01223009098825,1.15508215610621,1.02952529955554,1.02503537077612,0.996413548190493,0.733754011827769,0.921965282024253,0.755297287888847,0.819572262761956,0.602048378689657,0.875463038490329,0.707777654364283,0.755895415388323,0.974432916382222,1.05335391211417,0.800029382148683,0.874729223307462,1.02132731289548,0.6345113901845,1.0215363570816,1.02829981857554,0.955135769902599
"LH82 X PHB47",95.7996152215534,220.162503136045,13.0317252395846,59.2708725993858,13.8531166382687,4.04591148322406,2.52005394538568,18.251062756314,15.8627792804613,489.150670251185,69.6033782155018,9.94639590621986,4.18482039309553,1.03935049693977,1.10144329486516,127.605349044557,1365.33169044103,1375.7496124117,33.0889444249072,15.7341203439941,124.677710837321,24.9896946583848,8.06603501347498,66.8238664187077,67.2665623460789,0.341397224454477,124.241958087702,285.691178098632,19.2032568254884,64.0589754217321,16.6334848305382,4.50288571158605,2.87672700379151,22.8986047531568,18.0853808893173,631.219082237272,71.9602154066164,14.88,4.77795157866606,1.75898905382713,1.31393265994045,200.55371981861,1495.99244121019,1581.64122263808,41.9542993440645,17.0672301709369,163.747658828033,31.7981793396941,136.4,78.4943371841598,82.1457705727749,6,59.1608537969687,125.838938153425,5.3,54.7443367519729,10.8008950406789,2.80391452965284,2.11069468587277,9.64037877407802,11.4,232.258050923085,65.5307958712213,6.56,3.62967329026512,0.489216688997898,0.866913413439776,12.8178544693895,1278.39363253008,1262.00081131784,24.8276634250546,12.5131748918308,38.6887501802549,15.539948683956,-165.2,57.7576485929388,59.2154985893499,-7,0.959511287120673,1.00468876382661,0.961578859804583,0.988630166501295,1.17978304166247,0.964315621225768,0.620701108781175,0.731635441439881,1.07532129238363,1.08818961554329,0.751485376082379,1.11650024338308,1.45024889902532,0.809302159709048,0.872846561595694,0.957301423116958,0.894184349619035,0.830629800993336,1.02888569042836,1.09287257300832,0.973250830304683,0.931614220272199,1.14550313134234
"LH82 X PHJ89",98.7986158775978,222.321957930051,13.526449746246,59.7465571974572,14.6801701305842,4.12028548996675,2.57167945794229,17.6704336765932,16.5047458599635,538.029869336372,69.9569792560311,9.66035137306179,4.01200228731121,0.835151580624043,1.10069050042015,136.766476462187,1340.78723302863,1349.87757926419,34.7097433752601,16.1573961020735,134.852735120423,25.2856772159389,11.4344404216826,65.8041142712566,66.1992976927845,0.501667495135477,131.074470174349,297.333673190539,19.4,62.652148383385,16.6684882867709,4.7943433838074,3.10720939068325,22.9,19,705,72.0813569766482,12.9,4.50740463553091,1.34941432821844,1.32599941313486,221.489360774,1451.93980511467,1448.35416089182,41.3428124830842,16.957194694539,177.717138412642,32.1216323264925,101.846497378313,72.7873596371534,76.2958933642991,4.56139488113109,65.2506419612555,154.787111571633,6.8,56.3267021297965,12.7074581745126,3.17063467095404,2.18109103156393,11.3227347890618,14.0433580723324,354.513977755241,67.2947160384052,6.75,3.51187789950634,0.390161315023591,0.902418597214645,25.036071774258,1274.75318778527,1256.21125162636,27.2176980354105,14.9573158965437,67.4382666478453,17.4019770048064,-86.9299688419131,57.3506944506242,58.8874384340552,-3.58848641120845,0.905537613919183,1.00207910062865,0.841887744966331,0.843189052671223,-0.353816033508331,1.05457089449419,1.1766614671925,0.693111916173003,0.777282581605115,0.972582599909288,0.758566739092697,1.17788124657436,1.38513544066004,1.00919000731359,0.875363233910503,0.989610694337716,0.727658220028592,0.750183610703203,0.949613326760118,0.685490425748597,0.986664282548338,0.971471102883752,0.778994003922921
"LH82 X W606S",98.9438413582787,220.704427374252,14.6055031884345,59.4099758338573,14.3935499530348,4.0787485161598,2.67953226982045,18.5959961728942,16.4206193168523,497.084587605646,69.9184106322022,9.46266084212029,3.97386046400949,0.93690716448369,1.10943865677064,135.8487205837,1390.58959063846,1399.29930429708,32.2591399577914,16.5873144328971,124.079785217038,24.732358231422,8.3544581082685,67.9316138011298,68.2727795896983,0.331943254419336,123.806587731937,279.794496644536,22.1,62.6019062045593,16.479061125592,4.60916224485649,3.32399306111695,27.288940688872,19.105468808233,643,72.3059084109065,11.65,4.46015995801666,1.80274037131153,1.32198973190171,196.707715378119,1508.82176093198,1601.0725761359,40.6892711012329,17.594743493696,174.244122355507,31.1938440209832,107.454909356653,79.0848912962977,83.0364876569525,4.8261761724007,61.1371027390967,157.078346780104,10.8283596344688,55.0958740687374,11.8309851718649,3.2220317613003,2.24162290035382,12.9222858157601,13.9,348.777356395475,67.6061118811267,6.81,3.57637693041527,0.460731403450071,0.873278927214685,34.5151456143091,1323.6731425117,1246.57184274329,26.4019100113023,14.1129021602709,64.0754519047723,18.1976813538209,-142.65,58.1410802937759,59.7606848373068,-6,0.814102697906725,0.908487782799001,1.14703016665283,0.934221414431501,0.937150436439625,0.928628765744219,0.861776059454226,0.894095069485267,0.903007542254068,0.955234427400191,0.70067732437645,0.945166510098986,0.703798691058469,1.11933554934734,0.902089251942588,0.884351182472288,0.73069264004374,1.19822635046299,0.869751859816664,1.02746932922514,0.911987855763754,0.863342195943239,0.845470172367554
"N209 X 3IIH6",110.260749589682,230.889384543345,13.5013143948463,59.0443485008147,14.5911455951978,4.24187413839687,2.63584409146806,18.6773540558238,16.1605474141971,486.258297727411,69.2663178608089,9.38032163540214,4.01542534137104,1.33250118044208,1.22093354820119,142.327043617206,1383.91690423466,1394.4236048775,32.0751850709838,16.5638617492383,133.233888886997,27.0945360457899,10.7364775474699,67.6588419286769,68.091097592442,0.473848100103127,141.584295954925,301.987209769862,18.1,62.7998763322624,16.8069969526056,4.85047747494962,3.06286580433781,28.1,17.8033521886145,636,71.7732524461822,13.16,4.40317563288322,1.8770354505203,1.45507764565271,228.635615105851,1499.53500468698,1577.82405074583,38.0157665721007,18.313272543779,199.134809235636,33.730266473125,97.5814430875821,78.6604254695655,82.0104107197126,4.36374160816264,65.4739950110724,161.49333848319,10.6632888264375,53.6254161950582,12.0222179860164,3.50480070045126,2.30468364175969,11.1776958575225,14.3150288195949,324.688204692149,65.7885182861685,6.38,3.58741600283006,0.768822686293583,0.931053736318881,24.2104120085116,1307.31539807679,1297.28544237194,24.5161021831148,14.880045028296,62.7744745845815,18.6819837795931,-117.5,57.5436747757349,60.04981286779,-5,1.09175112556994,1.01444341954864,0.715975803348963,1.28081803771713,1.02580200806162,1.00179835591121,0.917059228313166,1.0889296891093,0.806892808183252,0.959985139784784,0.745630233607562,1.15702494064016,1.35517381000109,1.08234632748094,1.08422121667935,1.0179752013358,0.829034996535942,0.970360608714845,0.99162289243769,1.4815382416823,1.07633937440092,1.05709773110615,1.01698626151397
"PHB47 X 3IIH6",102.160107349386,233.753230406912,12.7009229682889,59.6376711284284,14.8007064440541,4.01006717589518,2.52755407670491,18.6399509472838,16.7191207840791,474.347556857223,68.664811859296,9.84875524418154,3.92412749182815,1.24404354023247,1.13487922733642,133.652551207062,1352.01300481122,1368.77944794727,33.0204176306495,15.5669791877491,127.2770999189,26.3907283795529,18.4142923828684,66.2563443502406,66.9590342773323,0.773310795690256,134.097729503558,301.183704136072,17.941447718083,63.8288547918268,16.9651284787752,4.55140678441498,2.91289185003273,23.9,19.2,598.627603913927,71.4333060023133,14.31,4.35420626954552,1.62738761998408,1.36100299791827,215.452619024762,1434.74632653705,1542.82131926941,38.6054813563338,16.6930203282154,170.142013830129,33.3893663874717,168.281248556041,73.3121702299498,76.735716733368,7.06736290765906,63.4111339179219,150.638276745448,5.3,55.3822931404677,11.5619008748103,3.18805014096625,2.17333477420172,10.5213478990679,12.9497130042497,295.805600112925,65.3957602290198,6.45,3.32797922970542,0.699323529807226,0.871308772420206,16.1660105776236,1252.8698939129,1290.21588007999,24.1335281251712,14.4455994180086,48.3011024445527,16.0300851474489,-104.742204165886,58.0259725390317,59.95867098813,-4.45051190770678,0.971932216930799,1.00212033288565,0.839556490630229,1.06022280858309,0.999471923858128,0.918699417311932,0.66836826506114,0.743039035160341,0.730663083080972,1.03803959928801,0.952513825021975,1.23134242385587,1.59691303276142,0.941243442156087,1.0664731756168,1.14368030462431,0.774707818076041,0.729978747183143,0.948566126813719,1.00838503773473,0.897971231812923,0.967581261862931,1.01380993436803
