,environment,plotNumber,predictedYieldRF,predictedYield
1834,2022:North Platte:8.6:Medium,196,,173.84175448940707
1837,2022:North Platte:8.6:Medium,199,,173.43297322281208
1842,2022:North Platte:8.6:Medium,212,,183.54926710578758
1844,2022:North Platte:8.6:Medium,214,,182.0810714308066
1852,2022:North Platte:8.6:Medium,230,,204.70729895316944
1856,2022:North Platte:8.6:Medium,242,,188.9257065583174
1858,2022:North Platte:8.6:Medium,244,,198.66395003309094
1861,2022:North Platte:8.6:Medium,247,,170.8311041898028
1863,2022:North Platte:8.6:Medium,257,,185.41306585252647
1871,2022:North Platte:8.6:Medium,273,,182.60086214819097
1873,2022:North Platte:8.6:Medium,275,,190.3586135756085
1882,2022:North Platte:8.6:Medium,292,,195.16159297440367
1889,2022:North Platte:8.6:Medium,307,,207.1187808287011
1900,2022:North Platte:8.6:Medium,327,,190.11995447063188
1905,2022:North Platte:8.6:Medium,340,,180.54654073396017
1909,2022:North Platte:8.6:Medium,344,,193.10250077111795
1916,2022:North Platte:8.6:Medium,191,,191.64899670109372
1923,2022:North Platte:8.6:Medium,206,,169.92351766103866
1929,2022:North Platte:8.6:Medium,220,,192.20575992287303
1935,2022:North Platte:8.6:Medium,234,,185.75029764255387
1944,2022:North Platte:8.6:Medium,251,,184.68844253560297
1945,2022:North Platte:8.6:Medium,252,,174.598594638594
1953,2022:North Platte:8.6:Medium,268,,183.43331583408232
1955,2022:North Platte:8.6:Medium,270,,196.63111327721379
1956,2022:North Platte:8.6:Medium,271,,181.24134053641112
1969,2022:North Platte:8.6:Medium,300,,193.52968487986462
1975,2022:North Platte:8.6:Medium,314,,187.90416518883862
1977,2022:North Platte:8.6:Medium,316,,195.29108606765092
1980,2022:North Platte:8.6:Medium,319,,187.73174850117195
1984,2022:North Platte:8.6:Medium,331,,192.25351127343333
1994,2022:North Platte:8.6:Medium,349,,204.96351411034837
1995,2022:North Platte:8.6:Medium,350,,203.48609572377524
2018,2022:North Platte:8.6:High,389,,197.13922262577086
2026,2022:North Platte:8.6:High,405,,193.1829690436946
2028,2022:North Platte:8.6:High,407,,197.1129463253674
2035,2022:North Platte:8.6:High,422,,197.44011069716242
2040,2022:North Platte:8.6:High,435,,196.56209413658752
2043,2022:North Platte:8.6:High,438,,182.99507612374782
2045,2022:North Platte:8.6:High,440,,196.17160196175118
2057,2022:North Platte:8.6:High,468,,183.90908309210488
2058,2022:North Platte:8.6:High,469,,197.1219986464683
2063,2022:North Platte:8.6:High,482,,185.8163906667065
2072,2022:North Platte:8.6:High,499,,197.24566041917709
2073,2022:North Platte:8.6:High,500,,194.8694718395922
2080,2022:North Platte:8.6:High,516,,178.9677808770344
2081,2022:North Platte:8.6:High,517,,181.68392886353186
2083,2022:North Platte:8.6:High,519,,181.17664531117876
2086,2022:North Platte:8.6:High,362,,196.58235202761335
2088,2022:North Platte:8.6:High,364,,195.51107381838577
2102,2022:North Platte:8.6:High,394,,194.82919081461816
2117,2022:North Platte:8.6:High,425,,198.57655412375215
2126,2022:North Platte:8.6:High,442,,196.697454811256
2136,2022:North Platte:8.6:High,460,,196.11579482281667
2142,2022:North Platte:8.6:High,474,,189.07458854203455
2150,2022:North Platte:8.6:High,490,,194.68493418967591
2156,2022:North Platte:8.6:High,505,,190.90825164516355
2157,2022:North Platte:8.6:High,506,,194.94263149411591
2162,2022:North Platte:8.6:High,511,,195.4986292637915
2163,2022:North Platte:8.6:High,512,,182.02391064278618
2164,2022:North Platte:8.6:High,521,,197.23273747153243
2165,2022:North Platte:8.6:High,522,,182.28682205043108
2166,2022:North Platte:8.6:High,523,,178.30791017905707
2167,2022:North Platte:8.6:High,524,,180.252113549428
2168,2022:North Platte:8.6:High,525,,178.083305145194
2169,2022:North Platte:8.6:High,526,,178.083305145194
2170,2022:North Platte:8.6:High,527,,181.7777515378753
2171,2022:North Platte:8.6:High,528,,185.03120605756803
2001,2022:North Platte:8.6:High,356,,189.90096107418748
2002,2022:North Platte:8.6:High,357,,194.68475535586637
2003,2022:North Platte:8.6:High,358,,190.02555056576273
2013,2022:North Platte:8.6:High,376,,185.9826902302404
2014,2022:North Platte:8.6:High,385,,189.7330137049678
2015,2022:North Platte:8.6:High,386,,195.22352079430274
2017,2022:North Platte:8.6:High,388,,191.7490071611078
2020,2022:North Platte:8.6:High,391,,192.44971038309657
2024,2022:North Platte:8.6:High,403,,184.29051652595564
2030,2022:North Platte:8.6:High,417,,195.79425812193048
2037,2022:North Platte:8.6:High,424,,196.82795215222743
2041,2022:North Platte:8.6:High,436,,192.56451418036337
2053,2022:North Platte:8.6:High,456,,197.42248563122047
2067,2022:North Platte:8.6:High,486,,191.99884737283836
2070,2022:North Platte:8.6:High,497,,173.2642753755133
2079,2022:North Platte:8.6:High,515,,173.16241598920973
2090,2022:North Platte:8.6:High,366,,198.1926560373063
2093,2022:North Platte:8.6:High,377,,190.83055290072417
2098,2022:North Platte:8.6:High,382,,195.79993867855902
2103,2022:North Platte:8.6:High,395,,190.20721784644024
2108,2022:North Platte:8.6:High,400,,195.4035028502441
2113,2022:North Platte:8.6:High,413,,191.64010116722656
2118,2022:North Platte:8.6:High,426,,183.18091711484314
2121,2022:North Platte:8.6:High,429,,194.18846052272502
2125,2022:North Platte:8.6:High,441,,195.223468225083
2128,2022:North Platte:8.6:High,444,,191.67264888385094
2138,2022:North Platte:8.6:High,462,,196.14096753266816
2139,2022:North Platte:8.6:High,463,,199.57814370285172
2140,2022:North Platte:8.6:High,464,,182.33862735271174
2141,2022:North Platte:8.6:High,473,,182.5872574668299
2152,2022:North Platte:8.6:High,492,,193.83415879224285
2153,2022:North Platte:8.6:High,493,,181.1663039747958
2158,2022:North Platte:8.6:High,507,,180.17905888793933
2161,2022:North Platte:8.6:High,510,,186.4864049938401
1998,2022:North Platte:8.6:High,353,,179.93341268121168
1999,2022:North Platte:8.6:High,354,,186.51111761416425
2000,2022:North Platte:8.6:High,355,,185.61892514237707
2008,2022:North Platte:8.6:High,371,,190.3961172958347
2010,2022:North Platte:8.6:High,373,,197.03633305295807
2011,2022:North Platte:8.6:High,374,,187.37908136326382
2031,2022:North Platte:8.6:High,418,,181.7501036227662
2032,2022:North Platte:8.6:High,419,,193.79870814775225
2038,2022:North Platte:8.6:High,433,,182.35632253703548
2039,2022:North Platte:8.6:High,434,,196.26956408549896
2042,2022:North Platte:8.6:High,437,,196.1646137049015
2044,2022:North Platte:8.6:High,439,,184.70066797643747
2052,2022:North Platte:8.6:High,455,,185.56525346154024
2056,2022:North Platte:8.6:High,467,,197.77478167787825
2066,2022:North Platte:8.6:High,485,,183.53956057855558
2071,2022:North Platte:8.6:High,498,,177.28780609899707
2074,2022:North Platte:8.6:High,501,,197.5496384799945
2077,2022:North Platte:8.6:High,504,,182.67966150879127
2092,2022:North Platte:8.6:High,368,,180.07514443315577
2096,2022:North Platte:8.6:High,380,,180.40715336769992
2101,2022:North Platte:8.6:High,393,,187.53188444187424
2106,2022:North Platte:8.6:High,398,,189.54701719658803
2109,2022:North Platte:8.6:High,409,,194.27979778045577
2111,2022:North Platte:8.6:High,411,,189.10473910962497
2115,2022:North Platte:8.6:High,415,,193.975213321171
2116,2022:North Platte:8.6:High,416,,191.53648091340625
2119,2022:North Platte:8.6:High,427,,194.58382545174877
2122,2022:North Platte:8.6:High,430,,192.0775230528807
2133,2022:North Platte:8.6:High,457,,182.29034649304103
2143,2022:North Platte:8.6:High,475,,182.42581050409458
2144,2022:North Platte:8.6:High,476,,192.90305290330014
2145,2022:North Platte:8.6:High,477,,187.8785567479384
2148,2022:North Platte:8.6:High,480,,183.31015933290067
2154,2022:North Platte:8.6:High,495,,194.2858817445429
2004,2022:North Platte:8.6:High,359,,187.20950042683427
2007,2022:North Platte:8.6:High,370,,181.99356005508247
2021,2022:North Platte:8.6:High,392,,177.5661507519599
2023,2022:North Platte:8.6:High,402,,186.9416597522012
2027,2022:North Platte:8.6:High,406,,197.6359490875855
2029,2022:North Platte:8.6:High,408,,194.03268453041787
2047,2022:North Platte:8.6:High,450,,198.79022133432153
2048,2022:North Platte:8.6:High,451,,191.74478660928867
2049,2022:North Platte:8.6:High,452,,188.64705176655335
2050,2022:North Platte:8.6:High,453,,196.3920033633859
2054,2022:North Platte:8.6:High,465,,204.13538971774864
2055,2022:North Platte:8.6:High,466,,199.45792834713848
2059,2022:North Platte:8.6:High,470,,201.0878239836166
2062,2022:North Platte:8.6:High,481,,194.6498042545138
2064,2022:North Platte:8.6:High,483,,170.90710889190277
2068,2022:North Platte:8.6:High,487,,189.10888382418287
2076,2022:North Platte:8.6:High,503,,168.53865302853447
2085,2022:North Platte:8.6:High,361,,191.04363339807838
2089,2022:North Platte:8.6:High,365,,194.76035478581585
2091,2022:North Platte:8.6:High,367,,181.71834212768024
2094,2022:North Platte:8.6:High,378,,194.95232225337853
2104,2022:North Platte:8.6:High,396,,185.63438691106757
2105,2022:North Platte:8.6:High,397,,165.01182713726828
2110,2022:North Platte:8.6:High,410,,189.2281747076365
2114,2022:North Platte:8.6:High,414,,193.87530305528813
2120,2022:North Platte:8.6:High,428,,193.4527898039816
2123,2022:North Platte:8.6:High,431,,180.63038234424897
2124,2022:North Platte:8.6:High,432,,186.9220202654311
2129,2022:North Platte:8.6:High,445,,204.56144778037637
2130,2022:North Platte:8.6:High,446,,177.5940822274367
2146,2022:North Platte:8.6:High,478,,177.54937771176583
2147,2022:North Platte:8.6:High,479,,186.88408813860528
2151,2022:North Platte:8.6:High,491,,187.9113995416224
2155,2022:North Platte:8.6:High,496,,187.04475887189975
2005,2022:North Platte:8.6:High,360,,191.242818903043
2006,2022:North Platte:8.6:High,369,,186.40025918995028
2009,2022:North Platte:8.6:High,372,,186.40025918995028
2012,2022:North Platte:8.6:High,375,,191.80050089932323
2016,2022:North Platte:8.6:High,387,,197.44394604109797
2019,2022:North Platte:8.6:High,390,,191.242818903043
2022,2022:North Platte:8.6:High,401,,154.15060748542956
2025,2022:North Platte:8.6:High,404,,183.04235346853096
2033,2022:North Platte:8.6:High,420,,203.4462423868851
2034,2022:North Platte:8.6:High,421,,154.15060748542956
2036,2022:North Platte:8.6:High,423,,186.36470209059422
2046,2022:North Platte:8.6:High,449,,191.242818903043
2051,2022:North Platte:8.6:High,454,,203.54637671523716
2060,2022:North Platte:8.6:High,471,,203.4462423868851
2061,2022:North Platte:8.6:High,472,,186.40025918995028
2065,2022:North Platte:8.6:High,484,,203.4462423868851
2069,2022:North Platte:8.6:High,488,,191.242818903043
2075,2022:North Platte:8.6:High,502,,186.40025918995028
2087,2022:North Platte:8.6:High,363,,186.40025918995028
2095,2022:North Platte:8.6:High,379,,203.4462423868851
2097,2022:North Platte:8.6:High,381,,183.04235346853096
2099,2022:North Platte:8.6:High,383,,186.40025918995028
2100,2022:North Platte:8.6:High,384,,197.44394604109797
2107,2022:North Platte:8.6:High,399,,190.6294799687194
2112,2022:North Platte:8.6:High,412,,191.80050089932323
2127,2022:North Platte:8.6:High,443,,191.242818903043
2131,2022:North Platte:8.6:High,447,,190.6294799687194
2132,2022:North Platte:8.6:High,448,,186.36470209059422
2134,2022:North Platte:8.6:High,458,,190.6294799687194
2135,2022:North Platte:8.6:High,459,,203.4462423868851
2137,2022:North Platte:8.6:High,461,,190.6294799687194
2149,2022:North Platte:8.6:High,489,,207.23082782220686
2159,2022:North Platte:8.6:High,508,,154.15060748542956
2160,2022:North Platte:8.6:High,509,,191.242818903043
2197,2022:North Platte:4.3:Low,578,,139.62240535585153
2201,2022:North Platte:4.3:Low,582,,163.45990607183754
2219,2022:North Platte:4.3:Low,616,,145.4234047393828
2231,2022:North Platte:4.3:Low,644,,140.26277761097916
2233,2022:North Platte:4.3:Low,646,,155.72096143661716
2234,2022:North Platte:4.3:Low,647,,162.7158184081225
2237,2022:North Platte:4.3:Low,658,,150.52498395710887
2243,2022:North Platte:4.3:Low,664,,160.1614989714962
2244,2022:North Platte:4.3:Low,673,,162.37788496414075
2245,2022:North Platte:4.3:Low,674,,155.63237337974908
2247,2022:North Platte:4.3:Low,676,,139.68465770646114
2253,2022:North Platte:4.3:Low,690,,155.7275238559529
2255,2022:North Platte:4.3:Low,692,,146.26810833308613
2257,2022:North Platte:4.3:Low,694,,162.23309942265297
2258,2022:North Platte:4.3:Low,695,,151.88240910992482
2259,2022:North Platte:4.3:Low,696,,141.2071779126194
2260,2022:North Platte:4.3:Low,537,,147.33016808332457
2263,2022:North Platte:4.3:Low,540,,139.62240535585153
2267,2022:North Platte:4.3:Low,544,,146.25452454959157
2268,2022:North Platte:4.3:Low,553,,145.52236824459655
2276,2022:North Platte:4.3:Low,569,,147.36637279069575
2282,2022:North Platte:4.3:Low,575,,150.69206521940603
2303,2022:North Platte:4.3:Low,620,,142.81487662218234
2319,2022:North Platte:4.3:Low,652,,150.85613770159637
2322,2022:North Platte:4.3:Low,655,,137.10095360789788
2335,2022:North Platte:4.3:Low,684,,141.610059125362
2339,2022:North Platte:4.3:Low,688,,139.87281529895188
2340,2022:North Platte:4.3:Low,697,,162.83282518309747
2341,2022:North Platte:4.3:Low,698,,141.59797167233623
2342,2022:North Platte:4.3:Low,699,,140.59354903508302
2343,2022:North Platte:4.3:Low,700,,148.95343063087367
2344,2022:North Platte:4.3:Low,701,,150.07371806423967
2345,2022:North Platte:4.3:Low,702,,156.98300990163568
2346,2022:North Platte:4.3:Low,703,,140.95935090821325
2347,2022:North Platte:4.3:Low,704,,148.07191449384854
2174,2022:North Platte:4.3:Low,531,,155.0237842402235
2176,2022:North Platte:4.3:Low,533,,139.6152999686908
2181,2022:North Platte:4.3:Low,546,,148.7691782704677
2182,2022:North Platte:4.3:Low,547,,176.76603090109703
2188,2022:North Platte:4.3:Low,561,,150.49527151790036
2193,2022:North Platte:4.3:Low,566,,160.7461556519578
2198,2022:North Platte:4.3:Low,579,,161.56178188033851
2199,2022:North Platte:4.3:Low,580,,142.59613499670968
2202,2022:North Platte:4.3:Low,583,,151.58538718261744
2205,2022:North Platte:4.3:Low,594,,154.0640022409445
2209,2022:North Platte:4.3:Low,598,,156.125537741474
2211,2022:North Platte:4.3:Low,600,,156.44133065789177
2224,2022:North Platte:4.3:Low,629,,155.60297285781934
2225,2022:North Platte:4.3:Low,630,,173.90735087866372
2228,2022:North Platte:4.3:Low,641,,172.07593294898598
2239,2022:North Platte:4.3:Low,660,,141.7952828673923
2256,2022:North Platte:4.3:Low,693,,171.5235435356527
2261,2022:North Platte:4.3:Low,538,,148.62347208676172
2265,2022:North Platte:4.3:Low,542,,150.33761015453075
2266,2022:North Platte:4.3:Low,543,,162.88141241021984
2269,2022:North Platte:4.3:Low,554,,164.61279498080327
2273,2022:North Platte:4.3:Low,558,,143.6952089653671
2274,2022:North Platte:4.3:Low,559,,152.4259028530151
2280,2022:North Platte:4.3:Low,573,,155.0144882837273
2281,2022:North Platte:4.3:Low,574,,150.31370732964996
2284,2022:North Platte:4.3:Low,585,,152.02082889795363
2286,2022:North Platte:4.3:Low,587,,142.07203394108166
2295,2022:North Platte:4.3:Low,604,,148.64253181199027
2301,2022:North Platte:4.3:Low,618,,156.67692010549953
2306,2022:North Platte:4.3:Low,623,,164.8818642291126
2309,2022:North Platte:4.3:Low,634,,154.8743922970083
2323,2022:North Platte:4.3:Low,656,,146.289716006138
2329,2022:North Platte:4.3:Low,670,,167.57818120630887
2334,2022:North Platte:4.3:Low,683,,165.19636999077392
2337,2022:North Platte:4.3:Low,686,,142.96566478077372
2175,2022:North Platte:4.3:Low,532,,135.32138052891966
2179,2022:North Platte:4.3:Low,536,,166.0623214981506
2189,2022:North Platte:4.3:Low,562,,151.26508182383785
2203,2022:North Platte:4.3:Low,584,,154.65439492179047
2206,2022:North Platte:4.3:Low,595,,166.78478020143476
2210,2022:North Platte:4.3:Low,599,,144.38378520261605
2215,2022:North Platte:4.3:Low,612,,147.28152960538074
2217,2022:North Platte:4.3:Low,614,,153.85303211302897
2218,2022:North Platte:4.3:Low,615,,157.9615630604346
2220,2022:North Platte:4.3:Low,625,,149.29829049653523
2223,2022:North Platte:4.3:Low,628,,142.42605850991686
2229,2022:North Platte:4.3:Low,642,,161.11498906411103
2230,2022:North Platte:4.3:Low,643,,138.73859936858452
2235,2022:North Platte:4.3:Low,648,,155.11810139881484
2236,2022:North Platte:4.3:Low,657,,156.92925006092923
2240,2022:North Platte:4.3:Low,661,,151.4139354049079
2252,2022:North Platte:4.3:Low,689,,160.88052686619733
2254,2022:North Platte:4.3:Low,691,,168.78811007062194
2262,2022:North Platte:4.3:Low,539,,137.68023389293253
2270,2022:North Platte:4.3:Low,555,,158.1929005993774
2277,2022:North Platte:4.3:Low,570,,141.02808024391638
2288,2022:North Platte:4.3:Low,589,,163.979833474955
2292,2022:North Platte:4.3:Low,601,,159.7192438257438
2293,2022:North Platte:4.3:Low,602,,156.1509901876173
2294,2022:North Platte:4.3:Low,603,,142.0920403912745
2297,2022:North Platte:4.3:Low,606,,138.89730151735102
2302,2022:North Platte:4.3:Low,619,,149.0895881581207
2312,2022:North Platte:4.3:Low,637,,160.25265259048047
2313,2022:North Platte:4.3:Low,638,,143.36130483038625
2315,2022:North Platte:4.3:Low,640,,151.2800518097503
2318,2022:North Platte:4.3:Low,651,,158.93763181044662
2328,2022:North Platte:4.3:Low,669,,137.38047929521042
2330,2022:North Platte:4.3:Low,671,,147.42334628330383
2333,2022:North Platte:4.3:Low,682,,161.75707809315688
2336,2022:North Platte:4.3:Low,685,,151.54327343703127
2173,2022:North Platte:4.3:Low,530,,148.9655146588663
2178,2022:North Platte:4.3:Low,535,,144.23533553939274
2184,2022:North Platte:4.3:Low,549,,154.4330753734447
2185,2022:North Platte:4.3:Low,550,,157.4908069330179
2186,2022:North Platte:4.3:Low,551,,153.3699978071507
2190,2022:North Platte:4.3:Low,563,,149.03317800464873
2191,2022:North Platte:4.3:Low,564,,145.5959409466713
2192,2022:North Platte:4.3:Low,565,,155.83170837491818
2196,2022:North Platte:4.3:Low,577,,158.95282454210695
2200,2022:North Platte:4.3:Low,581,,146.51176084137103
2204,2022:North Platte:4.3:Low,593,,150.5102863695899
2214,2022:North Platte:4.3:Low,611,,166.10482786538643
2222,2022:North Platte:4.3:Low,627,,150.36577333874578
2226,2022:North Platte:4.3:Low,631,,150.8783221122138
2227,2022:North Platte:4.3:Low,632,,170.5013037613492
2242,2022:North Platte:4.3:Low,663,,158.42012688060112
2248,2022:North Platte:4.3:Low,677,,155.48539097020802
2250,2022:North Platte:4.3:Low,679,,163.28415382790584
2275,2022:North Platte:4.3:Low,560,,151.9682918189635
2279,2022:North Platte:4.3:Low,572,,167.10367892855095
2287,2022:North Platte:4.3:Low,588,,156.43683942490304
2289,2022:North Platte:4.3:Low,590,,146.48927838744933
2291,2022:North Platte:4.3:Low,592,,166.90381508414012
2296,2022:North Platte:4.3:Low,605,,160.47768743361735
2307,2022:North Platte:4.3:Low,624,,159.59308143536376
2308,2022:North Platte:4.3:Low,633,,148.06156110988096
2310,2022:North Platte:4.3:Low,635,,160.69134925025656
2311,2022:North Platte:4.3:Low,636,,156.47167578082087
2316,2022:North Platte:4.3:Low,649,,156.43113793857415
2317,2022:North Platte:4.3:Low,650,,141.59009565883534
2324,2022:North Platte:4.3:Low,665,,149.7934696633217
2326,2022:North Platte:4.3:Low,667,,148.44375957658988
2327,2022:North Platte:4.3:Low,668,,150.51107051977948
2331,2022:North Platte:4.3:Low,672,,161.32553313005806
2172,2022:North Platte:4.3:Low,529,,141.6341149021322
2177,2022:North Platte:4.3:Low,534,,139.45952547567302
2180,2022:North Platte:4.3:Low,545,,134.7353148757951
2187,2022:North Platte:4.3:Low,552,,157.78863730566766
2194,2022:North Platte:4.3:Low,567,,152.79836511420453
2195,2022:North Platte:4.3:Low,568,,139.06798143873564
2207,2022:North Platte:4.3:Low,596,,144.53543707318008
2208,2022:North Platte:4.3:Low,597,,169.04174128181535
2212,2022:North Platte:4.3:Low,609,,156.35832357354596
2213,2022:North Platte:4.3:Low,610,,159.01623024129864
2216,2022:North Platte:4.3:Low,613,,156.258390947559
2221,2022:North Platte:4.3:Low,626,,157.2343518627877
2232,2022:North Platte:4.3:Low,645,,154.18271455679144
2241,2022:North Platte:4.3:Low,662,,160.0055597294334
2246,2022:North Platte:4.3:Low,675,,168.85147679434613
2249,2022:North Platte:4.3:Low,678,,175.71055888212243
2251,2022:North Platte:4.3:Low,680,,161.69463871899123
2264,2022:North Platte:4.3:Low,541,,159.29358464557367
2271,2022:North Platte:4.3:Low,556,,141.7603158964537
2272,2022:North Platte:4.3:Low,557,,162.37352847913522
2278,2022:North Platte:4.3:Low,571,,139.46602101462724
2283,2022:North Platte:4.3:Low,576,,161.98795576542767
2285,2022:North Platte:4.3:Low,586,,173.0699445201604
2298,2022:North Platte:4.3:Low,607,,141.50564306833607
2299,2022:North Platte:4.3:Low,608,,157.10882712199546
2300,2022:North Platte:4.3:Low,617,,159.38949114924839
2304,2022:North Platte:4.3:Low,621,,148.95951222692992
2305,2022:North Platte:4.3:Low,622,,166.29842722784426
2314,2022:North Platte:4.3:Low,639,,149.06859116622192
2320,2022:North Platte:4.3:Low,653,,153.5691584914592
2321,2022:North Platte:4.3:Low,654,,156.35229660582746
2325,2022:North Platte:4.3:Low,666,,171.9897937333985
2332,2022:North Platte:4.3:Low,681,,167.013667143087
2338,2022:North Platte:4.3:Low,687,,142.34721238089773
2352,2022:North Platte:4.3:Medium,709,,174.32312696726007
2360,2022:North Platte:4.3:Medium,725,,167.5960730642932
2364,2022:North Platte:4.3:Medium,737,,155.14092681824576
2368,2022:North Platte:4.3:Medium,741,,174.7924586343603
2375,2022:North Platte:4.3:Medium,757,,179.7070436679064
2379,2022:North Platte:4.3:Medium,769,,174.45039960866578
2381,2022:North Platte:4.3:Medium,771,,182.9604747287764
2389,2022:North Platte:4.3:Medium,787,,181.45713872878173
2391,2022:North Platte:4.3:Medium,789,,181.16866041620733
2395,2022:North Platte:4.3:Medium,801,,169.1762792661983
2396,2022:North Platte:4.3:Medium,802,,164.33346185076857
2397,2022:North Platte:4.3:Medium,803,,164.8123535889029
2406,2022:North Platte:4.3:Medium,820,,172.95127397874373
2413,2022:North Platte:4.3:Medium,835,,181.53832176269074
2428,2022:North Platte:4.3:Medium,866,,191.4002205700325
2440,2022:North Platte:4.3:Medium,718,,161.12269745653794
2443,2022:North Platte:4.3:Medium,729,,175.27075995202702
2451,2022:North Platte:4.3:Medium,745,,167.32782578557874
2456,2022:North Platte:4.3:Medium,750,,186.70499912376204
2459,2022:North Platte:4.3:Medium,761,,174.51373526824167
2463,2022:North Platte:4.3:Medium,765,,182.29858995561338
2465,2022:North Platte:4.3:Medium,767,,187.9670430172601
2467,2022:North Platte:4.3:Medium,777,,189.48669903423522
2475,2022:North Platte:4.3:Medium,793,,185.226216223917
2478,2022:North Platte:4.3:Medium,796,,175.71888676086937
2483,2022:North Platte:4.3:Medium,809,,181.7637627454834
2485,2022:North Platte:4.3:Medium,811,,161.49085503695278
2491,2022:North Platte:4.3:Medium,825,,173.98336760127714
2499,2022:North Platte:4.3:Medium,841,,174.9774718609152
2507,2022:North Platte:4.3:Medium,857,,186.02988026064554
2508,2022:North Platte:4.3:Medium,858,,184.21052551754752
2514,2022:North Platte:4.3:Medium,864,,182.22048433008254
2515,2022:North Platte:4.3:Medium,873,,183.0464080095909
2521,2022:North Platte:4.3:Medium,879,,176.18794912563828
2348,2022:North Platte:4.3:Medium,705,,160.14740793716135
2357,2022:North Platte:4.3:Medium,722,,161.97712428366503
2366,2022:North Platte:4.3:Medium,739,,171.81920233681586
2369,2022:North Platte:4.3:Medium,742,,172.92272472801363
2374,2022:North Platte:4.3:Medium,756,,175.8193806033874
2385,2022:North Platte:4.3:Medium,775,,178.92625287367713
2386,2022:North Platte:4.3:Medium,776,,181.68584668168845
2387,2022:North Platte:4.3:Medium,785,,173.45551616494524
2400,2022:North Platte:4.3:Medium,806,,180.63176965181097
2405,2022:North Platte:4.3:Medium,819,,191.20796782719586
2407,2022:North Platte:4.3:Medium,821,,175.54307992427007
2421,2022:North Platte:4.3:Medium,851,,188.891372255096
2423,2022:North Platte:4.3:Medium,853,,178.11477993924552
2425,2022:North Platte:4.3:Medium,855,,174.9944001813931
2426,2022:North Platte:4.3:Medium,856,,186.87741664353044
2430,2022:North Platte:4.3:Medium,868,,176.04324858236382
2431,2022:North Platte:4.3:Medium,869,,175.74607010530664
2438,2022:North Platte:4.3:Medium,716,,170.04393516670018
2444,2022:North Platte:4.3:Medium,730,,182.75365283159428
2446,2022:North Platte:4.3:Medium,732,,180.7362742432633
2447,2022:North Platte:4.3:Medium,733,,172.91513290930368
2448,2022:North Platte:4.3:Medium,734,,174.72609825213354
2458,2022:North Platte:4.3:Medium,752,,179.7312035267774
2462,2022:North Platte:4.3:Medium,764,,173.9317759221265
2466,2022:North Platte:4.3:Medium,768,,179.36524104362937
2473,2022:North Platte:4.3:Medium,783,,173.69258452322052
2487,2022:North Platte:4.3:Medium,813,,162.98067648223332
2490,2022:North Platte:4.3:Medium,816,,188.24823898320963
2492,2022:North Platte:4.3:Medium,826,,175.12228574697187
2502,2022:North Platte:4.3:Medium,844,,176.58680661904347
2513,2022:North Platte:4.3:Medium,863,,174.75111654262082
2517,2022:North Platte:4.3:Medium,875,,175.9732405717345
2522,2022:North Platte:4.3:Medium,880,,186.45270199964713
2349,2022:North Platte:4.3:Medium,706,,162.0031929211073
2351,2022:North Platte:4.3:Medium,708,,160.8430997066243
2355,2022:North Platte:4.3:Medium,712,,175.53865146548765
2361,2022:North Platte:4.3:Medium,726,,159.47986030402623
2367,2022:North Platte:4.3:Medium,740,,166.1586936816115
2372,2022:North Platte:4.3:Medium,754,,168.1603596911835
2394,2022:North Platte:4.3:Medium,792,,176.80178288230772
2403,2022:North Platte:4.3:Medium,817,,178.34186627291078
2409,2022:North Platte:4.3:Medium,823,,161.5684809812536
2411,2022:North Platte:4.3:Medium,833,,179.98070955738842
2412,2022:North Platte:4.3:Medium,834,,164.95788780096072
2414,2022:North Platte:4.3:Medium,836,,172.88438642857216
2417,2022:North Platte:4.3:Medium,839,,186.60966109233067
2418,2022:North Platte:4.3:Medium,840,,179.666983295564
2419,2022:North Platte:4.3:Medium,849,,164.91240306945303
2429,2022:North Platte:4.3:Medium,867,,179.80944036861226
2434,2022:North Platte:4.3:Medium,872,,182.28566489590568
2442,2022:North Platte:4.3:Medium,720,,176.41085709399252
2471,2022:North Platte:4.3:Medium,781,,185.11075030438388
2476,2022:North Platte:4.3:Medium,794,,179.37735724056586
2477,2022:North Platte:4.3:Medium,795,,167.42640534187723
2481,2022:North Platte:4.3:Medium,799,,171.6286615126106
2488,2022:North Platte:4.3:Medium,814,,181.0327806380878
2494,2022:North Platte:4.3:Medium,828,,183.26439699971357
2498,2022:North Platte:4.3:Medium,832,,180.1281196669096
2500,2022:North Platte:4.3:Medium,842,,176.05328324310014
2503,2022:North Platte:4.3:Medium,845,,169.95218410708344
2504,2022:North Platte:4.3:Medium,846,,177.50202633881943
2509,2022:North Platte:4.3:Medium,859,,176.60989147784784
2510,2022:North Platte:4.3:Medium,860,,179.94172184973309
2511,2022:North Platte:4.3:Medium,861,,185.45869327576932
2516,2022:North Platte:4.3:Medium,874,,182.18712563534237
2518,2022:North Platte:4.3:Medium,876,,182.5140634404905
2350,2022:North Platte:4.3:Medium,707,,167.58707612109188
2353,2022:North Platte:4.3:Medium,710,,181.09656634491367
2354,2022:North Platte:4.3:Medium,711,,170.92634861222174
2356,2022:North Platte:4.3:Medium,721,,172.9714171138672
2358,2022:North Platte:4.3:Medium,723,,160.82746535405352
2363,2022:North Platte:4.3:Medium,728,,162.99961092797878
2371,2022:North Platte:4.3:Medium,753,,163.138318740267
