genotype,combineTestWeight.sp.b,combineTestWeight.sp.mu,combineTestWeight.sp.FWB,combineTestWeight.sp.FWW,combineMoisture.sp.b,combineMoisture.sp.mu,combineMoisture.sp.FWB,combineMoisture.sp.FWW,flagLeafHeight.sp.b,flagLeafHeight.sp.mu,flagLeafHeight.sp.FWB,flagLeafHeight.sp.FWW,earHeight.sp.b,earHeight.sp.mu,earHeight.sp.FWB,earHeight.sp.FWW,yieldPerAcre.sp.b,yieldPerAcre.sp.mu,yieldPerAcre.sp.FWB,yieldPerAcre.sp.FWW,GDDToAnthesis.sp.b,GDDToAnthesis.sp.mu,GDDToAnthesis.sp.FWB,GDDToAnthesis.sp.FWW,GDDToSilk.sp.b,GDDToSilk.sp.mu,GDDToSilk.sp.FWB,GDDToSilk.sp.FWW,anthesisSilkingIntervalGDD.sp.b,anthesisSilkingIntervalGDD.sp.mu,anthesisSilkingIntervalGDD.sp.FWB,anthesisSilkingIntervalGDD.sp.FWW,kernelRowNumber.sp.b,kernelRowNumber.sp.mu,kernelRowNumber.sp.FWB,kernelRowNumber.sp.FWW,earWidth.sp.b,earWidth.sp.mu,earWidth.sp.FWB,earWidth.sp.FWW,earLength.sp.b,earLength.sp.mu,earLength.sp.FWB,earLength.sp.FWW,shelledCobWidth.sp.b,shelledCobWidth.sp.mu,shelledCobWidth.sp.FWB,shelledCobWidth.sp.FWW,shelledCobMass.sp.b,shelledCobMass.sp.mu,shelledCobMass.sp.FWB,shelledCobMass.sp.FWW,kernelMassPerEar.sp.b,kernelMassPerEar.sp.mu,kernelMassPerEar.sp.FWB,kernelMassPerEar.sp.FWW,kernelsPerEar.sp.b,kernelsPerEar.sp.mu,kernelsPerEar.sp.FWB,kernelsPerEar.sp.FWW,hundredKernelMass.sp.b,hundredKernelMass.sp.mu,hundredKernelMass.sp.FWB,hundredKernelMass.sp.FWW,earFillLength.sp.b,earFillLength.sp.mu,earFillLength.sp.FWB,earFillLength.sp.FWW,kernelsPerRow.sp.b,kernelsPerRow.sp.mu,kernelsPerRow.sp.FWB,kernelsPerRow.sp.FWW,earParent,pollenParent,earParentAge,pollenParentAge,oldestParentAge,youngestParentAge,meanParentAge
66 X CI 3A,1.16876550366146,57.2053810022897,59.8956469123365,54.4249147703921,1.24605927272864,15.7284315634963,23.5609407766765,10.8539258387473,0.993761831985115,254.449905862616,303.727793915136,191.814016804767,0.999999024768237,116.276537682373,146.724022803834,76.8548215462417,0.99748357080039,125.90785560887,173.224360555022,58.6839461727263,0.967881047416885,2273.00346100209,2912.97147400641,1425.51020913583,0.962835580840419,2287.72592884539,2787.63924520979,1480.43050631592,0.999171847177373,9.19037396637668,200.625040842133,-172.233502396975,0.990530647481881,16.6710910072037,17.4803192568551,16.040019919508,1.09052194037538,4.43332459965014,4.88398235992844,3.72415192026066,1.01527779320426,16.4220589739251,17.6800918308994,14.8368269940236,0.896239728158407,2.76992795516792,3.050587993695,2.60784429817119,0.929932379075818,24.271761195935,29.625038987955,18.8707622862758,1.02487451999738,134.958373691559,165.14097289911,75.5674999983233,1.19154949437501,532.499839906169,656.715661271808,385.670363977911,1.09028291633827,26.0837699254087,30.2658984580474,18.3468784029378,0.984992979385769,14.6396976391832,16.8315519599549,12.5066603051933,1.01116258674621,34.1527822232245,39.7351634923178,28.7716970137556,66,CI 3A,2002,1945,1945,2002,1973.5
66 X I159,1.12535496462347,57.7843824773535,60.3747259539055,55.1071889186529,1.1621104800957,15.3320765984505,22.6368984807599,10.7859732853933,1.04678477002732,245.37576378437,297.282912008655,179.397887987003,1.06004610694242,119.112474145167,151.388243690714,77.3235966722305,1.02023443267539,125.810865045211,174.206577007849,57.0536953900016,0.984412166155619,2253.26036878996,2904.15884400366,1391.29218571777,0.981930661030024,2267.42949832382,2777.25716045377,1444.12368820933,1.00672427035341,9.57475344905256,202.45641427174,-173.220448469963,1.04092317999517,15.9336799116647,16.7840770650597,15.2705035373877,1.02835295504746,4.38409124902917,4.80905770072453,3.71534741776057,0.965671985919345,15.778576386206,16.9751425826478,14.2707978014474,0.919629360197296,2.60583153260376,2.89381610141321,2.43951789452321,0.826609840719436,20.7148940528776,25.4733820919609,15.9139870741615,0.951012393518809,131.35922919554,159.366585564458,76.2486221484232,0.877920005203674,482.16273606235,573.683528991644,373.980461738445,0.976594081143114,27.3684254617604,31.1144641369987,20.4382953514331,0.938913181040471,13.9777406846067,16.0670559952359,11.9444907930354,0.930823368537649,32.4857411386594,37.6245892383301,27.5321956587146,66,I159,2002,1998,1998,2002,2000
66 X K201,1.49071889159987,56.6513434049055,60.0826820292661,53.1049574734587,1.11236249017995,15.945847904548,22.9379626806384,11.5943556079539,1.03489423774527,250.498986355182,301.816516121783,185.27055980902,1.0282238608653,123.488130499258,154.794991735931,82.9537418014062,0.954579839335616,124.473382965508,169.75471191329,60.1409061733587,0.969407976172116,2268.89616656696,2909.87379285392,1420.06590968382,0.963160561414414,2287.03198844026,2787.11403778434,1479.46408394707,1.00898807043951,11.249924373406,204.565314205352,-171.956325342934,1.06287550112947,15.1902853555987,16.0586167732716,14.5131230686083,1.04649088237427,4.3981978558968,4.83065979888175,3.71765882634315,1.01656933055269,16.6424589260656,17.902092129695,15.0552103687094,0.885731254205355,2.63742926713955,2.9147985469423,2.47724605243996,1.09781670926715,22.809128716791,29.1288546900589,16.4330663458365,1.07362167903784,143.439299443974,175.057504606318,81.2235566482425,1.07166620999472,487.363121919608,599.081434195102,355.306343140075,1.01150201285509,29.4383632805534,33.3183024829304,22.2605186762335,1.01624471164342,14.4917091115945,16.7531063081167,12.290995039747,1.05598661363988,33.8144834296381,39.6443271853941,28.1948590264649,66,K201,2002,1963,1963,2002,1982.5
66 X OS426,1.05285782405951,57.8600919127312,60.28356137972,55.3553673827757,0.988344766862836,13.8797157960215,20.0922769973034,10.0133730549183,0.988283406632017,248.202788211103,297.209016372323,185.912199235813,0.960232692918531,116.46079000008,145.697489143414,78.606732438733,1.0785711594203,133.77371260858,184.936678188592,61.0850267356616,0.997920633841164,2232.4728115169,2892.30315624755,1358.67638236313,0.995082249539073,2246.23010717061,2762.88619811837,1411.89726667459,1.0075985328581,8.6232843402769,201.672448032285,-174.330661135222,1.06622369190189,16.1589595182726,17.0300262885215,15.4796640853791,1.03263205302205,4.38786379421277,4.81459858145265,3.71633724096155,0.909111993589036,16.2256602307479,17.3521428212859,14.8061931497227,0.990815728382609,2.68481384572433,2.9950906296742,2.50562625604213,0.927818199945732,22.3669921243627,27.7080993667383,16.978272257173,0.986174828103815,132.9601554663,162.00304706371,75.8119060830367,0.970440952393987,505.300052174735,606.465904334069,385.71682283178,1.03746276672156,26.2199602145,30.1994801842603,18.8578922920885,0.940760177212077,14.473542424503,16.5669677609131,12.4362927970227,0.935175940438921,33.6941567596978,38.8570343440157,28.7174482784829,66,OS426,2002,1934,1934,2002,1968
A344 X OS426,1.03547669456315,57.5742656106805,59.9577271718783,55.1108903877377,0.929242407659545,13.4472861978102,19.2883403744169,9.81214817913711,0.986166785553316,237.181622371863,286.082893174883,175.024442065326,0.96815581011364,105.979500681818,135.45743905333,67.8130999388851,0.99827224984375,134.158258823922,181.512175449773,66.8811975463472,1.02430125649391,2199.10934919225,2876.38269965791,1302.21359420923,1.02213227864332,2210.98457962095,2741.68530085279,1353.97147563063,1.00699375509893,8.29914953479872,201.232441838729,-174.54498387412,1.02290387766279,15.4495594941007,16.2852355194584,14.7978632903276,0.973957111724644,4.25012724134507,4.65261463231482,3.61675733931957,0.952813828566826,15.8598710135038,17.0405046400244,14.3721688673064,1.01140941201646,2.63473115754142,2.95145691252047,2.45181922999567,0.838266362924052,19.9066117529636,24.7322020920143,15.0380042993161,0.95994752483911,117.288466345509,145.55896272059,61.6600737106725,0.804333335385552,476.905247338529,560.754828391043,377.790739159216,1.05446283327502,24.6281252282119,28.6728543857202,17.1454210298137,0.928249257024508,13.8699247979192,15.9355102257778,11.8597680131303,0.899124683543388,32.2651557149211,37.2290031295523,27.4803005397977,A344,OS426,1996,1934,1934,1996,1965
B105 X 3IIH6,1.30218829042223,57.4404051144638,60.4377837633118,54.342529143836,1.00783046504827,14.1375955699716,20.4726404394891,10.1950259996682,1.01052178050312,237.211648399869,287.320615731401,173.519395289587,0.979965257097735,104.641864273545,134.47937095706,66.0099144098621,1.00251736316365,145.813159852206,193.368447138466,78.2500055283731,0.997123048542954,2200.28238130672,2859.58535846481,1327.1843315249,0.998606958985658,2206.86683953568,2725.35299287802,1369.57868469669,0.976894934179353,7.3750764454135,194.541635256633,-170.003886201717,0.933166533431097,15.8930176014951,16.6553814136614,15.2984934232169,0.954526932152443,4.29160107421645,4.68605895116762,3.67086672953104,0.988448173197343,16.8339854173748,18.0587736355569,15.2906446045294,1.08642321450525,2.57826480398999,2.91848134612687,2.38178673889128,0.951757433608461,18.0393674561564,23.5182840390908,12.5116097644757,1.00316541266453,128.195769168615,157.739034220621,70.0629254355754,1.00461569664242,496.781399553408,601.509876636692,372.986964707311,0.971673461384761,25.5758406229972,29.3030046887361,18.6806283314517,1.03926985262379,14.6445416274195,16.9571754883651,12.393965793753,0.998295462680895,33.1787256550534,38.6900706800145,27.8661151814022,B105,3IIH6,1996,1993,1993,1996,1994.5
B14A X MO17,1.35550342529284,56.965171226096,60.0852707196153,53.740459776758,1.14352064309904,15.5027481378582,22.6907175776439,11.0293671012172,0.989673222988195,243.177074926189,292.252220218868,180.798887111524,1.05434409527991,114.557343278533,146.659500739511,72.9932491099769,1.02583181814489,151.186273944384,199.847502778684,82.0518768892497,1.02864773991234,2273.50926914354,2953.65653718849,1372.80765870308,1.05005717741214,2286.06348870228,2831.26308080101,1405.63658135937,0.960249172089068,10.8130266135485,194.790368344994,-163.543494306493,1.03424845065001,14.8991638801957,15.7441080175143,14.2402400030208,1.02052457438975,4.2313213946009,4.6530527710876,3.56766840422304,1.0366895498141,16.4726934974814,17.7572577072746,14.8540296809426,0.912809908239858,2.50277246033199,2.7886214982238,2.33769211026273,1.14927073267861,20.0124905129985,26.628418325278,13.3375858492108,1.06151562066618,131.863403201111,163.12508441766,70.3491993446793,0.937419866056075,497.119325057466,594.842818018787,381.605140957253,1.13644778877612,26.3202523027779,30.6794609559384,18.2557645162108,0.989034622467128,14.6262064167167,16.8270543983939,12.484416760869,0.92617506774867,34.8426316754825,39.9558176436645,29.9138229717521,B14A,MO17,1962,1964,1962,1964,1963
B37 X H95,0.85153359145837,58.1605633988669,60.1206244934008,56.1347845844176,1.18333815905013,14.9429286958131,22.3811840307872,10.3137840340406,0.9610500071753,249.243130524886,296.898930075826,188.669037526939,1.0038065807595,112.929144084227,143.49255982314,73.3573274102532,0.966255163367775,125.935588383877,171.770746530943,60.8162706367982,1.04523481510847,2298.79000593577,2989.90473489253,1383.5644678552,1.03648096572572,2306.5736369768,2844.72433189841,1437.5297879336,1.01681323902092,7.98370197708303,202.7983419579,-176.643396836684,1.03694049657294,16.2972503770965,17.1443938200254,15.6366113865598,1.06038047616346,4.27506757748939,4.71326938961082,3.5854960653433,1.08120366307955,15.4123725197696,16.7520942612865,13.7242053649546,0.892460466107324,2.6108207925591,2.8902973443476,2.44942060963158,1.36570353132505,20.4126145130735,28.2744661371576,12.4806794072814,1.03534983548421,122.445974021745,152.937071726177,62.4480619771445,1.19818941375723,486.142990435302,611.051005489712,338.495306041765,0.91429292824714,25.0881761272943,28.59523882186,18.6001489376473,1.06832300994576,13.6509234714092,16.0282078321461,11.3374319921138,1.08268006295073,32.2816317163234,38.2588434753992,26.5199532783599,B37,H95,1958,1968,1958,1968,1963
B37 X MO17,1.02414483958987,57.5530109052131,59.910388788345,55.1165939044281,1.08702425819647,15.3942338116111,22.2270769223804,11.1418630893768,1.00301381570343,246.353007377632,296.089675595841,183.133974343939,1.07008546121172,116.130356753173,148.711799686565,73.9457103200755,0.916003952250368,133.122959767286,176.574407797224,71.3902470371727,1.04035747565518,2273.70705350464,2961.59686009414,1362.75219753398,1.02173563403286,2280.96900560937,2811.46378521775,1424.28847073548,1.06025057558829,2.57666856975167,205.713612746025,-189.937531948507,1.10220458412025,14.4198384353229,15.3203003126337,13.717619430255,0.975129940804306,4.24689028385548,4.64986234597825,3.61275768434533,1.01428286769355,16.4266917953545,17.6834918380281,14.8430132698354,1.07094174427655,2.54471894229139,2.88008741767299,2.35104067866489,1.12901983351133,21.1174056949954,27.6167565483262,14.560117200709,0.910743085097409,128.273934134232,155.09535761797,75.496909748704,0.957701815916868,470.926193482279,570.764025019336,352.912752672277,0.914319463644676,27.4259458879828,30.9331103675453,20.9377303972176,0.998260791890276,14.6792046471659,16.9005831501133,12.5174353932488,1.02837507742541,34.4530916429027,40.1304988621463,28.9804070405903,B37,MO17,1958,1964,1958,1964,1961
B37 X OH43,1.21317723575219,57.3105362308015,60.1030291217743,54.4244155104787,1.25559654718131,15.335725445021,23.2281842863241,10.4239105007706,0.982625594941378,244.449830227188,293.175503227061,182.515847889383,1.01621763955091,108.988287651188,139.92958928652,68.9272052634427,0.890801361726012,128.923035234903,171.178976357148,68.8888132995859,1.01808560099329,2255.44276894722,2928.60629547235,1363.98954856777,1.00990094237811,2256.5723519563,2780.92244801641,1409.81468718614,1.12752451681644,0.378954258622114,216.405137222809,-204.350461520485,1.17370527070183,15.8526245262475,16.8114999171618,15.1048521441421,1.22672005782656,4.28600456332534,4.79294614173897,3.48826146613443,1.18995593369272,15.2882325840951,16.7627094937224,13.4302620725863,0.861302071289503,2.59957943709161,2.86929864827663,2.44381420474656,1.24150469820546,19.522718662654,26.6696034030227,12.3121239224124,1.00164711252963,119.741529530083,149.240080577053,61.6966703939676,1.21397734387659,462.292011517313,588.845875709083,312.698848974224,0.944779955505948,25.9185175759782,29.5425230059236,19.214147619505,0.993750152677155,13.4108353093539,15.6221765183758,11.2588340051006,1.07784857513811,31.6482769106376,37.5988152074823,25.9123101118793,B37,OH43,1958,1949,1949,1958,1953.5
B7 X A344,1.25923071370781,57.3436747467099,60.2421735913107,54.3479938623372,1.1127248502999,14.7147513647455,21.7091438727546,10.3618415380887,0.956179866262797,234.225224259478,281.639527054392,173.95809173845,1.00176273459038,104.433020325444,134.934206027843,64.9417756535514,1.03362020699432,129.488413393281,178.51909125943,59.8291295510422,1.01656597540651,2213.85257392232,2886.01131605801,1323.72996378015,1.01016652429746,2232.77116687345,2757.25915557143,1385.79082330739,1.0172788356015,11.5858230763025,206.489668258962,-173.125816086264,1.00479999924288,15.9501143403508,16.771000142021,15.3099521908495,0.990702183601667,4.27726888216156,4.6866761674575,3.63300956374751,1.00857254239225,15.5933234137434,16.8430477802807,14.0185608621024,1.0524400717287,2.65868450091989,2.98825912453734,2.46835223798149,0.86991067369719,19.8337477150667,24.8415026823391,14.7813517496647,0.970125498867306,118.048677556021,146.618915709089,61.8304773318968,0.967285708855271,491.506939980312,592.343866509935,372.312517612983,0.987025261591372,23.8196327540689,27.6056835552682,16.8154806533295,0.969725723146737,13.9984826535438,16.1563635326218,11.8985071060102,0.93619314882172,32.8387829971892,38.0072763401372,27.856661256964,B7,A344,1968,1996,1968,1996,1982
B7 X OS426,1.45648202315892,57.3223275794997,60.6748597369131,53.8573903700487,1.28007467614823,15.5635696335421,23.6098936840298,10.5559977839888,0.9961127539657,250.3282044323,299.722668173733,187.544138936576,0.968348833824891,123.147952094683,152.631767558503,84.9739420183771,0.993868783461852,117.816129552709,164.961163902262,50.8358332885417,0.995711874211561,2235.30896579327,2893.67886709946,1363.44656446872,0.975389800187327,2280.10921640014,2786.54080187815,1462.28763134212,1.01549814631443,12.1839362856859,206.746613268458,-172.204375559391,0.980498373675507,16.1506541404498,16.9516863798183,15.5259746550323,1.0216510540483,4.32968696736189,4.75188386112167,3.66530142079405,1.00543611794078,16.0592053830057,17.3050433993837,14.4893399741726,0.99469157500252,2.64364120076137,2.95513171718425,2.46375266983056,1.0408699842426,21.7669078362518,27.7588125127657,15.7215890835289,1.01656489191778,128.84822651481,158.786106813853,69.9388908655822,1.1144921527215,503.579867796318,619.762669106198,366.245833849129,1.07700678659535,25.5555369279551,29.6867406224909,17.9128557926416,1.01624233739415,14.6955081742792,16.9569000875063,12.494799243953,1.01253698016558,34.0918989882674,39.6818679471953,28.7034996947946,B7,OS426,1968,1934,1934,1968,1951
B73 X 3IIH6,1.32323977983519,57.4533114724806,60.4991464662037,54.3053544930786,0.791834729313382,13.7007301183312,18.6780638201877,10.6031223194334,0.984950553208892,243.804148424236,292.645109644632,181.723626117374,1.02185023208489,112.605839964953,143.718640044909,72.3227108966752,1.05117558450798,156.676887106653,206.540319647938,85.8344849227769,1.0133425062225,2232.13554705028,2902.16291449465,1344.83546183339,1.02035542368185,2242.06117684717,2771.83933822127,1386.53788784234,0.974069558995835,9.27755867536994,195.902794431317,-167.588388598657,1.1017916547111,16.9996189203179,17.8997434490127,16.2976629942492,0.998740166551809,4.43413782052767,4.84686679909668,3.78465135564862,1.06899298002048,16.3494083705154,17.6739998288751,14.6803067024188,1.09369285190006,2.59667935481724,2.93917240473123,2.39888658632281,1.06685874558944,19.6954808677489,25.8369932599318,13.4992207403025,1.05282482630001,137.112370243962,168.118107188279,76.1017927929323,0.964963073865367,530.650449205,631.245247300708,411.742235073208,0.99209442729347,25.6359723363102,29.4414675424449,18.5958483015353,1.02251527871344,14.3824088993053,16.6577596668821,12.1681156914177,0.954492874680689,33.529944351537,38.7994660040799,28.4504372991495,B73,3IIH6,1972,1993,1972,1993,1982.5
B73 X MO17,1.29886781960864,57.0746620213252,60.0643976062678,53.9846853743362,1.15731764144869,15.5641899587148,22.8388849010932,11.0368359298481,1.04361724237386,247.768357590317,299.518436919333,181.99012813104,1.07017868250976,116.496472690855,149.080753981101,74.3081513106252,1.06549745188086,148.340992561061,198.883795397983,76.5333896025414,1.02833531426651,2278.16013252478,2958.10082309795,1377.73208734037,1.0210114295551,2279.46301951316,2809.58178532499,1423.38969834378,0.99930468449758,3.48882295176292,194.948940572768,-177.959173248058,1.06162934489063,15.0118678051168,15.879181157539,14.3354994493138,0.982700612475381,4.29452707431523,4.70062771350992,3.65547122354806,1.15146347942094,16.676723658849,18.1035044871243,14.8788544022922,1.14595136671511,2.53738792705283,2.89624588059757,2.33014428182942,1.0851454580179,20.2292763213248,26.4760585736986,13.9268079188364,1.08463000365993,138.439902484987,170.382303286439,75.5862337730111,1.17122345221866,512.471466188529,634.56835247553,368.146680272395,0.966248687019646,26.9740033925668,30.6803590027062,20.1172865136961,1.11550490973991,14.7717964188362,17.2540722395026,12.3561308572318,1.11905033003024,35.308852262886,41.486855368831,29.3536228482435,B73,MO17,1972,1964,1964,1972,1968
B73 X PHM49,1.00037435420729,57.6844441894969,59.9871071394025,55.3045766263151,1.05151289521396,15.5744974894425,22.1841224244633,11.4610449919993,0.980349460072697,246.84176580118,295.45457159722,185.051246138762,1.03350386215746,115.483124261523,146.950748415761,74.7405886485415,1.05149777884382,149.860009325207,199.738725436399,78.9958933372267,1.01838826106322,2280.19269728832,2953.55634423537,1388.47446255864,1.03627298448542,2295.53476247459,2833.57747157427,1426.66529658321,0.976064751803696,9.31905941488364,196.326560815729,-167.909163492026,1.0005103945615,15.5479874047877,16.3653687522577,14.9105581798042,1.01369627721936,4.32702200511056,4.74593159049394,3.66780949558935,1.0152835220702,16.041534221282,17.2995741769062,14.4562932964577,0.974419232836311,2.51381216087482,2.81895433526973,2.33758985366848,1.02079895750755,19.8322959451209,25.7086591219501,13.9035486721647,1.02829534247207,134.33356725359,164.616909831863,74.7444589164467,1.14934927201838,497.03360780237,616.850169794741,355.404282234572,0.922045491350835,26.8210416381499,30.3578417658819,20.278000526102,0.98493285406854,14.1166975156577,16.3084180426469,11.9837903851809,1.10031546036641,33.3820661517588,39.4566386256164,27.5265377460052,B73,PHM49,1972,1988,1972,1988,1980
B73 X PHN82,0.912970450074474,57.9733251392456,60.0748016724089,55.8013894522322,1.02446385228085,15.34561049208,21.7852099053475,11.3379721541332,1.04491796380735,241.586032658874,293.400611149685,175.725819930789,1.08024940808235,110.624999414979,143.515909271293,68.0396723627696,1.0645422796671,158.375573499198,208.873066907373,86.6323429396566,1.03130303895789,2271.96977114846,2953.87273681623,1368.94313530452,1.03954222387278,2279.48532812035,2819.22545714991,1407.87474833052,0.978953078948309,8.65643871075778,196.217324343074,-169.096230024226,0.9538480208681,16.1873640141932,16.9666238647822,15.5796635764976,1.07997929392301,4.42335597593317,4.86965699173736,3.72103924006547,0.981773792725843,15.878691633156,17.0952096124052,14.3457720483138,0.78238651273187,2.63641402844719,2.8814206063832,2.49492056059002,1.07403147618568,21.3167775134101,27.4995806706776,15.0788585395774,1.06001312564491,138.075616613345,169.293049286141,76.6484814568282,1.12402348720153,512.969173489437,630.145590714339,374.460634535779,1.04748970941529,26.7371026854416,30.7550841980786,19.3038813341715,0.984946954453052,13.9311622019309,16.1229141057821,11.7982245365699,1.10925921762185,33.3123272767887,39.4362760464394,27.4092030437022,B73,PHN82,1972,1989,1972,1989,1980.5
B73 X PHZ51,0.911489110778089,58.2003218240777,60.2983886085808,56.0319102091547,1.02683787688395,14.5878121523142,21.0423342662774,10.5708867790137,0.973431127890913,249.46978322133,297.739528147259,188.115319636995,0.997164662231376,116.158776977644,146.519962803773,76.8487963858361,1.05993245678873,144.899483562533,195.178305993652,73.4669251030282,1.01573314986835,2253.09665276356,2924.70472629565,1363.70327895209,1.02376996647128,2261.50074818454,2793.05177238558,1403.11451474891,1.0282944291104,6.8018531938349,203.816212678685,-179.909934071855,0.880676352909882,15.7446665433534,16.4641477480858,15.1835840716988,1.00748615895227,4.31075371243622,4.72709696890343,3.65557967848137,1.03562375879405,16.3275837148289,17.6108273007192,14.7105840004898,1.09278066268696,2.61698910922175,2.95919650447031,2.41936130882558,1.10157987568715,20.8946318962069,27.2360210308801,14.4967132503354,1.05069434961601,132.787826775933,163.730821089206,71.9007091916262,1.14933978296527,512.712634410409,632.528207194584,371.084478137468,1.06246050250133,25.9643223916314,30.0397291651646,18.4248649429445,1.03193309393135,14.5367327248482,16.8330404732458,12.3020449031057,1.00714343769095,34.0540387530094,39.6142312834192,28.6943421746264,B73,PHZ51,1972,1986,1972,1986,1979
B84 X 3IIH6,1.32484443372392,57.4774852054767,60.5270137935442,54.3257107914075,0.900169505813589,13.7029827292756,19.3612897633136,10.1815760792338,1.01348903821843,247.891576603195,298.147682000219,184.012299983778,1.05564777844235,119.066300094035,151.208151467415,77.4508124477971,1.01205392188611,145.667820484386,193.675482768258,77.4619640863952,1.01509850989296,2242.73169289658,2913.92013915618,1353.89402073661,1.00674378291651,2243.94035516173,2766.65122424671,1399.82983018602,1.04536385227649,3.72867615619548,204.013423359428,-186.082478777656,1.08668012423513,16.0895843931679,16.9773633398379,15.3972560843753,0.951854343340223,4.37905063458906,4.77240406527128,3.76005428975372,0.984746387692812,16.4306681248716,17.65086945282,14.8931071969049,0.950437481724135,2.57940016529365,2.87703238562201,2.40751492304808,1.16607453885013,21.4714885668823,28.184149694856,14.6989882704953,1.03710557029338,136.408897758489,166.951701929445,76.3092419176911,1.02250353443825,506.807682200679,613.400918133472,380.809006690262,0.941657775805905,26.8021923769185,30.4142216889115,20.1199781061768,1.01039671650123,14.4746965664354,16.7230805195249,12.2866465360871,1.04763794973717,32.9688236879863,38.7525765127651,27.393628214873,B84,3IIH6,1978,1993,1978,1993,1985.5
C.I. 540 X I159,1.17213664081208,57.8997112988251,60.5977368966159,55.1112252092391,1.13740719404906,14.4242951799266,21.5738365552884,9.97482957254677,0.976088102165103,255.170416845141,303.571913742849,193.648486629959,0.953171556073419,128.379934556253,157.401639630886,90.8042393986804,1.03103663431852,121.032864202434,169.940988040755,51.5476963663773,0.981191268400838,2263.668200269,2912.43700103384,1404.52029053455,0.973749351822757,2284.98397758267,2790.56382679483,1468.53783655889,1.01700567314238,11.6200918426757,206.471600918677,-173.041948051907,1.09352717957541,15.8079154691253,16.7012882160702,15.1112248736411,1.02798306767503,4.14867766702415,4.57349126290923,3.48017437563765,1.02387571363516,15.5752283219337,16.8439148802656,13.9765717418696,0.875357520984822,2.47088519394491,2.74500590946974,2.31257805387609,0.92359557937702,18.9450559418681,24.261855114729,13.5808608354037,1.03170943208784,122.248605165144,152.632492831154,62.4616523492954,1.04606831374973,488.120737273193,597.170537898678,359.218276218823,1.01432749320454,24.7560680707335,28.6468453058915,17.5581732256596,1.00005779626547,13.841837024733,16.0672143092825,11.6761762939203,1.01215365379121,32.4460535271659,38.0339062349584,27.0596941745598,C.I. 540,I159,1948,1998,1948,1998,1973
C.I. 540 X OS426,0.98226465257257,58.3258874487776,60.5868654646255,55.9891024489563,1.09572161340452,13.8260527180002,20.713565872393,9.53965848767157,1.01196934988669,254.733340340091,304.914088615241,190.949848270538,1.04643370607123,132.50676816837,164.368073936725,91.2545154218425,1.05758450872428,127.705212084289,177.872657546947,56.4308900636242,0.995817344931676,2239.73291519427,2898.17255429248,1367.77816189754,0.991399115791324,2256.23446584313,2770.97823900466,1424.98977152106,1.00821070157807,9.02122680878204,202.1876779477,-174.043872741444,0.936862636656982,15.9384594588739,16.7038428556957,15.3415804782592,1.00272525000442,4.20818576562445,4.62256157835312,3.5561077780946,1.03230947416433,16.0693816499151,17.3485184987237,14.4575567852779,0.941295483947926,2.50612130317155,2.80089068070521,2.33588937798533,0.914832786971997,20.0641143280383,25.3304693363196,14.7508130642769,1.01805202718517,130.477311346949,160.458987844324,71.4817970864796,0.995062283852975,512.359256832048,616.091816396094,389.742047606726,1.00729510253965,25.4404368190348,29.3042390725513,18.2924453915992,1.02831689055436,14.7935232595264,17.0817840561562,12.5666664548285,1.00832042510206,34.3788035189013,39.945493908868,29.0128433884125,C.I. 540,OS426,1948,1934,1934,1948,1941
CI 3A X I159,1.50490256916792,57.6158040482834,61.0797906795547,54.035675474366,1.11359146314537,16.2923514788532,23.2921913626373,11.936051517097,0.994692533988548,258.215784524368,307.539823503256,195.521234180125,1.02531373486262,134.065778424377,165.284033556469,93.646111999603,0.988800918919608,114.968899131266,161.873534897124,48.3301439981962,0.968922011285205,2278.13921992625,2918.79552368716,1429.73448223619,0.968833393849044,2287.88384613353,2790.91128359164,1475.5595203485,1.00290333733204,7.40894321405951,199.5585387347,-174.692475666512,0.927799221020353,16.1921450949334,16.9501240040797,15.6010404531326,1.06212591968645,4.38208765156452,4.82101076753105,3.69138106747343,1.10514440463,16.2363983366893,17.6057851016042,14.5108506448605,0.947726663571162,2.64660749413386,2.94339081399134,2.47521249942573,1.01648985909775,21.8094392583667,27.6609965446389,15.9057190049408,1.0171250342761,136.554168703911,166.508545219779,77.612373135538,1.00875007418375,503.304928169732,608.464402961929,379.001031911793,1.05948778488772,26.7610950336945,30.8250989988694,19.2427326543321,1.01627937635272,14.6571808797521,16.9186552138727,12.4563917402436,0.989937638188748,33.9106183523518,39.3758218729626,28.6424855584997,CI 3A,I159,1945,1998,1945,1998,1971.5
