loc	genotype	lbsNPerAc	yieldPerAc.sp
North Platte1	B37 X OH43	225	141.224141245329
North Platte1	B73 X 3IIH6	75	178.841845937111
North Platte1	B73 X 3IIH6	150	193.941095654573
North Platte1	B73 X 3IIH6	225	203.591421122455
North Platte1	B73 X MO17	75	155.537020301159
North Platte1	B73 X MO17	150	157.306010834332
North Platte1	B73 X MO17	225	181.07274102889
North Platte1	B73 X PHM49	75	158.869332354161
North Platte1	B73 X PHM49	150	193.211760844549
North Platte1	B73 X PHM49	225	180.392895977159
North Platte1	B73 X PHN82	75	182.800944912751
North Platte1	B73 X PHN82	150	200.214836564492
North Platte1	B73 X PHN82	225	217.198671698371
North Platte1	B73 X PHZ51	75	172.151014414666
North Platte1	B73 X PHZ51	150	172.419311639484
North Platte1	B73 X PHZ51	225	188.213693483559
North Platte1	B84 X 3IIH6	75	158.300644875264
North Platte1	B84 X 3IIH6	150	196.201786418118
North Platte1	B84 X 3IIH6	225	183.46197789208
North Platte1	BORDER	75	NA
North Platte1	F42 X MO17	75	138.526709025609
North Platte1	F42 X MO17	150	157.165602146012
North Platte1	F42 X MO17	225	152.636676413724
North Platte1	F42 X OH43	75	137.106877732707
North Platte1	F42 X OH43	150	156.29870353179
North Platte1	F42 X OH43	225	170.915325025374
North Platte1	HOEGEMEYER 7089 AMXT	75	177.545940447993
North Platte1	HOEGEMEYER 7089 AMXT	150	207.863149074581
North Platte1	HOEGEMEYER 7089 AMXT	225	207.031259685123
North Platte1	HOEGEMEYER 8065RR	75	214.366855520309
North Platte1	HOEGEMEYER 8065RR	150	230.019151889468
North Platte1	HOEGEMEYER 8065RR	225	222.641452792947
North Platte1	LH123HT X 3IIH6	75	175.403600489369
North Platte1	LH123HT X 3IIH6	150	157.348542830861
North Platte1	LH123HT X 3IIH6	225	182.053017917585
North Platte1	LH123HT X PHB47	75	164.167893218164
North Platte1	LH123HT X PHB47	150	207.80073876064
North Platte1	LH123HT X PHB47	225	197.487244893433
North Platte1	LH145 X LH162	75	166.594832223434
North Platte1	LH145 X LH162	150	164.48721253941
North Platte1	LH145 X LH162	225	178.374208769671
North Platte1	LH185 X LH145	75	NA
North Platte1	LH185 X LH145	225	194.40304117761
North Platte1	LH185 X LH82	75	171.085126376948
North Platte1	LH185 X LH82	150	192.733155550381
North Platte1	LH185 X LH82	225	191.74619011025
North Platte1	LH185 X W606S	75	143.583629372447
North Platte1	LH185 X W606S	150	183.997074224546
North Platte1	LH185 X W606S	225	171.924903125134
North Platte1	LH195 X 3IIH6	75	194.200889932128
North Platte1	LH195 X 3IIH6	150	201.163637077814
North Platte1	LH195 X 3IIH6	225	204.271309155191
North Platte1	LH195 X LH123HT	75	183.338262064099
North Platte1	LH195 X LH123HT	150	199.397149727427
North Platte1	LH195 X LH123HT	225	212.902831165638
North Platte1	LH195 X LH185	75	198.071561878116
North Platte1	LH195 X LH185	150	188.629590092756
North Platte1	LH195 X LH185	225	208.069635927075
North Platte1	LH195 X PHM49	75	196.953638213367
North Platte1	LH195 X PHM49	150	206.900901032011
North Platte1	LH195 X PHM49	225	196.02097430636
North Platte1	LH195 X PHZ51	75	192.195986435093
North Platte1	LH195 X PHZ51	150	190.228798608338
North Platte1	LH195 X PHZ51	225	187.065264696238
North Platte1	LH198 X PHB47	75	179.711808162908
North Platte1	LH198 X PHB47	150	182.372071517118
North Platte1	LH198 X PHB47	225	171.345636984881
North Platte1	LH198 X PHZ51	75	170.010715135561
North Platte1	LH198 X PHZ51	150	182.208863441002
North Platte1	LH198 X PHZ51	225	197.615192379431
North Platte1	LH74 X PHM49	75	197.439461792196
North Platte1	LH74 X PHM49	150	196.133996623518
North Platte1	LH74 X PHM49	225	193.944670349712
North Platte1	LH74 X PHM49	NA	NA
North Platte1	LH74 X PHN82	75	202.993679912271
North Platte1	LH74 X PHN82	150	201.528158464767
North Platte1	LH74 X PHN82	225	187.128136551158
North Platte1	LH82 X PHB47	75	163.907954625106
North Platte1	LH82 X PHB47	150	165.785750637327
North Platte1	LH82 X PHB47	225	189.146627681761
North Platte1	LH82 X PHJ89	75	187.346180583839
North Platte1	LH82 X PHJ89	150	193.729180716039
North Platte1	LH82 X PHJ89	225	204.652331221963
North Platte1	LH82 X W606S	75	180.207150627758
North Platte1	LH82 X W606S	150	194.129416008181
North Platte1	LH82 X W606S	225	190.111482971235
North Platte1	N209 X 3IIH6	75	188.282198126715
North Platte1	N209 X 3IIH6	150	190.966454655832
North Platte1	N209 X 3IIH6	225	194.150294975736
North Platte1	PHB47 X 3IIH6	75	179.202704808195
North Platte1	PHB47 X 3IIH6	150	200.964370770528
North Platte1	PHB47 X 3IIH6	225	202.399808890669
North Platte1	PHB47 X LH185	75	148.195506113043
North Platte1	PHB47 X LH185	150	188.061462142989
North Platte1	PHB47 X LH185	225	184.521604308753
North Platte1	PHB47 X PHJ89	75	178.994534301236
North Platte1	PHB47 X PHJ89	150	191.970250740675
North Platte1	PHB47 X PHJ89	225	186.773148221064
North Platte1	PHB47 X PHK56	75	193.481052283862
North Platte1	PHB47 X PHK56	150	171.038936570407
North Platte1	PHB47 X PHK56	225	223.121876259105
North Platte1	PHG39 X PHM49	75	166.927763474836
North Platte1	PHG39 X PHM49	150	193.121298974767
North Platte1	PHG39 X PHM49	225	192.760116705498
North Platte1	PHG39 X PHN82	75	173.300330977859
North Platte1	PHG39 X PHN82	150	192.685169985301
North Platte1	PHG39 X PHN82	225	219.631448243861
North Platte1	PHJ40 X LH82	75	158.1043539831
North Platte1	PHJ40 X LH82	150	174.393703030926
North Platte1	PHJ40 X LH82	225	190.264940437246
North Platte1	PHK56 X 3IIH6	75	168.526234927239
North Platte1	PHK56 X 3IIH6	150	204.381877548379
North Platte1	PHK56 X 3IIH6	225	201.358717805271
North Platte1	PHK56 X LH145	75	NA
North Platte1	PHK56 X LH145	150	192.46654676909
North Platte1	PHK56 X LH145	225	187.42908104377
North Platte1	PHK56 X LH185	75	181.107446433229
North Platte1	PHK56 X LH185	150	218.49499279846
North Platte1	PHK56 X LH185	225	185.314727551146
North Platte1	PHK56 X LH198	75	193.725278548249
North Platte1	PHK56 X LH198	150	199.612206237814
North Platte1	PHK56 X LH198	225	210.099242035038
North Platte1	PHK56 X PHJ89	75	171.906734140823
North Platte1	PHK56 X PHJ89	150	176.001500764519
North Platte1	PHK56 X PHJ89	225	189.4054162573
North Platte1	PHK56 X W606S	75	212.173147378488
North Platte1	PHK56 X W606S	150	194.391207084414
North Platte1	PHK56 X W606S	225	176.198653574702
North Platte1	PHK76 X 3IIH6	75	156.990630606706
North Platte1	PHK76 X 3IIH6	150	188.129667778629
North Platte1	PHK76 X 3IIH6	225	177.852256326071
North Platte1	PHK76 X LH145	75	180.05072931339
North Platte1	PHK76 X LH145	150	177.883672787728
North Platte1	PHK76 X LH145	225	165.432556648301
North Platte1	PHK76 X LH198	75	167.482764415433
North Platte1	PHK76 X LH198	150	208.54044374651
North Platte1	PHK76 X LH198	225	193.797279269658
North Platte1	PHK76 X LH82	75	165.280075507309
North Platte1	PHK76 X LH82	150	187.555713254027
North Platte1	PHK76 X LH82	225	191.29835068315
North Platte1	PHK76 X W606S	75	159.636560953918
North Platte1	PHK76 X W606S	150	190.124940582845
North Platte1	PHK76 X W606S	225	192.410477825547
North Platte1	PHN46 X PHB47	75	184.722743358355
North Platte1	PHN46 X PHB47	150	204.604494484445
North Platte1	PHN46 X PHB47	225	178.205712411673
North Platte1	PHN46 X PHK56	75	174.995158144778
North Platte1	PHN46 X PHK56	150	182.226020024231
North Platte1	PHN46 X PHK56	225	196.176039034663
North Platte1	PHN46 X W606S	75	175.926873597397
North Platte1	PHN46 X W606S	150	209.022314962892
North Platte1	PHN46 X W606S	225	188.39723590235
North Platte1	PHP02 X LH145	75	171.932418513933
North Platte1	PHP02 X LH145	150	185.268478301824
North Platte1	PHP02 X LH145	225	177.404355375923
North Platte1	PHP02 X LH185	75	176.703575458847
North Platte1	PHP02 X LH185	150	187.522903261477
North Platte1	PHP02 X LH185	225	186.866271888357
North Platte1	PHP02 X LH198	75	171.563357222225
North Platte1	PHP02 X LH198	150	181.714216885906
North Platte1	PHP02 X LH198	225	193.431107214848
North Platte1	PHP02 X LH82	75	165.09122554612
North Platte1	PHP02 X LH82	150	184.57231498199
North Platte1	PHP02 X LH82	225	188.561802189208
North Platte1	PHP02 X PHB47	75	172.715614585371
North Platte1	PHP02 X PHB47	150	185.488117644247
North Platte1	PHP02 X PHB47	225	177.803112011965
North Platte1	PHP02 X PHG47	75	177.069674508302
North Platte1	PHP02 X PHG47	150	183.113387861366
North Platte1	PHP02 X PHG47	225	200.914616503389
North Platte1	PHP02 X PHJ89	75	180.478955220063
North Platte1	PHP02 X PHJ89	150	203.675393545399
North Platte1	PHP02 X PHJ89	225	195.88185158022
North Platte1	PHP02 X PHK56	75	178.617092100747
North Platte1	PHP02 X PHK56	150	202.648873518203
North Platte1	PHP02 X PHK56	225	209.787343928034
North Platte1	PHP02 X PHK76	75	183.288605599971
North Platte1	PHP02 X PHK76	150	190.816438979175
North Platte1	PHP02 X PHK76	225	199.43886358736
North Platte1	PHP02 X PHN46	75	176.683190234433
North Platte1	PHP02 X PHN46	150	206.234653136844
North Platte1	PHP02 X PHN46	225	198.339641084714
North Platte1	PHP02 X W606S	75	187.03819342401
North Platte1	PHP02 X W606S	150	198.584162271662
North Platte1	PHP02 X W606S	225	207.191582986501
North Platte1	PHT69 X 3IIH6	75	146.320865736427
North Platte1	PHT69 X 3IIH6	150	198.592065030821
North Platte1	PHT69 X 3IIH6	225	200.932117059631
North Platte1	PHW52 X LH185	75	172.848969375225
North Platte1	PHW52 X LH185	150	171.712531175166
North Platte1	PHW52 X LH185	225	193.110779381877
North Platte1	PHW52 X PHM49	75	192.709164999099
North Platte1	PHW52 X PHM49	150	208.961704133928
North Platte1	PHW52 X PHM49	225	190.014517096377
North Platte1	PHW52 X PHN82	75	161.170070273777
North Platte1	PHW52 X PHN82	150	181.310943444763
North Platte1	PHW52 X PHN82	225	219.853056368989
North Platte1	PHW52 X PHZ51	75	160.19161306222
North Platte1	PHW52 X PHZ51	150	175.395218343472
North Platte1	PHW52 X PHZ51	225	202.527613776999
North Platte1	PHZ51 X LH145	75	145.670947616666
North Platte1	PHZ51 X LH145	150	188.927476655042
North Platte1	PHZ51 X LH145	225	171.266378822881
North Platte1	PIONEER 1311 AMXT	75	187.528532951744
North Platte1	PIONEER 1311 AMXT	150	181.618905076848
North Platte1	PIONEER 1311 AMXT	225	192.876816946325
North Platte1	PIONEER P0589 AMXT	75	198.369614283486
North Platte1	PIONEER P0589 AMXT	150	224.152537244687
North Platte1	PIONEER P0589 AMXT	225	214.574013233549
North Platte1	WF9 X H95	75	155.079893873101
North Platte1	WF9 X H95	150	136.467492961269
North Platte1	WF9 X H95	225	144.677186010705
North Platte2	2369 X 3IIH6	75	151.905153984825
North Platte2	2369 X 3IIH6	150	192.965466186371
North Platte2	2369 X 3IIH6	225	199.639572249803
North Platte2	2369 X LH123HT	75	170.971004931868
North Platte2	2369 X LH123HT	150	177.812183232113
North Platte2	2369 X LH123HT	225	202.891225784599
North Platte2	2369 X PHN82	75	162.797081570514
North Platte2	2369 X PHN82	150	182.022109355153
North Platte2	2369 X PHN82	225	198.572232912064
North Platte2	2369 X PHP02	75	154.132732058392
North Platte2	2369 X PHP02	150	176.286855635639
North Platte2	2369 X PHP02	225	197.43339785447
North Platte2	2FACC X 3IIH6	75	142.016524018035
North Platte2	2FACC X 3IIH6	150	183.97195977524
North Platte2	2FACC X 3IIH6	225	196.208370814156
North Platte2	4N506 X 3IIH6	75	154.4199547795
North Platte2	4N506 X 3IIH6	150	187.194822308239
North Platte2	4N506 X 3IIH6	225	200.668305793461
North Platte2	B105 X 3IIH6	75	144.061669737388
North Platte2	B105 X 3IIH6	150	152.924504499372
North Platte2	B105 X 3IIH6	225	185.647020016584
North Platte2	B14A X MO17	75	147.224202156302
North Platte2	B14A X MO17	150	169.510330662158
North Platte2	B14A X MO17	225	200.088669896902
North Platte2	B37 X H95	75	104.910636704621
North Platte2	B37 X H95	150	147.584437691749
North Platte2	B37 X H95	225	150.901118448795
North Platte2	B37 X MO17	75	103.238889049063
North Platte2	B37 X MO17	150	139.338837068516
North Platte2	B37 X MO17	225	150.050045710936
North Platte2	B37 X OH43	75	112.705015913268
North Platte2	B37 X OH43	150	153.113911284999
North Platte2	B37 X OH43	225	148.649495737619
North Platte2	B73 X 3IIH6	75	152.897558962878
North Platte2	B73 X 3IIH6	150	185.809707705717
North Platte2	B73 X 3IIH6	225	198.941622533698
North Platte2	B73 X MO17	75	150.323163980751
North Platte2	B73 X MO17	150	154.825849822691
North Platte2	B73 X MO17	225	174.174929274496
North Platte2	B73 X PHM49	75	155.305880427912
North Platte2	B73 X PHM49	150	195.654565457466
North Platte2	B73 X PHM49	225	200.660761206965
North Platte2	B73 X PHN82	75	153.394268278081
North Platte2	B73 X PHN82	150	186.6695431962
North Platte2	B73 X PHN82	225	193.065711140284
North Platte2	B73 X PHZ51	75	148.78012353116
North Platte2	B73 X PHZ51	150	150.705714672032
North Platte2	B73 X PHZ51	225	173.016719208008
North Platte2	B84 X 3IIH6	75	137.982799795166
North Platte2	B84 X 3IIH6	150	167.65905180833
North Platte2	B84 X 3IIH6	225	161.834891382142
North Platte2	F42 X MO17	75	136.793887199816
North Platte2	F42 X MO17	150	183.162167238942
North Platte2	F42 X MO17	225	160.031813313066
North Platte2	F42 X OH43	75	121.632717664659
North Platte2	F42 X OH43	150	133.083825935198
North Platte2	F42 X OH43	225	167.73360488195
North Platte2	HOEGEMEYER 7089 AMXT	75	179.290421875084
North Platte2	HOEGEMEYER 7089 AMXT	150	195.489398394851
North Platte2	HOEGEMEYER 7089 AMXT	225	152.766145351618
North Platte2	HOEGEMEYER 8065RR	75	154.563572569612
North Platte2	HOEGEMEYER 8065RR	150	181.047102667882
North Platte2	HOEGEMEYER 8065RR	225	224.301079996059
North Platte2	LH123HT X 3IIH6	75	155.64047355388
North Platte2	LH123HT X 3IIH6	150	159.427730172508
North Platte2	LH123HT X 3IIH6	225	177.863396773161
North Platte2	LH123HT X PHB47	75	144.8557990779
North Platte2	LH123HT X PHB47	150	181.43410831542
North Platte2	LH123HT X PHB47	225	192.865012534936
North Platte2	LH145 X LH162	75	127.45497630464
North Platte2	LH145 X LH162	150	179.797018685379
North Platte2	LH145 X LH162	225	189.818336249085
North Platte2	LH185 X LH145	75	116.960790552824
North Platte2	LH185 X LH145	150	179.662713505146
North Platte2	LH185 X LH145	225	177.202800189657
North Platte2	LH185 X LH82	75	147.391116797943
North Platte2	LH185 X LH82	150	195.736632066101
North Platte2	LH185 X LH82	225	188.936901896776
North Platte2	LH185 X W606S	75	146.596265252548
North Platte2	LH185 X W606S	150	164.581530202194
North Platte2	LH185 X W606S	225	154.569928594297
North Platte2	LH195 X 3IIH6	75	169.853362675394
North Platte2	LH195 X 3IIH6	150	185.990126213105
North Platte2	LH195 X 3IIH6	225	196.569455127707
North Platte2	LH195 X LH123HT	75	166.202761022446
North Platte2	LH195 X LH123HT	150	182.282741670086
North Platte2	LH195 X LH123HT	225	185.788556567106
North Platte2	LH195 X LH185	75	161.641044620175
North Platte2	LH195 X LH185	150	197.796091298997
North Platte2	LH195 X LH185	225	187.782679613205
North Platte2	LH195 X PHM49	75	158.307149626339
North Platte2	LH195 X PHM49	150	187.384044848876
North Platte2	LH195 X PHM49	225	189.161796204964
North Platte2	LH195 X PHZ51	75	172.882544397984
North Platte2	LH195 X PHZ51	150	165.907141382434
North Platte2	LH195 X PHZ51	225	160.315778285853
North Platte2	LH198 X PHB47	75	128.718312305089
North Platte2	LH198 X PHB47	150	181.906044606517
North Platte2	LH198 X PHB47	225	159.779483320472
North Platte2	LH198 X PHZ51	75	143.590732181226
North Platte2	LH198 X PHZ51	150	152.453896891899
North Platte2	LH198 X PHZ51	225	195.739507913741
North Platte2	LH74 X PHM49	75	155.896684984654
North Platte2	LH74 X PHM49	150	147.935914840553
North Platte2	LH74 X PHM49	225	176.091017470658
North Platte2	LH74 X PHN82	75	159.49110692455
North Platte2	LH74 X PHN82	150	179.730247964995
North Platte2	LH74 X PHN82	225	193.557466768365
North Platte2	LH82 X PHB47	75	159.970388959691
North Platte2	LH82 X PHB47	150	169.122441833815
North Platte2	LH82 X PHB47	225	180.110077471543
North Platte2	LH82 X PHJ89	75	124.279513547764
North Platte2	LH82 X PHJ89	150	170.345832857607
North Platte2	LH82 X PHJ89	225	177.527837416769
North Platte2	LH82 X W606S	75	150.663506410565
North Platte2	LH82 X W606S	150	179.914071284405
North Platte2	LH82 X W606S	225	174.078652304081
North Platte2	N209 X 3IIH6	75	174.140016583373
North Platte2	N209 X 3IIH6	150	174.574933979997
North Platte2	N209 X 3IIH6	225	203.918384243252
North Platte2	PHB47 X 3IIH6	75	146.379082830038
North Platte2	PHB47 X 3IIH6	150	179.864531741145
North Platte2	PHB47 X 3IIH6	225	198.792838307788
North Platte2	PHB47 X LH185	75	133.79007712801
North Platte2	PHB47 X LH185	150	179.553053209247
North Platte2	PHB47 X LH185	225	197.134974721911
North Platte2	PHB47 X PHJ89	75	158.315489881998
North Platte2	PHB47 X PHJ89	150	188.887404703241
North Platte2	PHB47 X PHJ89	225	187.875081191035
North Platte2	PHB47 X PHK56	75	143.947424924416
North Platte2	PHB47 X PHK56	150	148.710258457258
North Platte2	PHB47 X PHK56	225	194.97114141802
North Platte2	PHG39 X PHM49	75	168.870227360962
North Platte2	PHG39 X PHM49	150	177.826037613945
North Platte2	PHG39 X PHM49	225	183.550983420829
North Platte2	PHG39 X PHN82	75	193.74767017608
North Platte2	PHG39 X PHN82	150	193.129147903495
North Platte2	PHG39 X PHN82	225	188.887730553912
North Platte2	PHJ40 X LH82	75	131.465716644316
North Platte2	PHJ40 X LH82	150	165.361089143111
North Platte2	PHJ40 X LH82	225	180.923317468683
North Platte2	PHK56 X 3IIH6	75	169.852317105238
North Platte2	PHK56 X 3IIH6	150	232.30369376307
North Platte2	PHK56 X 3IIH6	225	188.640444336242
North Platte2	PHK56 X LH145	75	146.694959540738
North Platte2	PHK56 X LH145	150	181.250415411419
North Platte2	PHK56 X LH145	225	187.227516016319
North Platte2	PHK56 X LH185	75	143.728897497238
North Platte2	PHK56 X LH185	150	205.206128095823
North Platte2	PHK56 X LH185	225	194.514749481311
North Platte2	PHK56 X LH198	75	171.610212191483
North Platte2	PHK56 X LH198	150	194.813554763295
North Platte2	PHK56 X LH198	225	216.296279493874
North Platte2	PHK56 X LH82	75	169.98066119574
North Platte2	PHK56 X LH82	150	187.27960323459
North Platte2	PHK56 X LH82	225	182.773907694266
North Platte2	PHK56 X PHJ89	75	147.433824780111
North Platte2	PHK56 X PHJ89	150	174.201399024124
North Platte2	PHK56 X PHJ89	225	175.171686909269
North Platte2	PHK56 X W606S	75	175.487340125181
North Platte2	PHK56 X W606S	150	187.067803282493
North Platte2	PHK56 X W606S	225	192.28099077452
North Platte2	PHK76 X 3IIH6	75	150.696448603027
North Platte2	PHK76 X 3IIH6	150	173.926682452129
North Platte2	PHK76 X 3IIH6	225	176.801271842166
North Platte2	PHK76 X LH145	75	131.701317554885
North Platte2	PHK76 X LH145	150	167.083115098338
North Platte2	PHK76 X LH145	225	176.11431159635
North Platte2	PHK76 X LH198	75	163.674887364174
North Platte2	PHK76 X LH198	150	183.619661913542
North Platte2	PHK76 X LH198	225	187.274054011555
North Platte2	PHK76 X LH82	75	146.284730772158
North Platte2	PHK76 X LH82	150	166.458822533106
North Platte2	PHK76 X LH82	225	174.324347818795
North Platte2	PHK76 X W606S	75	144.683978400128
North Platte2	PHK76 X W606S	150	168.339632307227
North Platte2	PHK76 X W606S	225	184.668998331331
North Platte2	PHN46 X PHB47	75	167.089898813593
North Platte2	PHN46 X PHB47	150	196.288228106694
North Platte2	PHN46 X PHB47	225	186.257726636353
North Platte2	PHN46 X PHK56	75	151.343765385282
North Platte2	PHN46 X PHK56	150	185.399676747142
North Platte2	PHN46 X PHK56	225	190.441892646194
North Platte2	PHN46 X W606S	75	157.053449619408
North Platte2	PHN46 X W606S	150	181.438135697633
North Platte2	PHN46 X W606S	225	192.739056819412
North Platte2	PHP02 X LH145	75	148.990574269735
North Platte2	PHP02 X LH145	150	146.866228699333
North Platte2	PHP02 X LH145	225	179.441749428945
North Platte2	PHP02 X LH185	75	156.498296178761
North Platte2	PHP02 X LH185	150	190.760468702954
North Platte2	PHP02 X LH185	225	187.249019676669
North Platte2	PHP02 X LH198	75	155.91528193465
North Platte2	PHP02 X LH198	150	174.359351119303
North Platte2	PHP02 X LH198	225	183.509506876884
North Platte2	PHP02 X LH82	75	141.653424387423
North Platte2	PHP02 X LH82	150	162.043193851813
North Platte2	PHP02 X LH82	225	183.562635592289
North Platte2	PHP02 X PHB47	75	144.549702426695
North Platte2	PHP02 X PHB47	150	171.555262099203
North Platte2	PHP02 X PHB47	225	192.399136088885
North Platte2	PHP02 X PHG47	75	150.366419957542
North Platte2	PHP02 X PHG47	150	195.846220666704
North Platte2	PHP02 X PHG47	225	182.195681501264
North Platte2	PHP02 X PHJ89	75	160.062198243825
North Platte2	PHP02 X PHJ89	150	191.305880874666
North Platte2	PHP02 X PHJ89	225	161.975654873192
North Platte2	PHP02 X PHK56	75	168.033276073607
North Platte2	PHP02 X PHK56	150	200.499977439601
North Platte2	PHP02 X PHK56	225	190.551383278092
North Platte2	PHP02 X PHK76	75	139.597183451226
North Platte2	PHP02 X PHK76	150	152.799413385231
North Platte2	PHP02 X PHK76	225	192.233857559147
North Platte2	PHP02 X PHN46	75	154.180270526107
North Platte2	PHP02 X PHN46	150	178.843218886917
North Platte2	PHP02 X PHN46	225	202.929368850404
North Platte2	PHP02 X W606S	75	144.29360199214
North Platte2	PHP02 X W606S	150	168.254747889245
North Platte2	PHP02 X W606S	225	189.675183402667
North Platte2	PHT69 X 3IIH6	75	165.762054225347
North Platte2	PHT69 X 3IIH6	150	171.022917256496
North Platte2	PHT69 X 3IIH6	225	202.817268895338
North Platte2	PHW52 X LH185	75	156.037609937868
North Platte2	PHW52 X LH185	150	184.006602045492
North Platte2	PHW52 X LH185	225	190.129512314692
North Platte2	PHW52 X PHM49	75	137.881950268719
North Platte2	PHW52 X PHM49	150	187.316768786145
North Platte2	PHW52 X PHM49	225	187.447103914542
North Platte2	PHW52 X PHN82	75	170.626636972574
North Platte2	PHW52 X PHN82	150	192.398901691166
North Platte2	PHW52 X PHN82	225	199.912242706494
North Platte2	PHW52 X PHZ51	75	142.678314376442
North Platte2	PHW52 X PHZ51	150	177.838828564953
North Platte2	PHW52 X PHZ51	225	189.123871997036
North Platte2	PHZ51 X LH145	75	130.733544690908
North Platte2	PHZ51 X LH145	150	151.987359435755
North Platte2	PHZ51 X LH145	225	188.986069041539
North Platte2	PIONEER 1311 AMXT	75	162.753357140624
North Platte2	PIONEER 1311 AMXT	150	198.64135328585
North Platte2	PIONEER 1311 AMXT	225	205.341539663505
North Platte2	PIONEER P0589 AMXT	75	183.876164776454
North Platte2	PIONEER P0589 AMXT	150	195.921225131425
North Platte2	PIONEER P0589 AMXT	225	214.978102569492
North Platte2	WF9 X H95	75	113.454272082685
North Platte2	WF9 X H95	150	142.746711722366
North Platte2	WF9 X H95	225	140.123485659462
North Platte3	2369 X 3IIH6	75	113.023999990816
North Platte3	2369 X 3IIH6	150	86.4233552263226
North Platte3	2369 X 3IIH6	225	116.760468202578
North Platte3	2369 X LH123HT	75	94.5398932943142
North Platte3	2369 X LH123HT	150	64.6474587401983
North Platte3	2369 X LH123HT	225	88.2230070405636
North Platte3	2369 X PHN82	75	116.692538346631
North Platte3	2369 X PHN82	150	88.4125167602416
North Platte3	2369 X PHN82	225	110.200929686343
North Platte3	2369 X PHP02	75	107.555436130376
North Platte3	2369 X PHP02	150	67.7450291958444
North Platte3	2369 X PHP02	225	109.171588143108
North Platte3	2369 X PHZ51	75	87.9435456123584
North Platte3	2369 X PHZ51	150	66.7396830002051
North Platte3	2369 X PHZ51	225	82.2625732724083
North Platte3	2FACC X 3IIH6	75	106.903242259775
North Platte3	2FACC X 3IIH6	150	82.5426108295504
North Platte3	2FACC X 3IIH6	225	111.854490163779
North Platte3	4N506 X 3IIH6	75	113.84721719943
North Platte3	4N506 X 3IIH6	150	91.9476088031679
North Platte3	4N506 X 3IIH6	225	108.657799312154
North Platte3	B105 X 3IIH6	75	115.986165078183
North Platte3	B105 X 3IIH6	150	79.5963886880638
North Platte3	B105 X 3IIH6	225	94.5173107923694
North Platte3	B37 X H95	75	88.3542032996109
North Platte3	B37 X H95	150	48.057805121625
North Platte3	B37 X H95	225	69.6237196415434
North Platte3	B37 X MO17	75	87.4459703751204
North Platte3	B37 X MO17	150	NA
North Platte3	B37 X MO17	225	74.1657275944611
North Platte3	B37 X OH43	75	85.7289326650647
North Platte3	B37 X OH43	150	NA
North Platte3	B37 X OH43	225	76.6068616717166
North Platte3	B73 X 3IIH6	75	99.8053598711861
North Platte3	B73 X 3IIH6	150	90.584454638992
North Platte3	B73 X 3IIH6	225	113.504898524122
North Platte3	B73 X MO17	75	116.372146233159
North Platte3	B73 X MO17	150	58.8247978005485
North Platte3	B73 X MO17	225	84.8665053372214
North Platte3	B73 X PHM49	75	116.681969339665
North Platte3	B73 X PHM49	150	73.2164744035965
North Platte3	B73 X PHM49	225	91.164990538722
North Platte3	B73 X PHN82	75	99.4765225544825
North Platte3	B73 X PHN82	150	76.896668605143
North Platte3	B73 X PHN82	225	101.924384024243
North Platte3	B73 X PHZ51	75	101.539506570163
North Platte3	B73 X PHZ51	150	69.4486339619878
North Platte3	B73 X PHZ51	225	88.0871244133614
North Platte3	B84 X 3IIH6	75	101.264196295878
North Platte3	B84 X 3IIH6	150	70.8359117651296
North Platte3	B84 X 3IIH6	225	113.220174250461
North Platte3	BORDER	NA	NA
North Platte3	F42 X MO17	75	98.0307638952013
North Platte3	F42 X MO17	150	85.8306483111127
North Platte3	F42 X MO17	225	87.3267603283257
North Platte3	F42 X OH43	75	89.3878279313506
North Platte3	F42 X OH43	150	74.8619821359665
North Platte3	F42 X OH43	225	103.277297850028
North Platte3	HOEGEMEYER 7089 AMXT	75	113.456651373976
North Platte3	HOEGEMEYER 7089 AMXT	150	80.7538668438023
North Platte3	HOEGEMEYER 7089 AMXT	225	112.938909750931
North Platte3	HOEGEMEYER 8065RR	75	124.550985385699
North Platte3	HOEGEMEYER 8065RR	150	85.9769953699779
North Platte3	HOEGEMEYER 8065RR	225	123.198694570895
North Platte3	LH123HT X 3IIH6	75	113.838680109321
North Platte3	LH123HT X 3IIH6	150	95.2274844718108
North Platte3	LH123HT X 3IIH6	225	91.284519055288
North Platte3	LH123HT X PHB47	75	92.0096224529234
North Platte3	LH123HT X PHB47	150	85.0200796215541
North Platte3	LH123HT X PHB47	225	91.9718518506594
North Platte3	LH145 X LH162	75	91.1637583198649
North Platte3	LH145 X LH162	150	76.0486233725712
North Platte3	LH145 X LH162	225	92.3931931248929
North Platte3	LH185 X LH145	75	99.1632365653218
North Platte3	LH185 X LH145	150	82.2472560263524
North Platte3	LH185 X LH145	225	106.404570785707
North Platte3	LH185 X LH82	75	108.504279426563
North Platte3	LH185 X LH82	150	90.8036625837418
North Platte3	LH185 X LH82	225	98.4945330052715
North Platte3	LH185 X W606S	75	100.424107014216
North Platte3	LH185 X W606S	150	61.0264487457875
North Platte3	LH185 X W606S	225	103.851762591987
North Platte3	LH195 X 3IIH6	75	117.199735075722
North Platte3	LH195 X 3IIH6	150	88.6174718991264
North Platte3	LH195 X 3IIH6	225	86.6800746967289
North Platte3	LH195 X LH123HT	75	94.1244397099007
North Platte3	LH195 X LH123HT	150	72.3318971674668
