Start Date:,5/1/2023,Start Time:,12:00 AM
End Date:,5/1/2023,End Time:,3:41 PM

Product:,Whole Corn,,Parameters:,Moisture,Protein As is,Oil As is,Fiber As is,Ash As is,Starch As is
MV$Inbred-HIPS$Rep1$Plot215$Row54$Range26$F118,5/1/2023,1:01 PM,,5.72,10.46,4.08,1.32,1.01,64.14
MV$Inbred-HIPS$Rep1$Plot215$Row54$Range26$F118,5/1/2023,1:02 PM,,6,9.85,4.35,1.01,1.02,65.16
MV$Inbred-HIPS$Rep2$Plot142$Row55$Range60$ZS365,5/1/2023,1:05 PM,,6.31,12.37,4.04,1.47,0.94,58.89
MV$Inbred-HIPS$Rep2$Plot142$Row55$Range60$ZS365,5/1/2023,1:05 PM,,6.3,12.12,3.62,1.33,0.9,59.65
MV$Inbred-HIPS$Rep2$Plot142$Row55$Range60$ZS365,5/1/2023,1:06 PM,,6.15,12.61,4.05,1.38,0.95,61.19
MV$Inbred-HIPS$Rep2$Plot142$Row55$Range60$ZS365,5/1/2023,1:06 PM,,6.35,12.02,4.83,1.12,1.01,58.46
MV$Inbred-HIPS$Rep1$Plot208$Row61$Range26$B73,5/1/2023,1:08 PM,,5.61,12.64,4.05,1.13,1.18,59.79
MV$Inbred-HIPS$Rep1$Plot208$Row61$Range26$B73,5/1/2023,1:08 PM,,5.83,12.61,3.96,1.21,1.16,60.04
MV$Inbred-HIPS$Rep1$Plot208$Row61$Range26$B73,5/1/2023,1:08 PM,,5.82,12.79,3.74,1.19,1.14,59.69
MV$Inbred-HIPS$Rep2$Plot339$Row56$Range82$Mo45,5/1/2023,1:09 PM,,5.85,13.08,4.56,3.04,1.08,55.96
MV$Inbred-HIPS$Rep2$Plot339$Row56$Range82$Mo45,5/1/2023,1:11 PM,,5.38,13.23,4.45,2.85,1.01,56.63
MV$Inbred-HIPS$Rep2$Plot339$Row56$Range82$Mo45,5/1/2023,1:12 PM,,5.33,13.71,4.49,2.75,0.99,56.32
MV$Inbred-HIPS$Rep2$Plot138$Row59$Range60$PHG71,5/1/2023,1:13 PM,,6.35,12.73,4.05,1.3,1.08,61.58
MV$Inbred-HIPS$Rep2$Plot138$Row59$Range60$PHG71,5/1/2023,1:14 PM,,6.5,12.68,4.07,1.12,1.03,60.45
MV$Inbred-HIPS$Rep2$Plot138$Row59$Range60$PHG71,5/1/2023,1:15 PM,,6.21,13.09,4.4,1.12,1.07,61.26
MV$Inbred-HIPS$Rep2$Plot138$Row59$Range60$PHG71,5/1/2023,1:15 PM,,6.27,12.84,4.44,1.04,1.04,60.25
MV$Inbred-HIPS$Rep2$Plot312$Row58$Range79$LH123HT,5/1/2023,1:17 PM,,5.22,12.34,4.7,1.48,1.02,62.68
MV$Inbred-HIPS$Rep2$Plot312$Row58$Range79$LH123HT,5/1/2023,1:17 PM,,5.27,12.26,4.08,1.46,0.95,61.92
MV$Inbred-HIPS$Rep2$Plot312$Row58$Range79$LH123HT,5/1/2023,1:18 PM,,5.27,12,4.24,1.65,1.01,62.75
MV$Inbred-HIPS$Rep1$Plot308$Row54$Range37$B73,5/1/2023,1:19 PM,,5.34,12.3,4.23,1.09,0.95,63.51
MV$Inbred-HIPS$Rep1$Plot308$Row54$Range37$B73,5/1/2023,1:19 PM,,5.49,11.81,4.22,1.04,0.93,63.93
MV$Inbred-HIPS$Rep1$Plot308$Row54$Range37$B73,5/1/2023,1:19 PM,,5.27,12.05,4.16,0.98,0.95,62.75
MV$Inbred-HIPS$Rep1$Plot202$Row56$Range25$B37,5/1/2023,1:35 PM,,6.13,12.72,5.02,2.08,1.01,57.78
MV$Inbred-HIPS$Rep1$Plot202$Row56$Range25$B37,5/1/2023,1:37 PM,,6.05,12.54,4.63,2.07,1.03,58.93
MV$Inbred-HIPS$Rep1$Plot202$Row56$Range25$B37,5/1/2023,1:38 PM,,6,12.66,5.06,2.14,1.04,58.15
MV$Inbred-HIPS$Rep2$Plot311$Row57$Range79$Os420,5/1/2023,1:41 PM,,5.64,11.21,4.03,1.45,1.02,65
MV$Inbred-HIPS$Rep2$Plot311$Row57$Range79$Os420,5/1/2023,1:41 PM,,5.57,11.46,3.81,1.1,1,64.41
MV$Inbred-HIPS$Rep2$Plot311$Row57$Range79$Os420,5/1/2023,1:42 PM,,5.36,11.37,4.76,1.25,1.06,64.01
MV$Inbred-HIPS$Rep1$PlotFill$Row54$Range44$Fill,5/1/2023,1:42 PM,,6.97,12.26,4.26,1.22,1.15,62.52
MV$Inbred-HIPS$Rep1$PlotFill$Row54$Range44$Fill,5/1/2023,1:43 PM,,7.07,12.32,4.22,1.51,1.14,62.84
MV$Inbred-HIPS$Rep1$PlotFill$Row54$Range44$Fill,5/1/2023,1:43 PM,,6.73,12.85,4.02,1.54,1.08,62.57
MV$Inbred-HIPS$Rep1$Plot69$Row56$Range10$PHV63,5/1/2023,1:44 PM,,6.84,9.21,4.17,0.77,1.03,63.82
MV$Inbred-HIPS$Rep1$Plot69$Row56$Range10$PHV63,5/1/2023,1:44 PM,,6.99,9.41,4.09,0.97,1.02,64.64
MV$Inbred-HIPS$Rep1$Plot69$Row56$Range10$PHV63,5/1/2023,1:45 PM,,6.88,9.38,4.01,0.79,0.97,64.55
MV$Inbred-HIPS$Rep1$Plot65$Row60$Range10$Oh43,5/1/2023,1:46 PM,,6.83,10.94,4.59,1.46,1.18,62.95
MV$Inbred-HIPS$Rep1$Plot65$Row60$Range10$Oh43,5/1/2023,1:46 PM,,6.73,10.93,3.93,1.4,1.11,63.66
MV$Inbred-HIPS$Rep1$Plot65$Row60$Range10$Oh43,5/1/2023,1:47 PM,,6.65,10.93,3.91,1.37,1.08,64.59
MV$Inbred-HIPS$Rep1$Plot209$Row60$Range26$B73,5/1/2023,1:48 PM,,5.56,11.56,3.93,1.26,1.02,62.17
MV$Inbred-HIPS$Rep1$Plot209$Row60$Range26$B73,5/1/2023,1:48 PM,,5.56,11.18,4.44,1.07,0.94,64.67
MV$Inbred-HIPS$Rep1$Plot209$Row60$Range26$B73,5/1/2023,1:48 PM,,5.55,11.2,4.19,1.07,0.94,64.21
MV$Inbred-HIPS$Rep1$Plot209$Row60$Range26$B73,5/1/2023,1:49 PM,,5.48,10.89,4.78,1.13,1.02,63.82
MV$Inbred-HIPS$Rep1$Plot223$Row59$Range27$B73,5/1/2023,1:50 PM,,5.82,11.58,4.25,0.99,1.03,62.33
MV$Inbred-HIPS$Rep1$Plot223$Row59$Range27$B73,5/1/2023,1:50 PM,,6,11.16,3.69,1.06,0.96,63
MV$Inbred-HIPS$Rep1$Plot223$Row59$Range27$B73,5/1/2023,1:51 PM,,6.12,11.13,4.34,0.81,1,63.36
MV$Inbred-HIPS$Rep2$Plot143$Row54$Range60$A619,5/1/2023,1:52 PM,,6.71,10.58,3.92,1.49,1.06,63.45
MV$Inbred-HIPS$Rep2$Plot143$Row54$Range60$A619,5/1/2023,1:52 PM,,6.46,10.63,3.8,1.37,1.07,62.65
MV$Inbred-HIPS$Rep2$Plot143$Row54$Range60$A619,5/1/2023,1:52 PM,,6.77,10.54,4.16,1.31,1.12,61.89
MV$Inbred-HIPS$Rep1$Plot123$Row56$Range16$PHT77,5/1/2023,1:53 PM,,5.78,11.32,3.9,1.16,1.04,62.56
MV$Inbred-HIPS$Rep1$Plot123$Row56$Range16$PHT77,5/1/2023,1:54 PM,,5.68,11.66,4.47,1.02,1.07,61.96
MV$Inbred-HIPS$Rep1$Plot123$Row56$Range16$PHT77,5/1/2023,1:54 PM,,5.71,11.31,4.28,1.1,1.07,62.29
MV$Inbred-HIPS$Rep2$Plot87$Row56$Range54$H8431,5/1/2023,2:32 PM,,5.54,9.95,3.53,1.46,0.93,64.32
MV$Inbred-HIPS$Rep2$Plot87$Row56$Range54$H8431,5/1/2023,2:33 PM,,5.51,10.18,3.97,1.13,1.08,66.07
MV$Inbred-HIPS$Rep2$Plot87$Row56$Range54$H8431,5/1/2023,2:33 PM,,5.66,10.41,4.05,1.36,1.08,62.86
MV$Inbred-HIPS$Rep2$Plot87$Row56$Range54$H8431,5/1/2023,2:34 PM,,5.62,10.3,4.1,1.5,1.1,63.06
MV$Inbred-HIPS$Rep2$Plot336$Row59$Range82$5707,5/1/2023,2:35 PM,,6.26,9.07,4.31,0.07,0.93,65.55
MV$Inbred-HIPS$Rep2$Plot336$Row59$Range82$5707,5/1/2023,2:36 PM,,6.35,8.67,3.95,0.75,0.93,65.55
MV$Inbred-HIPS$Rep2$Plot336$Row59$Range82$5707,5/1/2023,2:36 PM,,6.23,9.03,4.55,0.5,1.02,65.39
MV$Inbred-HIPS$Rep2$Plot336$Row59$Range82$5707,5/1/2023,2:36 PM,,6.36,9.29,4.17,0.39,0.93,65.6
MV$Inbred-HIPS$Rep1$Plot68$Row57$Range10$PHK76,5/1/2023,2:38 PM,,6.03,9.7,4.58,0.91,1.05,62.62
MV$Inbred-HIPS$Rep1$Plot68$Row57$Range10$PHK76,5/1/2023,2:38 PM,,6.03,9.86,4.37,1.08,1.01,62.59
MV$Inbred-HIPS$Rep1$Plot68$Row57$Range10$PHK76,5/1/2023,2:39 PM,,6.09,9.97,4.04,1.1,0.98,62.97
MV$Inbred-HIPS$Rep2$Plot308$Row54$Range79$SC55,5/1/2023,2:40 PM,,5.81,13.04,4.84,0.78,1.06,59.81
MV$Inbred-HIPS$Rep2$Plot308$Row54$Range79$SC55,5/1/2023,2:41 PM,,5.17,13.07,5.28,0.57,1.13,60.89
MV$Inbred-HIPS$Rep2$Plot308$Row54$Range79$SC55,5/1/2023,2:43 PM,,5.7,13.04,5.21,0.84,1.12,59.81
MV$Inbred-HIPS$Rep1$Plot67$Row58$Range10$K55,5/1/2023,2:45 PM,,5.97,14.53,4.49,1.17,1.04,58.31
MV$Inbred-HIPS$Rep1$Plot67$Row58$Range10$K55,5/1/2023,2:48 PM,,6.14,13.93,4,1.01,0.94,59.84
MV$Inbred-HIPS$Rep1$Plot67$Row58$Range10$K55,5/1/2023,2:48 PM,,6.25,13.79,3.98,1.02,0.94,59.95
MV$Inbred-HIPS$Rep2$Plot174$Row59$Range64$B84,5/1/2023,2:50 PM,,5.66,11.53,3.81,1.69,1.07,60.86
MV$Inbred-HIPS$Rep2$Plot174$Row59$Range64$B84,5/1/2023,2:50 PM,,5.64,11.53,3.84,1.69,1.06,60.87
MV$Inbred-HIPS$Rep2$Plot174$Row59$Range64$B84,5/1/2023,2:51 PM,,5.54,10.93,3.75,1.55,1.01,61.99
MV$Inbred-HIPS$Rep1$Plot132$Row58$Range17$3IIH6,5/1/2023,2:51 PM,,5.45,10.24,4.97,0.64,1.15,64.38
MV$Inbred-HIPS$Rep1$Plot132$Row58$Range17$3IIH6,5/1/2023,2:52 PM,,6.12,9.35,5.18,0.49,1.07,64.58
MV$Inbred-HIPS$Rep1$Plot132$Row58$Range17$3IIH6,5/1/2023,2:53 PM,,6.12,9.19,5.19,0.49,1.06,64.69
MV$Inbred-HIPS$Rep1$Plot232$Row55$Range28$CH701-30,5/1/2023,2:54 PM,,5.95,12.8,4.98,0.29,1.01,59.11
MV$Inbred-HIPS$Rep1$Plot232$Row55$Range28$CH701-30,5/1/2023,2:55 PM,,5.87,12.75,5.09,0.35,1.03,59.23
MV$Inbred-HIPS$Rep1$Plot232$Row55$Range28$CH701-30,5/1/2023,2:55 PM,,5.85,12.64,5.14,0.33,1.02,59.36
MV$Inbred-HIPS$Rep1$Plot196$Row55$Range24$PHG39,5/1/2023,2:57 PM,,6.41,12.91,4.17,1.48,1.03,61.75
MV$Inbred-HIPS$Rep1$Plot196$Row55$Range24$PHG39,5/1/2023,2:58 PM,,6.37,13.08,4.18,1.47,1.02,61.89
MV$Inbred-HIPS$Rep1$Plot196$Row55$Range24$PHG39,5/1/2023,2:58 PM,,6.43,13.12,4.21,1.47,1.01,61.83
MV$Inbred-HIPS$Rep1$Plot116$Row60$Range15$LP5,5/1/2023,2:59 PM,,5.81,12.29,3.96,1.67,1.3,63.97
MV$Inbred-HIPS$Rep1$Plot116$Row60$Range15$LP5,5/1/2023,2:59 PM,,5.82,12.34,3.96,1.66,1.29,64.05
MV$Inbred-HIPS$Rep1$Plot116$Row60$Range15$LP5,5/1/2023,2:59 PM,,5.73,12.35,3.99,1.65,1.28,64.09
MV$Inbred-HIPS$Rep1$Plot310$Row56$Range37$T8,5/1/2023,3:00 PM,,5.25,10.14,4.13,1.04,0.94,63.81
MV$Inbred-HIPS$Rep1$Plot310$Row56$Range37$T8,5/1/2023,3:02 PM,,5.1,10.37,4.52,0.79,0.99,63.74
MV$Inbred-HIPS$Rep1$Plot310$Row56$Range37$T8,5/1/2023,3:02 PM,,5.09,10.52,4.55,0.8,0.98,63.83
MV$Inbred-HIPS$Rep2$Plot341$Row54$Range82$CML333,5/1/2023,3:03 PM,,5.83,11.97,5.11,2.34,0.94,57.61
MV$Inbred-HIPS$Rep2$Plot341$Row54$Range82$CML333,5/1/2023,3:04 PM,,5.85,11.8,5.12,2.33,0.94,57.76
MV$Inbred-HIPS$Rep2$Plot341$Row54$Range82$CML333,5/1/2023,3:04 PM,,5.85,12.07,5.14,2.33,0.93,57.82
MV$Inbred-HIPS$Rep1$Plot110$Row54$Range15$B104,5/1/2023,3:06 PM,,6.44,11.06,4.03,0.99,1,63.47
MV$Inbred-HIPS$Rep1$Plot110$Row54$Range15$B104,5/1/2023,3:06 PM,,6.53,11.05,3.98,0.98,0.99,63.92
MV$Inbred-HIPS$Rep1$Plot110$Row54$Range15$B104,5/1/2023,3:07 PM,,6.5,10.99,3.99,1,0.98,63.57
MV$Inbred-HIPS$Rep1$Plot14$Row57$Range4$CML220,5/1/2023,3:07 PM,,6.08,12.63,3.03,1.85,1.03,61.37
MV$Inbred-HIPS$Rep1$Plot14$Row57$Range4$CML220,5/1/2023,3:08 PM,,6.15,12.68,3.03,1.86,1.03,61.23
MV$Inbred-HIPS$Rep1$Plot14$Row57$Range4$CML220,5/1/2023,3:08 PM,,6.15,12.62,3.01,1.82,1.05,61.3
MV$Inbred-HIPS$Rep1$Plot316$Row61$Range38$D940Y,5/1/2023,3:09 PM,,6.2,12.56,3.51,1,0.79,60.94
MV$Inbred-HIPS$Rep1$Plot316$Row61$Range38$D940Y,5/1/2023,3:09 PM,,6.23,12.51,3.52,0.98,0.78,60.98
MV$Inbred-HIPS$Rep1$Plot316$Row61$Range38$D940Y,5/1/2023,3:09 PM,,6.17,12.54,3.25,1,0.79,61.05
MV$Inbred-HIPS$Rep2$Plot130$Row56$Range59$LH183,5/1/2023,3:10 PM,,6.44,9.13,4.63,1.46,1.02,63.68
MV$Inbred-HIPS$Rep2$Plot130$Row56$Range59$LH183,5/1/2023,3:11 PM,,6.18,9.37,4.24,1.41,0.96,64.55
MV$Inbred-HIPS$Rep2$Plot130$Row56$Range59$LH183,5/1/2023,3:11 PM,,6.1,9.33,4.26,1.41,0.98,64.46
MV$Inbred-HIPS$Rep2$Plot285$Row56$Range76$B73,5/1/2023,3:14 PM,,6.34,8.52,3.9,1.12,0.95,65.33
MV$Inbred-HIPS$Rep2$Plot285$Row56$Range76$B73,5/1/2023,3:14 PM,,6.3,8.59,3.9,1.13,0.95,65.4
MV$Inbred-HIPS$Rep1$Plot138$Row59$Range18$ZS365,5/1/2023,3:16 PM,,6.17,11.42,4.05,1.21,0.94,62
MV$Inbred-HIPS$Rep1$Plot138$Row59$Range18$ZS365,5/1/2023,3:16 PM,,6.23,11.32,4.05,1.24,0.93,62.13
MV$Inbred-HIPS$Rep1$Plot138$Row59$Range18$ZS365,5/1/2023,3:19 PM,,6.29,11.13,3.89,1.23,0.91,61.83
MV$Inbred-HIPS$Rep1$Plot133$Row59$Range17$207,5/1/2023,3:20 PM,,5.97,12.84,4.5,0.92,1.11,61.66
MV$Inbred-HIPS$Rep1$Plot133$Row59$Range17$207,5/1/2023,3:20 PM,,5.74,12.61,4.48,0.91,1.1,61.63
MV$Inbred-HIPS$Rep1$Plot133$Row59$Range17$207,5/1/2023,3:20 PM,,5.79,12.71,4.48,0.9,1.09,61.74
MV$Inbred-HIPS$Rep2$Plot175$Row58$Range64$NC348,5/1/2023,3:21 PM,,5.24,13.64,3.9,2.45,0.8,57.78
MV$Inbred-HIPS$Rep2$Plot175$Row58$Range64$NC348,5/1/2023,3:21 PM,,5.19,13.63,3.92,2.46,0.79,57.36
MV$Inbred-HIPS$Rep2$Plot175$Row58$Range64$NC348,5/1/2023,3:22 PM,,5.23,13.72,3.93,2.45,0.79,57.32
MV$Inbred-HIPS$Rep1$Plot368$Row60$Range43$Sg18,5/1/2023,3:24 PM,,5.69,11.34,3.58,1.05,0.84,62.6
MV$Inbred-HIPS$Rep1$Plot368$Row60$Range43$Sg18,5/1/2023,3:24 PM,,5.67,11.19,3.56,1.04,0.83,62.59
MV$Inbred-HIPS$Rep1$Plot368$Row60$Range43$Sg18,5/1/2023,3:25 PM,,5.59,11.28,3.55,1.06,0.83,62.6
MV$Inbred-HIPS$Rep1$Plot368$Row60$Range43$Sg18,5/1/2023,3:25 PM,,5.27,11.39,3.6,1.07,0.82,63.17
MV$Inbred-HIPS$Rep1$Plot368$Row60$Range43$Sg18,5/1/2023,3:26 PM,,5.29,11.26,3.59,1.04,0.82,63.14
MV$Inbred-HIPS$Rep2$Plot309$Row55$Range79$NC258,5/1/2023,3:27 PM,,5.11,9.89,5.3,0.74,0.92,62.02
MV$Inbred-HIPS$Rep2$Plot309$Row55$Range79$NC258,5/1/2023,3:28 PM,,5.07,9.89,5.35,0.78,0.91,62.57
MV$Inbred-HIPS$Rep2$Plot309$Row55$Range79$NC258,5/1/2023,3:28 PM,,5.02,9.96,5.33,0.78,0.9,62.13
MV$Inbred-HIPS$Rep1$Plot367$Row59$Range43$B73,5/1/2023,3:29 PM,,5.99,11.58,3.88,0.96,1.06,63.15
MV$Inbred-HIPS$Rep1$Plot367$Row59$Range43$B73,5/1/2023,3:29 PM,,6.12,11.69,3.88,0.93,1.05,63.16
MV$Inbred-HIPS$Rep1$Plot367$Row59$Range43$B73,5/1/2023,3:29 PM,,6.11,11.48,3.89,0.94,1.04,63.24
MV$Inbred-HIPS$Rep2$Plot144$Row53$Range60$W182B,5/1/2023,3:30 PM,,6.7,13.81,4.56,1.49,1.25,59.02
MV$Inbred-HIPS$Rep2$Plot144$Row53$Range60$W182B,5/1/2023,3:30 PM,,6.63,14.05,4.54,1.51,1.24,59.13
MV$Inbred-HIPS$Rep2$Plot144$Row53$Range60$W182B,5/1/2023,3:31 PM,,6.67,13.91,4.5,1.5,1.23,59.07
MV$Inbred-HIPS$Rep2$Plot307$Row53$Range79$B73,5/1/2023,3:32 PM,,5.13,9.96,4.35,1.04,0.92,65.11
MV$Inbred-HIPS$Rep2$Plot307$Row53$Range79$B73,5/1/2023,3:32 PM,,5.17,10.05,4.34,1.04,0.91,64.89
MV$Inbred-HIPS$Rep2$Plot307$Row53$Range79$B73,5/1/2023,3:33 PM,,5.16,10.09,4.33,1.03,0.9,64.94
MV$Inbred-HIPS$Rep1$Plot70$Row55$Range10$DE1,5/1/2023,3:34 PM,,6.67,12.07,3.89,1.1,1.07,63.07
MV$Inbred-HIPS$Rep1$Plot70$Row55$Range10$DE1,5/1/2023,3:34 PM,,6.67,12.03,3.88,1.1,1.06,63.14
MV$Inbred-HIPS$Rep1$Plot70$Row55$Range10$DE1,5/1/2023,3:34 PM,,6.67,11.85,3.89,1.13,1.05,63.18
MV$Inbred-HIPS$Rep1$Plot70$Row55$Range10$DE1,5/1/2023,3:34 PM,,6.64,11.86,3.9,1.13,1.05,63.73
MV$Inbred-HIPS$Rep1$Plot206$Row60$Range25$DJ7,5/1/2023,3:35 PM,,5.38,9.97,3.85,0.92,1,64.96
