Start Date:,4/24/2023,Start Time:,12:00 AM
End Date:,4/24/2023,End Time:,1:56 PM

Product:,Whole Corn,,Parameters:,Moisture,Protein As is,Oil As is,Fiber As is,Ash As is,Starch As is
,,,Target:,,,,,,
Sample ID,Date,Time,,,,,,,
MV$Inbred-HIPS$Rep1$Plot2$Row54$Range3$Yu796_NS,4/24/2023,1:38 PM,,6.41,12.22,4.13,1.36,0.93,59.47
MV$Inbred-HIPS$Rep1$Plot2$Row54$Range3$Yu796_NS,4/24/2023,1:39 PM,,6.29,12,4.16,1.38,0.92,60.58
MV$Inbred-HIPS$Rep2$Plot371$Row60$Range86$B73,4/24/2023,1:39 PM,,6.81,11.7,3.91,0.95,1.07,63.22
MV$Inbred-HIPS$Rep2$Plot371$Row60$Range86$B73,4/24/2023,1:39 PM,,6.9,11.81,3.85,0.94,1.06,63.17
MV$Inbred-HIPS$Rep2$Plot371$Row60$Range86$B73,4/24/2023,1:40 PM,,6.67,11.95,4.18,0.94,1.07,63.23
MV$Inbred-HIPS$Rep1$Plot8$Row60$Range3$NC290A,4/24/2023,1:42 PM,,6.61,11.26,3.74,1.57,0.96,60.13
MV$Inbred-HIPS$Rep1$Plot8$Row60$Range3$NC290A,4/24/2023,1:42 PM,,6.63,11.39,3.72,1.57,0.95,60.13
MV$Inbred-HIPS$Rep1$Plot8$Row60$Range3$NC290A,4/24/2023,1:43 PM,,6.58,11.5,3.75,1.57,0.94,60.13
MV$Inbred-HIPS$Rep2$Plot279$Row61$Range75$SA24,4/24/2023,1:44 PM,,6.74,12.01,4.51,0.67,0.98,58.52
MV$Inbred-HIPS$Rep2$Plot279$Row61$Range75$SA24,4/24/2023,1:45 PM,,6.74,12.11,4.51,0.65,0.97,58.45
MV$Inbred-HIPS$Rep2$Plot279$Row61$Range75$SA24,4/24/2023,1:45 PM,,6.71,11.92,4.52,0.66,0.97,58.61
MV$Inbred-HIPS$Rep1$Plot181$Row53$Range23$IDS28,4/24/2023,1:47 PM,,7.04,15.11,4.21,-0.74,0.8,60.22
MV$Inbred-HIPS$Rep1$Plot181$Row53$Range23$IDS28,4/24/2023,1:47 PM,,6.91,15.37,4.24,-0.73,0.79,60.31
MV$Inbred-HIPS$Rep1$Plot181$Row53$Range23$IDS28,4/24/2023,1:47 PM,,7.01,15.16,4.27,-0.71,0.78,60.39
,,,Average:,6.20,11.54,4.14,1.21,1.01,61.74

