date,minTemp,maxTemp,GDD,location,lat,lon,tmin,tmax
2022-03-28,NA,NA,13.76,Scottsbluff,41.933593,-103.700056,38.53,77.52
2022-03-29,NA,NA,3.025,Scottsbluff,41.933593,-103.700056,28.42,56.05
2022-03-30,NA,NA,0,Scottsbluff,41.933593,-103.700056,24.42,40.51
2022-03-31,NA,NA,6.22,Scottsbluff,41.933593,-103.700056,23.27,62.44
2022-04-01,NA,NA,0.685000000000002,Scottsbluff,41.933593,-103.700056,32.7,51.37
2022-04-02,NA,NA,8.46,Scottsbluff,41.933593,-103.700056,30.67,66.92
2022-04-03,NA,NA,3.295,Scottsbluff,41.933593,-103.700056,31.89,56.59
2022-04-04,NA,NA,9.845,Scottsbluff,41.933593,-103.700056,27.97,69.69
2022-04-05,NA,NA,2.555,Scottsbluff,41.933593,-103.700056,34.88,55.11
2022-04-06,NA,NA,0,Scottsbluff,41.933593,-103.700056,34.5,44.62
2022-04-07,NA,NA,0,Scottsbluff,41.933593,-103.700056,28.24,49.12
2022-04-08,NA,NA,7.56,Scottsbluff,41.933593,-103.700056,23.45,65.12
2022-04-09,NA,NA,11.945,Scottsbluff,41.933593,-103.700056,35.28,73.89
2022-04-10,NA,NA,0,Scottsbluff,41.933593,-103.700056,25.09,46.72
2022-04-11,NA,NA,4.43,Scottsbluff,41.933593,-103.700056,25.25,58.86
2022-04-12,NA,NA,0,Scottsbluff,41.933593,-103.700056,16.61,49.12
2022-04-13,NA,NA,0,Scottsbluff,41.933593,-103.700056,14.14,36.97
2022-04-14,NA,NA,0,Scottsbluff,41.933593,-103.700056,19.08,47.61
2022-04-15,NA,NA,0,Scottsbluff,41.933593,-103.700056,23.65,47.26
2022-04-16,NA,NA,0.200000000000003,Scottsbluff,41.933593,-103.700056,21.29,50.4
2022-04-17,NA,NA,4.565,Scottsbluff,41.933593,-103.700056,29.75,59.13
2022-04-18,NA,NA,5.2,Scottsbluff,41.933593,-103.700056,27.95,60.4
2022-04-19,NA,NA,15.795,Scottsbluff,41.933593,-103.700056,32.68,81.59
2022-04-20,NA,NA,7.175,Scottsbluff,41.933593,-103.700056,37.44,64.35
2022-04-21,NA,NA,12.745,Scottsbluff,41.933593,-103.700056,34.57,75.49
2022-04-22,NA,NA,18,Scottsbluff,41.933593,-103.700056,47.12,88.43
2022-04-23,NA,NA,0,Scottsbluff,41.933593,-103.700056,36.79,47.01
2022-04-24,NA,NA,0.0799999999999983,Scottsbluff,41.933593,-103.700056,31.82,50.16
2022-04-25,NA,NA,3.295,Scottsbluff,41.933593,-103.700056,27.79,56.59
2022-04-26,NA,NA,12.175,Scottsbluff,41.933593,-103.700056,34,74.35
2022-04-27,NA,NA,8.66,Scottsbluff,41.933593,-103.700056,41.4,67.32
2022-04-28,NA,NA,11.275,Scottsbluff,41.933593,-103.700056,40.08,72.55
2022-04-29,NA,NA,4.59,Scottsbluff,41.933593,-103.700056,40.93,59.18
2022-04-30,NA,NA,4.68,Scottsbluff,41.933593,-103.700056,36.97,59.36
2022-05-01,NA,NA,6.28,Scottsbluff,41.933593,-103.700056,33.44,62.56
2022-05-02,NA,NA,0,Scottsbluff,41.933593,-103.700056,27.73,42.12
2022-05-03,NA,NA,1.62,Scottsbluff,41.933593,-103.700056,25.63,53.24
2022-05-04,NA,NA,5.805,Scottsbluff,41.933593,-103.700056,35.94,61.61
2022-05-05,NA,NA,9.685,Scottsbluff,41.933593,-103.700056,36.03,69.37
2022-05-06,NA,NA,14.885,Scottsbluff,41.933593,-103.700056,45.19,79.77
2022-05-07,NA,NA,18,Scottsbluff,41.933593,-103.700056,46.06,87.6
2022-05-08,NA,NA,9.98,Scottsbluff,41.933593,-103.700056,41.54,69.96
2022-05-09,NA,NA,9.845,Scottsbluff,41.933593,-103.700056,40.77,69.69
2022-05-10,NA,NA,9.47,Scottsbluff,41.933593,-103.700056,36.64,68.94
2022-05-11,NA,NA,15.795,Scottsbluff,41.933593,-103.700056,43.48,81.59
2022-05-12,NA,NA,9.55,Scottsbluff,41.933593,-103.700056,49.8,69.1
2022-05-13,NA,NA,10.295,Scottsbluff,41.933593,-103.700056,41.18,70.59
2022-05-14,NA,NA,13.185,Scottsbluff,41.933593,-103.700056,45.68,76.37
2022-05-15,NA,NA,12.14,Scottsbluff,41.933593,-103.700056,46.44,74.28
2022-05-16,NA,NA,18,Scottsbluff,41.933593,-103.700056,48.24,89.46
2022-05-17,NA,NA,14.335,Scottsbluff,41.933593,-103.700056,52.39,76.28
2022-05-18,NA,NA,17.45,Scottsbluff,41.933593,-103.700056,51.51,83.39
2022-05-19,NA,NA,16.155,Scottsbluff,41.933593,-103.700056,40.03,82.31
2022-05-20,NA,NA,0,Scottsbluff,41.933593,-103.700056,36.93,46.36
2022-05-21,NA,NA,2.07,Scottsbluff,41.933593,-103.700056,31.19,54.14
2022-05-22,NA,NA,4.815,Scottsbluff,41.933593,-103.700056,29.41,59.63
2022-05-23,NA,NA,4.005,Scottsbluff,41.933593,-103.700056,37.94,58.01
2022-05-24,NA,NA,5.795,Scottsbluff,41.933593,-103.700056,36.5,61.59
2022-05-25,NA,NA,11.32,Scottsbluff,41.933593,-103.700056,37.74,72.64
2022-05-26,NA,NA,17.45,Scottsbluff,41.933593,-103.700056,44.22,84.9
2022-05-27,NA,NA,19.17,Scottsbluff,41.933593,-103.700056,52.34,94.69
2022-05-28,NA,NA,21.105,Scottsbluff,41.933593,-103.700056,56.21,87.28
2022-05-29,NA,NA,15.83,Scottsbluff,41.933593,-103.700056,52.84,78.82
2022-05-30,NA,NA,2.095,Scottsbluff,41.933593,-103.700056,45.07,54.19
2022-05-31,NA,NA,4.445,Scottsbluff,41.933593,-103.700056,43.23,58.89
2022-06-01,NA,NA,7.805,Scottsbluff,41.933593,-103.700056,41.95,65.61
2022-06-02,NA,NA,12.13,Scottsbluff,41.933593,-103.700056,45.46,74.26
2022-06-03,NA,NA,15.315,Scottsbluff,41.933593,-103.700056,50.68,79.95
2022-06-04,NA,NA,17.28,Scottsbluff,41.933593,-103.700056,54.3,80.26
2022-06-05,NA,NA,20.36,Scottsbluff,41.933593,-103.700056,57.06,83.66
2022-06-06,NA,NA,18.07,Scottsbluff,41.933593,-103.700056,53.24,82.9
2022-06-07,NA,NA,13.915,Scottsbluff,41.933593,-103.700056,48.85,77.83
2022-06-08,NA,NA,14.255,Scottsbluff,41.933593,-103.700056,44.76,78.51
2022-06-09,NA,NA,20.43,Scottsbluff,41.933593,-103.700056,55.04,85.82
2022-06-10,NA,NA,22.03,Scottsbluff,41.933593,-103.700056,58.06,93
2022-06-11,NA,NA,25.56,Scottsbluff,41.933593,-103.700056,65.12,97.23
2022-06-12,NA,NA,25,Scottsbluff,41.933593,-103.700056,64,94.12
2022-06-13,NA,NA,22.67,Scottsbluff,41.933593,-103.700056,59.34,100.74
2022-06-14,NA,NA,14.655,Scottsbluff,41.933593,-103.700056,51.37,77.94
2022-06-15,NA,NA,16.145,Scottsbluff,41.933593,-103.700056,48.78,82.29
2022-06-16,NA,NA,18.62,Scottsbluff,41.933593,-103.700056,51.24,93.54
2022-06-17,NA,NA,24.185,Scottsbluff,41.933593,-103.700056,62.37,99.73
2022-06-18,NA,NA,27.425,Scottsbluff,41.933593,-103.700056,68.85,96.71
2022-06-19,NA,NA,27.395,Scottsbluff,41.933593,-103.700056,68.79,92.71
2022-06-20,NA,NA,23.825,Scottsbluff,41.933593,-103.700056,61.65,89.62
2022-06-21,NA,NA,18.1,Scottsbluff,41.933593,-103.700056,51.71,84.49
2022-06-22,NA,NA,21.385,Scottsbluff,41.933593,-103.700056,56.77,88.41
2022-06-23,NA,NA,22.895,Scottsbluff,41.933593,-103.700056,59.79,97.21
2022-06-24,NA,NA,25.585,Scottsbluff,41.933593,-103.700056,65.17,95.25
2022-06-25,NA,NA,14.56,Scottsbluff,41.933593,-103.700056,53.58,75.54
2022-06-26,NA,NA,13.545,Scottsbluff,41.933593,-103.700056,50.07,77.02
2022-06-27,NA,NA,20.44,Scottsbluff,41.933593,-103.700056,54.88,91.33
2022-06-28,NA,NA,21.88,Scottsbluff,41.933593,-103.700056,57.76,95.92
2022-06-29,NA,NA,25.445,Scottsbluff,41.933593,-103.700056,64.89,98.29
2022-06-30,NA,NA,24.03,Scottsbluff,41.933593,-103.700056,62.06,89.04
2022-07-01,NA,NA,20.97,Scottsbluff,41.933593,-103.700056,59.2,82.74
2022-07-02,NA,NA,22.94,Scottsbluff,41.933593,-103.700056,59.88,91.85
2022-07-03,NA,NA,25.425,Scottsbluff,41.933593,-103.700056,64.85,94.55
2022-07-04,NA,NA,25.99,Scottsbluff,41.933593,-103.700056,65.98,97.05
2022-07-05,NA,NA,26.46,Scottsbluff,41.933593,-103.700056,66.92,97.47
2022-07-06,NA,NA,24.095,Scottsbluff,41.933593,-103.700056,67.01,81.18
2022-07-07,NA,NA,24.425,Scottsbluff,41.933593,-103.700056,63.46,85.39
2022-07-08,NA,NA,22.895,Scottsbluff,41.933593,-103.700056,59.79,93.56
2022-07-09,NA,NA,26.93,Scottsbluff,41.933593,-103.700056,67.86,103.57
2022-07-10,NA,NA,27.37,Scottsbluff,41.933593,-103.700056,68.74,96.91
2022-07-11,NA,NA,22.255,Scottsbluff,41.933593,-103.700056,58.69,85.82
2022-07-12,NA,NA,23.12,Scottsbluff,41.933593,-103.700056,60.24,95.45
2022-07-13,NA,NA,24.82,Scottsbluff,41.933593,-103.700056,63.64,98.24
2022-07-14,NA,NA,27.47,Scottsbluff,41.933593,-103.700056,68.94,100.54
2022-07-15,NA,NA,27.475,Scottsbluff,41.933593,-103.700056,68.95,99.12
2022-07-16,NA,NA,28.015,Scottsbluff,41.933593,-103.700056,70.03,97.21
2022-07-17,NA,NA,26.315,Scottsbluff,41.933593,-103.700056,66.63,100.18
2022-07-18,NA,NA,29.59,Scottsbluff,41.933593,-103.700056,73.18,106.25
2022-07-19,NA,NA,27.52,Scottsbluff,41.933593,-103.700056,69.04,96.82
2022-07-20,NA,NA,25.31,Scottsbluff,41.933593,-103.700056,64.62,99.19
2022-07-21,NA,NA,24.885,Scottsbluff,41.933593,-103.700056,63.77,100.4
2022-07-22,NA,NA,25.85,Scottsbluff,41.933593,-103.700056,65.7,100.45
2022-07-23,NA,NA,28.485,Scottsbluff,41.933593,-103.700056,70.97,93.96
2022-07-24,NA,NA,26.08,Scottsbluff,41.933593,-103.700056,66.16,87.85
2022-07-25,NA,NA,24.235,Scottsbluff,41.933593,-103.700056,62.47,94.05
2022-07-26,NA,NA,25.94,Scottsbluff,41.933593,-103.700056,65.88,87.37
2022-07-27,NA,NA,24.2,Scottsbluff,41.933593,-103.700056,64.24,84.16
2022-07-28,NA,NA,21.33,Scottsbluff,41.933593,-103.700056,59.02,83.64
2022-07-29,NA,NA,23.275,Scottsbluff,41.933593,-103.700056,62.73,83.82
2022-07-30,NA,NA,23.66,Scottsbluff,41.933593,-103.700056,61.32,97.7
2022-07-31,NA,NA,26.62,Scottsbluff,41.933593,-103.700056,67.24,95.67
2022-08-01,NA,NA,27.53,Scottsbluff,41.933593,-103.700056,69.06,101.82
2022-08-02,NA,NA,28.675,Scottsbluff,41.933593,-103.700056,71.35,97.74
2022-08-03,NA,NA,26.37,Scottsbluff,41.933593,-103.700056,66.74,92.34
2022-08-04,NA,NA,28.16,Scottsbluff,41.933593,-103.700056,70.32,102.74
2022-08-05,NA,NA,28.105,Scottsbluff,41.933593,-103.700056,70.21,100.71
2022-08-06,NA,NA,24.905,Scottsbluff,41.933593,-103.700056,63.81,88.27
2022-08-07,NA,NA,26.585,Scottsbluff,41.933593,-103.700056,67.17,89.98
2022-08-08,NA,NA,24.805,Scottsbluff,41.933593,-103.700056,63.61,95.04
2022-08-09,NA,NA,26.255,Scottsbluff,41.933593,-103.700056,66.51,99.72
2022-08-10,NA,NA,27.495,Scottsbluff,41.933593,-103.700056,68.99,99.46
2022-08-11,NA,NA,29.115,Scottsbluff,41.933593,-103.700056,72.23,102.02
2022-08-12,NA,NA,28.115,Scottsbluff,41.933593,-103.700056,70.23,97.68
2022-08-13,NA,NA,27.225,Scottsbluff,41.933593,-103.700056,68.45,90.43
2022-08-14,NA,NA,27.245,Scottsbluff,41.933593,-103.700056,68.49,91.54
2022-08-15,NA,NA,25.445,Scottsbluff,41.933593,-103.700056,64.89,86.02
2022-08-16,NA,NA,23.515,Scottsbluff,41.933593,-103.700056,61.03,87.28
2022-08-17,NA,NA,22.565,Scottsbluff,41.933593,-103.700056,59.13,89.51
2022-08-18,NA,NA,23.84,Scottsbluff,41.933593,-103.700056,61.68,89.29
2022-08-19,NA,NA,22.21,Scottsbluff,41.933593,-103.700056,60.71,83.71
2022-08-20,NA,NA,21.07,Scottsbluff,41.933593,-103.700056,56.14,88.2
2022-08-21,NA,NA,24.23,Scottsbluff,41.933593,-103.700056,62.46,87.57
2022-08-22,NA,NA,24.32,Scottsbluff,41.933593,-103.700056,62.64,92.84
2022-08-23,NA,NA,24.82,Scottsbluff,41.933593,-103.700056,63.64,93.51
2022-08-24,NA,NA,24.705,Scottsbluff,41.933593,-103.700056,63.41,88.43
2022-08-25,NA,NA,23.83,Scottsbluff,41.933593,-103.700056,61.66,90.97
2022-08-26,NA,NA,23.385,Scottsbluff,41.933593,-103.700056,61.56,85.21
2022-08-27,NA,NA,25.085,Scottsbluff,41.933593,-103.700056,64.17,94.3
2022-08-28,NA,NA,25.435,Scottsbluff,41.933593,-103.700056,64.87,94.03
2022-08-29,NA,NA,22.42,Scottsbluff,41.933593,-103.700056,58.84,89.69
2022-08-30,NA,NA,23.345,Scottsbluff,41.933593,-103.700056,60.69,95.94
2022-08-31,NA,NA,24.815,Scottsbluff,41.933593,-103.700056,63.63,94.77
2022-09-01,NA,NA,24.47,Scottsbluff,41.933593,-103.700056,62.94,98.04
2022-09-02,NA,NA,26.145,Scottsbluff,41.933593,-103.700056,66.29,93.47
2022-09-03,NA,NA,24.02,Scottsbluff,41.933593,-103.700056,62.04,93.63
2022-09-04,NA,NA,23.815,Scottsbluff,41.933593,-103.700056,61.63,99.28
2022-09-05,NA,NA,26.02,Scottsbluff,41.933593,-103.700056,66.04,102.36
2022-09-06,NA,NA,27.07,Scottsbluff,41.933593,-103.700056,68.14,101.62
2022-09-07,NA,NA,25.865,Scottsbluff,41.933593,-103.700056,65.73,102.47
2022-09-08,NA,NA,24.095,Scottsbluff,41.933593,-103.700056,62.19,99.23
2022-09-09,NA,NA,6.505,Scottsbluff,41.933593,-103.700056,50.25,62.76
2022-09-10,NA,NA,6.76000000000001,Scottsbluff,41.933593,-103.700056,48.22,63.52
2022-09-11,NA,NA,15.93,Scottsbluff,41.933593,-103.700056,43.02,81.86
2022-09-12,NA,NA,18.92,Scottsbluff,41.933593,-103.700056,51.84,91.36
2022-09-13,NA,NA,20.135,Scottsbluff,41.933593,-103.700056,54.27,91.54
2022-09-14,NA,NA,24.195,Scottsbluff,41.933593,-103.700056,62.82,85.57
2022-09-15,NA,NA,18.145,Scottsbluff,41.933593,-103.700056,58.32,77.97
2022-09-16,NA,NA,18.045,Scottsbluff,41.933593,-103.700056,52.83,83.26
2022-09-17,NA,NA,14.735,Scottsbluff,41.933593,-103.700056,49.82,79.47
2022-09-18,NA,NA,18.065,Scottsbluff,41.933593,-103.700056,52.47,83.66
2022-09-19,NA,NA,21.025,Scottsbluff,41.933593,-103.700056,56.05,93.16
2022-09-20,NA,NA,21.62,Scottsbluff,41.933593,-103.700056,57.24,86.9
2022-09-21,NA,NA,6.94,Scottsbluff,41.933593,-103.700056,50.31,63.57
2022-09-22,NA,NA,7.94,Scottsbluff,41.933593,-103.700056,50.04,65.84
2022-09-23,NA,NA,14.78,Scottsbluff,41.933593,-103.700056,50.65,78.91
2022-09-24,NA,NA,15.145,Scottsbluff,41.933593,-103.700056,49.14,80.29
2022-09-25,NA,NA,12.535,Scottsbluff,41.933593,-103.700056,49.6,75.07
2022-09-26,NA,NA,16.145,Scottsbluff,41.933593,-103.700056,48.58,82.29
2022-09-27,NA,NA,15.67,Scottsbluff,41.933593,-103.700056,50.88,80.46
2022-09-28,NA,NA,18.46,Scottsbluff,41.933593,-103.700056,50.92,87.12
2022-09-29,NA,NA,22.03,Scottsbluff,41.933593,-103.700056,59.88,84.18
2022-09-30,NA,NA,15.02,Scottsbluff,41.933593,-103.700056,53.24,76.8
2022-10-01,NA,NA,12.355,Scottsbluff,41.933593,-103.700056,49.93,74.71
2022-10-02,NA,NA,12.51,Scottsbluff,41.933593,-103.700056,50.72,74.3
2022-10-03,NA,NA,12.605,Scottsbluff,41.933593,-103.700056,52.84,72.37
2022-10-04,NA,NA,8.63,Scottsbluff,41.933593,-103.700056,47.07,67.26
2022-10-05,NA,NA,10.845,Scottsbluff,41.933593,-103.700056,44.64,71.69
2022-10-06,NA,NA,10.935,Scottsbluff,41.933593,-103.700056,42.91,71.87
2022-10-07,NA,NA,2.925,Scottsbluff,41.933593,-103.700056,40.78,55.85
2022-10-08,NA,NA,8.8,Scottsbluff,41.933593,-103.700056,39.25,67.6
2022-10-09,NA,NA,11.225,Scottsbluff,41.933593,-103.700056,40.48,72.45
2022-10-10,NA,NA,15.05,Scottsbluff,41.933593,-103.700056,44.44,80.1
2022-10-11,NA,NA,12.005,Scottsbluff,41.933593,-103.700056,41.79,74.01
2022-10-12,NA,NA,3.005,Scottsbluff,41.933593,-103.700056,38.52,56.01
2022-10-13,NA,NA,5.57,Scottsbluff,41.933593,-103.700056,38.07,61.14
2022-10-14,NA,NA,10.845,Scottsbluff,41.933593,-103.700056,44.4,71.69
2022-10-15,NA,NA,4.34,Scottsbluff,41.933593,-103.700056,41.23,58.68
2022-10-16,NA,NA,4.84,Scottsbluff,41.933593,-103.700056,37.18,59.68
2022-10-17,NA,NA,6.55,Scottsbluff,41.933593,-103.700056,34.2,63.1
2022-10-18,NA,NA,8.55,Scottsbluff,41.933593,-103.700056,36.19,67.1
2022-10-19,NA,NA,11.455,Scottsbluff,41.933593,-103.700056,42.1,72.91
2022-10-20,NA,NA,15.2,Scottsbluff,41.933593,-103.700056,41.22,80.4
2022-10-21,NA,NA,13.015,Scottsbluff,41.933593,-103.700056,41.92,76.03
2022-10-22,NA,NA,13.725,Scottsbluff,41.933593,-103.700056,47.71,77.45
2022-10-23,NA,NA,8.855,Scottsbluff,41.933593,-103.700056,38.77,67.71
2022-10-24,NA,NA,0,Scottsbluff,41.933593,-103.700056,34.21,47.77
2022-10-25,NA,NA,2.13500000000001,Scottsbluff,41.933593,-103.700056,33.66,54.27
2022-10-26,NA,NA,0.609999999999999,Scottsbluff,41.933593,-103.700056,30.02,51.22
2022-10-27,NA,NA,2.835,Scottsbluff,41.933593,-103.700056,32.92,55.67
2022-10-28,NA,NA,6.625,Scottsbluff,41.933593,-103.700056,27.32,63.25
2022-10-29,NA,NA,6.185,Scottsbluff,41.933593,-103.700056,33.24,62.37
2022-10-30,NA,NA,6.695,Scottsbluff,41.933593,-103.700056,40.12,63.39
2022-10-31,NA,NA,7.64,Scottsbluff,41.933593,-103.700056,34.86,65.28
2022-11-01,NA,NA,10.8,Scottsbluff,41.933593,-103.700056,37.36,71.6
2022-11-02,NA,NA,11.16,Scottsbluff,41.933593,-103.700056,46.89,72.32
2022-11-03,NA,NA,0,Scottsbluff,41.933593,-103.700056,28.44,46.69
2022-11-04,NA,NA,0,Scottsbluff,41.933593,-103.700056,26.11,47.32
2022-11-05,NA,NA,4.57,Scottsbluff,41.933593,-103.700056,32.11,59.14
2022-11-06,NA,NA,0,Scottsbluff,41.933593,-103.700056,33.62,49.68
2022-11-07,NA,NA,2.05,Scottsbluff,41.933593,-103.700056,33.93,54.1
2022-11-08,NA,NA,10.765,Scottsbluff,41.933593,-103.700056,28.13,71.53
2022-11-09,NA,NA,0,Scottsbluff,41.933593,-103.700056,24.28,38.59
2022-11-10,NA,NA,0,Scottsbluff,41.933593,-103.700056,18.66,32.32
2022-11-11,NA,NA,0,Scottsbluff,41.933593,-103.700056,18.84,36.25
2022-11-12,NA,NA,0,Scottsbluff,41.933593,-103.700056,22.53,43.32
2022-11-13,NA,NA,0,Scottsbluff,41.933593,-103.700056,23.88,41.59
2022-11-14,NA,NA,0,Scottsbluff,41.933593,-103.700056,21.56,35.85
2022-11-15,NA,NA,0,Scottsbluff,41.933593,-103.700056,21.25,31.89
2022-11-16,NA,NA,0,Scottsbluff,41.933593,-103.700056,22.44,39.51
2022-11-17,NA,NA,0,Scottsbluff,41.933593,-103.700056,9.61,28.36
2022-11-18,NA,NA,0,Scottsbluff,41.933593,-103.700056,6.84,29.07
2022-11-19,NA,NA,0,Scottsbluff,41.933593,-103.700056,17.4,39.06
2022-11-20,NA,NA,0,Scottsbluff,41.933593,-103.700056,22.21,48.15
2022-11-21,NA,NA,0.0799999999999983,Scottsbluff,41.933593,-103.700056,23.07,50.16
2022-11-22,NA,NA,0.019999999999996,Scottsbluff,41.933593,-103.700056,28.8,50.04
2022-11-23,NA,NA,0,Scottsbluff,41.933593,-103.700056,28.42,47.53
2022-11-24,NA,NA,0,Scottsbluff,41.933593,-103.700056,27.88,43.11
2022-11-25,NA,NA,2.675,Scottsbluff,41.933593,-103.700056,27.82,55.35
2022-11-26,NA,NA,1.71,Scottsbluff,41.933593,-103.700056,29.64,53.42
2022-11-27,NA,NA,0,Scottsbluff,41.933593,-103.700056,25.77,48.79
2022-11-28,NA,NA,0,Scottsbluff,41.933593,-103.700056,21.69,38.12
2022-11-29,NA,NA,0,Scottsbluff,41.933593,-103.700056,20.44,27.59
2022-11-30,NA,NA,0,Scottsbluff,41.933593,-103.700056,16.43,36.3
2022-12-01,NA,NA,1.26000000000001,Scottsbluff,41.933593,-103.700056,21.74,52.52
2022-12-02,NA,NA,0,Scottsbluff,41.933593,-103.700056,20.93,42.12
2022-12-03,NA,NA,0,Scottsbluff,41.933593,-103.700056,20.68,44.04
2022-12-04,NA,NA,1.105,Scottsbluff,41.933593,-103.700056,22.5,52.21
2022-12-05,NA,NA,0,Scottsbluff,41.933593,-103.700056,30,42.17
2022-12-06,NA,NA,0,Scottsbluff,41.933593,-103.700056,28.44,43.21
2022-12-07,NA,NA,0,Scottsbluff,41.933593,-103.700056,24.89,45.86
2022-12-08,NA,NA,0,Scottsbluff,41.933593,-103.700056,24.21,35.92
2022-12-09,NA,NA,0,Scottsbluff,41.933593,-103.700056,19.31,41.79
2022-12-10,NA,NA,0,Scottsbluff,41.933593,-103.700056,20.57,44.38
2022-12-11,NA,NA,0.314999999999998,Scottsbluff,41.933593,-103.700056,25.68,50.63
2022-12-12,NA,NA,0,Scottsbluff,41.933593,-103.700056,22.82,38.53
2022-12-13,NA,NA,0,Scottsbluff,41.933593,-103.700056,15.3,23.41
2022-12-14,NA,NA,0,Scottsbluff,41.933593,-103.700056,16.34,25.03
2022-12-15,NA,NA,0,Scottsbluff,41.933593,-103.700056,18.45,25.86
2022-12-16,NA,NA,0,Scottsbluff,41.933593,-103.700056,16.25,28.4
2022-12-17,NA,NA,0,Scottsbluff,41.933593,-103.700056,14.22,32.58
2022-12-18,NA,NA,0,Scottsbluff,41.933593,-103.700056,11.12,36.64
2022-12-19,NA,NA,0,Scottsbluff,41.933593,-103.700056,9.43,37.27
2022-12-20,NA,NA,0,Scottsbluff,41.933593,-103.700056,18.14,33.49
2022-12-21,NA,NA,0,Scottsbluff,41.933593,-103.700056,-12.01,38.89
2022-12-22,NA,NA,0,Scottsbluff,41.933593,-103.700056,-16.73,-1.21
2022-12-23,NA,NA,0,Scottsbluff,41.933593,-103.700056,-10.89,10.96
2022-12-24,NA,NA,0,Scottsbluff,41.933593,-103.700056,5.92,41.43
2022-12-25,NA,NA,0,Scottsbluff,41.933593,-103.700056,24.46,44.44
2022-12-26,NA,NA,0,Scottsbluff,41.933593,-103.700056,25.21,45.41
2022-12-27,NA,NA,3.375,Scottsbluff,41.933593,-103.700056,34.93,56.75
2022-12-28,NA,NA,0.155000000000001,Scottsbluff,41.933593,-103.700056,33.17,50.31
2022-12-29,NA,NA,0,Scottsbluff,41.933593,-103.700056,24.48,40.53
2022-12-30,NA,NA,0,Scottsbluff,41.933593,-103.700056,22.55,43.68
2022-12-31,NA,NA,0,Scottsbluff,41.933593,-103.700056,29.61,47.52
2022-01-01,NA,NA,0,North Platte1,41.084583,-100.780911,3.63,11.73
2022-01-02,NA,NA,0,North Platte1,41.084583,-100.780911,6.6,39.07
2022-01-03,NA,NA,0,North Platte1,41.084583,-100.780911,23.43,46.54
2022-01-04,NA,NA,1.465,North Platte1,41.084583,-100.780911,20.62,52.93
2022-01-05,NA,NA,0,North Platte1,41.084583,-100.780911,3.4,20.08
2022-01-06,NA,NA,0,North Platte1,41.084583,-100.780911,-0.13,10.26
2022-01-07,NA,NA,0,North Platte1,41.084583,-100.780911,9,34.05
2022-01-08,NA,NA,0,North Platte1,41.084583,-100.780911,20.86,39.22
2022-01-09,NA,NA,0,North Platte1,41.084583,-100.780911,12.65,36.14
2022-01-10,NA,NA,0,North Platte1,41.084583,-100.780911,21.22,46.94
2022-01-11,NA,NA,0,North Platte1,41.084583,-100.780911,27.77,47.61
2022-01-12,NA,NA,0.450000000000003,North Platte1,41.084583,-100.780911,30.11,50.9
2022-01-13,NA,NA,2.035,North Platte1,41.084583,-100.780911,32.45,54.07
2022-01-14,NA,NA,0,North Platte1,41.084583,-100.780911,19.26,39.47
2022-01-15,NA,NA,0,North Platte1,41.084583,-100.780911,18.46,33.03
2022-01-16,NA,NA,0,North Platte1,41.084583,-100.780911,27.01,47.93
2022-01-17,NA,NA,2.395,North Platte1,41.084583,-100.780911,28.04,54.79
2022-01-18,NA,NA,2.54,North Platte1,41.084583,-100.780911,24.62,55.08
2022-01-19,NA,NA,0,North Platte1,41.084583,-100.780911,8.64,23.14
2022-01-20,NA,NA,0,North Platte1,41.084583,-100.780911,4.51,25.25
2022-01-21,NA,NA,0,North Platte1,41.084583,-100.780911,10.83,34.03
2022-01-22,NA,NA,0,North Platte1,41.084583,-100.780911,20.55,46.11
2022-01-23,NA,NA,1.71,North Platte1,41.084583,-100.780911,28.87,53.42
2022-01-24,NA,NA,0,North Platte1,41.084583,-100.780911,22.08,41.67
2022-01-25,NA,NA,0,North Platte1,41.084583,-100.780911,21.54,29.57
2022-01-26,NA,NA,0,North Platte1,41.084583,-100.780911,21.06,38.97
2022-01-27,NA,NA,0,North Platte1,41.084583,-100.780911,22.24,37.78
2022-01-28,NA,NA,0,North Platte1,41.084583,-100.780911,19.35,44.49
2022-01-29,NA,NA,1.565,North Platte1,41.084583,-100.780911,28.33,53.13
2022-01-30,NA,NA,0.594999999999999,North Platte1,41.084583,-100.780911,28.53,51.19
2022-01-31,NA,NA,2.915,North Platte1,41.084583,-100.780911,27.19,55.83
2022-02-01,NA,NA,0,North Platte1,41.084583,-100.780911,20.44,30.54
2022-02-02,NA,NA,0,North Platte1,41.084583,-100.780911,8.04,19.54
2022-02-03,NA,NA,0,North Platte1,41.084583,-100.780911,2.93,21.34
2022-02-04,NA,NA,0,North Platte1,41.084583,-100.780911,10.94,36.64
2022-02-05,NA,NA,1.9,North Platte1,41.084583,-100.780911,23.49,53.8
2022-02-06,NA,NA,0,North Platte1,41.084583,-100.780911,29.37,42.69
2022-02-07,NA,NA,1.755,North Platte1,41.084583,-100.780911,27.59,53.51
2022-02-08,NA,NA,2.045,North Platte1,41.084583,-100.780911,31.33,54.09
2022-02-09,NA,NA,0.564999999999998,North Platte1,41.084583,-100.780911,30.65,51.13
2022-02-10,NA,NA,3.98,North Platte1,41.084583,-100.780911,28.44,57.96
2022-02-11,NA,NA,0,North Platte1,41.084583,-100.780911,17.35,43.7
2022-02-12,NA,NA,0,North Platte1,41.084583,-100.780911,17.58,40.93
