loc,row,range,genotype,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh,plot,qr,nLvl,field,rep,population,irrigation,earLen,earFillLen,earWidth,shelledCobWidth,shelledCobWt,kernelsPerEar,hundredKernelWt,pctMoistureEarPhenotyping,kernelMass,kernelColor,kernelStriping
North Platte1,3,19,PHB47 X PHJ89,69.95,10.75,4.16,1.09,0.94,275,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT275$ROW3$RANGE19$PHB47 X PHJ89,Medium,Hybrid HIPS,1,Hybrid,Full,17.9,15.9,4.5,2.5,20.9,20.9,29.7,NA,166.6,yellow,N
North Platte1,3,20,PHP02 X PHB47,66.93,10.69,3.11,1.36,1.06,291,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT291$ROW3$RANGE20$PHP02 X PHB47,Medium,Hybrid HIPS,1,Hybrid,Full,18.1,16.4,4.5,3,24.9,24.9,34,NA,156.7,yellow,N
North Platte1,3,21,PHN46 X PHB47,72.27,9.35,3.45,0.6,0.7,307,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT307$ROW3$RANGE21$PHN46 X PHB47,Medium,Hybrid HIPS,1,Hybrid,Full,15.5,15.6,4.1,2.2,20.4,20.4,34.5,4.5,165,yellow,N
North Platte1,3,22,SYNGENTA NK0760-3111,69.83,8.64,3.75,1.41,1.11,323,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT323$ROW3$RANGE22$SYNGENTA NK0760-3111,Medium,Hybrid HIPS,1,Hybrid,Full,16.4,15.6,4.5,2.6,19.8,19.8,28.1,4.3,152.4,yellow,N
North Platte1,3,23,PHP02 X LH82,69.25,11.48,4.91,0.69,1.05,339,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT339$ROW3$RANGE23$PHP02 X LH82,Medium,Hybrid HIPS,1,Hybrid,Full,15.6,13.6,4.4,3,17.8,17.8,23.4,NA,107,yellow,N
North Platte1,3,25,PHK56 X PHJ89,71.01,10.34,4.14,0.89,1.01,355,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT355$ROW3$RANGE25$PHK56 X PHJ89,High,Hybrid HIPS,1,Hybrid,Full,16.8,16.4,4.2,2.8,23.8,23.8,28.5,NA,134.4,yellow,N
North Platte1,3,26,2369 X 3IIH6,68.8,8.9,3.7,0.84,1.12,371,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT371$ROW3$RANGE26$2369 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Full,17.5,16.1,4.1,2.5,21,21,28.5,4.3,160.5,yellow,N
North Platte1,3,27,2369 X PHN82,72.59,8.38,3.57,0.33,0.74,387,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT387$ROW3$RANGE27$2369 X PHN82,High,Hybrid HIPS,1,Hybrid,Full,17.5,16,4.5,3,26.3,26.3,30,3.9,172.4,yellow,N
North Platte1,3,28,LH74 X PHM49,71.34,9.44,3.51,0.64,0.74,403,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT403$ROW3$RANGE28$LH74 X PHM49,High,Hybrid HIPS,1,Hybrid,Full,15.1,13.1,3.8,2.1,15.6,15.6,32.4,3.7,121.6,yellow,N
North Platte1,3,29,PHP02 X W606S,71.39,9.55,4.36,0.51,0.89,419,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT419$ROW3$RANGE29$PHP02 X W606S,High,Hybrid HIPS,1,Hybrid,Full,14.6,14,4.1,2.8,20.5,20.5,33,4.8,117.3,orange,N
North Platte1,3,31,LH195 X LH123HT,70.7,10.78,3.23,0.94,0.82,451,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT451$ROW3$RANGE31$LH195 X LH123HT,High,Hybrid HIPS,1,Hybrid,Full,16.1,15.4,3.9,2.8,22.3,22.3,27.6,4.3,142.4,yellow,N
North Platte1,3,32,LH195 X PHZ51,72.21,9.16,4.24,0.43,0.93,467,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT467$ROW3$RANGE32$LH195 X PHZ51,High,Hybrid HIPS,1,Hybrid,Full,19,17.4,4,2.4,30.3,30.3,30.2,4.8,176.3,yellow,N
North Platte1,3,33,HOEGEMEYER 7089 AMXT,72.54,8.92,4.21,0.39,0.92,483,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT483$ROW3$RANGE33$HOEGEMEYER 7089 AMXT,High,Hybrid HIPS,1,Hybrid,Full,19.8,17.4,4.2,2.6,25.8,25.8,35.5,4.7,194.5,yellow,N
North Platte1,3,34,PHG39 X PHM49,70.65,10.42,3.63,0.9,0.87,499,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT499$ROW3$RANGE34$PHG39 X PHM49,High,Hybrid HIPS,1,Hybrid,Full,13.8,13.1,4,2.1,16.3,16.3,31.6,4.4,128.8,yellow,N
North Platte1,3,35,F42 X MO17,70.47,9.65,2.65,1.05,0.87,515,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT515$ROW3$RANGE35$F42 X MO17,High,Hybrid HIPS,1,Hybrid,Full,17.8,16.4,4.4,2.5,23.7,23.7,29.6,4.3,176.8,yellow,N
North Platte1,4,1,PHT69 X 3IIH6,68.78,10.75,4.12,0.61,1.1,4,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT4$ROW4$RANGE1$PHT69 X 3IIH6,Low,Hybrid HIPS,1,Hybrid,Full,15.5,14.8,3.5,2.4,12.8,12.8,21.2,5,96.4,yellow,N
North Platte1,4,2,PHK56 X LH82,70.28,10.09,4.4,0.64,0.89,20,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT20$ROW4$RANGE2$PHK56 X LH82,Low,Hybrid HIPS,1,Hybrid,Full,15.8,14.2,4.4,3,22.4,22.4,25.9,4.2,126.3,yellow,N
North Platte1,4,3,PHB47 X 3IIH6,69.49,10.91,3.6,1.02,0.87,36,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT36$ROW4$RANGE3$PHB47 X 3IIH6,Low,Hybrid HIPS,1,Hybrid,Full,18.5,16,4.1,2.6,23.4,23.4,28.1,4.3,138.2,yellow,N
North Platte1,4,4,LH82 X PHJ89,71.69,9.12,4.19,0.05,0.91,52,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT52$ROW4$RANGE4$LH82 X PHJ89,Low,Hybrid HIPS,1,Hybrid,Full,17.1,15.8,4.2,2.5,18.6,18.6,24,4.4,141.7,yellow,N
North Platte1,4,5,HOEGEMEYER 8065RR,71.84,8.87,4.6,0.47,0.96,68,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT68$ROW4$RANGE5$HOEGEMEYER 8065RR,Low,Hybrid HIPS,1,Hybrid,Full,16.8,15.2,4.4,2.9,16.7,16.7,32.5,NA,163,yellow,N
North Platte1,4,6,B84 X 3IIH6,68.04,9.58,3.66,1.17,0.9,84,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT84$ROW4$RANGE6$B84 X 3IIH6,Low,Hybrid HIPS,1,Hybrid,Full,15.9,14.5,3.9,2.4,22.6,22.6,29.7,5,117.1,yellow,N
North Platte1,4,7,LH82 X W606S,70.68,8.53,3.22,0.17,0.85,100,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT100$ROW4$RANGE7$LH82 X W606S,Low,Hybrid HIPS,1,Hybrid,Full,15.6,13.5,4,2.8,16.5,16.5,22.8,4.2,110.8,orange,N
North Platte1,4,8,LH198 X PHB47,66.9,11.87,3.86,1.69,1,116,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT116$ROW4$RANGE8$LH198 X PHB47,Low,Hybrid HIPS,1,Hybrid,Full,15.5,14.9,3.6,2.1,21.9,21.9,28.6,4.4,142.9,yellow,N
North Platte1,4,9,PHK56 X LH185,68.05,10.19,2.66,1.24,0.76,132,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT132$ROW4$RANGE9$PHK56 X LH185,Low,Hybrid HIPS,1,Hybrid,Full,17.2,17.1,4.2,2.5,20,20,33.1,4.5,140.1,yellow,N
North Platte1,4,10,PHB47 X PHJ89,71.01,10.65,3.78,0.64,0.8,148,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT148$ROW4$RANGE10$PHB47 X PHJ89,Low,Hybrid HIPS,1,Hybrid,Full,16.6,14.6,4.1,2.5,18.3,18.3,29.3,4.3,142.6,yellow,N
North Platte1,4,11,PHK76 X LH145,71.8,9.47,3.69,0.36,0.73,164,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT164$ROW4$RANGE11$PHK76 X LH145,Low,Hybrid HIPS,1,Hybrid,Full,17.8,16.2,3.9,2.8,22.2,22.2,25.9,4.1,117.9,yellow,N
North Platte1,4,13,2369 X PHZ51,70.63,9.96,3.96,0.69,0.83,180,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT180$ROW4$RANGE13$2369 X PHZ51,Medium,Hybrid HIPS,1,Hybrid,Full,16.2,15.1,3.9,2.8,23.4,23.4,28,4.1,128.1,yellow,N
North Platte1,4,14,B105 X 3IIH6,67.94,9.03,4.06,0.88,1.05,196,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT196$ROW4$RANGE14$B105 X 3IIH6,Medium,Hybrid HIPS,1,Hybrid,Full,17,15.6,4.1,2.9,17.9,17.9,27.3,NA,134.3,yellow,N
North Platte1,4,15,B73 X PHZ51,70.01,11.07,4.29,0.92,1.02,212,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT212$ROW4$RANGE15$B73 X PHZ51,Medium,Hybrid HIPS,1,Hybrid,Full,15.9,14,3.9,2.8,22.2,22.2,30.4,NA,115.9,yellow,N
North Platte1,4,16,F42 X MO17,67.21,11.11,3.4,1.23,1.07,228,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT228$ROW4$RANGE16$F42 X MO17,Medium,Hybrid HIPS,1,Hybrid,Full,17.1,15.2,3.9,2.2,18.9,18.9,32.1,4.8,140.8,yellow,N
North Platte1,4,17,N209 X 3IIH6,67.13,8.82,3.61,1.58,1.29,244,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT244$ROW4$RANGE17$N209 X 3IIH6,Medium,Hybrid HIPS,1,Hybrid,Full,16.9,15.8,4.8,2.5,22.5,22.5,33,NA,151.9,yellow,N
North Platte1,4,18,PHW52 X LH185,71.56,9.36,4.39,0.91,0.99,260,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT260$ROW4$RANGE18$PHW52 X LH185,Medium,Hybrid HIPS,1,Hybrid,Full,18.5,17.1,4,2.2,20.8,20.8,35,4.3,171.8,yellow,N
North Platte1,4,19,B14A X MO17,67.79,10.27,2.94,1.49,1.07,276,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT276$ROW4$RANGE19$B14A X MO17,Medium,Hybrid HIPS,1,Hybrid,Full,17.2,16,4.1,2.6,22.3,22.3,33.9,NA,147.7,yellow,N
North Platte1,4,20,PHZ51 X LH145,71.1,9.38,3.7,0.67,0.8,292,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT292$ROW4$RANGE20$PHZ51 X LH145,Medium,Hybrid HIPS,1,Hybrid,Full,18.9,15.6,4.1,2.8,21,21,29.2,NA,124.1,yellow,N
North Platte1,4,21,PHK76 X LH145,71.75,9.89,3.63,0.41,0.72,308,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT308$ROW4$RANGE21$PHK76 X LH145,Medium,Hybrid HIPS,1,Hybrid,Full,17.9,16.9,3.8,2.5,24.4,24.4,26.5,3.9,126.9,yellow,N
North Platte1,4,23,2369 X PHP02,69.8,10.13,4.27,0.72,0.91,340,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT340$ROW4$RANGE23$2369 X PHP02,Medium,Hybrid HIPS,1,Hybrid,Full,16.2,14.8,4.2,2.9,22.3,22.3,31.4,NA,126.6,yellow,N
North Platte1,4,25,LH195 X PHM49,71.09,9.44,4.73,0.36,0.99,356,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT356$ROW4$RANGE25$LH195 X PHM49,High,Hybrid HIPS,1,Hybrid,Full,17.2,15.8,4.5,3,21.9,21.9,33.7,NA,159.1,yellow,N
North Platte1,4,26,LH185 X LH145,71.52,10.37,3.82,1.25,0.95,372,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT372$ROW4$RANGE26$LH185 X LH145,High,Hybrid HIPS,1,Hybrid,Full,18,16.5,3.6,2.1,18.5,18.5,28.2,4.7,135.1,orange,N
North Platte1,4,27,PHB47 X 3IIH6,67.59,10.55,3.22,1.09,0.93,388,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT388$ROW4$RANGE27$PHB47 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Full,18.4,16.2,4.1,2.6,18.8,18.8,26.8,4.4,137,yellow,N
North Platte1,4,28,LH82 X PHJ89,71.72,9.59,3.37,0.2,0.9,404,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT404$ROW4$RANGE28$LH82 X PHJ89,High,Hybrid HIPS,1,Hybrid,Full,17.2,16.1,4.5,3,17.5,17.5,25.5,4.2,151.8,yellow,N
North Platte1,4,29,PHP02 X PHK56,68.29,9.31,3.15,1.02,0.96,420,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT420$ROW4$RANGE29$PHP02 X PHK56,High,Hybrid HIPS,1,Hybrid,Full,15,13.5,4,2.5,20.2,20.2,30.6,4.8,139.8,yellow,N
North Platte1,4,30,PHW52 X PHN82,71.85,9.17,3.85,0.37,0.97,436,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT436$ROW4$RANGE30$PHW52 X PHN82,High,Hybrid HIPS,1,Hybrid,Full,19,17.2,4.8,2.8,27,27,34.3,NA,168.4,yellow,N
North Platte1,4,31,B73 X PHN82,72.94,8.44,3.18,0.49,0.82,452,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT452$ROW4$RANGE31$B73 X PHN82,High,Hybrid HIPS,1,Hybrid,Full,15.2,13.6,4.8,3,24,24,31.1,3.9,147.1,yellow,N
North Platte1,4,32,PHP02 X LH198,68.22,10.91,3.67,0.92,0.99,468,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT468$ROW4$RANGE32$PHP02 X LH198,High,Hybrid HIPS,1,Hybrid,Full,13,11.9,4,2.5,20.3,20.3,33.6,4.9,124.5,yellow,N
North Platte1,4,33,4N506 X 3IIH6,68.49,8.46,4.06,0.76,1.01,484,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT484$ROW4$RANGE33$4N506 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Full,18,15.2,4.5,2.9,22.9,22.9,31,4.9,161.9,yellow,N
North Platte1,4,34,PHK76 X 3IIH6,71.63,8.98,3.95,0.12,0.85,500,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT500$ROW4$RANGE34$PHK76 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Full,17.5,15.9,3.9,2.4,19.7,19.7,26.3,4.5,142,yellow,N
North Platte1,4,35,SYNGENTA NK0760-3111,72.99,8.73,3.77,1.65,1.24,516,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT516$ROW4$RANGE35$SYNGENTA NK0760-3111,High,Hybrid HIPS,1,Hybrid,Full,16.1,14.9,3.9,2,14.5,14.5,22,4.3,89.6,yellow,N
North Platte1,5,1,PHP02 X PHK56,68.31,9.8,2.98,1.11,0.86,5,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT5$ROW5$RANGE1$PHP02 X PHK56,Low,Hybrid HIPS,1,Hybrid,Full,17.2,16.5,4.4,2.8,27.9,27.9,30.7,4.4,166.6,yellow,N
North Platte1,5,2,PHP02 X LH198,67.54,11.25,3.38,1.27,1.08,21,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT21$ROW5$RANGE2$PHP02 X LH198,Low,Hybrid HIPS,1,Hybrid,Full,14,12.2,4.2,3,19.9,19.9,31.2,4.4,116,yellow,N
North Platte1,5,3,SYNGENTA NK0760-3111,69.24,8.73,3.81,1.22,1.16,37,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT37$ROW5$RANGE3$SYNGENTA NK0760-3111,Low,Hybrid HIPS,1,Hybrid,Full,17.2,15.6,4.2,2.5,20.2,20.2,28.6,4,154.3,yellow,N
North Platte1,5,4,SYNGENTA NK0760-3111,68.39,8.77,3.76,1.41,1.19,53,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT53$ROW5$RANGE4$SYNGENTA NK0760-3111,Low,Hybrid HIPS,1,Hybrid,Full,17.5,16.2,4.6,2.9,22.2,22.2,33.2,4.4,123.9,yellow,N
North Platte1,5,5,PHW52 X PHN82,71.16,9.33,4.87,0.2,0.97,69,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT69$ROW5$RANGE5$PHW52 X PHN82,Low,Hybrid HIPS,1,Hybrid,Full,16.9,14.5,4.4,2.5,23.4,23.4,35.4,NA,174,yellow,N
North Platte1,5,6,PHJ40 X LH82,71.87,10.01,3.83,0.5,0.86,85,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT85$ROW5$RANGE6$PHJ40 X LH82,Low,Hybrid HIPS,1,Hybrid,Full,16.5,13.6,3.8,2.5,19.2,19.2,26.8,4.2,113.2,yellow,N
North Platte1,5,7,2369 X 3IIH6,72.56,8.66,3.36,0.62,0.86,101,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT101$ROW5$RANGE7$2369 X 3IIH6,Low,Hybrid HIPS,1,Hybrid,Full,17.5,15.8,4.5,3,21.8,21.8,26.9,4.7,171.7,yellow,N
North Platte1,5,8,PHN46 X PHK56,72.34,8.13,3.5,0.99,0.83,117,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT117$ROW5$RANGE8$PHN46 X PHK56,Low,Hybrid HIPS,1,Hybrid,Full,16.4,15.2,4.5,2.5,23.2,23.2,30.1,4.8,183.6,yellow,N
North Platte1,5,9,LH195 X LH185,70.95,9.68,4.13,0.54,0.91,133,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT133$ROW5$RANGE9$LH195 X LH185,Low,Hybrid HIPS,1,Hybrid,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Platte1,5,10,PHK56 X W606S,72.82,8.23,3.99,0.27,0.66,149,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT149$ROW5$RANGE10$PHK56 X W606S,Low,Hybrid HIPS,1,Hybrid,Full,16.6,15.1,4.2,3,21.5,21.5,30.3,4,138,orange,N
North Platte1,5,11,PHP02 X PHK76,69.9,10.13,3.97,1,0.96,165,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP1$PLOT165$ROW5$RANGE11$PHP02 X PHK76,Low,Hybrid HIPS,1,Hybrid,Full,17.2,15.1,4,3,21.8,21.8,33.6,4.5,129.1,yellow,N
North Platte1,5,13,SYNGENTA NK0760-3111,68.11,9.09,3.7,1.58,1.22,181,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT181$ROW5$RANGE13$SYNGENTA NK0760-3111,Medium,Hybrid HIPS,1,Hybrid,Full,19.2,18,4.4,2.8,25.8,25.8,31,4.5,198.4,yellow,N
North Platte1,5,14,SYNGENTA NK0760-3111,71.58,8.86,4.08,1.72,1.37,197,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT197$ROW5$RANGE14$SYNGENTA NK0760-3111,Medium,Hybrid HIPS,1,Hybrid,Full,17.4,16.4,4.4,2.5,22.4,22.4,29.4,NA,170.4,yellow,N
North Platte1,5,15,SYNGENTA NK0760-3111,70.3,8.72,3.8,1.71,1.29,213,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT213$ROW5$RANGE15$SYNGENTA NK0760-3111,Medium,Hybrid HIPS,1,Hybrid,Full,16.5,15,4.4,2.5,22.9,22.9,31.9,NA,156.3,yellow,N
North Platte1,5,16,SYNGENTA NK0760-3111,67.08,9.84,4.34,1.44,1.27,229,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT229$ROW5$RANGE16$SYNGENTA NK0760-3111,Medium,Hybrid HIPS,1,Hybrid,Full,17.6,16.5,4.2,2.4,23.1,23.1,33.1,4.5,177.4,yellow,N
North Platte1,5,17,B37 X H95,68.01,10.85,5.02,0.77,1.06,245,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT245$ROW5$RANGE17$B37 X H95,Medium,Hybrid HIPS,1,Hybrid,Full,15,13.8,4.2,3,26.3,26.3,24.1,NA,142.4,yellow,N
North Platte1,5,18,LH195 X LH185,68.66,9.43,3.5,1.26,1.06,261,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT261$ROW5$RANGE18$LH195 X LH185,Medium,Hybrid HIPS,1,Hybrid,Full,17,16.1,4.6,2.8,19.5,19.5,32.4,4.2,162.7,yellow,N
North Platte1,5,19,LH145 X LH162,71.46,9.43,3.91,0.29,0.89,277,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT277$ROW5$RANGE19$LH145 X LH162,Medium,Hybrid HIPS,1,Hybrid,Full,17.4,14.9,3.5,2.5,16.2,16.2,21.2,NA,102.4,yellow,N
North Platte1,5,20,PHG39 X PHN82,72.46,8.2,4.31,0.18,0.86,293,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT293$ROW5$RANGE20$PHG39 X PHN82,Medium,Hybrid HIPS,1,Hybrid,Full,19.1,17.9,4.2,2.9,24.4,24.4,29.7,NA,156.1,orange,N
North Platte1,5,21,LH198 X PHB47,69.81,11.18,4.11,0.97,0.89,309,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT309$ROW5$RANGE21$LH198 X PHB47,Medium,Hybrid HIPS,1,Hybrid,Full,17.1,15.9,4.5,2.5,26.5,26.5,32.9,4.3,162.6,yellow,N
North Platte1,5,22,PHJ40 X LH82,71.66,10.01,4.03,0.3,0.86,325,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT325$ROW5$RANGE22$PHJ40 X LH82,Medium,Hybrid HIPS,1,Hybrid,Full,17.8,15.8,4.3,2.9,24.7,24.7,27.6,4,150.7,yellow,N
North Platte1,5,23,PHK56 X LH145,68.64,9.37,2.97,1.1,0.98,341,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT341$ROW5$RANGE23$PHK56 X LH145,Medium,Hybrid HIPS,1,Hybrid,Full,18.2,16.8,4.1,2.5,21.7,21.7,27.5,NA,157.5,yellow,N
North Platte1,5,25,PHJ40 X LH82,71.93,9.48,4.33,0.49,0.9,357,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT357$ROW5$RANGE25$PHJ40 X LH82,High,Hybrid HIPS,1,Hybrid,Full,16.6,15.4,4.4,3,22.4,22.4,25.3,NA,139.8,yellow,N
North Platte1,5,26,LH74 X PHN82,68.21,9.16,3.55,1.06,0.99,373,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT373$ROW5$RANGE26$LH74 X PHN82,High,Hybrid HIPS,1,Hybrid,Full,18,16.5,4.4,2.5,27.4,27.4,32,4.1,186.3,yellow,N
North Platte1,5,27,SYNGENTA NK0760-3111,71.69,9.04,3.82,1.97,1.28,389,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT389$ROW5$RANGE27$SYNGENTA NK0760-3111,High,Hybrid HIPS,1,Hybrid,Full,16,15.1,4.9,2.5,21.9,21.9,32.2,4.5,173.5,yellow,N
North Platte1,5,28,SYNGENTA NK0760-3111,71.74,9.12,3.94,1.64,1.22,405,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT405$ROW5$RANGE28$SYNGENTA NK0760-3111,High,Hybrid HIPS,1,Hybrid,Full,17.8,16.9,4.1,2.4,24.7,24.7,31.4,4.3,180.5,yellow,N
North Platte1,5,29,PHP02 X LH185,67.68,9.76,4.02,1.35,1.09,421,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT421$ROW5$RANGE29$PHP02 X LH185,High,Hybrid HIPS,1,Hybrid,Full,20.2,18.5,4.9,3,29.1,29.1,39.8,4.7,193.8,yellow,N
North Platte1,5,30,PHW52 X PHZ51,71.52,9.41,4.55,0.42,0.99,437,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT437$ROW5$RANGE30$PHW52 X PHZ51,High,Hybrid HIPS,1,Hybrid,Full,17.5,16.2,4.8,2.5,25.4,25.4,32.3,NA,162.1,yellow,N
North Platte1,5,31,PHT69 X 3IIH6,69.97,7.85,4.07,0.72,1,453,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT453$ROW5$RANGE31$PHT69 X 3IIH6,High,Hybrid HIPS,1,Hybrid,Full,18.4,17.6,4.6,2.8,16.9,16.9,31.5,4.4,131.4,yellow,N
North Platte1,5,32,PHP02 X PHK76,66.83,10.76,4.13,0.96,1.07,469,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT469$ROW5$RANGE32$PHP02 X PHK76,High,Hybrid HIPS,1,Hybrid,Full,18.5,17.4,4.4,3,27.7,27.7,36.5,4.7,167.3,orange,N
North Platte1,5,33,PHK56 X LH145,69.26,8.71,3.03,1.07,0.95,485,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT485$ROW5$RANGE33$PHK56 X LH145,High,Hybrid HIPS,1,Hybrid,Full,18.8,18,3.8,2,22.2,22.2,29.4,4.8,176,yellow,N
