qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	anthesisDate	silkDate	notes	leafDimHtDate	earHt	flagLeafHt	tasselTipHt	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	earFillLen	earWidth	shelledCobLen	shelledCobWidth	shelledCobWt	kernelsPerEar	kernelMass	kernelColor	kernelStriping	kernelsPerRow	kernelRows	hundredKernelWt	moistureCorrectedStarch	moistureCorrectedProtein	moistureCorrectedOil	moistureCorrectedFiber	moistureCorrectedAsh	pctMoistureNIR	latitude	longitude	yieldPerAc	plantDensity	pctRootLodge	pctStalkLodge	plantDate	totalStandCt	plotLen	daysToAnthesis	daysToSilk	moistureCorrectedKernelMass	moistureCorrectedHundredKernelWt	earLen	earWt	lbsNPerAc	ASI	GDDToAnthesis	GDDToSilk	ASI.GDD	exp
22-C-1584353	Crawfordsville	1584353	A	Low	Non-Irrigated	1	5	14	PHP02 X LH198	Hybrid	NA	NA	Check	NA	105	230	NA	2022-10-07	18.48	14	NA	NA	NA	4.99325	14.8076666666667	2.549	25.8	518.333333333333	166.5	NA	NA	NA	16.5	32.1221864951768	NA	NA	NA	NA	NA	NA	41.199593	91.487263	167.199702451395	19500	0	5.12820512820512	2022-05-11 00:00:00	39	17.5	NA	NA	-36.9337503110257	-7.12548237511749	15.07525	195.8	75	NA	NA	NA	NA	LC_4352
22-C-1584354	Crawfordsville	1584354	A	Low	Non-Irrigated	1	6	14	LH145 X LH162	Hybrid	NA	NA	Check	NA	124	240	NA	2022-10-07	19.43	16.1	NA	NA	NA	4.383	16.4693333333333	2.40133333333333	19.9333333333333	490.666666666667	146.6	NA	NA	NA	14	29.8777173913043	NA	NA	NA	NA	NA	NA	41.199596	91.487227	171.502258471199	32000	0	3.125	2022-05-11 00:00:00	64	17.5	NA	NA	-32.519446219798	-6.62760452849144	17.21325	166.125	75	NA	NA	NA	NA	LC_4352
22-C-1584355	Crawfordsville	1584355	A	Low	Non-Irrigated	1	7	14	NA	Hybrid	NA	NA	Check;Solar panel	NA	110	250	NA	2022-10-07	23.38	14.2	NA	NA	NA	4.6125	16.629	2.50733333333333	20.2	551.333333333333	169.5	NA	NA	NA	16.5	30.7436517533253	NA	NA	NA	NA	NA	NA	41.199593	91.48719	211.04101978022	31500	0	1.58730158730158	2022-05-11 00:00:00	63	17.5	NA	NA	-37.5992232896027	-6.81968983487353	16.993	199.925	75	NA	NA	NA	NA	LC_4352
22-C-1584356	Crawfordsville	1584356	A	Low	Non-Irrigated	1	8	14	PHB47 X PHK56	Hybrid	NA	NA	Check	NA	119	262	NA	2022-10-07	17.39	13	NA	NA	NA	4.33025	15.1476666666667	2.33566666666667	18.1666666666667	476.666666666667	130.9	NA	NA	NA	14	27.4615384615385	NA	NA	NA	NA	NA	NA	41.199596	91.487154	159.167324719237	22000	0	0	2022-05-11 00:00:00	44	17.5	NA	NA	-29.0368042985781	-6.09163726543597	15.98875	168.25	75	NA	NA	NA	NA	LC_4352
22-C-1584357	Crawfordsville	1584357	A	Low	Non-Irrigated	1	9	14	LH195 X PHZ51	Hybrid	NA	NA	Check	NA	96	237	NA	2022-10-07	16.49	13.8	NA	NA	NA	4.24975	17.7513333333333	2.326	25.9333333333333	517.333333333333	140.966666666667	NA	NA	NA	15	27.2487113402062	NA	NA	NA	NA	NA	NA	41.199593	91.487117	149.541937640382	34000	0	4.41176470588235	2022-05-11 00:00:00	68	17.5	NA	NA	-31.2698358489144	-6.04442703265099	18.3255	171.15	75	NA	NA	NA	NA	LC_4352
22-C-1584358	Crawfordsville	1584358	A	Low	Non-Irrigated	1	2	15	PHP02 X PHK76	Hybrid	NA	NA	Check	NA	107	220	NA	2022-10-07	17.36	12.6	NA	NA	NA	4.3435	15.9456666666667	2.313	18.6	435.333333333333	134.1	NA	NA	NA	13	30.8039816232772	NA	NA	NA	NA	NA	NA	41.199653	91.487372	159.623281825866	31000	0	4.83870967741935	2022-05-11 00:00:00	62	17.5	NA	NA	-29.7466421423937	-6.83307246762488	16.3295	156.4	75	NA	NA	NA	NA	LC_4352
22-C-1584359	Crawfordsville	1584359	A	Low	Non-Irrigated	1	3	15	PHK76 X LH82	Hybrid	NA	NA	Check	NA	79	196	NA	2022-10-07	18.56	16	NA	NA	NA	4.281	14.3676666666667	2.365	13.6333333333333	459.333333333333	116.1	NA	NA	NA	15.5	25.2757619738752	NA	NA	NA	NA	NA	NA	41.199649	91.487335	164.018312764159	32500	0	0	2022-05-11 00:00:00	65	17.5	NA	NA	-25.7538042709314	-5.60677886885299	16.09	137.5	75	NA	NA	NA	NA	LC_4352
22-C-1584360	Crawfordsville	1584360	A	Low	Non-Irrigated	1	4	15	B84 X 3IIH6	Hybrid	NA	NA	Check	NA	145	274	NA	2022-10-07	18.25	12	NA	NA	NA	4.834	17.7003333333333	2.54466666666667	28.1333333333333	585	172.233333333333	NA	NA	NA	17	29.4415954415954	NA	NA	NA	NA	NA	NA	41.199652	91.487299	168.958724791692	30500	0	32.7868852459016	2022-05-11 00:00:00	61	17.5	NA	NA	-38.2055431145285	-6.53086207085957	17.54125	203.2	75	NA	NA	NA	NA	LC_4352
22-C-1584361	Crawfordsville	1584361	A	Low	Non-Irrigated	1	5	15	B37 X OH43	Hybrid	NA	NA	Check	NA	118	263	NA	2022-10-07	13.19	12.2	NA	NA	NA	4.72125	13.6083333333333	2.69766666666667	19.6333333333333	490.333333333333	126.2	NA	NA	NA	16	25.7375934738273	NA	NA	NA	NA	NA	NA	41.199648	91.487262	121.835652505736	30500	0	8.1967213114754	2022-05-11 00:00:00	61	17.5	NA	NA	-27.9942299654741	-5.70922433014428	14.605	149.4	75	NA	NA	NA	NA	LC_4352
22-C-1584362	Crawfordsville	1584362	A	Low	Non-Irrigated	1	6	15	B37 X H95	Hybrid	NA	NA	Check	NA	123	239	NA	2022-10-07	13.61	11.3	NA	NA	NA	4.61875	14.9276666666667	2.83466666666667	25.9333333333333	532.666666666667	131.666666666667	NA	NA	NA	16.5	24.7183979974969	NA	NA	NA	NA	NA	NA	41.199651	91.487226	127.003832677213	34500	0	14.4927536231884	2022-05-11 00:00:00	69	17.5	NA	NA	-29.2068696153256	-5.48314198034899	15.605	160.025	75	NA	NA	NA	NA	LC_4352
22-C-1584363	Crawfordsville	1584363	A	Low	Non-Irrigated	1	7	15	PHB47 X PHJ89	Hybrid	NA	NA	Cob broke in pieces during shelling;Check	NA	102	247	NA	2022-10-07	18.7	12.6	NA	NA	NA	4.203	16.9403333333333	2.29	17.5333333333333	474.666666666667	127.733333333333	NA	NA	NA	13.5	26.9101123595506	NA	NA	NA	NA	NA	NA	41.199648	91.48719	171.944433764038	30000	0	1.66666666666666	2022-05-11 00:00:00	60	17.5	NA	NA	-28.334360598969	-5.96931754191764	17.326	145.275	75	NA	NA	NA	NA	LC_4352
22-C-1584364	Crawfordsville	1584364	A	Low	Non-Irrigated	1	8	15	LH82 X W606S	Hybrid	NA	NA	Check	NA	95	208	NA	2022-10-07	17.66	14.7	NA	NA	NA	4.58375	18.1563333333333	2.847	22.0666666666667	636	148.333333333333	NA	NA	NA	18	23.3228511530398	NA	NA	NA	NA	NA	NA	41.199651	91.487154	158.480127714044	28500	0	0	2022-05-11 00:00:00	57	17.5	NA	NA	-32.9039417185314	-5.17357574190745	18.15325	163.55	75	NA	NA	NA	NA	LC_4352
22-C-1584365	Crawfordsville	1584365	A	Low	Non-Irrigated	1	9	15	LH195 X LH185	Hybrid	NA	NA	Check	NA	95	216	NA	2022-10-07	20.13	14.2	NA	NA	NA	4.6865	16.6736666666667	2.537	21	612.666666666667	180.766666666667	NA	NA	NA	15.5	29.5048966267682	NA	NA	NA	NA	NA	NA	41.199648	91.487117	181.704693249608	29000	0	12.0689655172414	2022-05-11 00:00:00	58	17.5	NA	NA	-40.0984440313698	-6.5449038136077	16.83	200.125	75	NA	NA	NA	NA	LC_4352
22-C-1584366	Crawfordsville	1584366	A	Low	Non-Irrigated	1	2	16	PHK76 X 3IIH6	Hybrid	NA	NA	Check	NA	130	232	NA	2022-10-07	16.19	12.2	NA	NA	NA	4.3045	16.153	2.32733333333333	18.7	434	130.733333333333	NA	NA	NA	15	30.1228878648234	NA	NA	NA	NA	NA	NA	41.199708	91.487371	149.54656664654	31000	0	0	2022-05-11 00:00:00	62	17.5	NA	NA	-28.9998335775461	-6.68198930358205	16.769	153.9	75	NA	NA	NA	NA	LC_4352
22-C-1584367	Crawfordsville	1584367	A	Low	Non-Irrigated	1	3	16	F42 X OH43	Hybrid	NA	NA	Check	NA	111	240	NA	2022-10-07	18.28	13.3	NA	NA	NA	4.75	15.199	2.56233333333333	22.3	542.666666666667	148.933333333333	NA	NA	NA	18	27.4447174447174	NA	NA	NA	NA	NA	NA	41.199704	91.487335	166.736381016785	29500	0	0	2022-05-11 00:00:00	59	17.5	NA	NA	-33.0370363142468	-6.08790595471378	15.70825	173.175	75	NA	NA	NA	NA	LC_4352
22-C-1584368	Crawfordsville	1584368	A	Low	Non-Irrigated	1	4	16	PHW52 X PHZ51	Hybrid	NA	NA	Check	NA	108	255	NA	2022-10-07	19.64	13.7	NA	NA	NA	4.424	17.916	2.41133333333333	24.5666666666667	504	160.1	NA	NA	NA	14	31.765873015873	NA	NA	NA	NA	NA	NA	41.199707	91.487299	178.31478787586	33000	0	0	2022-05-11 00:00:00	66	17.5	NA	NA	-35.5140746233947	-7.04644337765767	18.11425	186.875	75	NA	NA	NA	NA	LC_4352
22-C-1584369	Crawfordsville	1584369	A	Low	Non-Irrigated	1	5	16	PHW52 X LH185	Hybrid	NA	NA	Check	NA	91	213	NA	2022-10-07	19.87	14.2	NA	NA	NA	4.77225	17.643	2.533	18.9	543	175.966666666667	NA	NA	NA	15.5	32.4063842848373	NA	NA	NA	NA	NA	NA	41.199703	91.487262	179.357787127159	29000	0	0	2022-05-11 00:00:00	58	17.5	NA	NA	-39.0336872656466	-7.18852435831428	17.96525	189.525	75	NA	NA	NA	NA	LC_4352
22-C-1584370	Crawfordsville	1584370	A	Low	Non-Irrigated	1	6	16	B73 X PHN82	Hybrid	NA	NA	Severe bend in ear. String used to measure ear length;Check	NA	114	242	NA	2022-10-07	21.05	15.4	NA	NA	NA	4.8795	15.6416666666667	2.735	26.5666666666667	601	179.2	NA	NA	NA	17	29.8169717138103	NA	NA	NA	NA	NA	NA	41.199706	91.487226	187.351659944451	31000	0	0	2022-05-11 00:00:00	62	17.5	NA	NA	-39.7509192536685	-6.61412965951223	16.84125	207.225	75	NA	NA	NA	NA	LC_4352
22-C-1584371	Crawfordsville	1584371	A	Low	Non-Irrigated	1	7	16	2369 X LH123HT	Hybrid	NA	NA	Check	NA	120	262	NA	2022-10-07	19.92	15.2	NA	NA	NA	4.33725	16.395	2.596	23.2333333333333	518.333333333333	138.533333333333	NA	NA	NA	15	26.7266881028939	NA	NA	NA	NA	NA	NA	41.199703	91.487189	177.713437893974	32000	0	0	2022-05-11 00:00:00	64	17.5	NA	NA	-30.7300633218464	-5.92862957977744	16.45425	155.625	75	NA	NA	NA	NA	LC_4352
22-C-1584372	Crawfordsville	1584372	A	Low	Non-Irrigated	1	8	16	PHP02 X LH185	Hybrid	NA	NA	Check	NA	97	218	NA	2022-10-07	16.63	12.6	NA	NA	NA	4.39525	16.5703333333333	2.50566666666667	15.7666666666667	459.666666666667	141.866666666667	NA	NA	NA	13	30.8629441624366	NA	NA	NA	NA	NA	NA	41.199706	91.487153	152.911012486415	31000	0	4.83870967741935	2022-05-11 00:00:00	62	17.5	NA	NA	-31.4694777424875	-6.8461517931445	16.708	150.2	75	NA	NA	NA	NA	LC_4352
22-C-1584373	Crawfordsville	1584373	A	Low	Non-Irrigated	1	9	16	LH198 X PHB47	Hybrid	NA	NA	Check	NA	100	218	NA	2022-10-07	17.87	13.1	NA	NA	NA	4.5555	15.9743333333333	2.52566666666667	23.8666666666667	508.333333333333	155.633333333333	NA	NA	NA	13.5	30.616393442623	NA	NA	NA	NA	NA	NA	41.199702	91.487117	163.372671609709	28000	0	8.92857142857142	2022-05-11 00:00:00	56	17.5	NA	NA	-34.5232592997355	-6.79146084584961	16.65725	182.65	75	NA	NA	NA	NA	LC_4352
22-C-1584374	Crawfordsville	1584374	A	Low	Non-Irrigated	1	2	17	F42 X MO17	Hybrid	NA	NA	Check	NA	121	244	NA	2022-10-07	16.19	15.4	NA	NA	NA	4.38725	16.6303333333333	2.48	20.0666666666667	573.333333333333	150.566666666667	NA	NA	NA	14.5	26.2616279069767	NA	NA	NA	NA	NA	NA	41.199763	91.487371	144.09612230407	32000	0	3.125	2022-05-11 00:00:00	64	17.5	NA	NA	-33.399349380361	-5.82546791517924	17.19175	179.425	75	NA	NA	NA	NA	LC_4352
22-C-1584375	Crawfordsville	1584375	A	Low	Non-Irrigated	1	3	17	PHJ40 X LH82	Hybrid	NA	NA	spill during shelling;Check	NA	84	189	NA	2022-10-07	20.87	13.9	NA	NA	NA	4.49125	14.0856666666667	2.50366666666667	19.2333333333333	324.333333333333	125.016666666667	NA	NA	NA	16	38.5457348406989	NA	NA	NA	NA	NA	NA	41.199758	91.487334	189.04303567202	33000	0	0	2022-05-11 00:00:00	66	17.5	NA	NA	-27.7317378461465	-8.55038165862688	15.12125	144.25	75	NA	NA	NA	NA	LC_4352
22-C-1584376	Crawfordsville	1584376	A	Low	Non-Irrigated	1	4	17	LH185 X LH82	Hybrid	NA	NA	Check	NA	93	205	NA	2022-10-07	18.71	13.3	NA	NA	NA	4.60375	17.662	2.56833333333333	18.8333333333333	552.333333333333	150.6	NA	NA	NA	15	27.2661436330718	NA	NA	NA	NA	NA	NA	41.199762	91.487298	170.658516894095	29500	0	6.77966101694915	2022-05-11 00:00:00	59	17.5	NA	NA	-33.4067435245674	-6.04829393926989	17.745	175.325	75	NA	NA	NA	NA	LC_4352
22-C-1584377	Crawfordsville	1584377	A	Low	Non-Irrigated	1	5	17	PHP02 X PHK56	Hybrid	NA	NA	Check	NA	119	225	NA	2022-10-07	17.32	12.2	NA	NA	NA	4.87375	15.3116666666667	2.54066666666667	24.8	508.666666666667	161.233333333333	NA	NA	NA	16	31.697247706422	NA	NA	NA	NA	NA	NA	41.199758	91.487262	159.984344306243	28000	0	0	2022-05-11 00:00:00	56	17.5	NA	NA	-35.7654755264127	-7.03122061462896	16.154	197.65	75	NA	NA	NA	NA	LC_4352
22-C-1584378	Crawfordsville	1584378	A	Low	Non-Irrigated	1	6	17	PHN46 X PHK56	Hybrid	NA	NA	Check	NA	91	236	NA	2022-10-07	18.57	13	NA	NA	NA	4.86425	15.049	2.50266666666667	22.1666666666667	570.666666666667	168.433333333333	NA	NA	NA	17.5	29.5151869158879	NA	NA	NA	NA	NA	NA	41.199761	91.487226	169.967637724912	29000	0	8.62068965517241	2022-05-11 00:00:00	58	17.5	NA	NA	-37.3626106749975	-6.54718645005798	16.24525	207.8	75	NA	NA	NA	NA	LC_4352
22-C-1584379	Crawfordsville	1584379	A	Low	Non-Irrigated	1	7	17	2369 X PHP02	Hybrid	NA	NA	Check	NA	113	238	NA	2022-10-07	16.96	12.6	NA	NA	NA	4.529	16.3476666666667	2.57866666666667	19.7666666666667	498	136.666666666667	NA	NA	NA	15	27.4431057563588	NA	NA	NA	NA	NA	NA	41.199758	91.487189	155.945326023427	27000	0	11.1111111111111	2022-05-11 00:00:00	54	17.5	NA	NA	-30.3159912462873	-6.08754844302959	17.0315	164.825	75	NA	NA	NA	NA	LC_4352
22-C-1584380	Crawfordsville	1584380	A	Low	Non-Irrigated	1	8	17	PHK56 X LH82	Hybrid	NA	NA	Check	NA	110	222	NA	2022-10-07	18.77	12.9	NA	NA	NA	4.59475	14.0663333333333	2.50333333333333	19.7666666666667	569	150.366666666667	NA	NA	NA	18.5	26.4264792032806	NA	NA	NA	NA	NA	NA	41.199761	91.487153	171.99566844584	21000	0	7.14285714285714	2022-05-11 00:00:00	42	17.5	NA	NA	-33.3549845151225	-5.86203594290378	14.614	169.25	75	NA	NA	NA	NA	LC_4352
22-C-1584382	Crawfordsville	1584382	A	Low	Non-Irrigated	1	2	18	B73 X PHZ51	Hybrid	NA	NA	Check	NA	125	262	NA	2022-10-07	16.47	13.7	NA	NA	NA	4.50175	17.1743333333333	2.614	25.1333333333333	608	164.733333333333	NA	NA	NA	18	27.094298245614	NA	NA	NA	NA	NA	NA	41.199818	91.48737	149.533836879604	26500	0	3.77358490566037	2022-05-11 00:00:00	53	17.5	NA	NA	-36.5418606680859	-6.01017445198781	17.2705	191.775	75	NA	NA	NA	NA	LC_4352
22-C-1584383	Crawfordsville	1584383	A	Low	Non-Irrigated	1	3	18	PHK76 X LH198	Hybrid	NA	NA	Check	NA	95	214	NA	2022-10-07	10.23	5.4	NA	NA	NA	4.21625	14.2296666666667	2.53733333333333	19.9666666666667	396.333333333333	111.633333333333	NA	NA	NA	13	28.1665264928511	NA	NA	NA	NA	NA	NA	41.199813	91.487334	101.81267595701	31500	0	3.17460317460317	2022-05-11 00:00:00	63	17.5	NA	NA	-24.7629889472723	-6.24802076045558	14.924	140.6	75	NA	NA	NA	NA	LC_4352
22-C-1584384	Crawfordsville	1584384	A	Low	Non-Irrigated	1	4	18	PHP02 X PHG47	Hybrid	NA	NA	Check;Missing one harvest row	NA	95	210	NA	2022-10-07	NA	7.5	NA	NA	NA	4.681	17.7206666666667	2.45133333333333	23.1	566.666666666667	173.566666666667	NA	NA	NA	16	30.6294117647059	NA	NA	NA	NA	NA	NA	41.199817	91.487297	111.911484120275	28000	0	0	2022-05-11 00:00:00	56	17.5	NA	NA	-38.5013088827849	-6.79434862637381	18.5535	207.1	75	NA	NA	NA	NA	LC_4352
22-C-1584385	Crawfordsville	1584385	A	Low	Non-Irrigated	1	5	18	PHG39 X PHN82	Hybrid	NA	NA	Check	NA	97	232	NA	2022-10-07	18.57	14.8	NA	NA	NA	4.6625	18.1933333333333	2.61666666666667	31.0666666666667	591.333333333333	189.233333333333	NA	NA	NA	15.5	32.0011273957159	NA	NA	NA	NA	NA	NA	41.199814	91.487261	166.451065909914	32500	0	0	2022-05-11 00:00:00	65	17.5	NA	NA	-41.9765566597984	-7.09862852195012	19.19575	215.975	75	NA	NA	NA	NA	LC_4352
22-C-1584386	Crawfordsville	1584386	A	Low	Non-Irrigated	1	6	18	2FACC X 3IIH6	Hybrid	NA	NA	Check	NA	103	212	NA	2022-10-07	20.2	11.9	NA	NA	NA	4.74875	15.9516666666667	2.543	21.0333333333333	493.333333333333	142.733333333333	NA	NA	NA	16.5	28.9324324324324	NA	NA	NA	NA	NA	NA	41.199816	91.487225	187.224362275088	34500	0	1.44927536231884	2022-05-11 00:00:00	69	17.5	NA	NA	-31.6617254918542	-6.41791732942991	17.3195	171.725	75	NA	NA	NA	NA	LC_4352
22-C-1584387	Crawfordsville	1584387	A	Low	Non-Irrigated	1	7	18	PHK56 X LH185	Hybrid	NA	NA	Check	NA	98	232	NA	2022-10-07	17.04	13	NA	NA	NA	4.58425	16.5876666666667	2.47033333333333	22	502	163.833333333333	NA	NA	NA	14	32.6361221779549	NA	NA	NA	NA	NA	NA	41.199813	91.487189	155.963842048062	31000	0	0	2022-05-11 00:00:00	62	17.5	NA	NA	-36.3422187745128	-7.23948581165593	15.95625	176.6	75	NA	NA	NA	NA	LC_4352
22-C-1584388	Crawfordsville	1584388	A	Low	Non-Irrigated	1	8	18	PHG39 X PHM49	Hybrid	NA	NA	Check	NA	103	235	NA	2022-10-07	16.8	15.4	NA	NA	NA	4.6265	18.6083333333333	2.264	21.9666666666667	553.333333333333	173.566666666667	NA	NA	NA	16	31.3674698795181	NA	NA	NA	NA	NA	NA	41.199817	91.487152	149.525315300085	16500	0	0	2022-05-11 00:00:00	33	17.5	NA	NA	-38.5013088827849	-6.95806787038282	19.04675	201.675	75	NA	NA	NA	NA	LC_4352
22-C-1584389	Crawfordsville	1584389	A	Low	Non-Irrigated	1	9	18	PHK76 X LH145	Hybrid	NA	NA	Check	NA	104	232	NA	2022-10-07	12.71	6.4	NA	NA	NA	3.87325	15.2103333333333	2.36466666666667	15.5666666666667	376.666666666667	96.3	NA	NA	NA	12.5	25.5663716814159	NA	NA	NA	NA	NA	NA	41.199812	91.487116	125.157385243328	32000	0	0	2022-05-11 00:00:00	64	17.5	NA	NA	-21.361682612323	-5.67124317141317	15.97575	116.05	75	NA	NA	NA	NA	LC_4352
22-C-1584391	Crawfordsville	1584391	A	Low	Non-Irrigated	1	3	19	B37 X MO17	Hybrid	NA	NA	x- spilled seed during shelling;Check	NA	113	227	NA	2022-10-07	17.85	14.3	NA	NA	NA	4.25925	17.4593333333333	2.658	24.3	397.666666666667	137.3	NA	NA	NA	12.5	34.5264040234702	NA	NA	NA	NA	NA	NA	41.199868	91.487333	160.936341504649	29000	0	0	2022-05-11 00:00:00	58	17.5	NA	NA	-30.4564799862092	-7.658796308351	17.739	161.6	75	NA	NA	NA	NA	LC_4352
22-C-1584392	Crawfordsville	1584392	A	Low	Non-Irrigated	1	4	19	PHK56 X PHJ89	Hybrid	NA	NA	Check	NA	80	234	NA	2022-10-07	17.66	13.6	NA	NA	NA	4.422	13.9156666666667	2.243	15.2666666666667	445	127.333333333333	NA	NA	NA	15	28.6142322097378	NA	NA	NA	NA	NA	NA	41.199872	91.487297	160.5238339331	31500	0	1.58730158730158	2022-05-11 00:00:00	63	17.5	NA	NA	-28.2456308684921	-6.34733277943643	14.78025	149.95	75	NA	NA	NA	NA	LC_4352
22-C-1584393	Crawfordsville	1584393	A	Low	Non-Irrigated	1	5	19	WF9 X H95	Hybrid	NA	NA	Check	NA	109	251	NA	2022-10-07	13.35	11.3	NA	NA	NA	4.62975	17.0903333333333	2.61033333333333	22.9	634	157.2	NA	NA	NA	18	24.794952681388	NA	NA	NA	NA	NA	NA	41.199867	91.487261	124.577602221954	19000	0	7.89473684210526	2022-05-11 00:00:00	38	17.5	NA	NA	-34.8707840774369	-5.50012367152001	17.2355	183	75	NA	NA	NA	NA	LC_4352
22-C-1584394	Crawfordsville	1584394	A	Low	Non-Irrigated	1	6	19	B73 X MO17	Hybrid	NA	NA	Check	NA	123	234	NA	2022-10-07	21.57	14.1	NA	NA	NA	4.60125	16.823	2.46033333333333	20.7666666666667	548.666666666667	157.633333333333	NA	NA	NA	14.5	28.730255164034	NA	NA	NA	NA	NA	NA	41.19987	91.487225	194.929869049632	31000	0	0	2022-05-11 00:00:00	62	17.5	NA	NA	-34.9669079521202	-6.37306949309603	17.17675	183.275	75	NA	NA	NA	NA	LC_4352
22-C-1584395	Crawfordsville	1584395	A	Low	Non-Irrigated	1	7	19	PHP02 X LH82	Hybrid	NA	NA	Check	NA	100	197	NA	2022-10-07	14.92	12.4	NA	NA	NA	4.34825	14.3573333333333	2.49233333333333	12.6	442	110.633333333333	NA	NA	NA	16.5	25.0301659125189	NA	NA	NA	NA	NA	NA	41.199867	91.487188	137.501682212293	29000	0	1.72413793103448	2022-05-11 00:00:00	58	17.5	NA	NA	-24.5411646210799	-5.55229968802713	14.994	126.325	75	NA	NA	NA	NA	LC_4352
22-C-1584396	Crawfordsville	1584396	A	Low	Non-Irrigated	1	8	19	4N506 X 3IIH6	Hybrid	NA	NA	Check	NA	127	259	NA	2022-10-07	15.01	12	NA	NA	NA	4.68125	17.6543333333333	2.59566666666667	23.7333333333333	520.333333333333	150.566666666667	NA	NA	NA	16.5	28.9365791159513	NA	NA	NA	NA	NA	NA	41.199872	91.487152	138.962764883468	31000	0	16.1290322580645	2022-05-11 00:00:00	62	17.5	NA	NA	-33.399349380361	-6.41883716470742	18.02775	183.5	75	NA	NA	NA	NA	LC_4352
22-C-1584397	Crawfordsville	1584397	A	Low	Non-Irrigated	1	9	19	B73 X PHM49	Hybrid	NA	NA	Check	NA	134	262	NA	2022-10-07	19.51	15.2	NA	NA	NA	4.657	16.299	2.46666666666667	20.3666666666667	541.333333333333	154.133333333333	NA	NA	NA	16.5	28.4729064039409	NA	NA	NA	NA	NA	NA	41.199868	91.487116	174.055681391136	30500	0	3.27868852459016	2022-05-11 00:00:00	61	17.5	NA	NA	-34.190522810447	-6.31598327779193	16.4685	180.675	75	NA	NA	NA	NA	LC_4352
22-C-1584398	Crawfordsville	1584398	A	Low	Non-Irrigated	1	2	20	2369 X PHN82	Hybrid	NA	NA	Check;Nitrate sensor	NA	111	217	NA	2022-10-07	17.78	15.7	NA	NA	NA	4.32875	15.5373333333333	2.62266666666667	19.5333333333333	513	135.9	NA	NA	NA	15.5	26.4912280701754	NA	NA	NA	NA	NA	NA	41.199929	91.487369	157.686463567202	30500	0	6.55737704918032	2022-05-11 00:00:00	61	17.5	NA	NA	-30.1459259295399	-5.87639881667444	16.04375	159.9	75	NA	NA	NA	NA	LC_4352
22-C-1584399	Crawfordsville	1584399	A	Low	Non-Irrigated	1	3	20	LH74 X PHM49	Hybrid	NA	NA	Severe bend in ear. String used to measure ear length;Check;Nitrate sensor;Commercial soil moisture sensor;Very low stand	NA	105	222	NA	2022-10-07	NA	5.3	NA	NA	NA	4.3595	15.612	2.30033333333333	15.9	443	131.933333333333	NA	NA	NA	14.5	29.7817908201655	NA	NA	NA	NA	NA	NA	41.199922	91.487333	19.4276232339089	31000	0	4.83870967741935	2022-05-11 00:00:00	62	17.5	NA	NA	-29.2660227689769	-6.60632568148463	16.90275	153.775	75	NA	NA	NA	NA	LC_4352
22-C-1584400	Crawfordsville	1584400	A	Low	Non-Irrigated	1	4	20	PHB47 X 3IIH6	Hybrid	NA	NA	Check;Nitrate sensor	NA	110	227	NA	2022-10-07	15.85	11.8	NA	NA	NA	4.277	16.9596666666667	2.57166666666667	18.1	518	123.5	NA	NA	NA	16	23.8416988416988	NA	NA	NA	NA	NA	NA	41.199925	91.487297	147.07299408284	34500	0	7.2463768115942	2022-05-11 00:00:00	69	17.5	NA	NA	-27.3953042847548	-5.28866878084069	17.26125	146.95	75	NA	NA	NA	NA	LC_4352
22-C-1584401	Crawfordsville	1584401	A	Low	Non-Irrigated	1	5	20	LH198 X PHZ51	Hybrid	NA	NA	Check	NA	114	251	NA	2022-10-07	15	11.3	NA	NA	NA	3.8435	17.324	2.42833333333333	23.7	388.666666666667	124.666666666667	NA	NA	NA	12	32.0754716981132	NA	NA	NA	NA	NA	NA	41.199922	91.487261	139.974833957252	32000	0	15.625	2022-05-11 00:00:00	64	17.5	NA	NA	-27.6540993319792	-7.11511989673564	17.33325	140	75	NA	NA	NA	NA	LC_4352
22-C-1584402	Crawfordsville	1584402	A	Low	Non-Irrigated	1	6	20	LH123HT X 3IIH6	Hybrid	NA	NA	Check	NA	130	262	NA	2022-10-07	18.4	12.4	NA	NA	NA	4.41625	17.888	2.67866666666667	26	510.666666666667	149.7	NA	NA	NA	15.5	29.3146214099217	NA	NA	NA	NA	NA	NA	41.199925	91.487224	169.573120154571	31500	0	0	2022-05-11 00:00:00	63	17.5	NA	NA	-33.2071016309943	-6.50269614183961	18.18875	176.6	75	NA	NA	NA	NA	LC_4352
22-C-1584403	Crawfordsville	1584403	A	Low	Non-Irrigated	1	7	20	B14A X MO17	Hybrid	NA	NA	Check	NA	125	234	NA	2022-10-07	20.65	14.9	NA	NA	NA	4.16275	15.7476666666667	2.515	19.5333333333333	479	120.966666666667	NA	NA	NA	13.5	25.2540013917884	NA	NA	NA	NA	NA	NA	41.199922	91.487188	184.877771766695	35000	0	5.71428571428571	2022-05-11 00:00:00	70	17.5	NA	NA	-26.8333493250675	-5.60195184239405	16.221	143.875	75	NA	NA	NA	NA	LC_4352
