Person,QR Code,Ear #,Kernel Color,Ear Width,Kernel Fill Length,Kernel Row Number,Kernels per Row,Ear Weight,Kernel Count,Cob Width,Cob Length,Cob Weight,100 Kernel weight,Total Moisture
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot933$Row5$Range28$N209 x 3IIH6,1,Yellow,4.5,16.5,20,28,161.23,515,3,17.5,19.47,26.91,4.53
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot933$Row5$Range28$N209 x 3IIH6,2,Yellow,4.5,17,18,37,178.05,542,3,17.5,20.21,29.27,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot933$Row5$Range28$N209 x 3IIH6,3,Yellow,4.5,18.5,16,38,218.84,576,3,19,28.67,32.58,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot933$Row5$Range28$N209 x 3IIH6,4,Yellow,4,15,20,25,145.92,489,3,17,,25.7,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot929$Row1$Range28$LH195 x 3IIH6,1,Yellow,4.5,16,16,40,158.31,587,2.5,18,17.07,22.85,4.51
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot929$Row1$Range28$LH195 x 3IIH6,2,Yellow,4.5,14,16,32,137.93,481,2.5,15,14.8,24.81,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot929$Row1$Range28$LH195 x 3IIH6,3,Yellow,4.5,15,16,36,159.67,567,3,16.5,16.42,25.12,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot929$Row1$Range28$LH195 x 3IIH6,4,Yellow,4.5,15.5,18,36,162.89,586,3,17.5,19.71,24.15,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot932$Row4$Range28$PHP02 x LH185,1,Yellow,4.5,16.5,16,34,203.88,573,3,17,23.04,29.66,4.95
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot932$Row4$Range28$PHP02 x LH185,2,Yellow,4.5,19,14,44,218.47,595,3,19.5,23.28,32.61,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot932$Row4$Range28$PHP02 x LH185,3,Yellow,4.5,19.5,14,41,189.46,465,3,20.5,23.72,34.54,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot932$Row4$Range28$PHP02 x LH185,4,Yellow,4.5,20.5,14,45,263.04,563,3,20.5,33.08,40.7,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot942$Row14$Range28$Pioneer 1311 AMXT,1,Yellow,4.5,13,16,25,134.06,375,3,15,17.41,30.23,3.89
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot942$Row14$Range28$Pioneer 1311 AMXT,2,Yellow,4,15,14,27,151.68,396,2.5,17,20.6,32.76,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot942$Row14$Range28$Pioneer 1311 AMXT,3,Yellow,4.5,14,18,27,178.37,516,3,16.5,21.59,30.6,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot942$Row14$Range28$Pioneer 1311 AMXT,4,Yellow,4,13,20,23,155.43,429,3,15.5,19.68,32.23,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot931$Row3$Range28$PHK56 x 3IIH6,1,Yellow,4,14.5,16,31,132.08,449,2.5,15,14.51,25.25,4.25
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot931$Row3$Range28$PHK56 x 3IIH6,2,Yellow,4.5,14.5,16,30,137.84,425,3,16,15.53,27.53,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot931$Row3$Range28$PHK56 x 3IIH6,3,Yellow,4.5,16.5,14,35,179.63,455,3,17,22.14,35.57,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot931$Row3$Range28$PHK56 x 3IIH6,4,Yellow,4.5,16,15,36,163.28,444,3,16.5,20.49,31.6,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot935$Row7$Range28$B73 x PHM49,1,Yellow,4,13,14,30,123.15,389,3,13.5,16.79,25.87,3.84
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot935$Row7$Range28$B73 x PHM49,2,Yellow,4.5,13,16,21,126.9,410,3,14,17.06,26.44,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot935$Row7$Range28$B73 x PHM49,3,Yellow,4.5,16,18,35,186.65,574,3,16.5,21.39,28.24,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot935$Row7$Range28$B73 x PHM49,4,Yellow,4.5,15.5,16,33,190.86,534,3,16,24.09,29.66,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot937$Row9$Range28$PHP02 x LH198,1,Yellow,4.5,14.5,14,34,167.92,359,3,16,24.1,32.88,4.05
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot937$Row9$Range28$PHP02 x LH198,2,Yellow,4.5,12.5,14,29,150.66,363,3,14.5,23.47,34.14,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot937$Row9$Range28$PHP02 x LH198,3,Yellow,4.5,14,19,31,162.12,438,3,14.5,22.16,31.21,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot937$Row9$Range28$PHP02 x LH198,4,Yellow,4.5,14,14,33,163.17,438,3,14.5,22.1,31.14,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot939$Row11$Range28$Syngenta NK0760-3111,1,yellow,4.5,16,15,35,147.54,467,3,17.5,17.95,25.47,4.11
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot939$Row11$Range28$Syngenta NK0760-3111,2,yellow,4.5,16,14,36,134.86,401,3,16.5,19.45,28.82,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot939$Row11$Range28$Syngenta NK0760-3111,3,yellow,4.5,12,18,29,123.33,464,3,15,16.34,21.96,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot939$Row11$Range28$Syngenta NK0760-3111,4,yellow,4.5,15,16,34,86.14,249,3,17,16.33,28.34,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot930$Row2$Range28$LH123HT x 3IIH6,1,yellow,4,14.5,16,28,130.59,469,3,16.5,18.66,22.82,4.51
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot930$Row2$Range28$LH123HT x 3IIH6,2,yellow,4,17.5,16,38,171.68,597,3,18.5,23.27,22.52,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot930$Row2$Range28$LH123HT x 3IIH6,3,yellow,4,16.5,16,34,146.17,473,3,16.5,21.07,25.21,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot930$Row2$Range28$LH123HT x 3IIH6,4,yellow,4,15.5,16,33,145.7,530,3,16.5,17.11,23,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot938$Row10$Range28$B37 x OH43,1,yellow,4,13.5,18,17,93.8,286,3,14,22.32,24.9,3.95
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot938$Row10$Range28$B37 x OH43,2,yellow,4.5,12.5,18,28,121.12,413,3,13,18.08,23.68,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot938$Row10$Range28$B37 x OH43,3,yellow,4.5,14.5,15,30,124.8,356,3,15,21.98,28.28,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot938$Row10$Range28$B37 x OH43,4,yellow,4.5,16.5,18,36,189.76,622,3,16.5,25.93,26.51,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot934$Row6$Range28$Syngenta NK0760-3111,1,yellow,4.5,16,14,38,191.16,508,3,17,24.91,32.7,4.47
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot934$Row6$Range28$Syngenta NK0760-3111,2,yellow,4.5,19,14,47,239.09,650,3,20,29.53,33.35,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot934$Row6$Range28$Syngenta NK0760-3111,3,yellow,4.5,18,16,44,215.02,639,3,18.5,23.35,28.58,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot934$Row6$Range28$Syngenta NK0760-3111,4,yellow,4.5,16,16,39,199.12,,3,16.5,20.66,28.82,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot943$Row15$Range28$B73 x PHM49,1,yellow,4.5,14,16,33,163.78,469,2.5,15,21.06,29.68,4.19
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot943$Row15$Range28$B73 x PHM49,2,yellow,4.5,17,16,40,211.56,591,3,18,26.26,29,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot943$Row15$Range28$B73 x PHM49,3,yellow,4.5,14,18,32,188.57,544,3,15.5,23.46,29.55,
IS,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot943$Row15$Range28$B73 x PHM49,4,yellow,4,13,14,25,150.9,415,3,14.5,21.02,31.54,
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot711$Row7$Range13$N209 x 3IIH6,1,yellow,4,15.5,18,33,146.52,549,3,16,16,23.43,5.17
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot711$Row7$Range13$N209 x 3IIH6,2,yellow,4.5,17.5,18,37,220.29,641,3,18,24.54,28.59,
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot711$Row7$Range13$N209 x 3IIH6,3,yellow,4,16,20,33,155.26,537,3,17.5,18.54,24.18,
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot711$Row7$Range13$N209 x 3IIH6,4,yellow,4.5,17,18,33,151.3,599,3,18,17.72,22.25,
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot709$Row5$Range13$Syngenta NK0760-3111,1,yellow,4.5,16.5,14,42,162.74,459,3,18,18.11,29.62,4.42
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot709$Row5$Range13$Syngenta NK0760-3111,2,yellow,4.5,16,16,38,165.19,489,3,17.5,19.79,28.6,
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot709$Row5$Range13$Syngenta NK0760-3111,3,yellow,4.5,17.5,16,40,188.69,581,3,18.5,22.4,26.82,
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot709$Row5$Range13$Syngenta NK0760-3111,4,yellow,4.5,16.5,14,40,177.18,480,3,19,20.45,30.44,
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot719$Row15$Range13$PHW52 x PHM49,1,yellow,4.5,14.5,16,33,193.96,479,2.5,17,20.36,35.48,4.63
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot719$Row15$Range13$PHW52 x PHM49,2,yellow,4.5,15,14,34,184.12,445,2.5,18,18.19,35.27,
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot719$Row15$Range13$PHW52 x PHM49,3,yellow,4.5,19.5,16,41,249.9,641,2.5,20.5,24.42,36.79,
IS,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot719$Row15$Range13$PHW52 x PHM49,4,yellow,4.5,15.5,14,29,191.25,438,2.5,18,20.43,38.57,
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot941$Row13$Range28$PHT69 x 3IIH6,1,Yellow,4,14,16,31,135.7,390,2.5,15.5,26.1,27.5,3.93
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot941$Row13$Range28$PHT69 x 3IIH6,2,Yellow,4.5,12.5,18,34,173.6,514,3,15,24.2,28.2,
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot941$Row13$Range28$PHT69 x 3IIH6,3,Yellow,4.5,14.5,18,36,217.5,574,2.5,16.5,29.9,30.3,
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot941$Row13$Range28$PHT69 x 3IIH6,4,Yellow,4.5,14,18,33,195.3,575,2.5,16,26,29.4,
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot936$Row8$Range28$2369 x PHZ51,1,Yellow,4,16.5,14,41,189.5,543,2.5,18,26.5,28.4,4.03
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot936$Row8$Range28$2369 x PHZ51,2,Yellow,4,13.5,16,31,153.6,567,2.5,16,21.7,27.3,
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot936$Row8$Range28$2369 x PHZ51,3,Yellow,4,16,14,38,171.2,513,2.5,17.5,22.1,28.3,
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot936$Row8$Range28$2369 x PHZ51,4,Yellow,3.5,17,12,38,130.1,382,2,18,20.8,31.7,
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot940$Row12$Range28$PHK56 x LH185,1,Yellow,3.5,16,14,33,122.1,381,2,16.5,13.8,29.2,4.21
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot940$Row12$Range28$PHK56 x LH185,2,Yellow,4,17.5,14,37,164.2,472,2.5,18,19.9,29.3,
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot940$Row12$Range28$PHK56 x LH185,3,Yellow,4,15,14,35,156.3,298,2.5,15.5,17.4,33.3,
CH,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot940$Row12$Range28$PHK56 x LH185,4,Yellow,4,18,14,36,188.1,473,2.5,18.5,21.7,34.1,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot718$Row14$Range13$Syngenta NK0760-3111,1,Yellow,4,12.5,14,28,152.8,388,2.5,17,19.6,33.1,4.61
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot718$Row14$Range13$Syngenta NK0760-3111,2,Yellow,4,13.5,16,31,155.4,403,2.5,17.5,19.3,31.1,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot718$Row14$Range13$Syngenta NK0760-3111,3,Yellow,4.5,13,16,29,185.1,483,2.5,18,21.7,34,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot718$Row14$Range13$Syngenta NK0760-3111,4,Yellow,4,11.5,16,26,156.2,417,2.5,16.5,19.8,31.4,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot712$Row8$Range13$PHW52 x PHN82,1,Yellow,4.5,15.5,16,35,209.4,550,2.5,18,23.1,33.2,4.64
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot712$Row8$Range13$PHW52 x PHN82,2,Yellow,4,13.5,16,30,151.6,426,2.5,15.5,16.3,31.1,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot712$Row8$Range13$PHW52 x PHN82,3,Yellow,4,16,14,36,186.8,573,2.5,17,18.3,33.2,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot712$Row8$Range13$PHW52 x PHN82,4,Yellow,4.5,14,18,29,196.2,391,2.5,17,26.5,35.7,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot706$Row2$Range13$LH198 x PHZ51,1,Yellow,3.5,14.5,14,33,134.8,392,2.5,14.5,20.2,28.8,4.05
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot706$Row2$Range13$LH198 x PHZ51,2,Yellow,3.5,14.5,14,36,137.9,435,2.5,15,19.8,27.2,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot706$Row2$Range13$LH198 x PHZ51,3,Yellow,3.5,15,14,33,138.6,389,2.5,16,20.5,29,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot706$Row2$Range13$LH198 x PHZ51,4,Yellow,3.5,15,14,30,122.7,362,2.5,15.5,19.7,28.5,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot705$Row1$Range13$PHK76 x LH145,1,Orange,3.5,16.5,12,45,123.4,352,2,16.5,18,28.8,4.37
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot705$Row1$Range13$PHK76 x LH145,2,Orange,3.5,10,16,19,89.5,252,2,14,17.6,27.8,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot705$Row1$Range13$PHK76 x LH145,3,Orange,4.5,12.5,16,30,180,497,2.5,15,21.4,31.91,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot705$Row1$Range13$PHK76 x LH145,4,Orange,3.5,15,14,30,118.7,393,2.5,16.5,18.5,26.2,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot720$Row16$Range13$LH195 x PHM49,1,Yellow,4,15.5,12,35,143.9,364,2.5,17,18.5,32.4,4.33
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot720$Row16$Range13$LH195 x PHM49,2,Yellow,4,13.5,16,27,143.9,408,2,15,16.8,30.6,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot720$Row16$Range13$LH195 x PHM49,3,Yellow,4,15,16,31,172,500,2.5,15.5,19.1,28.9,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot720$Row16$Range13$LH195 x PHM49,4,Yellow,4,16.5,14,38,189.7,499,2.5,17,22.7,32.5,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot708$Row4$Range13$B37 x H95,1,Yellow,3.5,11,18,26,79.2,362,2,11.5,9.7,19.6,4.71
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot708$Row4$Range13$B37 x H95,2,Yellow,4,13,18,33,107.5,466,2.5,13.5,15.9,19.5,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot708$Row4$Range13$B37 x H95,3,Yellow,4,12,20,28,103.1,481,2.5,13.5,15.8,17.8,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot708$Row4$Range13$B37 x H95,4,Yellow,3.5,11,18,27,80.2,393,2.5,12,11.6,18.1,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot716$Row12$Range13$PHP02 x LH198,1,Yellow,4,12.5,18,25,145.3,431,2.5,12.5,19.5,27.7,4.61
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot716$Row12$Range13$PHP02 x LH198,2,Yellow,3.5,12.5,14,27,132.7,365,2.5,14,20.5,29.7,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot716$Row12$Range13$PHP02 x LH198,3,Yellow,4,11.5,16,26,152.6,416,2.5,14.5,23.3,32.8,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep2$Plot716$Row12$Range13$PHP02 x LH198,4,Yellow,3.5,12,14,28,98.2,285,2,13,15.6,30,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot707$Row3$Range13$B73 x PHN82,1,Yellow,4.5,14,16,33,184.3,530,2.5,16,24,28.6,4.44
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot707$Row3$Range13$B73 x PHN82,2,Yellow,3.5,13.5,14,32,135.8,401,2,14.5,17.9,29.6,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot707$Row3$Range13$B73 x PHN82,3,Yellow,4.5,16,18,40,212,671,2.5,17.5,27.5,27.3,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot707$Row3$Range13$B73 x PHN82,4,Yellow,4,14,18,31,162.6,510,2.5,15,22.4,27.3,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot710$Row6$Range13$2FACC x 3IIH6,1,Yellow,4.5,14,18,33,161.9,525,2.5,15.5,18.3,27.3,4.63
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot710$Row6$Range13$2FACC x 3IIH6,2,Yellow,4,13.5,18,30,172.6,495,2.5,15,21.7,30.1,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot710$Row6$Range13$2FACC x 3IIH6,3,Yellow,4.5,14,18,33,167.1,534,2.5,16,20.3,29.3,
CH,North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot710$Row6$Range13$2FACC x 3IIH6,4,Yellow,4,13.5,18,27,138.9,434,2.5,15.5,18.3,27.8,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1586$Row10$Range29$PHB47 x PHK56,1,Yellow,3.5,13,14,34,85.3,371,2,13,13.8,19.7,5.6
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1586$Row10$Range29$PHB47 x PHK56,2,Yellow,3.5,11.5,16,28,89.6,432,2,13,14.2,17.3,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1586$Row10$Range29$PHB47 x PHK56,3,Yellow,3.5,13.5,14,34,107.2,434,2,15.5,18.2,19.5,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1586$Row10$Range29$PHB47 x PHK56,4,Yellow,3.5,14,12,37,104.8,436,2,16,17.9,18.7,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1584$Row8$Range29$LH123HT x 3IIH6,1,Yellow,4,13.5,18,29,116.2,489,2.5,16,18.7,19.9,5.66
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1584$Row8$Range29$LH123HT x 3IIH6,2,Yellow,4,16.5,16,37,132.8,600,2.5,17.5,21.4,18.9,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1584$Row8$Range29$LH123HT x 3IIH6,3,Yellow,4,15,18,36,133.3,557,2.5,17.5,20.7,20.2,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1584$Row8$Range29$LH123HT x 3IIH6,4,Yellow,3.5,13,16,31,101.8,406,2.5,15.5,16.4,20.7,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1585$Row9$Range29$PHW52 x PHM49,1,Yellow,3.5,13,14,32,93.8,312,2,13,10.9,25.8,5.63
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1585$Row9$Range29$PHW52 x PHM49,2,Yellow,3.5,13,12,32,91.9,318,2,13.5,11.3,26,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1585$Row9$Range29$PHW52 x PHM49,3,Yellow,3.5,11.5,14,29,77.9,254,2,15,11.6,24.6,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1585$Row9$Range29$PHW52 x PHM49,4,Yellow,3.5,14,12,31,107.5,306,2,14,13.2,29.5,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1592$Row18$Range29$Syngenta NK0760-3111,1,Yellow,3.5,12,14,33,68.9,387,2,15,13.8,14,6.7
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1592$Row18$Range29$Syngenta NK0760-3111,2,Yellow,3.5,11.5,16,19,92.4,327,2,14,12.1,17.4,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1592$Row18$Range29$Syngenta NK0760-3111,3,Yellow,3.5,10.5,13,29,68.9,268,2,13.5,12.7,19.9,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1592$Row18$Range29$Syngenta NK0760-3111,4,Yellow,3.5,11,16,30,76.9,379,2,13,12.7,16.5,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1591$Row17$Range29$Syngenta NK0760-3111,1,Yellow,3.5,12.5,16,31,87.3,415,2,15.5,15.6,16.4,6
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1591$Row17$Range29$Syngenta NK0760-3111,2,Yellow,3.5,10.5,16,28,66.6,371,2,11.5,10.7,15.5,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1591$Row17$Range29$Syngenta NK0760-3111,3,Yellow,4,17,14,44,148.3,584,2.5,18.5,21.1,20.6,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1591$Row17$Range29$Syngenta NK0760-3111,4,Yellow,3.5,13,16,29,81.7,450,2,15,12.8,15.2,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1593$Row19$Range29$Syngenta NK0760-3111,1,Yellow,3.5,14.5,14,32,85.7,392,2,17,16.9,17.2,6.4
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1593$Row19$Range29$Syngenta NK0760-3111,2,Yellow,3.5,13.5,14,34,52.4,256,2,15.5,13.8,15.2,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1593$Row19$Range29$Syngenta NK0760-3111,3,Yellow,3.5,11.5,16,28,66.8,423,2,14,12,13.3,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1593$Row19$Range29$Syngenta NK0760-3111,4,Yellow,3.5,13,14,33,77.9,457,2,14,11.2,14.9,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1588$Row12$Range29$Syngenta NK0760-3111,1,Yellow,4,16,16,40,135.9,616,2.5,17.5,22.3,18.8,6.9
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1588$Row12$Range29$Syngenta NK0760-3111,2,Yellow,3.5,12,16,35,65.2,392,2,13,11.3,14.7,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1588$Row12$Range29$Syngenta NK0760-3111,3,Yellow,3.5,13,12,34,71.9,362,2,14.5,13.4,16.1,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1588$Row12$Range29$Syngenta NK0760-3111,4,Yellow,3.5,13,14,33,85.2,402,2,15,14.9,16.8,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1595$Row21$Range29$Syngenta NK0760-3111,1,Yellow,3.5,13,16,30,84.8,501,2,16,13.3,14.7,6.2
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1595$Row21$Range29$Syngenta NK0760-3111,2,Yellow,3,13,14,33,75.4,380,2,15,13.7,15.8,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1595$Row21$Range29$Syngenta NK0760-3111,3,Yellow,4,15,18,37,135,636,2.5,17,19.5,19.6,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1595$Row21$Range29$Syngenta NK0760-3111,4,Yellow,4,15.5,14,42,143.6,570,2.5,17.5,20.9,23,
CH,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1463$Row7$Range23$Syngenta NK0760-3111,1,Yellow,3.5,15,14,35,87.58,470,2,12,13.69,15.49,7.1
